Species,,13/14,14/15,15/16,16/17,17/18,,MaximalMonthOf18,Mean5yr,Mean12/13-17/18
Mallard,nan,8,11,9,4,4,nan,Jan,7,7,nan
Canada Goose,nan,10,2,5,0,2,nan,Feb,4,4,nan
Unidentified duck,nan,0,0,0,0,0,nan,nan,0,0,nan
END,END,END,END,END,END,END,END,END,END
