Species,,13/14,14/15,15/16,16/17,17/18,,MaximalMonthOf18,Mean5yr,Mean12/13-17/18
Mallard,nan,(12),12,27,24,20,nan,Aug,21,21,nan
Canada Goose,nan,6,10,13,8,7,nan,Apr,9,9,nan
Tufted Duck,nan,0,6,4,7,0,nan,nan,3,3,nan
Mandarin Duck,nan,0,1,9,4,0,nan,nan,3,3,nan
Shoveler,nan,0,0,1,1,0,nan,nan,0,0,nan
Gadwall,nan,0,0,0,0,0,nan,nan,0,0,nan
END,END,END,END,END,END,END,END,END,END
