Species,,13/14,14/15,15/16,16/17,17/18,,MaximalMonthOf18,Mean5yr,Mean12/13-17/18
Mallard,nan,nan,nan,nan,30,48,nan,Jul,39,39,nan
Canada Goose,nan,nan,nan,nan,30,35,nan,Jul,33,33,nan
Tufted Duck,nan,nan,nan,nan,6,40,nan,Jan,23,23,nan
Goosander,nan,nan,nan,nan,0,13Supplementary visit under the WeBS Core Count SurveyWeBS,nan,Nov,7,7,nan
Mute Swan,nan,nan,nan,nan,4,4,nan,Jul,4,4,nan
Shoveler,nan,nan,nan,nan,0,4,nan,Mar,2,2,nan
Red-breasted Merganser,nan,nan,nan,nan,0,1,nan,Nov,1,1,nan
END,END,END,END,END,END,END,END,END,END
