Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Medmerry RSPB Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0,1,0,0,nan,1,1,10,2019-11-24 16:52:59
Montgrew Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,nan,1,1,10,2019-11-24 16:52:59
Nor Wick and Skaw,nan,0,0,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,nan,1,4,Jan,1,1,10,2019-11-24 16:52:59
North West Solent,0,2,(0),(0),(0),0,0,0.0,2.0,0.0,1,1,3,1,0,2,2,1,2,0,nan,1,1,10,2019-11-24 16:52:59
Otter Estuary,1,0,0,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,nan,1,1,10,2019-11-24 16:52:59
Ouse Fen and Pits (Hanson/RSPB),0,2,1,nan,7,6,1,1.0,1.0,9.0,1,1,0,3,0,0,5,0,0,1,Jul,1,1,10,2019-11-24 16:52:59
Pegwell Bay,0,0,0,0,0,(0),(0),0.0,0.0,46.0,0,3Supplementary visit under the WeBS Core Count SurveyWeBS,300Supplementary visit under the WeBS Core Count SurveyWeBS,2Supplementary visit under the WeBS Core Count SurveyWeBS,7,5Supplementary visit under the WeBS Core Count SurveyWeBS,(0),0,1,0,nan,2,2,10,2019-11-24 16:52:59
Pirton Pool,0,2,2,0,1,6,0,0.0,1.0,0.0,0,0,0,1,4,3,0,0,0,0,nan,1,1,10,2019-11-24 16:52:59
Pitsford Reservoir,(7),0,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,2,0,1,Sep,1,1,10,2019-11-24 16:52:59
Point of Ayre Gravel Pit,nan,nan,nan,0,0,0,0,0.0,0.0,0.0,0,0,0,nan,nan,nan,0,0,0,2,Mar,1,1,10,2019-11-24 16:52:59
Portsmouth Harbour,0,(0),0,0,(0),0,0,0.0,1.0,0.0,2,(0),1,1,1,1,1,1,1,(0),nan,1,1,10,2019-11-24 16:52:59
Primrose Valley Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,1,1,nan,nan,nan,1,1,10,2019-11-24 16:52:59
Queen Elizabeth II Country Park Lakes,nan,nan,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,1,Sep,1,1,10,2019-11-24 16:52:59
Queen's Park Pool (Crewe),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,1,Jul,1,1,10,2019-11-24 16:52:59
R Clyde: Carstairs to Thankerton,(0),0,(9),15,0,0,0,51.0,0.0,0.0,0,(0),(0),(2),9,0,(0),0,0,6,Dec,2,2,10,2019-11-24 16:52:59
Radwell Lakes,3,3,2,2,4,2,nan,nan,0.0,0.0,0,1,2,1,1,0,0,0,0,6,Oct,1,1,10,2019-11-24 16:52:59
Ream Hills Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,(1),(1),nan,1,Mar,1,1,11,2019-11-24 16:53:11
River Avon - Avon Bridge to Salisbury,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,nan,nan,nan,1,1,11,2019-11-24 16:53:11
River Derwent - Bassenthwaite Lake to Isel Bridge,0,0,12,0,2,19,0.0,0,6,5,10,2,0,0,0,2,0,0,nan,nan,nan,1,1,11,2019-11-24 16:53:11
River Tay - Haughs of Kercock,0,0,nan,0,0,10,0.0,0,0,0,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0,0,0,0,0,1,4,2,Nov,1,1,11,2019-11-24 16:53:11
River Test - Leckford,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,(0),3,0,0,0,(0),nan,1,1,11,2019-11-24 16:53:11
River Thames - Lechlade,1,1,2,2,2,1,0.0,0,0,0,0,0,0,3,0,1,1,1,0,0,nan,1,1,11,2019-11-24 16:53:11
Roman Lakes,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,Jul,1,1,11,2019-11-24 16:53:11
Rossie Bog,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(3),1Supplementary visit under the WeBS Core Count SurveyWeBS,(0),0,0,(0),(1),(3),(0),nan,nan,2,2,11,2019-11-24 16:53:11
Sandbach Flashes,0,0,0,0,1,(0),0.0,0,0,1,1,1,3,2,2,1,1,1,0,1,Nov,1,1,11,2019-11-24 16:53:11
Seamer Road Mere,0,0,0,0,1,0,0.0,0,0,0,0,0,0,2,0,nan,0,0,1,1,Nov,1,1,11,2019-11-24 16:53:11
Severn Hams,(0),0,0,2,0,2,0.0,0,2,2,1,1,0,1,1,0,2,0,0,1,Jan,1,1,11,2019-11-24 16:53:11
Shakerley Mere,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,3,0,0,0,0,nan,1,1,11,2019-11-24 16:53:11
Somerset Levels,1,0,0,1,4,2,0.0,2,0,1,0,0,1,0,2,0,3,0,0,0,nan,1,1,11,2019-11-24 16:53:11
Sound of Gigha,nan,nan,nan,nan,nan,nan,nan,0Argyll goose countsSNH,0SNH countsSNH Islay office,nan,0SNH countsSNH Islay office,0SNH countsSNH Islay office,0SNH countsSNH Islay office,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0SNH countsSNH Islay office,(1),0SNH countsSNH Kirkwall office,0SNH countsSNH Kirkwall office,4,nan,nan,1,1,11,2019-11-24 16:53:11
Sound of Gigha and Rhunahaorine,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),0,0,0,(1),(0),nan,4,0,nan,2,2,11,2019-11-24 16:53:11
St Albans Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,1,1,1,0,nan,1,1,11,2019-11-24 16:53:11
Stodmarsh,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,3,0,0,0,1,Oct,1,1,11,2019-11-24 16:53:11
Stoney Beck Lake,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0,0,3,0,0,0,0,nan,1,1,11,2019-11-24 16:53:11
Sywell Country Park,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,(0),nan,1,1,11,2019-11-24 16:53:11
Tamar Complex,0,(0),0,0,0,1,2.0,0,0,0,0,1,0,0,1,0,0,0,2,4,Dec,1,1,11,2019-11-24 16:53:11
Tarns Dub,nan,nan,nan,nan,nan,0,0.0,1,0,1,1,1,1,1,0,0,0,2,2,0,nan,1,1,11,2019-11-24 16:53:11
Tayinloan,nan,nan,3Supplementary visit under the WeBS Core Count SurveyWeBS,nan,2Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,117Argyll goose countsSNH,3Greenland Goose counts e.g. Greenland Barnacle counts at South WallsSNH,2WWT/JNCC National Grey Goose Censusnull,0SNH countsSNH Islay office,1SNH countsSNH Islay office,0SNH countsSNH Islay office,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0SNH countsSNH Islay office,nan,1SNH countsSNH Kirkwall office,0SNH countsSNH Kirkwall office,nan,nan,nan,1,1,11,2019-11-24 16:53:11
Testbourne Estate,nan,nan,nan,nan,nan,nan,nan,0,0,0,1,0,2,1,1,0,0,0,6,(0),nan,2,2,11,2019-11-24 16:53:11
Testwood Lakes,0,0,0,0,0,5,4.0,9,3,5,5,9,3,0,1,1,1,1,1,0,nan,1,1,11,2019-11-24 16:53:11
"The Long Water, Hampton Court Park (Home Park)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,Nov,1,1,11,2019-11-24 16:53:11
The Warrage Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,7,Mar,1,1,11,2019-11-24 16:53:11
Thoresby Lake,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,2,0,1,Oct,1,1,11,2019-11-24 16:53:11
Threave Estate,nan,(0),0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,0,0,0,nan,1,1,11,2019-11-24 16:53:11
Tyttenhanger Gravel Pits,1,0,0,(0),(0),0,0.0,(0),0,0,0,0,1,0,0,0,1,1,1,1,Jul,1,1,11,2019-11-24 16:53:11
Upper Tay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,1,1,11,2019-11-24 16:53:11
WWT Martin Mere,42,35,43,49.0,53.0,57,56,10,40.0,3,19,52.0,9.0,82,0,0,0,1,0.0,2.0,Sep,1,1,12,2019-11-24 16:53:24
Wellington Gravel Pits,0,17,14,nan,4.0,2,0,nan,1.0,0,0,10.0,2.0,6,5,5,0,0,0.0,0.0,nan,1,1,12,2019-11-24 16:53:24
Whiteadder Reservoir,0,(0),nan,0.0,0.0,0,0,0,0.0,75,0,0.0,0.0,0,3unspecified sea-watchnull,(6),0,(0),0.0,0.0,nan,2,2,12,2019-11-24 16:53:24
Whitemoor Haye,nan,0,0,0.0,0.0,2,2,0,1.0,0,15,5.0,0.0,0,0,3,0,0,0.0,0.0,nan,1,1,12,2019-11-24 16:53:24
Widdrington Moor Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,4,0,0.0,1.0,Dec,1,1,12,2019-11-24 16:53:24
Windermere,nan,nan,nan,0.0,2.0,(0),0,3,1.0,6,1,0.0,0.0,1,0,2,0,0,nan,nan,nan,1,1,12,2019-11-24 16:53:24
Withington Hall Pool,0,0,0,0.0,1.0,2,3,3,1.0,2,2,1.0,1.0,2,1,3,1,0,0.0,1.0,Mar,1,1,12,2019-11-24 16:53:24
Ythan Estuary,0,2,0,0.0,0.0,0,(5),14,0.0,45,0,0.0,0.0,0,0,2,0,4,0.0,0.0,nan,1,1,12,2019-11-24 16:53:24
Abbots Moss (Cumbria),0,0,0,0.0,0.0,0,1,0,0.0,0,0,1.0,0.0,0,0,0,0,0,0.0,nan,nan,0,0,12,2019-11-24 16:53:24
Achlochan,(0),(0),(50),nan,nan,nan,10,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Acre Nook Sand Quarry,0,0,0,0.0,0.0,0,1,0,0.0,0,0,2.0,0.0,0,0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Afan Estuary and Port Talbot Harbour,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,nan,nan,0,0,12,2019-11-24 16:53:24
Airy Holm Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Allestree Park Lakes,0,nan,nan,nan,0.0,0,0,0,0.0,nan,nan,nan,0.0,0,0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Alresford Pond,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Alva Floods,nan,0,0,0.0,0.0,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,0.0,0,(0),0.0,0.0,0,0,0,(0),0,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Alvecote Pools,0,(0),1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Amble to Chevington Burn,0,0,(0),0.0,0.0,0,0,(0),0.0,0,27,0.0,0.0,0,0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Angerton Lake,nan,nan,nan,0.0,0.0,0,(0),0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Anglers Country Park Lake,0,1,0,0.0,0.0,1,0,0,1.0,0,0,0.0,0.0,0,1,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Anglezarke and Yarrow Reservoirs,nan,0,0,0.0,0.0,0,1,0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Anstruther Bay,(0),0,0,0.0,100.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Antermony Loch,0,1,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,nan,nan,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Aqualate Mere,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Arbroath Coast - East Haven to Elliot,0,0,nan,nan,nan,0,0,0,nan,nan,0,0.0,0.0,0,1,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Arclid Sand Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0.0,1.0,Sep,0,0,12,2019-11-24 16:53:24
Ardingly Reservoir,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Ardleigh Reservoir,0,0,6,0.0,6.0,nan,nan,nan,nan,nan,nan,nan,0.0,(1),(0),nan,nan,nan,nan,0.0,nan,0,0,12,2019-11-24 16:53:24
Ardrossan-West Kilbride,nan,0,0,0.0,0.0,0,0,93,0.0,(0),0,nan,nan,0,nan,nan,nan,0,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Arlington Reservoir,2,1,1,1.0,1.0,1,0,2,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 16:53:24
Arun Valley,3,39,40Supplementary visit under the WeBS Core Count SurveyWeBS,2,5,1,2,3.0,1,1,2,1,7,3.0,0,0,0,1,1.0,0,nan,0,0,13,2019-11-24 16:53:36
Aston On Trent Gravel Pits,nan,0,0,nan,nan,0,0,0.0,nan,nan,nan,nan,0,0.0,0,nan,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0.0,nan,nan,0,0,13,2019-11-24 16:53:36
Attenborough Gravel Pits,(0),(0),0,1,nan,0,1,0.0,0,0,(0),(0),(0),1.0,(0),0,0,0,0.0,nan,nan,0,0,13,2019-11-24 16:53:36
Auchendores and Leperstone Reservoirs,0,0,0,0,1,0,0,0.0,0,(0),(0),0,nan,0.0,(0),nan,nan,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Auchenlaich Farm Pond B,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,0.0,0,0,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Avenue Washlands Nature Reserve,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0.0,1,1,1,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Avon Estuary (Devon),(0),0,0,(0),0,0,0,0.0,1,0,0,0,0,0.0,0,0,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Avon Valley - Salisbury to Fordingbridge,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,(0),0,(0),0.0,0,nan,0,0,13,2019-11-24 16:53:36
Ayr to North Troon,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Backwater Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,1,(0),nan,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Baddiley Mere and Reservoir,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0.0,0,0,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Bainton Pits,0,0,3,5,2,1,0,0.0,(1),0,0,0,0,0.0,0,0,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Balgone Ponds,(0),(0),(0),(0),(0),(0),(0),0.0,0,(0),0,0,(0),0.0,0,0,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Balgray Reservoir,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Bann Estuary,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Bar Mere,1,1,0,0,1,1,1,1.0,0,0,1,0,0,0.0,0,0,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Barcraigs Reservoir,1,0,0,1,1,0,7,0.0,0,0,1,0,0,0.0,0,0,nan,0,nan,nan,nan,0,0,13,2019-11-24 16:53:36
Bardolf Water Meadows,1,5,1,1,2,1,2,0.0,0,0,0,2,0,0.0,0,0,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Barking Park,0,0,0,0,0,0,0,0.0,nan,nan,nan,0,0,0.0,0,0,0,0,0.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,Mar,0,0,13,2019-11-24 16:53:36
Barmston Ponds,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Barnacre Reservoir and Grizedale Lea,0,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,0,nan,0,0,13,2019-11-24 16:53:36
Barton Broad,nan,4,1,2,4,0,0,0.0,0,0,0,0,1,0.0,0,0,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Barton Pits and Catholme,0,1,1,0,0,1,0,0.0,2,0,0,0,(0),0.0,0,0,0,nan,nan,nan,nan,0,0,13,2019-11-24 16:53:36
Batemill Sand Quarry,1,0,0,0,0,1,1,1.0,1,2,2,1,1,2.0,2,1,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Battlesden Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Baulking Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Beadnell to Seahouses,0,0,(0),0,0,0,0,0.0,0,0,0,(98),0,0.0,0,0,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Beale Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,1.0,0,nan,0,0,13,2019-11-24 16:53:36
Beddington Sewage Farm,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Beesands Ley,0,0,0,0,(0),0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,nan,0,0,13,2019-11-24 16:53:36
Belchers Lake,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,14,2019-11-24 16:53:48
Belhus Woods Country Park,nan,0.0,0.0,0,0.0,0.0,0.0,0,nan,nan,nan,0.0,0,0.0,0,0.0,0.0,0,0,2.0,May,0,0,14,2019-11-24 16:53:48
Belvide Reservoir,0,1.0,0.0,0,nan,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,1.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Bemersyde Moss,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,1,0.0,nan,0,0,14,2019-11-24 16:53:48
Bennan Loch,0,0.0,0.0,0,0.0,0.0,0.0,0,0,3,0.0,nan,nan,nan,nan,nan,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Benston Loch,nan,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,3,0.0,0,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Berrington Pool,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Berwick North Shore,0,0.0,0.0,0,0.0,0.0,0.0,0,0,(0),0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Besthorpe and Girton Gravel Pits and Fleet,2,0.0,0.0,0,0.0,32.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,(0),nan,0.0,nan,0,0,14,2019-11-24 16:53:48
Beveridge Pond Kirkcaldy,0,0.0,0.0,0,0.0,nan,0.0,0,0,1,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Bewl Water,2,5.0,1.0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0,0.0,11,0.0,0.0,0,(0),0.0,nan,0,0,14,2019-11-24 16:53:48
Bicton Lake,0,0.0,0.0,0,0.0,0.0,0.0,(0),0,nan,nan,nan,nan,0.0,0,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Big Waters,nan,nan,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,2.0,0,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Billing Gravel Pits,0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Bingham's Pond,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Birnie Loch,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Black Cart Water (Gryfe-White Cart),0,0.0,0.0,0,1.0,0.0,0.0,6,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Black Leases Pond,nan,nan,nan,nan,nan,nan,0.0,0,2,0,1.0,0.0,0,1.0,0,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Blackhill Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0.0,0.0,0,1,0.0,nan,0,0,14,2019-11-24 16:53:48
Blackmoorfoot Reservoir,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Blackton Reservoir,0,0.0,0.0,3,5.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Blairbowie Farm Flash,2,0.0,0.0,2,0.0,0.0,0.0,1,0,0,1.0,0.0,3,0.0,0,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Blatherwyke Lake,2,3.0,2.0,1,2.0,nan,0.0,1,(0),0,0.0,0.0,(0),0.0,0,0.0,0.0,0,(0),0.0,nan,0,0,14,2019-11-24 16:53:48
Blencarn Lake,nan,nan,nan,nan,nan,nan,3.0,0,3,0,0.0,1.0,1,0.0,0,0.0,0.0,0,2,0.0,nan,0,0,14,2019-11-24 16:53:48
Blenheim Park Lake,0,0.0,0.0,0,0.0,0.0,3.0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Blickling Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Block Fen Pits,(0),nan,nan,nan,nan,nan,nan,0,0,2,0.0,0.0,0,0.0,(0),0.0,0.0,nan,nan,nan,nan,0,0,14,2019-11-24 16:53:48
Blunham Gravel Pit,0,47.0,16.0,0,0.0,21.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,0,0,14,2019-11-24 16:53:48
Blyth Estuary,nan,nan,0.0,(0),0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Blyth Estuary (Northumberland),0,0.0,0.0,0,0.0,0.0,28.0,0,0,0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0.0,nan,0,0,14,2019-11-24 16:53:48
Boddington Reservoirs,0,0.0,(0),(0),0.0,0,1,0,(0),0,0,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-24 16:54:01
Bodenham Gravel Pit,23,18.0,8,8,8.0,8,0,nan,1Supplementary visit under the WeBS Core Count SurveyWeBS,16,0,8,3,2,4,2,0,0,0,0,nan,0,0,15,2019-11-24 16:54:01
Bough Beech Reservoir,nan,0.0,0,5,0.0,0,0,1,0,1,0,0,0,1,0,0,0,1,(0),0,nan,0,0,15,2019-11-24 16:54:01
Boulmer to Howick,(0),0.0,0,0,0.0,0,0,0,0,0,0,0,0,(0),0,0,(0),0,0,(0),nan,0,0,15,2019-11-24 16:54:01
Boultham Park Lake,(0),1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-24 16:54:01
Bow Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,Apr,0,0,15,2019-11-24 16:54:01
Brackley Lake and Sheppards Pool,nan,0.0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,0,0,15,2019-11-24 16:54:01
Brampton Gravel Pits,0,1.0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,0,0,15,2019-11-24 16:54:01
Bramshill Park Lake,1,0.0,(0),0,0.0,0,(10),1,(2),(3),1,1,0,1,0,0,0,0,0,0,nan,0,0,15,2019-11-24 16:54:01
Brandon Marsh Nature Reserve,0,1.0,(3),2,2.0,1,2,1,2,2,0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,15,2019-11-24 16:54:01
Branton Gravel Pits,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-24 16:54:01
Brasside Ponds,nan,nan,nan,nan,nan,nan,1,0,0,0,1,0,0,0,0,1,0,0,0,0,nan,0,0,15,2019-11-24 16:54:01
Bredon's Hardwick Gravel Pits,nan,nan,0,0,12.0,9,1,6,12,1,5,2,3,1,4,0,0,1,0,0,nan,0,0,15,2019-11-24 16:54:01
Brent Reservoir,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-24 16:54:01
