Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Island of Islay,"35,172Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts","40,054Supplementary visit under the WeBS Core Count SurveyWeBS","38,022Supplementary visit under the WeBS Core Count SurveyWeBS","35,213Supplementary visit under the WeBS Core Count SurveyWeBS","36,478Supplementary visit under the WeBS Core Count SurveyWeBS","40,018Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts","44,186Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts","47,303Argyll goose countsSNH","52,709Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","44,961Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","44,896SNH countsSNH Islay office","41,098SNH countsSNH Islay office","44,844SNH countsSNH Islay office","46,411SNH countsSNH Islay office","45,670SNH countsSNH Islay office","41,259Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","39,185SNH countsSNH Kirkwall office","43,883SNH countsSNH Kirkwall office","45,714SNH countsSNH Kirkwall office","43,351SNH countsSNH Kirkwall office",Dec,42678,42678,1,2019-11-24 16:51:07
Solway Estuary,26540,"(27,440)",21380,"23,524Svalbard Barnacle Goose on SolwayWWT data","28,447Svalbard Barnacle Goose on SolwayWWT data",21957,"28,270Svalbard Barnacle Goose on SolwayWWT data","28,450Svalbard Barnacle Goose on SolwayWWT data","29,370Svalbard Barnacle Goose on SolwayWWT data","28,170Svalbard Barnacle Goose on SolwayWWT data","31,111Svalbard Barnacle Goose on SolwayWWT data","29,170WWT reserve countsWWT","47,000Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",25076,27260,"38,885WWT reserve countsWWT","38,826Svalbard Barnacle Goose on SolwayWWT data","42,017Svalbard Barnacle Goose on SolwayWWT data","43,425Svalbard Barnacle Goose on SolwayWWT data","43,545Svalbard Barnacle Goose on SolwayWWT data",Apr,41340,41340,1,2019-11-24 16:51:07
Solway Estuary (Scottish counties),25490,18280,8880,15795,21880,16780,19700,9320,15016,13975,6360,19137,15702,15590,22181,13366,17624,11090,9276,18179,Feb,13907,13907,1,2019-11-24 16:51:07
Solway Estuary (English counties),8296,"(14,790)",12500,9538,"(9,571)",9318,10410,9760,8891,"(7,667)","(13,759)",11541,11573,10540,15609,13047,17453,9695,8787,7889,Apr,11374,11374,1,2019-11-24 16:51:07
WWT Caerlaverock (Inland),14490,15380,3350,7380,14500,11030,10850,9320,9526,10660,6360,2316,8000,13660,8250,5980,10730,5010,nan,nan,nan,7240,7240,1,2019-11-24 16:51:07
Mersehead RSPB Reserve,nan,6500,7490,6400,8500,5700,9200,nan,"5,500Icelandic-breeding Goose CensusWildfowl and Wetlands Trust","7,169WWT/JNCC National Grey Goose Censusnull","9,040Icelandic-breeding Goose CensusWildfowl and Wetlands Trust","12,210Icelandic-breeding Goose CensusWildfowl and Wetlands Trust","9,980Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",6858,8910,5520,7230,7365,nan,nan,nan,6705,6705,1,2019-11-24 16:51:07
Redkirk Point,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"6,000Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",Nov,6000,6000,1,2019-11-24 16:51:07
Burgh Marsh (Sandsfield To Drumburgh),nan,nan,nan,nan,nan,nan,nan,nan,nan,50WWT/JNCC National Grey Goose Censusnull,nan,nan,nan,nan,nan,nan,nan,nan,nan,"4,800Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",Mar,4800,4800,1,2019-11-24 16:51:07
Tiree,"1,572Supplementary visit under the WeBS Core Count SurveyWeBS","1,607Supplementary visit under the WeBS Core Count SurveyWeBS","1,442Supplementary visit under the WeBS Core Count SurveyWeBS","2,132Supplementary visit under the WeBS Core Count SurveyWeBS","2,786Supplementary visit under the WeBS Core Count SurveyWeBS","2,796Greenland Goose counts, e.g. Coll and Tiree Greenland Barnacle countsRSPB","3,273Greenland Goose counts, e.g. Coll and Tiree Greenland Barnacle countsRSPB","3,474Greenland Goose counts, e.g. Coll and Tiree Greenland Barnacle countsRSPB","4,323Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","3,393Greenland Barnacle Goose survey 2007/08Mitchell et al. 2008","3,725SNH countsSNH Islay office","3,729Greenland Goose counts, e.g. Coll and Tiree Greenland Barnacle countsRSPB","4,190Greenland Goose counts, e.g. Coll and Tiree Greenland Barnacle countsRSPB","4,295Icelandic-breeding Goose CensusWildfowl and Wetlands Trust","4,518SNH countsSNH Islay office",nan,"4,693SNH countsSNH Kirkwall office","4,268SNH countsSNH Kirkwall office","5,126SNH countsSNH Kirkwall office","5,042SNH countsSNH Kirkwall office",Dec,4782,4782,1,2019-11-24 16:51:07
Lindisfarne,0,0,93,(400),(140),786,160,300,1202,(190),70,(300),42,800,1677,(400),1986,(850),"1,400Supplementary visit under the WeBS Core Count SurveyWeBS",16750,Oct,6712,6712,1,2019-11-24 16:51:07
Loch Gruinart,3350,937,0,nan,0,0,0,22,168,1,0,0,770,58,0,8,0,3287,2788,10676,Oct,3352,3352,1,2019-11-24 16:51:07
Orchardton and Auchencairn Bays,0,0,(50),nan,2250,3100,1100,(800),"(2,000)","(1,100)","(2,000)","(4,000)","(3,000)","(3,500)","(3,000)","(3,000)","(3,000)","(3,000)","(3,047)","(3,500)",Dec,3109,3109,1,2019-11-24 16:51:07
Colonsay/Oronsay,nan,576Supplementary visit under the WeBS Core Count SurveyWeBS,244Supplementary visit under the WeBS Core Count SurveyWeBS,nan,510Supplementary visit under the WeBS Core Count SurveyWeBS,793Supplementary visit under the WeBS Core Count SurveyWeBS,"1,000Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"3,690SNH countsSNH Kirkwall office","1,819SNH countsSNH Kirkwall office",Dec,2755,2755,1,2019-11-24 16:51:07
Wigtown Bay,17,12,0,109,(395),690,412,150,(317),930,121,172,1037,2558,1039,2169,"1,500Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",2772,"(3,117)",1950,Mar,2302,2302,1,2019-11-24 16:51:07
River Nith - Keltonbank to Nunholm,"(6,920)","(6,470)","(4,485)","(4,730)","(5,030)","(4,850)","(3,000)",nan,"(2,750)",nan,"(2,800)","(5,000)",35,nan,(900),4000,293,nan,nan,nan,nan,2147,2147,1,2019-11-24 16:51:07
Orkney,nan,nan,nan,"2,600Supplementary visit under the WeBS Core Count SurveyWeBS","1,800Supplementary visit under the WeBS Core Count SurveyWeBS",nan,nan,nan,nan,nan,"1,800SNH countsSNH Kirkwall office",nan,nan,"2,091Icelandic-breeding Goose CensusWildfowl and Wetlands Trust","2,089Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",nan,"1,990Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",nan,nan,nan,nan,1990,1990,1,2019-11-24 16:51:07
Inner Loch Indaal,0,0,0,0,0,0,nan,nan,nan,nan,nan,6000,7000,3000,3000,2500,3000,1200,1500,1367,Jan,1913,1913,1,2019-11-24 16:51:07
Isle Of Oronsay,228Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,541Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,510Supplementary visit under the WeBS Core Count SurveyWeBS,nan,"1,000Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts",716Argyll goose countsSNH,"1,901Greenland Goose counts e.g. Greenland Barnacle counts at South WallsSNH",nan,"1,874SNH countsSNH Islay office","1,711SNH countsSNH Islay office","2,056SNH countsSNH Islay office","1,376Icelandic-breeding Goose CensusWildfowl and Wetlands Trust","1,829SNH countsSNH Islay office",nan,"1,480SNH countsSNH Kirkwall office","1,714SNH countsSNH Kirkwall office",nan,nan,nan,1597,1597,1,2019-11-24 16:51:07
Isle of Coll,931Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,788Supplementary visit under the WeBS Core Count SurveyWeBS,718Supplementary visit under the WeBS Core Count SurveyWeBS,933Supplementary visit under the WeBS Core Count SurveyWeBS,"1,010Supplementary visit under the WeBS Core Count SurveyWeBS",792Supplementary visit under the WeBS Core Count SurveyWeBS,1297,"2,240Argyll goose countsSNH","2,456Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",800Greenland Barnacle Goose survey 2007/08Mitchell et al. 2008,600SNH countsSNH Islay office,876SNH countsSNH Islay office,"775Greenland Goose counts, e.g. Coll and Tiree Greenland Barnacle countsRSPB",0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,980SNH countsSNH Islay office,nan,970SNH countsSNH Kirkwall office,nan,"1,266SNH countsSNH Kirkwall office","1,039SNH countsSNH Kirkwall office",Dec,1092,1092,1,2019-11-24 16:51:07
Oitir Mhor to Loch Paible (including Kirkibost) (North Uist),nan,0,400,250,141,445,650,256,215,60,85,850,169,595,1410,340,1800,800,298,1900,Oct,1028,1028,1,2019-11-24 16:51:07
Humber Estuary,1,11,42,53,(74),81Standard visit under the WeBS Low Tide Count SurveyWeBS,(200),88,318,631,200,349,172,763Standard visit under the WeBS Low Tide Count SurveyWeBS,378,1180,553,687,1199,1451,Jan,1014,1014,1,2019-11-24 16:51:07
Loch Kinnabus,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,620,352,495,800,1000,1180,Dec,765,765,1,2019-11-24 16:51:07
Loch of Strathbeg,325,513Supplementary roost count under the WeBS Core Count SurveyWeBS,"3,700Supplementary visit under the WeBS Core Count SurveyWeBS","10,390Greenland Goose counts, e.g. Coll and Tiree Greenland Barnacle countsRSPB",138,95,"1,100Greenland Goose counts, e.g. Coll and Tiree Greenland Barnacle countsRSPB",2168,181,121WWT/JNCC National Grey Goose Censusnull,62,67,31,258,7,60,18,"2,500Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",899,312,Oct,758,758,1,2019-11-24 16:51:07
Forth Estuary,33,78,23,461,48,57,(85),95,42,291,77,38,4,21,"1,384unspecified sea-watchnull",17,19,63,86,3071,Oct,651,651,1,2019-11-24 16:51:07
Ladyhall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2500,220,450,0,0,nan,634,634,1,2019-11-24 16:51:07
Loch Sween,115,28,0,nan,0,0,90,174,60,120,79,0,248,126,0,84,741SNH countsSNH Kirkwall office,807SNH countsSNH Kirkwall office,650Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,571,571,1,2019-11-24 16:51:07
Baleshare (North Uist),nan,0,75,94,52,25,280,300,470,700,500,0,600,800,0,350,525,275,1000,163,Jan,463,463,1,2019-11-24 16:51:07
Isle of Colonsay,438Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,35Supplementary visit under the WeBS Core Count SurveyWeBS,2Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,434Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,0Argyll goose countsSNH,87Greenland Goose counts e.g. Greenland Barnacle counts at South WallsSNH,nan,0SNH countsSNH Islay office,389SNH countsSNH Islay office,0SNH countsSNH Islay office,740Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,980SNH countsSNH Islay office,nan,419SNH countsSNH Kirkwall office,470SNH countsSNH Kirkwall office,nan,nan,nan,445,445,1,2019-11-24 16:51:07
Loch a' Phuill (Tiree),0,(0),0,0,12,0,0,0,0,13,0,0,32,0,0,550,395,355,685,19,Jan,401,401,1,2019-11-24 16:51:07
Dyfi Estuary,35,46,63,158Standard visit under the WeBS Low Tide Count SurveyWeBS,98,120,140,165,198,256,280,380,305,336,380,321,342,321,447,528,Dec,392,392,1,2019-11-24 16:51:07
Strangford Lough,122,179,158,214,223,232,248,251,279,275,325,365,375,350,360,365,368,360,420,390,Sep,381,381,2,2019-11-24 16:51:19
North Warren and Thorpeness Mere,1,0,nan,0,5,57,5,48Supplementary visit under the WeBS Core Count SurveyWeBS,90,160Supplementary visit under the WeBS Core Count SurveyWeBS,230,195,(312),280,580,(450),350,380,289,400,Dec,374,374,2,2019-11-24 16:51:19
Willington,0,0,47,115,84,298,nan,nan,nan,5,287,(227),382,423,463,522,450,362,210,(270),Jan,386,386,2,2019-11-24 16:51:19
Balnakiel Farm,nan,(82),nan,nan,nan,nan,nan,970,130,809,750Highland Council Goose Countsvia WWT,(0),500,0,96,61,171,570,969,(31),Feb,443,443,2,2019-11-24 16:51:19
Balranald Nature Reserve,nan,60,(36),160,152,210,180,170,160,838,320,180,75,0,156,56,815,132,250,450,Feb,341,341,2,2019-11-24 16:51:19
Keills Peninsula and Isle of Danna,720Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,nan,280Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,420Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,400Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,640Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,708Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,468Argyll goose countsSNH,"627Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","711Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",550SNH countsSNH Islay office,600Argyll goose countsSNH,715Argyll goose countsSNH,532Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,704SNH countsSNH Islay office,nan,0SNH countsSNH Kirkwall office,0SNH countsSNH Kirkwall office,650SNH countsSNH Kirkwall office,488SNH countsSNH Kirkwall office,Dec,285,285,2,2019-11-24 16:51:19
Roxton Lake,nan,6,18,105,107,262,120,195,128,170,246,172,159,235,342,217,400,190,335,200,Apr,268,268,2,2019-11-24 16:51:19
Hamford Water,27,42,0,39,51,0,30,0,19,0,146,221,273,209,48,219,219,327,190,(170),Mar,239,239,2,2019-11-24 16:51:19
Kyle of Tongue,(0),nan,(0),nan,nan,nan,152Supplementary visit under the WeBS Core Count SurveyWeBS,0,242,0,(0),0,200,0,0,200,280,162,233,215,Feb,218,218,2,2019-11-24 16:51:19
Severn Estuary,83,0,(53),73,96,(94),101,111,126,126,150,192,152,136Supplementary visit under the WeBS Core Count SurveyWeBS,149,161,207,213,239,233,Nov,211,211,2,2019-11-24 16:51:19
Severn Estuary (English counties),67,0,(53),73,96,(94),101,111,126,126,150,191,151,130,149,160,207,213,239,233,Nov,210,210,2,2019-11-24 16:51:19
Eden Estuary,12,0,(1),106,0,130,0,0,0,1,0,1,(0),0,13,0,0,900Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,131,0,nan,206,206,2,2019-11-24 16:51:19
Derwent Water,10,28,40,61,90,82,98,105,137,184,160,137,97,173,160,67,281Supplementary visit under the WeBS Core Count SurveyWeBS,99,253,240,Apr,188,188,2,2019-11-24 16:51:19
Loch Bhasapoll (Tiree),0,(0),0,0,0,0,170,369,0,0,0,1,0,0,0,0,129,750,0,5,Mar,177,177,2,2019-11-24 16:51:19
Frampton Pools,32,46,37,(75),79,98,52,113,114,118,108,146,122,133,141,132,163,199,182,178Supplementary visit under the WeBS Core Count SurveyWeBS,Jul,171,171,2,2019-11-24 16:51:19
Loch Leven,8,0,10,6,0,0,0,0,17,2,7Supplementary visit under the WeBS Core Count SurveyWeBS,7,20,38Supplementary visit under the WeBS Core Count SurveyWeBS,30,127,75,177,256,186,Sep,164,164,2,2019-11-24 16:51:19
Ardivachar Point (South Uist),nan,0,0,nan,0,0,0,0,0,0,0,nan,0,0,(0),518Supplementary visit under the WeBS Core Count SurveyWeBS,0,239,0,46,Feb,161,161,2,2019-11-24 16:51:19
Loch Borralie,nan,nan,nan,nan,nan,nan,8,0,0,0,0,25,0,(0),0,10,0,589,0,202,Feb,160,160,2,2019-11-24 16:51:19
Loch of Skaill,0,(0),7,0,0,5,18,310,55,72,(80),20,42,88,91,112,89,180,170,(240),Jan,158,158,2,2019-11-24 16:51:19
Ullswater,31,12,60,0,2,135,110,143,186,230,82,170,3,222,11,348,13,275,12,120,Mar,154,154,2,2019-11-24 16:51:19
Longbridgemuir - Clarencefield,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,220,0,240,nan,nan,nan,153,153,2,2019-11-24 16:51:19
Canal Loch,nan,nan,nan,nan,nan,0,0,0,nan,(0),(0),0,0,(0),(0),(27),500,nan,0,51,Mar,184,184,2,2019-11-24 16:51:19
Dungeness and Rye Bay,36,15,15,13,25,25,54,136,44,92,79,83,63,75,80,85,116,125,180,175,Sep,136,136,2,2019-11-24 16:51:19
Minsmere,0,0,31,29,62,73,4,249,17,240,650,260,300,431,105,397,25,79,27,93,Apr,124,124,2,2019-11-24 16:51:19
Gruinard Bay,0,52,63,nan,nan,nan,200Supplementary visit under the WeBS Core Count SurveyWeBS,61,66,68,54Supplementary visit under the WeBS Core Count SurveyWeBS,106,97,(0),0,88,71,138,182,120,Feb,120,120,2,2019-11-24 16:51:19
Hersey Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,214,0,81,292,5,Oct,118,118,2,2019-11-24 16:51:19
Castle Mills GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,104,4,293,26,Dec,107,107,2,2019-11-24 16:51:19
Loch Eaval and Loch Hosta (North Uist),nan,16,0,2,0,115,115,86,10,4,0,0,43,0,6,145,0,0,6,375,Mar,105,105,2,2019-11-24 16:51:19
Loch Gruinart Floods,182,7,7,nan,0,0,0,0,0,0,0,(0),1,0,0,0,0,189,163,151,Nov,101,101,2,2019-11-24 16:51:19
The Strand Colonsay,250,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,0,110,20,120,0,234,Dec,97,97,2,2019-11-24 16:51:19
North Norfolk Coast,5.0,13,2,10,13,14,6,15,8,6,(13),47,15.0,62,9,23,10,79,127,201,Oct,88,88,3,2019-11-24 16:51:32
Duddon Estuary,150.0,155,150,(150),1,(65),0,(88),(10),(65),0,38,0.0,0,71,72,160,(60),(40),90Supplementary visit under the WeBS Core Count SurveyWeBS,Sep,107,107,3,2019-11-24 16:51:32
Hundred Acre Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,111,0,nan,0,96,155,81,Dec,83,83,3,2019-11-24 16:51:32
Loch of Harray,0.0,(0),0,0,0,0,0,30,0,0,(0),1,0.0,0,0,0,1,100,102,209,Feb,82,82,3,2019-11-24 16:51:32
Tees Estuary,1.0,0,0,0,4,3,0,4,20,18,4,21,45.0,95,49,65,(71),74,96,99,Dec,84,84,3,2019-11-24 16:51:32
Morecambe Bay,1.0,(25),0,(1),94,8,4,12,19,23,196,53,57.0,118,79,104,37,(107),72,37,Dec,71,71,3,2019-11-24 16:51:32
Tyninghame Estuary,0.0,1,0,239,7,277,0,0,162,99WWT/JNCC National Grey Goose Censusnull,8Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,4,2.0,1200,328unspecified sea-watchnull,183,38,2,112,0,nan,67,67,3,2019-11-24 16:51:32
Barcombe Mills Reservoir,35.0,(47),60,76,64,73,52,47,53,56,53,56,54.0,53,53,62,71,62,61,75,Aug,66,66,3,2019-11-24 16:51:32
Crouch-Roach Estuary,3.0,2,2,5,19,7,(12),2,2,14,36,50,60.0,62,57,60,80,98,(86),2,Sep,65,65,3,2019-11-24 16:51:32
Benacre Broad,32.0,56,26,42,120,250,130,52,359,52,0,70,120.0,0,1000,0,41,0,280,0,nan,64,64,3,2019-11-24 16:51:32
Hornsea Mere,314.0,(326),241,202,132,96,73,71,72,73,67,67,76.0,126Supplementary visit under the WeBS Core Count SurveyWeBS,83,0,89,88,0,130,Nov,61,61,3,2019-11-24 16:51:32
Glenastle Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,300,0,0,0,nan,60,60,3,2019-11-24 16:51:32
Moss Side,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,(0),296,Apr,74,74,3,2019-11-24 16:51:32
Dearne Valley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,288,2,0,0,0,nan,58,58,3,2019-11-24 16:51:32
Inner Moray and Beauly Firths,3.0,0,0,1,11,27,0,0,0,1WWT/JNCC National Grey Goose Censusnull,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0.0,65,1unspecified sea-watchnull,(26),16Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,47,153,19Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,59,59,3,2019-11-24 16:51:32
Balnakiel Bay and Loch Croispol,nan,(0),nan,nan,nan,826Supplementary visit under the WeBS Core Count SurveyWeBS,37Supplementary visit under the WeBS Core Count SurveyWeBS,0,1,0,0,0,0.0,(0),7,200,49,0,0,0,nan,50,50,3,2019-11-24 16:51:32
Teifi Estuary,0.0,(0),0,1,0,0,0,13,21,24,35,34,46.0,52,54,0,100,33,8,108,Feb,50,50,3,2019-11-24 16:51:32
Scorton Quarry,nan,nan,nan,nan,nan,2,17,6,16,11,17,10,27.0,46,36,38,66,66,32,38,Jul,48,48,3,2019-11-24 16:51:32
Bassenthwaite Lake,31.0,37,10,71,(10),3,16,13,1,12,140,52,163.0,2,2,0,212,0,12,(0),nan,56,56,3,2019-11-24 16:51:32
Loch Sandary (North Uist),nan,0,0,5,0,28,85,214,44,150,80,(200),10.0,0,nan,0,0,130,nan,nan,nan,43,43,3,2019-11-24 16:51:32
East Chevington Pools,nan,nan,0,50,(40),36,(50),4,43,1,3,2,2.0,800Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,12,1,3,3,0,201Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,42,42,3,2019-11-24 16:51:32
Burry Inlet,0.0,10,0,0,0,0,2,0,0,0,0,0,0.0,0,0,196,0,0,0,0,nan,39,39,3,2019-11-24 16:51:32
Octagon Farm GPs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,nan,nan,nan,0,77,Nov,39,39,3,2019-11-24 16:51:32
Plashett Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,35,26,0,58,51,Jul,34,34,3,2019-11-24 16:51:32
Blithfield Reservoir,1.0,12,7,7,19,35,34,nan,nan,2,39,43Supplementary visit under the WeBS Core Count SurveyWeBS,31.0,26,12,27,33,35,15,29,Aug,28,28,3,2019-11-24 16:51:32
Carsington Water,5.0,0,nan,11,19,21,37,48,6,42,40,46,33.0,18,14,27,33,29,21,28,Feb,28,28,3,2019-11-24 16:51:32
Hule Moss,7.0,0,10Supplementary visit under the WeBS Core Count SurveyWeBS,48Supplementary visit under the WeBS Core Count SurveyWeBS,1Supplementary visit under the WeBS Core Count SurveyWeBS,4Supplementary visit under the WeBS Core Count SurveyWeBS,0,37,0,1,180Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,45Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,nan,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,120Supplementary visit under the WeBS Core Count SurveyWeBS,3Supplementary visit under the WeBS Core Count SurveyWeBS,0,4Supplementary visit under the WeBS Core Count SurveyWeBS,Oct,26,26,3,2019-11-24 16:51:32
Langstone Harbour,1.0,0,0,0,0,0,2,2,0,2,1,0,6.0,0,0,1,0,4Standard visit under the WeBS Low Tide Count SurveyWeBS,(1),125,Jan,33,33,3,2019-11-24 16:51:32
Badentarbat Bay (Achiltibuie),0.0,nan,nan,nan,nan,nan,75,0,88,73,106,16,39.0,61,0,41,8,0,0,77,Feb,25,25,3,2019-11-24 16:51:32
Fleet and Wey,2.0,5,2,4,2,0,2,2,2,3,0,49,70.0,6,4,12,38,24,7,37,Dec,24,24,3,2019-11-24 16:51:32
Loch Innis Na Ba Buidhe,nan,0,nan,nan,nan,nan,40.0,0,0,43,0,0,0,0,0,49,0,38,31,0,nan,24,24,4,2019-11-24 16:51:44
"River Earn, Dalreoch To Kinkell",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,23Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,23,23,4,2019-11-24 16:51:44
University of York Lake Heslington,nan,nan,nan,nan,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,25,15,24,27,Aug,23,23,4,2019-11-24 16:51:44
Uttoxeter Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45Supplementary visit under the WeBS Core Count SurveyWeBS,40,31,23,26,26,26,29,27,9,Jul,23,23,4,2019-11-24 16:51:44
Arran,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,110,0,0,nan,22,22,4,2019-11-24 16:51:44
Edgbaston The Vale,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,26,26,26,25,22,22,20,15,Nov,21,21,4,2019-11-24 16:51:44
Loch Bee (South Uist),nan,0,1.0,0,0,0,0.0,0,0,0,0,nan,4,0,0,0,0,(0),(53),52,Jan,26,26,4,2019-11-24 16:51:44
Middle Yare Marshes,70,80,20.0,141,(104),72,82.0,74,70,57,35,41,26,28,85,22,17,16,22,23,Dec,20,20,4,2019-11-24 16:51:44
Sutton North Fen Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,19,11Supplementary visit under the WeBS Core Count SurveyWeBS,nan,30,Sep,20,20,4,2019-11-24 16:51:44
University of York Lake (Heslington East),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,24,12,18,27,Nov,20,20,4,2019-11-24 16:51:44
The Ouse and Lairo Water,0,0,0.0,0,0,0,0.0,19,0,0,0,0,0,0,0,0,0,90,0,0,nan,18,18,4,2019-11-24 16:51:44
Island of Papa Westray,nan,nan,nan,0,(0),36,15.0,0,0,0,14,(14),4,16,1,15,8,12,27,21,Jan,17,17,4,2019-11-24 16:51:44
Scourie Bay,0,nan,nan,nan,nan,nan,64.0,0,0,0,0,0,0,0,0,0,55,31,0,0,nan,17,17,4,2019-11-24 16:51:44
South Uist West Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,6,(60),(0),8,0,nan,nan,23,23,4,2019-11-24 16:51:44
Dee Estuary (England and Wales),1,1,1.0,1,1,4,2.0,2,7,8,11Standard visit under the WeBS Low Tide Count SurveyWeBS,21,13,17,11,10,12,8,18,32,Jan,16,16,4,2019-11-24 16:51:44
