Site,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,RoughTimeAccessed
Abberton Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[3, 1, 'Aug', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[9, 1, 'Aug', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[3, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[4, 1, 'Apr', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[10, 1, 'Apr', 0, None, None]","[6, 1, 'Jun', 0, None, None]","[20, 1, 'Jul', 0, None, None]","[4, 1, 'May', 0, None, None]","[4, 1, 'May', 0, None, None]",2020-01-19 18:05:06
Medmerry RSPB Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[8, 1, 'Jun', 0, None, None]","[8, 1, 'Jun', 0, None, None]","[14, 1, 'Jun', 0, None, None]","[5, 1, 'May', 0, None, None]",2020-01-19 18:05:06
Rutland Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[14, 1, 'Jul', 0, None, None]","[25, 2, 'Jul', 0, None, None]","[14, 1, 'May', 0, None, None]","[10, 1, 'Jun', 0, None, None]","[10, 1, 'Jun', 0, None, None]","[13, 1, 'Jul', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[23, 1, 'Jul', 0, None, None]","[18, 1, 'Jul', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[14, 1, 'Jul', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[9, 1, 'Jun', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[10, 1, 'Jun', 0, None, None]","[48, 1, 'Jul', 0, None, None]","[28, 1, 'Jun', 0, None, None]","[18, 1, 'Jun', 0, None, None]","[14, 1, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]","[23, 1, 'Jul', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[3, 1, 'May', 0, None, None]",2020-01-19 18:05:06
Rumworth Lodge Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[7, 1, 'Jul', 0, None, None]","[1, 1, 'Jul', 0, None, None]",nan,"[1, 1, 'Jun', 0, None, None]","[4, 1, 'Apr', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'May', 0, None, None]",nan,"[4, 1, 'Apr', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[0, 2, '', 0, None, None]","[2, 1, 'Apr', 0, None, None]",nan,nan,nan,"[13, 1, 'Jul', 0, None, None]",2020-01-19 18:05:06
Tees Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'May', 0, None, None]","[2, 1, 'May', 0, None, None]","[4, 1, 'Jun', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[4, 1, 'May', 0, None, None]","[2, 1, 'May', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[2, 1, 'May', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[2, 1, 'May', 0, None, None]","[1, 1, 'Jun', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[2, 1, 'May', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[3, 1, 'May', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[1, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'May', 0, None, None]","[7, 1, 'May', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[4, 1, 'May', 0, None, None]","[6, 1, 'May', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[7, 1, 'Jul', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[9, 1, 'Apr', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[4, 1, 'May', 0, None, None]","[11, 1, 'Apr', 0, None, None]",2020-01-19 18:05:06
Upton Warren Local Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[16, 1, 'Jul', 0, None, None]","[17, 1, 'Jul', 0, None, None]","[15, 1, 'Jun', 0, None, None]","[14, 1, 'Jun', 0, None, None]","[10, 1, 'May', 0, None, None]","[12, 1, 'May', 0, None, None]","[9, 1, 'Apr', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[11, 1, 'Jun', 0, None, None]","[11, 1, 'Jun', 0, None, None]","[12, 1, 'Jun', 0, None, None]","[6, 2, 'Apr', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[16, 1, 'May', 0, None, None]","[6, 1, 'May', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[13, 1, 'Jun', 0, None, None]","[13, 1, 'Jul', 0, None, None]","[7, 1, 'May', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[7, 1, 'Apr', 0, None, None]",2020-01-19 18:05:06
Broom Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[4, 1, 'Apr', 0, None, None]","[1, 1, 'May', 0, None, None]","[4, 1, 'Apr', 0, None, None]","[7, 1, 'May', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[9, 1, 'May', 0, None, None]","[7, 1, 'Apr', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[10, 1, 'Jun', 0, None, None]",2020-01-19 18:05:06
Clifton Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Apr', 0, None, None]","[7, 1, 'Apr', 0, None, None]","[4, 1, 'Apr', 0, None, None]","[6, 1, 'May', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[8, 1, 'May', 0, None, None]","[8, 1, 'May', 0, None, None]",nan,2020-01-19 18:05:06
Mersey Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]","[1, 2, 'May', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[4, 1, 'Jun', 0, None, None]","[5, 1, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[1, 2, 'Jun', 0, None, None]","[1, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'May', 0, None, None]","[6, 1, 'May', 0, None, None]","[3, 1, 'May', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[27, 1, 'Apr', 0, None, None]","[3, 1, 'Jun', 0, None, None]","[2, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Apr', 0, None, None]","[2, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[16, 1, 'Jul', 0, None, None]","[4, 1, 'May', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[3, 1, 'Jun', 0, None, None]",2020-01-19 18:05:06
Middle Tame Valley Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'May', 0, None, None]","[3, 1, 'Apr', 0, None, None]","[6, 1, 'May', 0, None, None]","[8, 1, 'Jun', 0, None, None]","[12, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Jul', 0, None, None]","[5, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[5, 1, 'Apr', 0, None, None]","[5, 1, 'Apr', 0, None, None]","[5, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[11, 1, 'Apr', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[6, 1, 'May', 0, None, None]","[9, 1, 'Apr', 0, None, None]",2020-01-19 18:05:06
River Idle Washlands,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[6, 1, 'Apr', 0, None, None]","[7, 1, 'May', 0, None, None]",nan,nan,2020-01-19 18:05:06
Salford Priors Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[10, 1, 'May', 0, None, None]","[7, 1, 'Jun', 0, None, None]","[6, 1, 'Jun', 0, None, None]","[8, 1, 'May', 0, None, None]","[8, 1, 'May', 0, None, None]","[6, 1, 'May', 0, None, None]","[5, 1, 'Jul', 0, None, None]",2020-01-19 18:05:06
Uttoxeter Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[16, 1, 'Jul', 0, None, None]","[45, 1, 'Jul', 1, 'Staffordshire Mandarin counts', 'S.J.Turner, West Midlands Bird Club']","[30, 1, 'Apr', 0, None, None]","[17, 1, 'May', 0, None, None]","[17, 1, 'Apr', 0, None, None]","[11, 1, 'Apr', 0, None, None]","[3, 1, 'Apr', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[4, 1, 'May', 0, None, None]",2020-01-19 18:05:06
Annesley Pit Top,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Jun', 0, None, None]","[7, 1, 'Jun', 0, None, None]",2020-01-19 18:05:06
Arun Valley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[6, 1, 'May', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'May', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[2, 1, 'May', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[3, 1, 'Apr', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[4, 1, 'Jun', 0, None, None]","[4, 1, 'May', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[7, 1, 'Jul', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[13, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]",2020-01-19 18:05:06
Bow Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[6, 1, 'Apr', 0, None, None]","[6, 1, 'Jun', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[6, 1, 'May', 0, None, None]",2020-01-19 18:05:06
Dungeness and Rye Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[15, 1, 'Jun', 0, None, None]","[18, 1, 'May', 0, None, None]","[14, 1, 'Apr', 0, None, None]","[16, 1, 'Jul', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[8, 1, 'Aug', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[13, 1, 'May', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[9, 1, 'May', 0, None, None]","[9, 1, 'May', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[18, 1, 'Jul', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[13, 1, 'Jul', 0, None, None]","[4, 1, 'Apr', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[8, 1, 'May', 0, None, None]","[4, 1, 'May', 0, None, None]",2020-01-19 18:05:06
Hatfield Moors,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Apr', 0, None, None]",nan,nan,nan,"[6, 1, 'Apr', 0, None, None]","[2, 2, 'Apr', 0, None, None]",nan,2020-01-19 18:05:06
Joe's Ponds and Rainton Meadows,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[3, 1, 'Jun', 0, None, None]",nan,nan,nan,"[0, 1, '', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[2, 2, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'May', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[4, 1, 'May', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[11, 1, 'Jun', 0, None, None]","[6, 1, 'Jun', 0, None, None]","[5, 1, 'Apr', 0, None, None]","[4, 1, 'May', 0, None, None]",2020-01-19 18:05:06
River Avon - Ringwood to Christchurch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[28, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",2020-01-19 18:05:06
Sevenoaks Wildfowl Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[10, 1, 'May', 0, None, None]","[7, 1, 'Jul', 0, None, None]","[8, 1, 'May', 0, None, None]","[6, 1, 'May', 0, None, None]","[15, 1, 'Jun', 0, None, None]","[8, 1, 'May', 0, None, None]","[6, 1, 'Jun', 0, None, None]","[4, 1, 'Apr', 0, None, None]","[4, 1, 'Jun', 0, None, None]","[4, 1, 'May', 0, None, None]","[10, 1, 'Jun', 0, None, None]",2020-01-19 18:05:06
Severn Estuary (Welsh counties),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[1, 2, 'Aug', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[1, 2, 'May', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[15, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[11, 1, 'May', 0, None, None]","[8, 1, 'May', 0, None, None]","[5, 1, 'Apr', 0, None, None]","[4, 2, 'May', 0, None, None]","[1, 1, 'May', 0, None, None]","[17, 1, 'May', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'May', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[7, 1, 'Jun', 0, None, None]",2020-01-19 18:05:06
Aston On Trent Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Apr', 0, None, None]",nan,"[12, 1, 'Apr', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[0, 1, '', 0, None, None]","[4, 1, 'May', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",2020-01-19 18:05:06
