Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Aberaeron Harbour and Beach,0,0,0.0,0.0,0.0,0.0,0,0,12,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-24 05:11:05
Ardglass Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-24 05:11:05
Ardkenish Peninsular,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-24 05:11:05
Ardmore Pool,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-24 05:11:05
Aros River and Salen Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-24 05:11:05
Axe Estuary to Otter Estuary (Devon),nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-24 05:11:05
Baston and Langtoft Gravel Pits,0,(0),0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-24 05:11:05
Budworth Mere (Marbury Country Park),nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-24 05:11:05
Ceann a Bhaigh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-24 05:11:05
Coney Island Bay,nan,nan,nan,nan,13.0,0.0,0,1,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-24 05:11:05
Craster to Howick,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-24 05:11:05
Dundrum Bay,nan,nan,nan,nan,nan,nan,nan,nan,0Irish Brent Goose Research Group censusnull,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-24 05:11:05
Easington Lagoons,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-24 05:11:05
East Mainland (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Farnham Gravel Pits,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Hunterston Sands,0,0.0,nan,nan,0,0.0,0,(2),0,0,0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Irvine and Garnock Estuary,0,0.0,1,nan,(0),0.0,(0),0,(0),0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Island of Burray,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Island of Eday,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Island of Westray,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Islands of Shapinsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Isle of Coll,nan,nan,nan,nan,nan,0.0,0,0,nan,nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Isle of South Ronaldsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Isles of Hoy and Walls,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Kidderminster Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Killard to Bloody Bridge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Liddel Loch,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Llyn Llygeirian,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Loch Branahuie (Lewis),0,0.0,0,0.0,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Loch Ordais and Nearby Lochs (Lewis),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Loch Ordais and Port Mhor Bragar,(0),0.0,(0),0.0,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Loch Paible (North Uist),nan,nan,nan,nan,nan,nan,1,nan,1,1,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Long Nanny,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Newborough Warren NNR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Newton Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
North Loch (Sanday),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
North Ronaldsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
North Ronaldsay Lochs,nan,nan,nan,nan,nan,nan,nan,1,nan,1,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Northton Saltings (Harris),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Ob Breakish,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Palmarsh Gravel Pit,0,0.0,0,0.0,0,0.0,0,0,0,(0),0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
Reiff Bay and Coast,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
River Aire,nan,nan,nan,0.0,0,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,2019-11-24 05:11:16
River Witham and South Delph: Five Mile House to Short Ferry,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
Scarlett Pt to Strandhall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,18.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
South Down Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
South Down Coast - Black Rock to Ringavaddy,nan,nan,nan,nan,nan,nan,nan,nan,10,nan,28.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
South Down Coast - Corely Bay to Black Rock,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,34.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
South Down Coast - Ringavaddy to Rathmullan Point,nan,nan,nan,nan,nan,nan,nan,nan,14,nan,34.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
Southwest Lancashire,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
St Davids Pools (excluding Treffeiddan and Dowrog),0.0,nan,0.0,0,0.0,0.0,0.0,0.0,(0),0,0.0,0.0,0.0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
St Peter's Pool,nan,nan,nan,3Supplementary visit under the WeBS Core Count SurveyWeBS,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
St. Ouen's Pond,0.0,nan,14.0,0,0.0,0.0,0.0,0.0,0,(0),0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
Stronsay (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
Tiree,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
Traigh Luskentyre,0.0,0.0,0.0,0,nan,nan,0.0,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
Tyrella,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
West Mainland (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
Widewall Bay,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,2019-11-24 05:11:27
END
