Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Kyle of Tongue,(0),nan,(0),nan,nan,nan,0,0.0,0,0,(0),0,(0),0,0,0.0,0,0.0,0,0,nan,0,0,8,2019-11-24 05:10:11
Ladyburn Lake (Druridge Bay CP),nan,nan,nan,0,0,0,0,0.0,0,0,0,nan,nan,nan,nan,nan,0,0.0,0,0,nan,0,0,8,2019-11-24 05:10:11
Lapwing Hall Pool,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,8,2019-11-24 05:10:11
Lea Farm Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0.0,1,1,Feb,0,0,8,2019-11-24 05:10:11
Lee Valley Gravel Pits,0,(0),0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,8,2019-11-24 05:10:11
Livermere and Ampton Water,0,0,0,0,0,0,0,0.0,nan,0,0,0,nan,nan,nan,nan,nan,nan,(0),0,nan,0,0,8,2019-11-24 05:10:11
Loch An Alltain Duibh,0,(0),1,nan,nan,nan,0,0.0,0,(0),0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,8,2019-11-24 05:10:11
Loch An Eilein (Tiree),0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0,0.0,0,0,nan,0,0,8,2019-11-24 05:10:11
Loch Ardnave,0,0,0,nan,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,nan,0,0,8,2019-11-24 05:10:11
Loch Bee (South Uist),nan,0,18,1,2,0,17,0.0,0,0,0,nan,0,0,0,0.0,0,2.0,0,0,nan,0,0,8,2019-11-24 05:10:11
Loch Bhasapoll (Tiree),0,(0),0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0.0,0,0,nan,0,0,8,2019-11-24 05:10:11
Loch Crinan,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,0.0,0,1.0,0,0,nan,0,0,8,2019-11-24 05:10:11
Loch Fleet Complex,0,0,0,6,0,0,0,0.0,0,0,0,4,0,0,0,0.0,0,0.0,1Standard visit under the WeBS Low Tide Count SurveyWeBS,0,nan,0,0,8,2019-11-24 05:10:11
Loch Gilp,0,(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,(0),0.0,0,0.0,0,0,nan,0,0,8,2019-11-24 05:10:11
Loch Hempriggs,(0),0,0,0,nan,nan,0,0.0,0,0,(0),0,0,0,0,0.0,0,1.0,0,0,nan,0,0,8,2019-11-24 05:10:11
Loch Inver,0,(0),nan,nan,nan,(0),0,0.0,0,0,3,(0),(0),0,(0),0.0,(0),0.0,0,0,nan,0,0,8,2019-11-24 05:10:11
Loch Ken,(0),(0),0,(0),(0),(0),(0),nan,0,nan,nan,0,0,0,0,0.0,0,0.0,0,nan,nan,0,0,8,2019-11-24 05:10:11
Loch Leven,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-24 05:10:22
Loch Lomond,1.0,(0),0.0,0.0,(0),(0),0.0,0,0,0,0,0,0,0,0,(0),(0),(0),0,(0),nan,0,0,9,2019-11-24 05:10:22
Loch Mor (Benbecula),nan,nan,nan,nan,nan,nan,nan,0,1,0,0,0,0,0,0,0,0,0,(0),0,nan,0,0,9,2019-11-24 05:10:22
Loch Riaghain (Tiree),0.0,0,0.0,0.0,0,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-24 05:10:22
Loch Sandary (North Uist),nan,0,0.0,0.0,0,0,0.0,0,0,0,18,0,0,0,nan,0,0,0,nan,nan,nan,0,0,9,2019-11-24 05:10:22
Loch a' Chinn Uacraich (Coot Loch) (Benbecula),nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,0,0,3,0,0,0,0,0,nan,0,0,9,2019-11-24 05:10:22
Loch of Hundland,0.0,0,0.0,0.0,0,0,0.0,0,0,0,(0),0,0,0,0,0,0,0,(0),0,nan,0,0,9,2019-11-24 05:10:22
Loch of Reiff,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),0,0,0,0,0,0,0,0,1,0,nan,0,0,9,2019-11-24 05:10:22
Loch of Spiggie,nan,0,1.0,0.0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,1,Oct,0,0,9,2019-11-24 05:10:22
Loch of Strathbeg,0.0,0,0.0,0.0,(13),1,1.0,0,0,0,1,0,0,2,2,0,0,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,0,0,9,2019-11-24 05:10:22
Loch of Tankerness,1.0,0,1.0,0.0,0,0,0.0,1,0,0,(1),0,0,0,0,0,0,0,nan,nan,nan,0,0,9,2019-11-24 05:10:22
Loe Pool,0.0,0,1.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-24 05:10:22
London Wetland Centre,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-24 05:10:22
Longis Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,(0),0,0,(0),0,0,nan,0,nan,nan,0,0,9,2019-11-24 05:10:22
Loughs Neagh and Beg,0.0,0,0.0,0.0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-24 05:10:22
Lower Derwent Ings,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-24 05:10:22
Maer Lake,0.0,0,0.0,0.0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-24 05:10:22
Marlow Gravel Pits,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,0,nan,nan,nan,nan,nan,0,0,9,2019-11-24 05:10:22
Mawddach Estuary,nan,nan,0.0,0.0,nan,nan,nan,0,0,0,0,0,0,0,0,0,(0),0,0,0,nan,0,0,9,2019-11-24 05:10:22
Maxey Pits,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-24 05:10:22
Medmerry RSPB Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,0,0,9,2019-11-24 05:10:22
Middle Yare Marshes,0.0,0,0.0,0.0,1,0,0.0,0,0,0,0,(0),0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-24 05:10:22
Mill Dam and Balfour Mains Pools,0.0,0,0.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-24 05:10:22
Minsmere,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-24 05:10:22
Moors Valley Country Park,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-24 05:10:22
Mumbles Head,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,nan,0,0,9,2019-11-24 05:10:22
Nene Washes,0.0,0,0.0,0.0,0,0,0.0,0,0,(0),0,0,0,0,1,0,0,0,(0),0,nan,0,0,9,2019-11-24 05:10:22
Nevern Estuary,0.0,(0),1.0,2.0,0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,2,Nov,0,0,9,2019-11-24 05:10:22
Newcastle Shore,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,0,nan,nan,0,0,9,2019-11-24 05:10:22
Newgale Beach,0.0,nan,0.0,0.0,0,0,0.0,(0),(0),0,0,(0),(0),(0),0,(0),(0),(0),(0),0,nan,0,0,9,2019-11-24 05:10:22
Newtown Estuary,0,0,0,0,1,(1),(1),1,(1),0,0.0,0,(0),0,(1),(0),(2),0.0,(0),0,nan,1,1,10,2019-11-24 05:10:33
Nor Wick and Skaw,nan,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,nan,0,0,nan,0,0,10,2019-11-24 05:10:33
North Bay (South Uist),nan,nan,nan,nan,0,0,31,0,0,0,0.0,nan,0,0,0,0,0,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
North Cave Pond,nan,nan,nan,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
North Warren and Thorpeness Mere,0,0,nan,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
North West Solent,0,(0),(0),(0),(0),0,0,0,0,0,0.0,2,1Standard visit under the WeBS Low Tide Count SurveyWeBS,2,1,0,0,0.0,(0),0,nan,0,0,10,2019-11-24 05:10:33
Nosterfield Gravel Pits,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Ogmore Estuary,(0),0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Orchardton and Auchencairn Bays,0,0,0,nan,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,Nov,0,0,10,2019-11-24 05:10:33
Oulton Ponds,nan,nan,nan,nan,nan,1,0,0,0,(0),0.0,0,nan,0,0,0,0,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Ouse Washes,0,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,1Supplementary visit under the WeBS Core Count SurveyWeBS,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,79Supplementary visit under the WeBS Core Count SurveyWeBS,0,0.0,0,0,0,1,0,0,1.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Pagham Harbour,0,0,1,2,0,0,0,3,2,0,1.0,3,0,0,1,0,1Standard visit under the WeBS Low Tide Count SurveyWeBS,1.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Papercourt Gravel Pits,0,nan,nan,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Par Sands Pools and St Andrews Road,0,0,0,0,0,0,(0),0,0,50,0.0,0,0,0,(0),0,0,0.0,nan,0,nan,0,0,10,2019-11-24 05:10:33
Peterhead Bay and Sandford Bay,nan,nan,nan,nan,nan,0,0,0,nan,nan,0.0,1,(0),0,0,0,0,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Pevensey Levels,(0),0,(0),0,0,0,0,(0),1,1,0.0,0,1,0,0,0,0,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Piltanton and Luce Estuaries,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Pirton Pool,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Pool of Virkie,0,4,0,0,2,0,0,0,0,0,3.0,0,0,8,0,0,0,0.0,0,1,Oct,0,0,10,2019-11-24 05:10:33
Port Meadow,0,0,0,(0),0,0,0,0,0,0,0.0,0,0,0,48,0,0,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Porter Brook - Sheffield,nan,0,0,0,nan,0,0,(0),nan,nan,nan,nan,nan,nan,0,(0),nan,nan,nan,0,nan,0,0,10,2019-11-24 05:10:33
Portsmouth Harbour,0,(0),0,1,(0),0,0,1,0,0,1.0,(0),0,(0),(0),0,(0),0.0,(0),(0),nan,0,0,10,2019-11-24 05:10:33
Pulfin Bog and High Eske Nature Reserve,0,0,0,0,0,(0),0,0,0,0,0.0,0,0,1,0,0,0,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Queen Elizabeth II Country Park Lakes,nan,nan,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,nan,0,0,10,2019-11-24 05:10:33
Queen Mary Reservoir,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Queen's Park (Swindon),0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
R.Bervie: Bervie Bay to Upper Mill,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,3,2,(0),(0),0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Raa Estuary and Achnahaird Bay,0,(0),(0),nan,nan,nan,0,(0),0,0,0.0,0,0,0,0,0,0,0.0,(0),0,nan,0,0,10,2019-11-24 05:10:33
Ranworth and Cockshoot Broads,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Rhossili Causeway,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,nan,0,0,10,2019-11-24 05:10:33
Ribble Estuary,0,0,0,0,0,3,1.0,1,0,1,8.0,2,0,1,2,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Ringstead Gravel Pits,nan,nan,nan,0,nan,0,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
River Avon - Fordingbridge to Ringwood,0,0,0,0,(0),0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
River Avon - Ringwood to Christchurch,0,(0),0,(0),0,0,0.0,0,0,(0),0.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
River Lune - Caton to Hornby and Wenning Foot (The Snab),0,0,0,0,0,nan,nan,0,0,(0),0.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
River Medway - M2 to Chatham Maritime,(0),(0),0,0,0,0,0.0,0,0,0,0.0,(0),(0),(0),0,nan,nan,0,nan,nan,nan,0,0,11,2019-11-24 05:10:44
River Ouse - Southease to Lewes (Lewes Brooks),(0),0,(0),0,0,0,0.0,0,nan,0,0.0,0,0,0,0,0,0,1,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Rother Valley Country Park,0,0,0,0,0,0,0.0,0,nan,nan,nan,nan,nan,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Rumworth Lodge Reservoir,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,nan,nan,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Ruxley GP,0,(0),0,0,0,0,0.0,0,0,nan,nan,nan,nan,0,0,(0),nan,nan,nan,nan,nan,0,0,11,2019-11-24 05:10:44
Ryde Pier to Puckpool Point,0,0,0,0,0,0,0.0,0,0,0,nan,(1),0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Sanday (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,0,nan,0.0,nan,0,0,11,2019-11-24 05:10:44
Scalby Ness Sands to Long Nab,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,2,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Sea Bank (Huttoft) Clay Pits,0,0,0,nan,nan,0,0.0,0,nan,nan,nan,nan,nan,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Serpentine and Long Water and Round Pond - Kensington,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Severn Estuary (Welsh counties),0,0,0,0,0,0,1.0,0,0,0,0.0,0,1,0,5,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Severn Hams,(0),0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Shavington Park,0,0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,(0),0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Siblyback Reservoir,0,0,1,0,0,0,0.0,0,(0),0,nan,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Sinah Gravel Pit,0,0,0,0,0,0,0.0,(0),0,0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,11,2019-11-24 05:10:44
Slains Lochs (Meikle and Sand and Cotehill),nan,(0),0,0,0,(0),0.0,0,0,0,nan,(0),0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Slapton Ley,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,(0),0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Solway Estuary,0,0,6,0,0,0,5.0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Solway Estuary (English counties),0,0,6,0,0,0,4.0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Solway Estuary (Scottish counties),0,0,0,0,0,0,2.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Somerset Levels,0,0,0,3,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Sonning Eye and Henley Road GPs,0,0,0,0,0,0,0.0,nan,0,nan,0.0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
Sound of Gigha,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,16,0,0,1,0,(0),nan,0.0,nan,nan,0,0,11,2019-11-24 05:10:44
Sound of Gigha and Rhunahaorine,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,16,0,0,1,0,(0),nan,0.0,0.0,nan,0,0,11,2019-11-24 05:10:44
South Medwin Pools,nan,0,0,0,0,0,0.0,0,0,0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,11,2019-11-24 05:10:44
South Ronaldsay,0.0,(0),1,0,0,0,0.0,0,1,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Spittal to Cocklawburn,0.0,0,nan,(0),0,0,0.0,0,0,0.0,0,0.0,29.0,2,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
St Andrews Bay,0.0,0,0,0,0,0,0.0,30,0,0.0,(0),0.0,0.0,0,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
St Bees Head to Mawbray,0.0,0,nan,(0),0,(0),0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,1,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
St Cyrus to Stonehaven,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,2.0,0,0,0,0.0,1.0,Feb,0,0,12,2019-11-24 05:10:54
Staines Reservoirs,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Stanton Lake,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Stocks Reservoir,nan,nan,nan,0,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Stour Estuary,0.0,0,1Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0,0,0.0,0,0,0.0,0,0.0,0.0,268Standard visit under the WeBS Low Tide Count SurveyWeBS,0.0,2Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Summerleaze Gravel Pits,0.0,0,nan,0,(0),(0),0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,nan,nan,nan,nan,0,0,12,2019-11-24 05:10:54
Swale Estuary,0.0,0,0,12Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0,0.0,0,0,0.0,0,2.0,5.0,4Standard visit under the WeBS Low Tide Count SurveyWeBS,1.0,1,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Swansea Bay,0.0,4,4,0,0,0,0.0,23,0,0.0,11,3.0,7.0,0,0.0,0,(0),0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Tamar Lakes,0.0,0,0,0,nan,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Teign Estuary,0.0,0,0,0,0,0,0.0,0,0,0.0,(0),0.0,0.0,0,0.0,(0),0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Thanet Coast,0.0,0,0,0,0,(0),0.0,0,0,0.0,0,3.0,0.0,0,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
The Strand Colonsay,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Thorne Moors,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Thrapston Gravel Pits,0.0,0,0,0,0,0,nan,nan,nan,nan,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Thurlestone Bay: Loam Castle-Beacon Point,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0.0,1.0,Jan,0,0,12,2019-11-24 05:10:54
Thurso Bay,nan,(0),nan,nan,1,(0),0.0,0,(0),0.0,0,1.0,0.0,0,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Traeth Bach,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Trinity Broads,0.0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,nan,nan,nan,0,0,12,2019-11-24 05:10:54
Tweed Estuary,0.0,(0),0,0,0,0,2.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,2.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Twyford Gravel Pits,0.0,0,nan,0,0,0,0.0,0,0,0.0,(0),0.0,0.0,0,0.0,0,0,(0),0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Tyne Estuary,0.0,0,0,4,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Tyttenhanger Gravel Pits,1.0,0,0,(0),(0),0,0.0,(0),0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Upper Lough Erne,0.0,0,0,0,0,2,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Uyea Sound,nan,0,0,0,0,0,0.0,0,0,0.0,1,0.0,0.0,1,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
WWT Caerlaverock (Inland),0.0,0,(0),0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,nan,nan,nan,0,0,12,2019-11-24 05:10:54
WWT Martin Mere,1.0,1,0,0,0,0,0.0,0,0,2.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,nan,0,0,12,2019-11-24 05:10:54
Walthamstow Reservoirs,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,nan,0,0,0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-24 05:11:05
Wanlip North Lakes,0,0,nan,nan,nan,nan,nan,nan,nan,0,1,0.0,0,0,0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-24 05:11:05
Watch Water Reservoir,nan,0,0.0,0.0,0.0,0.0,(0),(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0.0,0.0,13,2019-11-24 05:11:05
Watermead Country Park South,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-24 05:11:05
Welbeck Estate,nan,0,0.0,0.0,0.0,0.0,(0),(0),0,(0),0,0.0,(0),0,0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-24 05:11:05
Wembury Beach,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0,0.0,0.0,(0),0,(0),(0),nan,0.0,0.0,13,2019-11-24 05:11:05
West Water Reservoir,0,0,nan,0.0,0.0,0.0,0,(0),0,0,0,0.0,nan,0,nan,nan,nan,0,nan,0,nan,0.0,0.0,13,2019-11-24 05:11:05
Whitlingham Country Park,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-24 05:11:05
Willen Lake,0,0,0.0,0.0,0.0,0.0,0,0,0,(0),0,nan,nan,0,0.0,0.0,0,nan,0,0,nan,0.0,0.0,13,2019-11-24 05:11:05
Willington Gravel Pits,(0),(0),nan,0.0,0.0,0.0,0,0,0,0,0,0.0,(0),(0),0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-24 05:11:05
Winterfield to Barns Ness,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,7,0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-24 05:11:05
Wootton Creek,nan,0,0.0,nan,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,1,0,nan,0.0,0.0,13,2019-11-24 05:11:05
Wraysbury Gravel Pits,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,(0),0,0,nan,0.0,0.0,13,2019-11-24 05:11:05
Wraysbury Reservoir,0,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,0,0,0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-24 05:11:05
Yealm Estuary,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0.0,0.0,13,2019-11-24 05:11:05
Ythan Estuary,0,0,0.0,1.0,1.0,0.0,(0),8,3,(4),(13),21.0,1,0,4.0,0.0,0,0,0,1,May,0.0,0.0,13,2019-11-24 05:11:05
Aber Dwyfor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,2019-11-24 05:11:05
