Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughAccessTime
Whiteadder Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,4,0,nan,1,1,75,2019-11-21 14:34:42
Whitewebbs Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,1,0,2,0,nan,1,1,75,2019-11-21 14:34:42
Wigtown Bay,1.0,0,0.0,0.0,0.0,2.0,(0),0.0,1.0,0,0.0,72,4.0,0.0,1,0,0,7,0,0,nan,1,1,75,2019-11-21 14:34:42
Williamwath Bridge (River Annan),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,nan,0,0,2,Mar,1,1,75,2019-11-21 14:34:42
"Willowtree Fen, Guthram Gowt",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,4,0,nan,1,1,75,2019-11-21 14:34:42
Wimborne St Giles Lake,0.0,0,0.0,0.0,0.0,0.0,(0),0.0,0.0,0,0.0,0,0.0,54.0,2,(2),0,nan,nan,nan,nan,1,1,75,2019-11-21 14:34:42
Wybunbury Sand Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,(0),nan,2,2,76,2019-11-21 14:34:48
Aberdona East Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0.0,0,0,2,0,nan,0,0,76,2019-11-21 14:34:48
Adur Estuary,(0),(0),0,0,0,0,0,(0),0,1,0,0,0,0,0,0.0,0,0,0,0,nan,0,0,76,2019-11-21 14:34:48
Agden Reservoir,0,0,0,18,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0,0,76,2019-11-21 14:34:48
Alexandra Park (Hastings),4,6,0,0,4,2,0,0,0,0,0,0,0,0,(0),0.0,0,0,nan,nan,nan,0,0,76,2019-11-21 14:34:48
Alexandra Park Ponds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,nan,0,0,76,2019-11-21 14:34:48
Alnmouth to Boulmer,0,0,0,0,0,(0),0,0,0,35,0,0,0,0,0,0.0,(0),0,(0),(0),nan,0,0,76,2019-11-21 14:34:48
Altrincham Treatment Works,nan,nan,nan,0,0,0,0,0,0,0,5,5,6,9,2,0.0,0,(0),nan,nan,nan,0,0,76,2019-11-21 14:34:48
Amberswood Common,nan,10,10,14,16,19,6,(16),7,nan,3,5,5,nan,nan,nan,nan,nan,nan,0,nan,0,0,76,2019-11-21 14:34:48
Angling Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(0),nan,nan,nan,0,0,76,2019-11-21 14:34:48
Anstruther Bay,(0),0,0,0,0,0,0,0,0,0,0,0,0,500Supplementary visit under the WeBS Core Count SurveyWeBS,0,0.0,0,0,0,0,nan,0,0,76,2019-11-21 14:34:48
Apethorpe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0,0,76,2019-11-21 14:34:48
Arbroath Coast - East Haven to Elliot,0,0,nan,nan,nan,0,0,0,nan,nan,0,0,0,0,0,0.0,0,0,0,0,nan,0,0,76,2019-11-21 14:34:48
Argal Reservoir,0,1,3,0,0,0,0,2,0,0,0,5,1,0,7,0.0,nan,nan,nan,nan,nan,0,0,76,2019-11-21 14:34:48
Arnot Reservoir,0,38,0,0,0,(0),0,0,0,0,0,(0),(0),0,0,0.0,0,0,0,0,nan,0,0,76,2019-11-21 14:34:48
Audenshaw Reservoirs,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0.0,0,0,0,nan,nan,0,0,76,2019-11-21 14:34:48
Ayr to North Troon,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,nan,0,0,76,2019-11-21 14:34:48
Back Pools,0,0,0,0,nan,1,0,0,(0),0,(0),(0),0,(0),0,0.0,nan,0,nan,nan,nan,0,0,76,2019-11-21 14:34:48
Badcall Bay,0,nan,nan,nan,nan,nan,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,nan,0,0,76,2019-11-21 14:34:48
Balbeggie Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,0,4,0.0,0,0,0,0,nan,0,0,76,2019-11-21 14:34:48
Balchladich Bay,(0),nan,nan,nan,nan,nan,nan,nan,0,1,0,0,0,0,0,0.0,0,0,0,(0),nan,0,0,76,2019-11-21 14:34:48
Balcombe Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17,0,0,nan,nan,0,0,0,nan,0,0,76,2019-11-21 14:34:48
Balgone Ponds,(0),(0),(0),(0),(0),(0),(0),0,0,(0),0,0,(0),0,0,0.0,0,0,0,0,nan,0,0,76,2019-11-21 14:34:48
Ballysaggart Lough,nan,nan,nan,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,nan,0,0,76,2019-11-21 14:34:48
Balnakiel Bay and Loch Croispol,nan,(0),nan,nan,nan,nan,0,0,0,0,0,0,0,(0),0,1.0,0,0,0,0,nan,0,0,76,2019-11-21 14:34:48
Balranald Nature Reserve,nan,0,(0),0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,nan,0,0,76,2019-11-21 14:34:48
Barmston Ponds,2,0,0,167,6,2,4,2,7,2,4,0,2,2,1,0.0,0,0,0,2,Dec,0,0,76,2019-11-21 14:34:48
Barnbeth Loch,0,0,0,0,0,0,0,0,0,1,7,2,13,5,2,0.0,nan,nan,nan,nan,nan,0,0,76,2019-11-21 14:34:48
Beecraigs Reservoir Bathgate,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2.0,0,0,0,0,nan,0,0,76,2019-11-21 14:34:48
Belfast Lough,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,nan,0,0,76,2019-11-21 14:34:48
Berthpool,3,3,2,0.0,0,0,2.0,2,0,0.0,0,0.0,0.0,0,0,0,0.0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Beveridge Pond Kirkcaldy,0,0,0,1.0,0,nan,0.0,0,0,0.0,0,1.0,0.0,0,0,0,1.0,0,0.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Bicton Reservoirs,0,(3),0,2.0,4,0,7.0,6,7,2.0,4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Bingham's Pond,14,3,3,3.0,2,2,1.0,1,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Birch Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,15,0,0.0,0,0.0,nan,nan,0,0,77,2019-11-21 14:34:54
Birkune Tarn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16,nan,0.0,nan,nan,nan,nan,0,0,77,2019-11-21 14:34:54
Birnie Loch,0,0,0,0.0,1,0,0.0,0,0,0.0,0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Bishop Loch,5,3,4,12.0,10,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Blairbowie Farm Flash,0,0,0,0.0,0,0,0.0,0,0,0.0,0,15.0,0.0,0,0,0,0.0,0,0.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Blairdrummond Safari Park Loch,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Bleak Hills Dam,nan,nan,nan,nan,nan,nan,nan,(0),0,0.0,(0),0.0,2.0,0,1,0,nan,nan,nan,nan,nan,0,0,77,2019-11-21 14:34:54
Block Fen Pits,(0),nan,nan,nan,nan,nan,nan,0,(8),0.0,0,0.0,1.0,(2),(31),0,0.0,nan,nan,nan,nan,0,0,77,2019-11-21 14:34:54
Blunham Gravel Pit,0,26,27,26.0,27,27,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,nan,nan,nan,nan,0,0,77,2019-11-21 14:34:54
Borwick Fold,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0.0,2.0,Mar,0,0,77,2019-11-21 14:34:54
Brackenber Tarn,nan,nan,nan,2.0,6,3,23.0,2,2,45.0,2,78.0,0.0,7,5,0,0.0,0,nan,nan,nan,0,0,77,2019-11-21 14:34:54
Braewick Loch,nan,0,0,0.0,0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Brampton Gravel Pits,8Supplementary visit under the WeBS Core Count SurveyWeBS,64,2,3.0,6,nan,nan,nan,nan,nan,nan,nan,1.0,2,0,0,0.0,nan,nan,nan,nan,0,0,77,2019-11-21 14:34:54
Bransholme Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,1.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Broadlands Lake,98,172,42,48.0,61,59,48.0,16,nan,nan,nan,70.0,51.0,27,nan,nan,nan,nan,nan,0.0,nan,0,0,77,2019-11-21 14:34:54
Brompton Ponds,(28),45,75,0.0,8,6,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Brooklands Lake (East Worthing),0,0,0,0.0,0,16Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Brookleys Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,2,0,0,0.0,0,0.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Brookwood Country Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,2,0,0,0.0,0,nan,nan,nan,0,0,77,2019-11-21 14:34:54
Brothers Water,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,2.0,0,3,(0),0.0,0,0.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Buckhurst Hill Ponds,nan,2,4,2.0,2,2,9.0,6,nan,nan,nan,nan,nan,nan,nan,0,0.0,nan,nan,nan,nan,0,0,77,2019-11-21 14:34:54
Burton Agnes Mere,nan,0,nan,nan,0,0,0.0,0,0,1.0,1,0.0,0.0,0,0,0,0.0,0,0.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Busta Triangle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,77,2019-11-21 14:34:54
Butterley Reservoir,2,0,(5),0.0,2,0,0.0,9,1,6.0,0,6.0,2.0,0,2,0,0.0,0,0.0,1.0,Oct,0,0,77,2019-11-21 14:34:54
Calthorpe Broad,nan,0,0,0.0,(2),0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0,0,77,2019-11-21 14:34:54
Cambus Village Pool,nan,nan,nan,nan,nan,0,0.0,0,0,0.0,0,4.0,0.0,0,0,0,0.0,0,0.0,0.0,nan,0,0,77,2019-11-21 14:34:54
Canoe Lake,0,0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,78,2019-11-21 14:35:00
Carbeth Loch,0,2,22.0,0,3.0,0.0,2.0,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,nan,0,0,78,2019-11-21 14:35:00
Carisbrooke Pond,nan,nan,nan,0,0.0,3.0,3.0,1.0,0.0,0,2,0,0,0,0,0.0,(0),0,0,(0),nan,0,0,78,2019-11-21 14:35:00
Carnbee Reservoir,0,0,0.0,0,0.0,0.0,0.0,15.0,0.0,1,0,0,0,0,0,0.0,0,0,0,0,nan,0,0,78,2019-11-21 14:35:00
Carriston Reservoirs,nan,0,0.0,0,nan,nan,0.0,0.0,nan,0,0,0,0,0,0,0.0,0,0,0,0,nan,0,0,78,2019-11-21 14:35:00
Castlehill Reservoir (Glendevon),0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0,0,0,nan,nan,0,0,78,2019-11-21 14:35:00
Castlemartin Corse,nan,nan,nan,nan,nan,2.0,0.0,0.0,0.0,0,(0),(0),(0),(0),0,0.0,0,0,0,0,nan,0,0,78,2019-11-21 14:35:00
Castletown Bay West and Scarlett Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,4,nan,nan,nan,nan,nan,nan,0,nan,nan,0,0,78,2019-11-21 14:35:00
Catcliffe Flash,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,Apr,0,0,78,2019-11-21 14:35:00
Cauldwell Dam,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,(0),0,0,0,2,0,0.0,nan,nan,nan,nan,nan,0,0,78,2019-11-21 14:35:00
Cefni Reservoir,0,0,0.0,2,2.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan,nan,0.0,0,0,0,0,nan,0,0,78,2019-11-21 14:35:00
Chapelcroft,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,0,0,78,2019-11-21 14:35:00
Chew Magna Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0,0,0,nan,0,0,78,2019-11-21 14:35:00
Chichester Canal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,(0),0,2,Sep,1,1,78,2019-11-21 14:35:00
Clea Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0,0,0,nan,0,0,78,2019-11-21 14:35:00
Climping,0,(0),0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,nan,0,0,78,2019-11-21 14:35:00
Cloddach Gravel Pit,0,0,0.0,0,0.0,0.0,0.0,0.0,nan,nan,1,0,0,0,0,0.0,0,0,0,0,nan,0,0,78,2019-11-21 14:35:00
Cockley Cley Lake,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,nan,0,0,78,2019-11-21 14:35:00
Cogra Moss,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,(0),0.0,0,0,0,0,nan,0,0,78,2019-11-21 14:35:00
Colwyn Bay and North Clwyd Coast,0,0,0.0,(0),0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,2,Apr,0,0,78,2019-11-21 14:35:00
Comanche Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,0,0.0,0,nan,nan,nan,nan,0,0,78,2019-11-21 14:35:00
Coquet Estuary,0,7,7.0,0,0.0,0.0,0.0,0.0,1.0,(0),0,3,60,0,0,0.0,0,0,0,0,nan,0,0,78,2019-11-21 14:35:00
Cornton Pond,0,0,0.0,0,0.0,0.0,0.0,nan,0.0,0,7,0,0,2,0,2.0,0,0,0,0,nan,0,0,78,2019-11-21 14:35:00
Coronation Channel and Welland (Spalding),(1),0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,nan,nan,0,0,78,2019-11-21 14:35:00
Cow Green Reservoir,0,0,0.0,0,0.0,0.0,0.0,0.0,10.0,0,0,0,0,0,0,2.0,0,0,0,0,nan,0,0,78,2019-11-21 14:35:00
Craigallion Loch,0,0,0.0,5,0.0,4.0,16.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,nan,0,0,78,2019-11-21 14:35:00
Craigend Castle Pond,1,2,2.0,2,4.0,2.0,6.0,0.0,0.0,0,4,0,0,0,0,0.0,0,0,0,0,nan,0,0,78,2019-11-21 14:35:00
Craigend Quarry Pond,0,0,0.0,0,0.0,1.0,2.0,2.0,0.0,0,0,0,0,0,0,0.0,0,1,1,0,nan,0,0,78,2019-11-21 14:35:00
Craighall Dam,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,nan,nan,nan,nan,0,0,78,2019-11-21 14:35:00
Craiglockhart Pond,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,2,May,0,0,78,2019-11-21 14:35:00
Cresswell to Chevington Burn,0,0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0.0,(0),(0),(1),0,0.0,(0),(0),(0),0.0,(0),nan,0,0,79,2019-11-21 14:35:06
Crygmarren Pond,0,(0),0.0,nan,0.0,0.0,0.0,0.0,0,2.0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,79,2019-11-21 14:35:06
Cymyran Strait - Four Mile Bridge to Sea,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0,0,0,0,0.0,0,0,0,0.0,1,Oct,0,0,79,2019-11-21 14:35:06
Dalmahoy Golf Course Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,1,May,0,0,79,2019-11-21 14:35:06
Dalreoch north,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,8.0,0,0,0,nan,nan,nan,0,0,79,2019-11-21 14:35:06
Dee Estuary (Scotland),0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,79,2019-11-21 14:35:06
Deer Hill Reservoir,0,0,0.0,4.0,4.0,0.0,2.0,7.0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,nan,0,0,79,2019-11-21 14:35:06
Diss Mere,8,10,26.0,10.0,5.0,3.0,21.0,15.0,44,4.0,6,2,0,0,0.0,0,0,0,0.0,0,nan,0,0,79,2019-11-21 14:35:06
Don Estuary,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,1,0.0,0,nan,0,0,79,2019-11-21 14:35:06
Doon Estuary,0,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0,nan,0,0,0.0,0,0,0,0.0,0,nan,0,0,79,2019-11-21 14:35:06
Dormont Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,0.0,0,0,0,0.0,nan,nan,0,0,79,2019-11-21 14:35:06
Douglas Harbour and Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,(0),nan,0,0,79,2019-11-21 14:35:06
Drem Pools,0,0,nan,nan,nan,nan,0.0,0.0,0,0.0,17,0,0,0,0.0,0,0,0,0.0,nan,nan,0,0,79,2019-11-21 14:35:06
Drew's Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,nan,0,0,79,2019-11-21 14:35:06
Drumoig Golf Club Ponds,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,2,Mar,0,0,79,2019-11-21 14:35:06
Duff's Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,2.0,0,0,nan,nan,nan,nan,0,0,79,2019-11-21 14:35:06
Duns Castle Pond,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,(0),nan,0.0,0,nan,0,0,79,2019-11-21 14:35:06
Duns Dish,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,6,0,nan,nan,nan,nan,nan,nan,0,nan,0,0,79,2019-11-21 14:35:06
Dunstaffnage Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,2,0,0,0.0,0,0,0,0.0,0,nan,0,0,79,2019-11-21 14:35:06
Eairy and Kionslieu Dams,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,4,1,0,0,0.0,nan,0,0,0.0,0,nan,0,0,79,2019-11-21 14:35:06
East Fenton Farm Reservoir,nan,nan,nan,nan,nan,nan,0.0,7.0,18,10.0,54,36,0,90,30.0,2,0,0,0.0,0,nan,0,0,79,2019-11-21 14:35:06
Edgelaw Reservoir,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,79,2019-11-21 14:35:06
Eglinton Park,nan,nan,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,32,21,95,39.0,0,0,0,0.0,0,nan,0,0,79,2019-11-21 14:35:06
Ewhurst Manor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0,0,2.0,0,0,nan,nan,nan,nan,0,0,79,2019-11-21 14:35:06
Farne Islands,(0),0,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0,2,2,4,0.0,0,nan,nan,nan,0,nan,0,0,79,2019-11-21 14:35:06
"Fire Station Pool, Alloa",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0,2,0.0,0,nan,0,0,79,2019-11-21 14:35:06
Fishguard Harbour,0,(0),0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0,0,0,1,14.0,0,0,0,0.0,0,nan,0,0,79,2019-11-21 14:35:06
Fleet Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,0,0,79,2019-11-21 14:35:06
Flitwick Sewage Works,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),(0),5.0,0,0,0,0.0,0,nan,0,0,79,2019-11-21 14:35:06
Floodwater Little Cressingham,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0,0,79,2019-11-21 14:35:06
Folly Pool - Alderton,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,0,0,0,0,22,0,1,1,0.0,0.0,nan,0,0,80,2019-11-21 14:35:11
Fonthill Lake,(33),20.0,30,50,104.0,54,0.0,16,101.0,36,5,6,1,9,0,0,nan,nan,nan,nan,nan,0,0,80,2019-11-21 14:35:11
Forest of Dean Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,0,80,2019-11-21 14:35:11
Forrestburn Reservoir,0,2.0,0,2,0.0,2,2.0,3,2.0,0,4,0,nan,nan,6,0,nan,nan,nan,nan,nan,0,0,80,2019-11-21 14:35:11
Forth and Clyde Canal - M80 to Underwood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,80,2019-11-21 14:35:11
Gaddon Loch,0,0.0,0,1,1.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,80,2019-11-21 14:35:11
Gadloch,(40),211.0,108,(12),3.0,(40),28.0,54,14.0,15,10,21,63,19,nan,nan,nan,0,1.0,0.0,nan,0,0,80,2019-11-21 14:35:11
Gammaton Reservoirs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,80,2019-11-21 14:35:11
Gartloch Pool,0,0.0,19,11,0.0,0,5.0,0,0.0,0,0,0,0,0,0,0,0,0,2.0,0.0,nan,0,0,80,2019-11-21 14:35:11
Glascoe Dub,nan,nan,0,6,2.0,2,0.0,0,0.0,0,0,0,0,nan,nan,nan,nan,0,0.0,nan,nan,0,0,80,2019-11-21 14:35:11
Glasson Dock,0,0.0,nan,nan,0.0,3,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,0.0,0.0,nan,0,0,80,2019-11-21 14:35:11
Glebe Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,0,0,0.0,0.0,nan,0,0,80,2019-11-21 14:35:11
Glen Moss,nan,nan,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,nan,nan,nan,0,0.0,0.0,nan,0,0,80,2019-11-21 14:35:11
Glencorse Reservoir,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,(0),(0),0,0,0.0,nan,nan,0,0,80,2019-11-21 14:35:11
Glyne Gap,(0),0.0,(0),0,0.0,0,0.0,(0),0.0,(0),(0),(0),(1),(0),(0),(0),(0),(0),nan,0.0,nan,0,0,80,2019-11-21 14:35:11
Godstone Sandpits and Reservoirs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),(0),nan,nan,nan,nan,nan,0,0,80,2019-11-21 14:35:11
Gravel Farm Reservoir,nan,nan,nan,nan,nan,9,21.0,130,100.0,11,36,74,4,2,nan,nan,nan,nan,nan,0.0,nan,0,0,80,2019-11-21 14:35:11
Grayrigg Tarn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,0,80,2019-11-21 14:35:11
Greencraig Ponds,nan,nan,0,0,0.0,0,0.0,0,0.0,0,0,nan,50,nan,2,nan,0,nan,nan,nan,nan,0,0,80,2019-11-21 14:35:11
Gun Knowe Loch,0,0.0,0,nan,0.0,0,0.0,0,nan,1,nan,nan,nan,0,0,0,0,0,0.0,0.0,nan,0,0,80,2019-11-21 14:35:11
Harold's Wick,nan,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,nan,nan,0,0,80,2019-11-21 14:35:11
Harperrig Reservoir,0,0.0,nan,0,0.0,0,0.0,0,0.0,nan,nan,3Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,80,2019-11-21 14:35:11
Hartshill Water Reclamation Works,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,0,0,80,2019-11-21 14:35:11
Haugh of Blackgrange,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,22,0,0,0,0,0.0,0.0,nan,0,0,80,2019-11-21 14:35:11
High Bullough Reservoir,nan,0.0,0,2,0.0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,80,2019-11-21 14:35:11
High Dam - Eaglesham,0,0.0,0,0,2.0,0,0.0,2,0.0,0,2,(0),0,0,nan,nan,0,nan,nan,nan,nan,0,0,80,2019-11-21 14:35:11
Hill Ridware Lake,24,31.0,37,31,18.0,16,24.0,18,19.0,42,9,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,80,2019-11-21 14:35:11
Hillsborough Main Lake,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,80,2019-11-21 14:35:11
