Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Mersey Estuary,7082,7375.0,11800.0,12170.0,7110,6800,7605,4000.0,2355,2225,2583,4040,5757,7946,3905,3746,4584,4507,7025,14516,10600,15070,10084,5740,19810,17823,13420,15605,"(16,721)","(10,644)","(4,237)","(3,613)",2395,"(7,885)",2969,"12,000Supplementary visit under the WeBS Core Count SurveyWeBS",8999,10667,10867,10558,Jul,10618,10618,1,2019-11-29 10:10:19
Dee Estuary (England and Wales),(0),4419.0,7315.0,4335.0,4975,"(5,745)",6540,5670.0,6130,4600,4896,6924,6617,6487,6893,6229,8742,5786,8047,10418,5634,8814,11563,10200,10533,12630,13334,"(8,872)",10869,9425,9457,11688,12234,5254,9166,5061,6947,7171,10031,11019,Oct,8046,8046,1,2019-11-29 10:10:19
Dee Estuary (English counties),(0),4419.0,7315.0,4335.0,4975,"(5,745)",6540,5670.0,6130,4600,4896,6924,6113,5150,6388,5652,8231,5364,7691,9401,5365,7200,10220,9050,8405,10568,12684,"(8,210)",9771,8152,8385,9969,10659,4034,8115,4065,5718,4571,8411,7402,Oct,6033,6033,1,2019-11-29 10:10:19
Severn Estuary,2231,1269.0,1275.0,1001.0,1364,1667,"(1,931)",1611.0,2459,2707,2319,2678,4167,3505,2560,2627,4466,3508,4117,2371,3150,1996,"(2,912)",3776,"2,245Standard visit under the WeBS Low Tide Count SurveyWeBS",2579,3460,4182,3711,"(5,414)",3943,5148,2945,3977,4365,2692,3871,"(3,705)",6611,4625,Sep,4450,4450,1,2019-11-29 10:10:19
Humber Estuary,1303,1187.0,776.0,2456.0,1958,6877,4613,4397.0,5429,3900,4890,4245,7361,4612,4061,4481,3383,5240,3900,4843,"(5,262)",4020,6918,3655,"(4,819)","4,390Standard visit under the WeBS Low Tide Count SurveyWeBS","(4,188)",5223,4823,5804,2892,"(6,137)",4095,3668,5763,3222,3948,4939,"(5,158)",4098,Nov,4273,4273,1,2019-11-29 10:10:19
Morecambe Bay,1635,828.0,887.0,3417.0,1948,770,3602,3084.0,3688,5062,3761,5781,6510,7764,6192,5734,8524,6098,5632,8426,8030,6225,"(6,707)",6137,7164,8228,7728,6609,9816,5804,"(8,409)",8367,6081,5118,4493,3751,5213,4562,3120,3075,Nov,3944,3944,1,2019-11-29 10:10:19
Ribble Estuary,1790,1503.0,2218.0,2119.0,2077,2660,2243,3078.0,5055,6037,3534,3162,3113,4849,3160,5230,"(3,278)",4523,3788,4106,2644,2908,2536,3190,3063,3829,3850,2935,2577,2216,2878,"(2,327)",3094,3380,"(1,805)","(3,416)",3940,5415,2870,3213,Nov,3860,3860,1,2019-11-29 10:10:19
Severn Estuary (English counties),2231,1269.0,1275.0,1001.0,1279,1251,1447,1304.0,1090,2472,1971,2678,2306,2768,2203,"(2,371)",3789,2688,3121,"(1,936)",1900,1648,2622,2885,1862,2528,2578,2938,3059,"(3,595)",2919,3284,1927,3254,3667,2080,"(3,693)","(3,076)",5392,3995,Sep,3822,3822,1,2019-11-29 10:10:19
Forth Estuary,666,434.0,236.0,246.0,224,352,1894,2069.0,2399,2468,2219,2670,3195,3313,4414,4258,5337,5077,5065,"(5,507)",4684,3775,3009,2920,3531,3452,"3,164Supplementary visit under the WeBS Core Count SurveyWeBS",3063,3546,3283,2774,4047,3444,"(4,510)",3100,2717,3668,3888,3159,3736,Sep,3434,3434,1,2019-11-29 10:10:19
Strangford Lough,nan,nan,nan,nan,nan,nan,nan,nan,nan,1579,3973,1867,2311,1950,"4,462Standard visit under the WeBS Low Tide Count SurveyWeBS","4,138Standard visit under the WeBS Low Tide Count SurveyWeBS",2189,"4,669Standard visit under the WeBS Low Tide Count SurveyWeBS","3,493Standard visit under the WeBS Low Tide Count SurveyWeBS","3,036Standard visit under the WeBS Low Tide Count SurveyWeBS",3574,"4,207Standard visit under the WeBS Low Tide Count SurveyWeBS","2,893Standard visit under the WeBS Low Tide Count SurveyWeBS",4162,"4,078Standard visit under the WeBS Low Tide Count SurveyWeBS",4475,"5,709Standard visit under the WeBS Low Tide Count SurveyWeBS","4,442Standard visit under the WeBS Low Tide Count SurveyWeBS",3346,"6,084Standard visit under the WeBS Low Tide Count SurveyWeBS","5,507Standard visit under the WeBS Low Tide Count SurveyWeBS","2,846Standard visit under the WeBS Low Tide Count SurveyWeBS","2,335Standard visit under the WeBS Low Tide Count SurveyWeBS",4515,"2,807Standard visit under the WeBS Low Tide Count SurveyWeBS","3,993Standard visit under the WeBS Low Tide Count SurveyWeBS","3,406Standard visit under the WeBS Low Tide Count SurveyWeBS",2279,4017,2859,Nov,3311,3311,1,2019-11-29 10:10:19
The Wash,11751,20002.0,19008.0,17196.0,16856,13707,11222,21304.0,19637,16158,15516,19411,16057,20089,18465,14251,"(12,873)","(14,238)",10352,12368,11430,7608,10074,11783,7834,7347,7451,6904,6855,6656,6046,6155,5228,4438,4409,4748,2570,"(1,812)",2987,2396,Jan,3175,3175,1,2019-11-29 10:10:19
Blackwater Estuary,3004,2433.0,1668.0,3518.0,"(2,129)",1415,"(2,580)",3288.0,2263,1168,2000,2599,3398,2679,2897,2242,"2,025Standard visit under the WeBS Low Tide Count SurveyWeBS","(3,573)",4129,"(2,123)","(1,777)",3093,"(2,873)","(1,808)",2572,1904,2073,"(1,828)",2623,2369,2642,2342,"(1,936)",2187,2909,2124,3031,"(2,351)",3020,3089,Jan,2816,2816,1,2019-11-29 10:10:19
Solway Estuary,765,705.0,702.0,353.0,1834,1470,976,587.0,"(1,286)","(1,764)",2073,1755,1403,1805,3016,1780,2918,"(3,381)",3443,3370,4042,2188,4628,2219,"(4,324)",3137,5359,1863,2893,1910,1995,1347,"(1,278)",1654,1915,3003,1903,1187,3524,"(2,024)",Sep,2404,2404,1,2019-11-29 10:10:19
Lindisfarne,900,579.0,700.0,1000.0,810,800,910,1308.0,1120,574,780,800,1700,"(1,065)",(675),(820),(930),855,1295,927,973,1224,1751,"1,546Standard visit under the WeBS Low Tide Count SurveyWeBS",1826,"1,323Standard visit under the WeBS Low Tide Count SurveyWeBS","1,773Standard visit under the WeBS Low Tide Count SurveyWeBS","1,180Standard visit under the WeBS Low Tide Count SurveyWeBS",1868,"(1,406)","(2,302)","(1,451)",2086,1495,1740,1318,1610,2201,3102,"(2,682)",Mar,2183,2183,1,2019-11-29 10:10:19
Solway Estuary (Scottish counties),765,705.0,702.0,353.0,325,320,292,120.0,761,277,496,455,1224,525,2106,1522,2115,"(2,644)",3124,2538,3956,1599,3410,2219,"(3,672)","(1,599)",4688,1592,2588,1557,1797,1228,(862),1278,1376,2746,1627,1074,2950,"(2,016)",Sep,2099,2099,1,2019-11-29 10:10:19
Dee Estuary (Welsh counties),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,537,1337,505,(642),996,437,841,1017,1151,2508,1547,1150,2128,2062,1315,1395,1382,"(1,756)",1327,2597,2133,1239,1655,1093,1427,2600,1620,3617,Oct,2071,2071,1,2019-11-29 10:10:19
Medway Estuary,5150,2146.0,3096.0,3954.0,"(1,530)",2766,1275,2819.0,5303,3188,2985,5092,5186,6068,5585,6046,"(4,463)","(3,853)",5384,4077,1937,"(2,552)",1803,1866,1172,2128,"1,192Standard visit under the WeBS Low Tide Count SurveyWeBS",1948,1290,1544,1505,1673,"(1,580)",2292,(881),1074,2431,1234,3353,"(1,672)",Dec,2023,2023,1,2019-11-29 10:10:19
Stour Estuary,2511,2514.0,2053.0,1866.0,2011,1965,1768,2262.0,1429,1548,1578,"(1,752)",1589,2822,2272,2967,"(1,963)",2297,"2,247Standard visit under the WeBS Low Tide Count SurveyWeBS","(2,029)",1956,"2,351Standard visit under the WeBS Low Tide Count SurveyWeBS","2,164Standard visit under the WeBS Low Tide Count SurveyWeBS","1,441Standard visit under the WeBS Low Tide Count SurveyWeBS",1916,"1,569Standard visit under the WeBS Low Tide Count SurveyWeBS",2149,"1,592Standard visit under the WeBS Low Tide Count SurveyWeBS","2,289Standard visit under the WeBS Low Tide Count SurveyWeBS",2402,"3,499Standard visit under the WeBS Low Tide Count SurveyWeBS","2,396Standard visit under the WeBS Low Tide Count SurveyWeBS","1,776Standard visit under the WeBS Low Tide Count SurveyWeBS","1,613Standard visit under the WeBS Low Tide Count SurveyWeBS","1,707Standard visit under the WeBS Low Tide Count SurveyWeBS","1,588Standard visit under the WeBS Low Tide Count SurveyWeBS",2609,"1,762Standard visit under the WeBS Low Tide Count SurveyWeBS",1800,2175,Nov,1987,1987,1,2019-11-29 10:10:19
Thames Estuary,2929,2935.0,2044.0,4107.0,2698,3223,2821,2424.0,3603,1701,2351,2679,2254,2515,3097,3092,2906,2831,3671,2089,2363,2711,3385,2940,3285,1584,2318,1968,1870,2498,1941,1362,1904,1241,1903,2310,1398,1332,"(1,479)","(1,513)",Dec,1680,1680,1,2019-11-29 10:10:19
Swale Estuary,1308,2785.0,954.0,1781.0,1317,1335,1310,2258.0,2336,1501,700,1068,2309,2286,3250,2587,2234,2782,2760,3027,3015,2929,2047,2342,2290,1818,2207,2140,1406,2003,1926,1636,1667,1392,672,568,570,"(1,345)",1920,2059,Jan,1292,1292,1,2019-11-29 10:10:19
Poole Harbour,1017,1223.0,1905.0,1900.0,1329,1136,2891,2223.0,3588,1665,2230,2179,3451,2086,2769,2982,3177,3575,4650,2662,2318,2192,1748,2221,2385,2072,1547,"1,865Standard visit under the WeBS Low Tide Count SurveyWeBS",1043,788,899,715,775,1826,1728,1331,987,1224,1206,1349,Jan,1219,1219,1,2019-11-29 10:10:19
Hamford Water,10000,1616.0,1200.0,5500.0,863,3050,2360,3000.0,"(1,368)",(493),1224,(98),1009,1202,1579,1710,"(1,040)",2146,"(3,006)",2781,1791,1369,2003,"(1,623)",1903,1657,1951,1493,"(1,496)",2450,1838,"(1,401)","(1,264)",964,960,1286,1413,1015,1105,974,Jan,1159,1159,1,2019-11-29 10:10:19
Montrose Basin,390,480.0,446.0,0.0,400,360,670,411.0,550,451,432,562,560,606,802Standard visit under the WeBS Low Tide Count SurveyWeBS,701,818,1039,596,"1,133Standard visit under the WeBS Low Tide Count SurveyWeBS",973,1071,907,776,1191,"(1,240)",690,"1,239Standard visit under the WeBS Low Tide Count SurveyWeBS","(1,106)","(1,098)",806,1191,1365,1083,1288,1628,770,(886),966,(971),Nov,1121,1121,1,2019-11-29 10:10:19
Alde Estuary,126,149.0,277.0,179.0,195,272,194,1109.0,996,1121,1315,1213,1474,1154,1035,1202,832,1074,765,1935,2129,1707,1328,881,945,1124,1025,925,1181,1120,1041,1020,982,1051,794,863,931,922,1123,1123,Feb,992,992,1,2019-11-29 10:10:19
Duddon Estuary,1168,598.0,560.0,291.0,858,nan,477,1207.0,1139,1361,1192,852,942,863,969,"(1,362)",1567,974,853,900,821,814,554,535,325,605,767,737,363,498,790,911,866,734,613,(82),(381),504,"1,005Supplementary visit under the WeBS Core Count SurveyWeBS","1,440Supplementary visit under the WeBS Core Count SurveyWeBS",Oct,983,983,1,2019-11-29 10:10:19
Severn Estuary (Welsh counties),nan,320.0,nan,nan,751,963,1436,1202.0,2100,1579,1635,1395,2318,2846,1850,1309,1742,1320,"(1,172)",(778),1436,(584),"(1,502)",1913,933,(703),"(1,356)",1801,1016,1819,1113,2683,1633,1124,"(1,145)",(639),1089,701,1219,975,Nov,996,996,1,2019-11-29 10:10:19
WWT Martin Mere,26,29.0,62.0,58.0,96,46,66,57.0,127,126,544Supplementary visit under the WeBS Core Count SurveyWeBS,186,148,267,251,227,350,421,427,548,640,913,743,950,1435,1150,"1,510Supplementary visit under the WeBS Core Count SurveyWeBS",965,1075,780,1290,1050,1012,1200,930,850,880,670,813,1376,Nov,918,918,1,2019-11-29 10:10:19
North Norfolk Coast,1200,744.0,540.0,756.0,940,1241,920,1137.0,849,753,745,1830,1104,1002,1176,1042,1185,(710),1335,1379,1310,955,938,1279,1182,1112,1110,1283,1361,1115,981,1027,1106,1034,913,850,1006,876,920,747,Mar,880,880,1,2019-11-29 10:10:19
Burry Inlet,984,1588.0,905.0,1436.0,830,832,1220,1280.0,1710,1432,1672,1779,1665,1504,991,1062,608,695,1282,883,1327,"(1,557)",1233,959,570,(847),804,637,690,780,747,772,712Standard visit under the WeBS Low Tide Count SurveyWeBS,744,812,909,809,878,744,703,Dec,809,809,1,2019-11-29 10:10:19
Crouch-Roach Estuary,753,397.0,421.0,1062.0,487,744,516,406.0,889,330,279,290,693,1119,1046,783,720,"1,567Standard visit under the WeBS Low Tide Count SurveyWeBS",(932),563,(376),836,(483),(478),385,342,"1,097Standard visit under the WeBS Low Tide Count SurveyWeBS",397,(398),588,591,555,"1,183Standard visit under the WeBS Low Tide Count SurveyWeBS",(489),308,(232),411,727,918,1085,Jan,785,785,1,2019-11-29 10:10:19
Colne Estuary,114,500.0,1142.0,786,680.0,402.0,704.0,539.0,1285,1021,867,1164.0,1191,1942,2337,1122,1533,2017,1338,977,799,963,(773),920,263,804,701,471,326,"1,108Standard visit under the WeBS Low Tide Count SurveyWeBS",(406),813,547,1386,(960),600Supplementary visit under the WeBS Core Count SurveyWeBS,"(1,167)",418,490,1051,Jan,745,745,2,2019-11-29 10:10:41
Belfast Lough,nan,nan,nan,nan,nan,nan,nan,0.0,461,212,255,465.0,427,467,287,509,668Standard visit under the WeBS Low Tide Count SurveyWeBS,1062,775Standard visit under the WeBS Low Tide Count SurveyWeBS,497,184Standard visit under the WeBS Low Tide Count SurveyWeBS,250,319Standard visit under the WeBS Low Tide Count SurveyWeBS,437,199Standard visit under the WeBS Low Tide Count SurveyWeBS,494,544Supplementary visit under the WeBS Core Count SurveyWeBS,347Standard visit under the WeBS Low Tide Count SurveyWeBS,(378),322Standard visit under the WeBS Low Tide Count SurveyWeBS,691,916Standard visit under the WeBS Low Tide Count SurveyWeBS,375,674,541,"(1,099)",280,840,758,437,Dec,683,683,2,2019-11-29 10:10:41
Wigtown Bay,0,0.0,nan,0,0.0,0.0,212.0,nan,272,385,264,404.0,589,447,641Standard visit under the WeBS Low Tide Count SurveyWeBS,331,483,480,(573),(651),431,529,296,451,(573),496,705,750,751,880,1017,1338,462,523,469,377,497,550,857,735,Nov,603,603,2,2019-11-29 10:10:41
Solway Estuary (English counties),0,0.0,nan,0,1713.0,1413.0,720.0,587.0,(565),"(1,764)",1577,1755.0,397,1328,1578,786,952,1586,737,1223,(674),1266,1218,509,925,"(1,846)",1245,858,(708),1608,599,518,418,1147,965,527,728,616,574,(326),Jan,611,611,2,2019-11-29 10:10:41
Dornoch Firth,189,116.0,277.0,221,226.0,100.0,nan,0.0,126,nan,nan,nan,294,260,328,242,219,226,(147),(234),196,287,237,(253),349,334,234,208,267,256,256,240,278,343,308,506,517,543,636,(472),Feb,551,551,2,2019-11-29 10:10:41
Orwell Estuary,988,640.0,403.0,550,2610.0,2277.0,1500.0,866.0,1305,739,1249,1104.0,1304,1026,1411,1320,1221,1989,1039,939Standard visit under the WeBS Low Tide Count SurveyWeBS,645Standard visit under the WeBS Low Tide Count SurveyWeBS,846,681,754Standard visit under the WeBS Low Tide Count SurveyWeBS,715Standard visit under the WeBS Low Tide Count SurveyWeBS,761,575Standard visit under the WeBS Low Tide Count SurveyWeBS,674,727Standard visit under the WeBS Low Tide Count SurveyWeBS,618Standard visit under the WeBS Low Tide Count SurveyWeBS,807Standard visit under the WeBS Low Tide Count SurveyWeBS,849Standard visit under the WeBS Low Tide Count SurveyWeBS,"1,130Standard visit under the WeBS Low Tide Count SurveyWeBS",940Standard visit under the WeBS Low Tide Count SurveyWeBS,623Standard visit under the WeBS Low Tide Count SurveyWeBS,554Standard visit under the WeBS Low Tide Count SurveyWeBS,698Standard visit under the WeBS Low Tide Count SurveyWeBS,578Standard visit under the WeBS Low Tide Count SurveyWeBS,558,352,Feb,548,548,2,2019-11-29 10:10:41
Lavan Sands,275,548.0,76.0,(153),725.0,263.0,556.0,500.0,(0),288,(253),490.0,476,428,457,333,279,(271),282,289,235,(506),451,472,522,504,437,365,395,424,379,445,653,446,805,732,412,434,586,400Standard visit under the WeBS Low Tide Count SurveyWeBS,Feb,513,513,2,2019-11-29 10:10:41
Cromarty Firth,417,320.0,328.0,522,385.0,428.0,0.0,423.0,378,343,324,473.0,440,361,373,340,355,(458),(398),347,367,295,358,409,300,615Standard visit under the WeBS Low Tide Count SurveyWeBS,449,304,333,(382),369,(431),425,863Standard visit under the WeBS Low Tide Count SurveyWeBS,292,462,362,585,416,685,Jan,502,502,2,2019-11-29 10:10:41
Inner Moray and Beauly Firths,252,511.0,316.0,423,323.0,271.0,72.0,252.0,359,452,308,312.0,502,499,457,450,380,(351),373,459,361Standard visit under the WeBS Low Tide Count SurveyWeBS,368,363,386,450,452,313,486,391,521,382,382,524,(358),330,395,372,471,658,545,Jan,488,488,2,2019-11-29 10:10:41
Chichester Harbour,3130,2007.0,2754.0,4552,2255.0,2571.0,3126.0,2556.0,3772,2451,2514,2717.0,2321,1863,1750,"1,620Standard visit under the WeBS Low Tide Count SurveyWeBS",1275,1980,"1,800Standard visit under the WeBS Low Tide Count SurveyWeBS",1054,823Standard visit under the WeBS Low Tide Count SurveyWeBS,"(1,040)",990,885,1019,810,825,793,643,449,560,926,638,563,696,363,572,340,499,(656),Mar,486,486,2,2019-11-29 10:10:41
Traeth Melynog,542,74.0,136.0,nan,nan,nan,183.0,146.0,0,72,102,147.0,579,140,81,130,230,230,nan,nan,nan,nan,nan,nan,nan,416,484,630,nan,nan,477,340,581,389,718,416,687,466,318,480,Dec,473,473,2,2019-11-29 10:10:41
Eden Estuary,1740,1324.0,1604.0,1974,1201.0,1670.0,1510.0,1274.0,1238,842,1221,1121.0,1176,1590,1133,1031,(952),930,(942),1088,(717),768,680,578Standard visit under the WeBS Low Tide Count SurveyWeBS,480,456,366,(243),269,337,253,(273),408,289,337,335,490,394,560,514,Oct,459,459,2,2019-11-29 10:10:41
Langstone Harbour,1565,1626.0,1237.0,2432,906.0,1385.0,1760.0,1110.0,2783,1204,1040,1203.0,1017,740,1017,"1,322Standard visit under the WeBS Low Tide Count SurveyWeBS",(698),1477,(889),(826),679Standard visit under the WeBS Low Tide Count SurveyWeBS,368,"1,048Supplementary visit under the WeBS Core Count SurveyWeBS",608,616,543,524,620,362,509,344,439Standard visit under the WeBS Low Tide Count SurveyWeBS,557,645,386,378,268,849Standard visit under the WeBS Low Tide Count SurveyWeBS,397Standard visit under the WeBS Low Tide Count SurveyWeBS,380,Jan,454,454,2,2019-11-29 10:10:41
Malltraeth Sands,303,250.0,nan,nan,nan,0.0,697.0,416.0,293,126,553,524.0,420,173,486,(350),310,(400),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,380,nan,360,380,450,nan,nan,(400),(200),Nov,450,450,2,2019-11-29 10:10:41
Tees Estuary,2100,1613.0,1876.0,2289,1300.0,1670.0,2580.0,1320.0,1670,910,1365,1637.0,1404,1154,1138,1496,1089,1267,893,837,755,784,556,532,809,713,636,581,816,588,599,517,485,319,325,448,426,473,418,452,Jan,443,443,2,2019-11-29 10:10:41
Larne Lough,nan,nan,nan,nan,0.0,0.0,0.0,0.0,250,220,241,240.0,274,225,248,247,373,371,440,505,711,414,710,776,637,633,808,880,832,486,931,819,728,1084,431,446,411,461,449,445,Jan,442,442,2,2019-11-29 10:10:41
Deben Estuary,660,330.0,350.0,180,380.0,339.0,487.0,1071.0,1163,1144,1527,1120.0,1168,919,1124,1297,925,950,824,875,895,952,772,676,864,802,883,707,837,754,554,467,635,591,406,370,398,(427),426,470,Feb,418,418,2,2019-11-29 10:10:41
Alt Estuary,(175),0.0,109.0,154,242.0,0.0,484.0,615.0,523,155,304,212.0,91,227,72,258,180,232,338,335,185Standard visit under the WeBS Low Tide Count SurveyWeBS,166,296,381,411,387,284,265,173,307,(270),361,443,406,280,373,(368),(445),425,336,Dec,395,395,2,2019-11-29 10:10:41
Cleddau Estuary,357,292.0,200.0,465,1102.0,nan,1419.0,1545.0,2190,1063,954,972.0,1066,923,615,877,1178,1008,1023,939,921,696,655,762,745,(480),757,(619),497,607,763,580,765,(675),511,375,422,264,464,449,Mar,395,395,2,2019-11-29 10:10:41
Blyth Estuary,773,527.0,771.0,660,607.0,587.0,717.0,646.0,404,372,520,537.0,852,582,762,780,320,585,442,757,nan,nan,590,496,450,67,226,514,677,794,(493),413,(346),243,(379),340,278,354,473,(252),Feb,361,361,2,2019-11-29 10:10:41
Tamar Complex,358,429.0,521.0,469,349.0,416.0,316.0,473.0,744,350,343,603.0,900,1016,853,840,538,708,822,520,518,(460),516,705,480,524,677,(650),630,631,529,459,605,924,(523),282,499,245,377,349,Feb,350,350,2,2019-11-29 10:10:41
Dyfi Estuary,175,153.0,94.0,nan,114.0,106.0,174.0,281.0,485,598,335,411.0,420,295,361,420,301,356,398,457,435,494,392,298,358,345,591,317,467,392,380,376,309,414,243,383,353,372,324,287,Feb,344,344,2,2019-11-29 10:10:41
Breydon Water and Berney Marshes,380,320.0,268.0,350,341.0,326.0,704.0,760.0,682,681,702,654.0,762,599,548,547,564,470,499,720,452,428,558,308,358,374,431,374,464,334,148,364Supplementary visit under the WeBS Core Count SurveyWeBS,327Supplementary visit under the WeBS Core Count SurveyWeBS,354Supplementary visit under the WeBS Core Count SurveyWeBS,313,290,291,371Supplementary visit under the WeBS Core Count SurveyWeBS,287Supplementary visit under the WeBS Core Count SurveyWeBS,331Supplementary visit under the WeBS Core Count SurveyWeBS,Jun,314,314,2,2019-11-29 10:10:41
Pagham Harbour,600,700.0,667.0,665,504.0,728.0,691.0,887.0,1048,405,299,376.0,528,536,344,476,264,336,398,276,156,269Standard visit under the WeBS Low Tide Count SurveyWeBS,323,234,316,363,168,245,313,(286),275,317,362,270,(215),290,244Standard visit under the WeBS Low Tide Count SurveyWeBS,237Standard visit under the WeBS Low Tide Count SurveyWeBS,451,216,Dec,288,288,2,2019-11-29 10:10:41
Ythan Estuary,20,43.0,56.0,64,31.0,71.0,75.0,61.0,78,40,58,114.0,98,137,87,87,136,62,93,74Standard visit under the WeBS Low Tide Count SurveyWeBS,64,36,59,151,165,203,233,166,162,(154),210,256,203,244,257,268,266,319,244,222,Mar,264,264,2,2019-11-29 10:10:41
Lough Foyle,(0),0.0,0.0,0,323.0,201.0,680.0,0.0,244,285,240,315.0,421,379,179,174,215,508,527,439,446,419,278,536,232,(315),250,392,264,322,362,122,139,209,140,129,195,218,391,360,Dec,259,259,2,2019-11-29 10:10:41
Exe Estuary,244,105.0,133.0,147,181.0,176.0,356.0,264.0,398,315,183,397.0,322,289,205,280,218,218,180,372,255,323,213,239,273,(214),354,258,(241),216,220,191,289,269,271,190,258,224,253Standard visit under the WeBS Low Tide Count SurveyWeBS,328,Jan,251,251,2,2019-11-29 10:10:41
Newtown Estuary,394,305.0,390.0,366,376.0,319.0,278.0,nan,600,546,556,710.0,314,(392),653,564,672,(577),(643),(317),398Supplementary visit under the WeBS Low Tide Count SurveyWeBS,438Standard visit under the WeBS Low Tide Count SurveyWeBS,267,414,346,(309),(226),227,(171),166,313,269,411,263,269,190,184,(228),278,(358),Jan,248,248,2,2019-11-29 10:10:41
Taw-Torridge Estuary,502,243.0,425.0,356,258.0,251.0,302.0,311.0,414,258,249,184.0,127,254,364,270,196,333,346,367,379,304,297,238,321,(176),236,234,205,270,206,276,358,(213),181,181,(222),211,(207),312,Jan,235,235,2,2019-11-29 10:10:41
Kingsbridge Estuary,181,140.0,211.0,246,136.0,196.0,302.0,210.0,461,270,318,211.0,(209),262,200,292,292,260,118,285,269,372,312,333,367,(353),284,186,217,247,298,304Standard visit under the WeBS Low Tide Count SurveyWeBS,249,381,231,253,189,238,181,176,Jan,207,207,2,2019-11-29 10:10:41
Dengie Flats,160.0,(0),144.0,304.0,146.0,180.0,(45),198.0,365.0,237.0,654.0,199,83.0,190,170Standard visit under the WeBS Low Tide Count SurveyWeBS,212,(222),982,196,348,(150),390,116,773,211,203,148,235,238,192,248,238,876,211,346,46,349,219,178,228,Feb,204,204,3,2019-11-29 10:11:02
North West Solent,740.0,277,352.0,558.0,263.0,292.0,392,535.0,768.0,340.0,335.0,333,450.0,336,404,415,354,300,495Supplementary visit under the WeBS Low Tide Count SurveyWeBS,285,305,(171),173,209,139,159,(124),145,157,203,230,219,242,200,184,246,166,226,183,197,Feb,204,204,3,2019-11-29 10:11:02
Inner Firth of Clyde,903.0,525,376.0,543.0,495.0,409.0,362,409.0,0.0,467.0,224.0,(191),232.0,224,370,229,427,482,(431),(511),331,505,383,379,351,482,308,348,(494),401,357,311,295,195,198,253,214,202,131,181,Jun,196,196,3,2019-11-29 10:11:02
Portsmouth Harbour,672.0,16,406.0,412.0,93.0,74.0,133,101.0,431.0,125.0,153.0,(86),82.0,78,135Standard visit under the WeBS Low Tide Count SurveyWeBS,84,152,321,300Supplementary visit under the WeBS Low Tide Count SurveyWeBS,120Standard visit under the WeBS Low Tide Count SurveyWeBS,65,(166),(80),149,186Standard visit under the WeBS Low Tide Count SurveyWeBS,110,208,219,149,103,138Standard visit under the WeBS Low Tide Count SurveyWeBS,282,246,169,329,(121),169Standard visit under the WeBS Low Tide Count SurveyWeBS,134Supplementary visit under the WeBS Core Count SurveyWeBS,(277),(151),Mar,193,193,3,2019-11-29 10:11:02
Foryd Bay,50.0,0,136.0,137.0,256.0,178.0,0,97.0,203.0,140.0,121.0,170,205.0,270,189,249,161,293,262,279,171,240,142,171,324,270,188,346,173,152,221,196,83,135,194,194,232,137,211,150,Mar,185,185,3,2019-11-29 10:11:02
Loch Gruinart,nan,nan,210.0,247.0,193.0,171.0,214,235.0,224.0,174.0,191.0,316,195.0,178,418,258,293,209,189,201,134,178,32,nan,288,228,163,361,178,177,162,207,275,284,363,291,158,126,158,176,Mar,182,182,3,2019-11-29 10:11:02
Tay Estuary,54.0,140,96.0,69.0,104.0,22.0,20,78.0,68.0,83.0,55.0,20,186.0,97,124,80Standard visit under the WeBS Low Tide Count SurveyWeBS,133,187,139,148,58,103,(34),84,107,128,75,65,131Standard visit under the WeBS Low Tide Count SurveyWeBS,62,97,78,99,(145),154,136,248,179,151,(87),Feb,179,179,3,2019-11-29 10:11:02
Traeth Coch,48.0,51,64.0,67.0,84.0,0.0,0,55.0,0.0,143.0,152.0,147,113.0,130,127,96,94,87,112,105,116,121,119,nan,nan,nan,nan,nan,nan,66,44,nan,nan,nan,nan,nan,226,108Supplementary visit under the WeBS Core Count SurveyWeBS,182,(86),Oct,172,172,3,2019-11-29 10:11:02
Clwyd Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.0,nan,nan,nan,65,74Standard visit under the WeBS Low Tide Count SurveyWeBS,173,174,128,161,184,123,48,122,29,102,93,(112),75,73,96,123,107,nan,7,4,(2),160,161,170,159,May,163,163,3,2019-11-29 10:11:02
