Site,35/36,36/37,37/38,38/39,39/40,40/41,41/42,42/43,43/44,44/45,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
Loch Leven,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[13, 1, 'Mar', 0, None, None]","[4, 1, 'Oct', 0, None, None]","[60, 1, 'Jan', 0, None, None]","[112, 1, 'Dec', 0, None, None]","[183, 1, 'Jan', 0, None, None]","[152, 1, 'Feb', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[12, 1, 'Mar', 0, None, None]","[18, 1, 'Dec', 0, None, None]","[140, 1, 'Jan', 0, None, None]","[85, 1, 'Dec', 0, None, None]","[50, 1, 'Dec', 0, None, None]","[44, 1, 'Dec', 0, None, None]","[73, 1, 'Jan', 0, None, None]","[25, 1, 'Feb', 0, None, None]","[64, 1, 'Feb', 0, None, None]","[40, 1, 'Dec', 0, None, None]","[30, 1, 'Oct', 0, None, None]","[148, 1, 'Oct', 0, None, None]","[15, 1, 'Nov', 0, None, None]","[12, 1, 'Dec', 0, None, None]","[16, 1, 'Mar', 0, None, None]","[73, 1, 'Dec', 0, None, None]","[79, 1, 'Jan', 0, None, None]","[94, 1, 'Oct', 0, None, None]","[120, 1, 'Dec', 0, None, None]","[25, 1, 'Oct', 0, None, None]","[24, 1, 'Sep', 0, None, None]","[45, 1, 'Oct', 0, None, None]","[72, 1, 'Oct', 0, None, None]","[58, 1, 'Oct', 0, None, None]","[56, 1, 'Mar', 0, None, None]","[73, 1, 'Oct', 0, None, None]","[47, 1, 'Nov', 0, None, None]","[41, 1, 'Dec', 0, None, None]","[49, 1, 'Feb', 0, None, None]","[98, 1, 'Feb', 0, None, None]","[57, 1, 'Dec', 0, None, None]","[30, 1, 'Feb', 0, None, None]","[20, 1, 'Dec', 0, None, None]","[39, 1, 'Feb', 0, None, None]","[151, 1, 'Nov', 0, None, None]","[68, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[97, 1, 'Mar', 0, None, None]","[66, 1, 'Feb', 0, None, None]","[181, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[173, 1, 'Nov', 0, None, None]","[211, 1, 'Jan', 0, None, None]","[306, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[358, 1, 'Nov', 0, None, None]","[382, 1, 'Dec', 0, None, None]","[406, 1, 'Dec', 0, None, None]",2019-12-06 21:25:52
Forth Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[170, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[8, 1, 'Jan', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[30, 1, 'Mar', 0, None, None]","[20, 1, 'Feb', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[18, 1, 'Jan', 0, None, None]","[13, 1, 'Jan', 0, None, None]","[22, 1, 'Feb', 0, None, None]","[17, 1, 'Jan', 0, None, None]","[32, 1, 'Dec', 0, None, None]","[46, 2, 'Aug', 0, None, None]","[61, 1, 'Aug', 0, None, None]","[34, 1, 'Aug', 0, None, None]","[54, 1, 'Jan', 0, None, None]","[32, 1, 'Sep', 0, None, None]","[33, 1, 'Aug', 0, None, None]","[59, 1, 'Sep', 0, None, None]","[86, 1, 'Aug', 0, None, None]","[54, 1, 'Sep', 0, None, None]","[89, 2, 'Sep', 0, None, None]","[53, 1, 'Aug', 0, None, None]","[81, 1, 'Jul', 0, None, None]","[119, 1, 'Jul', 0, None, None]","[119, 1, 'Jul', 0, None, None]","[108, 2, 'Jul', 0, None, None]","[68, 2, 'Aug', 0, None, None]","[184, 1, 'Aug', 0, None, None]","[225, 1, 'Jun', 0, None, None]","[183, 1, 'Aug', 0, None, None]","[162, 1, 'Sep', 0, None, None]","[170, 1, 'Aug', 0, None, None]","[346, 2, 'Aug', 0, None, None]","[137, 1, 'Aug', 0, None, None]","[694, 1, 'Jul', 0, None, None]","[251, 1, 'Aug', 0, None, None]",2019-12-06 21:25:52
Loch Lomond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[7, 1, 'Dec', 0, None, None]","[11, 1, 'Mar', 0, None, None]","[198, 1, 'May', 0, None, None]","[184, 1, 'Aug', 0, None, None]","[226, 1, 'Jul', 0, None, None]","[129, 1, 'Jul', 0, None, None]","[129, 1, 'Sep', 0, None, None]","[12, 2, 'Jun', 0, None, None]","[37, 1, 'Aug', 0, None, None]","[84, 1, 'Oct', 0, None, None]","[23, 1, 'Nov', 0, None, None]","[15, 1, 'Dec', 0, None, None]","[19, 1, 'Sep', 0, None, None]","[261, 1, 'Sep', 0, None, None]","[36, 1, 'Jun', 0, None, None]","[217, 1, 'Aug', 0, None, None]","[161, 1, 'Jul', 0, None, None]","[153, 1, 'Oct', 0, None, None]","[301, 1, 'Aug', 0, None, None]","[216, 1, 'Sep', 0, None, None]","[62, 2, 'Aug', 0, None, None]","[279, 1, 'Sep', 0, None, None]","[225, 1, 'Aug', 0, None, None]","[342, 1, 'Sep', 0, None, None]","[152, 2, 'Jul', 0, None, None]",2019-12-06 21:25:52
Tweed Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[11, 1, 'Jan', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]",nan,"[4, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[8, 1, 'Jan', 0, None, None]","[7, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[31, 1, 'Nov', 0, None, None]","[55, 1, 'Jan', 0, None, None]","[72, 1, 'Jan', 0, None, None]","[29, 1, 'Aug', 0, None, None]","[30, 1, 'Jul', 0, None, None]","[40, 1, 'Oct', 0, None, None]","[50, 1, 'Aug', 0, None, None]","[36, 1, 'Sep', 0, None, None]","[37, 1, 'Nov', 0, None, None]","[31, 1, 'Feb', 0, None, None]","[36, 1, 'Jul', 0, None, None]","[71, 1, 'Sep', 0, None, None]","[37, 1, 'Oct', 0, None, None]","[64, 1, 'Oct', 0, None, None]","[78, 1, 'Aug', 0, None, None]","[42, 1, 'Aug', 0, None, None]","[65, 1, 'Aug', 0, None, None]","[64, 1, 'Aug', 0, None, None]","[123, 1, 'Aug', 0, None, None]","[42, 1, 'Aug', 0, None, None]","[85, 1, 'Jul', 0, None, None]","[205, 1, 'Jul', 0, None, None]","[186, 1, 'Oct', 0, None, None]","[117, 1, 'Jun', 0, None, None]","[136, 1, 'Jul', 0, None, None]","[264, 1, 'May', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[384, 1, 'Sep', 0, None, None]","[356, 1, 'Aug', 0, None, None]","[182, 1, 'Jul', 0, None, None]","[78, 1, 'Aug', 0, None, None]",2019-12-06 21:25:52
Soddy Gap Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[5, 1, 'Jan', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[4, 2, 'Jan', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[10, 1, 'Mar', 0, None, None]","[14, 2, 'Mar', 0, None, None]","[75, 2, 'Jan', 0, None, None]","[436, 1, 'Jan', 1, 'Cumbria Supplementary Counts', 'Dave Shackleton']","[518, 1, 'Dec', 1, 'Cumbria Supplementary Counts', 'Dave Shackleton']","[422, 1, 'Jan', 1, 'Cumbria Supplementary Counts', 'Dave Shackleton']","[361, 1, 'Jan', 1, 'Cumbria Supplementary Counts', 'Dave Shackleton']","[120, 1, 'Jan', 1, 'Cumbria Supplementary Counts', 'Dave Shackleton']","[85, 1, 'Dec', 1, 'Cumbria Supplementary Counts', 'Dave Shackleton']","[8, 2, 'Dec', 0, None, None]",2019-12-06 21:25:52
Berwick North Shore,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[16, 1, 'Feb', 0, None, None]","[28, 2, 'Dec', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[40, 1, 'Jan', 0, None, None]","[0, 2, '', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[35, 1, 'Nov', 0, None, None]","[1, 1, 'Jun', 0, None, None]","[44, 1, 'Jul', 0, None, None]","[27, 1, 'Jun', 0, None, None]","[328, 1, 'Jul', 0, None, None]","[452, 1, 'Jul', 0, None, None]","[246, 1, 'Jul', 0, None, None]","[143, 1, 'Jul', 0, None, None]","[10, 1, 'Jul', 0, None, None]",2019-12-06 21:25:52
Tay Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[20, 1, 'Feb', 0, None, None]","[331, 1, 'Feb', 0, None, None]","[450, 1, 'Dec', 0, None, None]","[120, 1, 'Feb', 0, None, None]","[40, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[46, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[225, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[26, 1, 'Sep', 0, None, None]","[206, 1, 'Sep', 0, None, None]","[191, 1, 'Sep', 0, None, None]","[112, 1, 'Aug', 0, None, None]","[186, 1, 'Aug', 0, None, None]","[209, 1, 'Jul', 0, None, None]","[277, 1, 'Aug', 0, None, None]","[225, 1, 'Jul', 0, None, None]","[240, 1, 'Aug', 0, None, None]","[160, 1, 'Aug', 0, None, None]","[268, 1, 'Aug', 0, None, None]","[230, 1, 'Sep', 0, None, None]","[245, 1, 'Aug', 0, None, None]","[248, 1, 'Sep', 0, None, None]","[192, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[263, 1, 'Jul', 0, None, None]","[153, 1, 'Aug', 0, None, None]","[313, 1, 'Jul', 0, None, None]","[155, 2, 'Aug', 0, None, None]","[232, 1, 'Aug', 0, None, None]","[205, 1, 'Aug', 0, None, None]","[152, 2, 'Aug', 0, None, None]","[142, 1, 'Jul', 0, None, None]","[190, 1, 'Sep', 0, None, None]","[115, 2, 'Jul', 0, None, None]","[163, 1, 'Aug', 0, None, None]","[259, 1, 'Aug', 0, None, None]","[165, 2, 'Sep', 0, None, None]","[139, 2, 'Jun', 0, None, None]",2019-12-06 21:25:52
Spittal to Cocklawburn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[12, 1, 'Sep', 0, None, None]","[11, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 2, '', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[92, 1, 'Aug', 0, None, None]","[86, 1, 'Jul', 0, None, None]","[72, 1, 'Aug', 0, None, None]","[116, 1, 'Aug', 0, None, None]","[52, 1, 'Aug', 0, None, None]","[54, 1, 'Jul', 0, None, None]","[40, 1, 'Aug', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[7, 1, 'Jun', 0, None, None]","[120, 1, 'Aug', 0, None, None]","[332, 1, 'Jul', 0, None, None]","[128, 1, 'Aug', 0, None, None]","[282, 1, 'Aug', 0, None, None]","[92, 1, 'Jul', 0, None, None]","[126, 1, 'Sep', 0, None, None]",2019-12-06 21:25:52
River Derwent Workington to Nr Stainburn Hall Farm (NX9929-NY0330),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[17, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[153, 1, 'Feb', 1, 'Cumbria Supplementary Counts', 'Dave Shackleton']","[321, 1, 'Jan', 1, 'Cumbria Supplementary Counts', 'Dave Shackleton']","[179, 1, 'Nov', 1, 'Cumbria Supplementary Counts', 'Dave Shackleton']","[110, 1, 'Dec', 1, 'Cumbria Supplementary Counts', 'Dave Shackleton']","[93, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",2019-12-06 21:25:52
St Bees Head to Mawbray,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[4, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]",nan,"[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 2, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 2, '', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Dec', 0, None, None]","[6, 1, 'Dec', 0, None, None]","[547, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[560, 1, 'Jan', 1, 'Cumbria Supplementary Counts', 'Dave Shackleton']","[321, 1, 'Dec', 0, None, None]","[171, 1, 'Nov', 1, 'Cumbria Supplementary Counts', 'Dave Shackleton']","[339, 1, 'Feb', 1, 'Cumbria Supplementary Counts', 'Dave Shackleton']","[169, 1, 'Jan', 1, 'Cumbria Supplementary Counts', 'Dave Shackleton']","[68, 1, 'Jan', 1, 'Cumbria Supplementary Counts', 'Dave Shackleton']","[17, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",2019-12-06 21:25:52
