Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Redside,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0,0,nan,0,0,7,2019-11-22 01:36:22
Ribble Estuary,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,1.0,0,0,0.0,0,0,0,nan,0,0,7,2019-11-22 01:36:22
Rishton Reservoir,0,1,0,(0),0,0.0,0,nan,nan,nan,nan,0.0,0,0.0,0,(0),0.0,nan,nan,0,nan,0,0,7,2019-11-22 01:36:22
River Avon - Fordingbridge to Ringwood,0,0,0,0,(0),0.0,0,0,0.0,0,1.0,0.0,0,0.0,0,0,0.0,0,0,0,nan,0,0,7,2019-11-22 01:36:22
River Avon - Ringwood to Christchurch,0,(0),0,(0),0,0.0,0,0,0.0,(0),1.0,0.0,0,0.0,0,0,0.0,0,0,0,nan,0,0,7,2019-11-22 01:36:22
River Cam - Kingfishers Bridge,(0),0,0,0,0,0.0,0,0,0.0,0,3.0,0.0,0,0.0,0,0,0.0,0,0,0,nan,0,0,7,2019-11-22 01:36:22
River Eden - Grinsdale to Sandsfield,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0.0,0,6.0,(0),(0),0.0,(0),0,(0),nan,0,0,7,2019-11-22 01:36:22
River Forth - Gargunnock to East Frew,0,0,0,0,0,0.0,nan,0,0.0,1,0.0,nan,0,0.0,nan,0,0.0,0,nan,(0),nan,0,0,7,2019-11-22 01:36:22
River Idle Washlands,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,0,8,2019-11-22 01:36:28
River Severn and River Vyrnwy Confluence,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
River Thames - Lechlade,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
River Witham - Chapel Hill to Kirkstead,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Rufford Lake,1,1,(1),nan,nan,nan,nan,0.0,0.0,(0),1,0,0,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Rutland Water,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Sea Bank (Huttoft) Clay Pits,0,0,0,nan,nan,0,0.0,0.0,nan,nan,nan,nan,nan,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Seaton Gravel Pits and River,(0),0,(0),0,0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,0,(0),(1),(0),0.0,nan,0,0,8,2019-11-22 01:36:28
Sevenoaks Wildfowl Reserve,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Severn Estuary,6,(1),0,6,0,0,0.0,0.0,1.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,6,0,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,3.0,1,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,nan,0,0,8,2019-11-22 01:36:28
Severn Estuary (English counties),6,(1),0,6,0,0,0.0,0.0,1.0,0,6,0,0,0,3.0,1,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Severn Estuary (Welsh counties),0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Shibdon Pond,0,0,0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Slains Lochs (Meikle and Sand and Cotehill),nan,(0),0,0,0,(0),0.0,0.0,0.0,0,nan,(0),0,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Solway Estuary,0,0,0,0,2,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Solway Estuary (English counties),0,0,0,0,2,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Solway Estuary (Scottish counties),0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Somerset Levels,0,0,0,0,0,0,14.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Southampton Water,0,0,0,0,0,0,0.0,0.0,0.0,0,(0),0,0,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Southill Lake,0,0,0,0,0,0,0.0,0.0,0.0,0,4,0,0,0,0.0,(0),(0),0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
St Benet's Levels,0,0,(0),(0),0,0,nan,nan,nan,nan,0,0,nan,0,0.0,0,nan,nan,nan,nan,nan,0,0,8,2019-11-22 01:36:28
St Helen's Loch,6,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Stodmarsh,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5,0.0,0,0,1,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Stortons Gravel Pits,0,0,0,0,(0),0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Stour Estuary,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Strand Loch,nan,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,6,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Stratfield Saye,0,0,0,0,(0),0,0.0,0.0,0.0,0,0,0,(0),0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Sudbury Lake,nan,0,0,0,0,0,0.0,0.0,0.0,nan,0,0,0,(2),0.0,0,0,nan,nan,nan,nan,0,0,8,2019-11-22 01:36:28
Sutton and Lound Gravel Pits,nan,1,nan,(1),0,0,0.0,1.0,0.0,0,1,0,1,0,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Swale Estuary,0,2,0,0,0,0,7.0,0.0,3.0,0,0,1,3,1,0.0,0,0,0,0,0.0,nan,0,0,8,2019-11-22 01:36:28
Sywell Country Park,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,(0),nan,0,0,9,2019-11-22 01:36:34
Tamar Complex,0,(0),0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Tattershall Pits,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,0,0,nan,nan,nan,nan,nan,0,0,9,2019-11-22 01:36:34
Taw-Torridge Estuary,0,0,0.0,0,0.0,0.0,1,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,1,Feb,0,0,9,2019-11-22 01:36:34
Tees Estuary,0,0,0.0,0,0.0,0.0,1,3,0.0,0,0,0.0,0,4.0,1,0,1.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Thames Estuary,0,0,0.0,3,6.0,0.0,0,0,0.0,0,0,1.0,0,0.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Thanet Coast,0,0,0.0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
The Wash,3,0,0.0,1,0.0,0.0,4,0,0.0,0,1,0.0,1,71.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Theale Gravel Pits,0,0,nan,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,(0),nan,0,0,9,2019-11-22 01:36:34
Thrapston Gravel Pits,1,0,0.0,0,0.0,0.0,nan,nan,nan,nan,0,0.0,0,0.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Threave Estate,nan,(0),0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Tophill Low Reservoirs,0,0,0.0,0,0.0,6.0,0,(0),0.0,(0),0,0.0,0,0.0,0,0,0.0,1,0,0,nan,0,0,9,2019-11-22 01:36:34
Tottenhill Gravel Pits,0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,nan,(0),nan,0,nan,0,0,9,2019-11-22 01:36:34
Trimpley Reservoir and River Severn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,7,0.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Tring Reservoirs,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Tweed Estuary,0,(0),0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Tyninghame Estuary,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Uyea Sound,nan,0,0.0,0,0.0,0.0,0,0,0.0,0,2,2.0,0,1.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
WWT Martin Mere,0,0,0.0,0,0.0,0.0,3Supplementary visit under the WeBS Core Count SurveyWeBS,1,0.0,0,0,0.0,0,10.0,0,0,0.0,0,0,1,Mar,0,0,9,2019-11-22 01:36:34
WWT Washington,0,0,0.0,0,0.0,0.0,0,0,0.0,0,(0),0.0,0,0.0,0,0,0.0,0,2Supplementary roost count under the WeBS Core Count SurveyWeBS,0,nan,0,0,9,2019-11-22 01:36:34
Walmore Common,0,0,0.0,0,0.0,0.0,8,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Wanlip North Lakes,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,1.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Warkworth Lane Ponds,nan,nan,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,0,0,0.0,(0),0,0,nan,0,0,9,2019-11-22 01:36:34
Water Sound,0,0,0.0,(0),0.0,0.0,0,0,0.0,0,0,0.0,0,18.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Waterbeach and Landbeach Gravel Pits,(0),0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,2,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Watermead Country Park North,0,0,0.0,0,0.0,0.0,nan,nan,0.0,0,0,0.0,0,1.0,(0),(0),0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Waughton,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0.0,1,nan,nan,nan,0.0,nan,nan,(0),nan,0,0,9,2019-11-22 01:36:34
Wedholme Flow,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,0,52.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Weirwood Reservoir,(0),(0),0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Welbeck Estate,nan,0,0.0,0,0.0,0.0,1,(0),0.0,(0),0,0.0,(0),0.0,0,0,0.0,0,0,0,nan,0,0,9,2019-11-22 01:36:34
Wellington Country Park,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,nan,0.0,0.0,10,2019-11-22 01:36:40
Weston Turville Reservoir,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,nan,0.0,0.0,10,2019-11-22 01:36:40
Whisby Nature Reserve,0,0,(0),0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,3.0,0,0,nan,nan,nan,nan,0.0,0.0,10,2019-11-22 01:36:40
Whisby and North Hykeham Gravel Pits,0,0,(0),0.0,0.0,0,0,0,0.0,0.0,0.0,0,(0),0,3.0,(0),(0),(0),0.0,0.0,nan,0.0,0.0,10,2019-11-22 01:36:40
Whitemoor Haye,nan,0,0,3.0,0.0,0,17,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,nan,0.0,0.0,10,2019-11-22 01:36:40
Wicksteed Park Lakes,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,nan,0.0,0.0,10,2019-11-22 01:36:40
Wigtown Bay,0,0,0,0.0,0.0,(0),(0),0,0.0,0.0,0.0,0,0,3,0.0,0,0,0,0.0,0.0,nan,0.0,0.0,10,2019-11-22 01:36:40
Woodhorn Flashes,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,0,0,1.0,0.0,nan,0.0,0.0,10,2019-11-22 01:36:40
Wotton Underwood Lakes,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,nan,0.0,0.0,nan,0.0,0.0,10,2019-11-22 01:36:40
Yare Valley - Marlingford to Bawburgh,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0,1,0.0,0,0,0,0.0,0.0,nan,0.0,0.0,10,2019-11-22 01:36:40
Ythan Estuary,0,0,0,0.0,0.0,0,(0),(0),0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,nan,0.0,0.0,10,2019-11-22 01:36:40
Arbury Park Astley and Seeswood Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Ash Levels,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Biggar Water Meadows,0,(4),0,2.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Blackgrange,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Broomhill Flash near Wombwell,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Carse (Geese),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Cockerham and Winmarleigh Moss,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Cowbit Wash (Welland),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Cresswell and Linton Ponds and Sea,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
East Mainland (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Eden Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21The Slamannan Plateau Bean Goose countsSNH / The Slamannan Plateau Bean Goose Management Scheme,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Fannyside Muir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Gartmorn Dam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Grouville Marsh,(0),0,0,3.0,0.0,0,0,0,0.0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Gunton Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Haysden Gravel Pit,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Horsey Mere,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Hunterston Sands,0,0,nan,nan,0.0,0,0,0,0.0,0.0,0.0,0,0,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Hyde Lane Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:36:40
Island of Burray,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Island of Eday,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Islands of Shapinsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Isle of South Ronaldsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Isles of Hoy and Walls,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Kislingbury Gravel Pits,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Les Mondrins Gravel Pit,0.0,0.0,(0),0,0,0.0,0.0,2.0,0.0,(0),0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Loch Flemington,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Loch O' Th' Lowes (New Cumnock),0.0,0.0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Loch Saintear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Lochcote Reservoir Torphichen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Lochs Quien Fad and Dhu (Bute),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Luckenburn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,95,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Mainland (Geese),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Micklemere,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Nocton Wood Clay Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
North Ronaldsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
North Ronaldsay Lochs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Outwood Swan Sanctuary,0.0,nan,nan,nan,0,0.0,0.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Overstone Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Palmarsh Gravel Pit,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Prestwick Carr,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
R Wensum: Fakenham - Gt Ryburgh (inc Pensthorpe),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
River Derwent - Cromford to Belper (Wyver Lane),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
River Trent - Gunthorpe to Hoveringham,0.0,0.0,0,(0),0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
River Tywi - Dryslwyn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
River Ure - Givendale to Ripon,nan,nan,0,0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Sanday (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Shalford Meadow,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
Shearington Pond,0.0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:36:47
South Uist,nan,nan,3Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:36:53
St. Ouen's Pond,0.0,nan,0,2.0,0.0,0.0,0.0,0.0,0.0,(0),1.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:36:53
Stronsay (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:36:53
Sundridge Ballast Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:36:53
Tallington,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:36:53
Thorpe Hall Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:36:53
Tilgate Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:36:53
West Mainland (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:36:53
West Shetland Mainland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:36:53
END
