Site,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
Inner Firth of Clyde,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[129, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,"[116, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[104, 1, 'Jan', 0, None, None]","[58, 1, 'Feb', 0, None, None]","[98, 1, 'Feb', 0, None, None]",nan,"[225, 1, 'Feb', 0, None, None]","[201, 1, 'Jan', 0, None, None]","[85, 1, 'Mar', 0, None, None]","[226, 1, 'Feb', 0, None, None]","[87, 1, 'Mar', 0, None, None]","[46, 1, 'Dec', 0, None, None]","[166, 1, 'Feb', 0, None, None]","[99, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[80, 1, 'Mar', 0, None, None]","[174, 1, 'Mar', 0, None, None]","[267, 1, 'Jan', 0, None, None]","[144, 1, 'Mar', 0, None, None]","[146, 1, 'Jan', 0, None, None]","[108, 1, 'Jan', 0, None, None]","[145, 1, 'Jan', 0, None, None]","[65, 1, 'Mar', 0, None, None]","[134, 1, 'Mar', 0, None, None]","[93, 1, 'Feb', 0, None, None]","[111, 1, 'Mar', 0, None, None]","[38, 1, 'Apr', 0, None, None]","[45, 1, 'Jan', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[56, 1, 'Jan', 0, None, None]","[38, 1, 'Apr', 0, None, None]","[35, 1, 'Mar', 0, None, None]","[66, 1, 'Mar', 0, None, None]","[52, 1, 'Apr', 0, None, None]","[51, 1, 'Apr', 0, None, None]","[56, 2, 'Apr', 0, None, None]","[22, 1, 'Mar', 0, None, None]","[47, 1, 'Apr', 0, None, None]","[14, 1, 'Apr', 0, None, None]","[8, 1, 'Apr', 0, None, None]","[7, 1, 'Apr', 0, None, None]","[10, 1, 'Apr', 0, None, None]","[10, 1, 'Apr', 0, None, None]","[6, 1, 'Mar', 0, None, None]","[8, 1, 'Apr', 0, None, None]","[7, 1, 'Feb', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[5, 1, 'Feb', 0, None, None]",2019-12-06 12:06:51
Blackwater Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Jan', 0, None, None]","[12, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[0, 2, '', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[0, 2, '', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[6, 1, 'Mar', 0, None, None]","[28, 1, 'Feb', 0, None, None]","[30, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[3, 2, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[7, 2, 'Feb', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[0, 2, '', 0, None, None]","[85, 1, 'Feb', 0, None, None]","[15, 1, 'Nov', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[2, 2, 'Oct', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[97, 1, 'Feb', 0, None, None]","[176, 2, 'Jan', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[4, 2, 'Jan', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[14, 1, 'Dec', 0, None, None]","[6, 2, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[23, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]",2019-12-06 12:06:51
Loch of Skene,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[50, 1, 'Nov', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[1, 1, 'Oct', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[6, 1, 'Nov', 0, None, None]","[5, 1, 'Oct', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[2, 2, 'Dec', 0, None, None]","[13, 1, 'Feb', 0, None, None]","[4, 1, 'Nov', 0, None, None]",2019-12-06 12:06:51
Piltanton and Luce Estuaries,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[11, 1, 'Mar', 0, None, None]","[24, 2, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[24, 1, 'Mar', 0, None, None]","[15, 2, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[20, 1, 'Nov', 0, None, None]","[12, 1, 'Nov', 0, None, None]",2019-12-06 12:06:51
Rutland Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[4, 1, 'Nov', 0, None, None]","[7, 1, 'Jan', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Mar', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[8, 1, 'Mar', 0, None, None]","[16, 1, 'Feb', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[7, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[15, 1, 'Feb', 0, None, None]","[7, 1, 'Jan', 0, None, None]","[11, 1, 'Dec', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[11, 1, 'Jan', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[10, 1, 'Dec', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[11, 1, 'Feb', 0, None, None]","[15, 1, 'Jan', 0, None, None]","[9, 1, 'Mar', 0, None, None]","[8, 1, 'Feb', 0, None, None]","[4, 1, 'Oct', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[11, 1, 'Mar', 0, None, None]",2019-12-06 12:06:51
Wigtown Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[8, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[60, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[20, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[95, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[30, 1, 'Nov', 0, None, None]",2019-12-06 12:06:51
East Chevington Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Dec', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[13, 1, 'Mar', 0, None, None]","[2, 2, 'Mar', 0, None, None]",2019-12-06 12:06:51
Loch of Strathbeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Nov', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[9, 1, 'Oct', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Mar', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[4, 2, 'Nov', 0, None, None]","[1, 2, 'Feb', 0, None, None]","[0, 2, '', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[5, 1, 'Oct', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[6, 1, 'Dec', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[10, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[5, 1, 'Sep', 0, None, None]",2019-12-06 12:06:51
Rough Firth,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[45, 1, 'Jan', 0, None, None]","[37, 1, 'Nov', 0, None, None]","[270, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[74, 1, 'Feb', 0, None, None]","[7, 1, 'Mar', 0, None, None]","[159, 1, 'Feb', 0, None, None]","[188, 1, 'Feb', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[0, 2, '', 0, None, None]","[170, 2, 'Feb', 0, None, None]","[204, 1, 'Dec', 0, None, None]","[204, 1, 'Feb', 0, None, None]","[88, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[107, 1, 'Feb', 0, None, None]","[204, 1, 'Dec', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']",nan,nan,"[3, 1, 'Mar', 0, None, None]","[7, 1, 'Dec', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Feb', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[5, 1, 'Mar', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[12, 1, 'Feb', 0, None, None]",2019-12-06 12:06:51
Severn Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[20, 1, 'Dec', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[16, 1, 'Feb', 0, None, None]","[16, 1, 'Jan', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[76, 1, 'Mar', 0, None, None]","[8, 1, 'Jan', 0, None, None]","[6, 1, 'Mar', 0, None, None]","[24, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[96, 1, 'Mar', 0, None, None]","[20, 1, 'Jan', 0, None, None]","[8, 1, 'Jan', 0, None, None]","[36, 1, 'Jan', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[6, 1, 'Mar', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[11, 1, 'Nov', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[4, 1, 'Feb', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[8, 1, 'Nov', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Feb', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[7, 1, 'Feb', 0, None, None]","[3, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[8, 1, 'Feb', 0, None, None]","[5, 1, 'Dec', 0, None, None]","[7, 1, 'Jan', 0, None, None]","[2, 2, 'Jan', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[10, 1, 'Mar', 0, None, None]","[2, 1, 'Mar', 0, None, None]",2019-12-06 12:06:51
The Wash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[129, 1, 'Jan', 0, None, None]","[343, 1, 'Jan', 0, None, None]","[211, 1, 'Jan', 0, None, None]","[15, 1, 'Jan', 0, None, None]","[258, 1, 'Jan', 0, None, None]","[37, 1, 'Jan', 0, None, None]","[13, 1, 'Jan', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[20, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[18, 1, 'Jan', 0, None, None]","[53, 1, 'Jan', 0, None, None]","[74, 1, 'Feb', 0, None, None]","[4, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[28, 1, 'Feb', 0, None, None]","[52, 1, 'Jan', 0, None, None]","[31, 1, 'Dec', 0, None, None]","[20, 1, 'Feb', 0, None, None]","[31, 1, 'Dec', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[35, 1, 'Mar', 0, None, None]","[18, 1, 'Nov', 0, None, None]","[141, 1, 'Nov', 0, None, None]","[27, 1, 'Feb', 0, None, None]","[14, 1, 'Mar', 0, None, None]","[233, 2, 'Feb', 0, None, None]","[11, 2, 'Jan', 0, None, None]","[6, 1, 'Dec', 0, None, None]","[23, 1, 'Nov', 0, None, None]","[19, 1, 'Jan', 0, None, None]","[10, 1, 'Dec', 0, None, None]","[28, 1, 'Dec', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[11, 1, 'Jan', 0, None, None]","[12, 1, 'Mar', 0, None, None]","[73, 1, 'Jan', 0, None, None]","[5, 1, 'Nov', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[47, 1, 'Feb', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[20, 1, 'Jan', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[14, 1, 'Jan', 0, None, None]","[7, 1, 'Nov', 0, None, None]","[8, 1, 'Feb', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[7, 1, 'Oct', 0, None, None]",2019-12-06 12:06:51
Llyn Alaw,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[1, 1, 'Jan', 0, None, None]","[4, 1, 'Oct', 0, None, None]",nan,nan,nan,"[0, 2, '', 0, None, None]",2019-12-06 12:06:51
Marlacoo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[7, 2, 'Feb', 0, None, None]",nan,nan,nan,2019-12-06 12:06:51
Moss Side,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[21, 1, 'Mar', 0, None, None]","[0, 2, '', 0, None, None]",2019-12-06 12:06:51
Solway Estuary (English counties),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,"[240, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[504, 1, 'Mar', 0, None, None]","[8, 1, 'Sep', 0, None, None]",nan,"[462, 1, 'Apr', 0, None, None]","[62, 1, 'Nov', 0, None, None]","[190, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[1038, 1, 'Oct', 0, None, None]","[173, 1, 'Oct', 0, None, None]","[1299, 1, 'Mar', 0, None, None]","[998, 1, 'Dec', 0, None, None]","[344, 2, 'Feb', 0, None, None]","[849, 1, 'Mar', 0, None, None]","[261, 1, 'Jan', 0, None, None]","[468, 1, 'Apr', 0, None, None]","[3380, 1, 'Jan', 0, None, None]","[589, 1, 'Feb', 0, None, None]","[614, 1, 'Feb', 0, None, None]","[1630, 1, 'Jan', 0, None, None]","[1237, 1, 'Jan', 0, None, None]","[346, 1, 'Apr', 0, None, None]","[1385, 1, 'Mar', 0, None, None]","[754, 1, 'Feb', 0, None, None]","[432, 1, 'Mar', 0, None, None]","[341, 1, 'Mar', 0, None, None]","[668, 1, 'Jan', 0, None, None]","[172, 1, 'Apr', 0, None, None]","[399, 1, 'Feb', 0, None, None]","[166, 1, 'Apr', 0, None, None]","[67, 1, 'Mar', 0, None, None]","[185, 1, 'Dec', 0, None, None]","[90, 1, 'Mar', 0, None, None]","[35, 1, 'Jan', 0, None, None]","[202, 1, 'Dec', 0, None, None]","[60, 1, 'Dec', 0, None, None]","[20, 1, 'Apr', 0, None, None]","[28, 1, 'Apr', 0, None, None]","[11, 1, 'May', 0, None, None]","[10, 1, 'Apr', 0, None, None]","[5, 1, 'Mar', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[4, 2, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]",2019-12-06 12:06:51
