Site,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
Loch of Harray,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[20, 1, 'Jan', 0, None, None]","[30, 1, 'Mar', 0, None, None]","[300, 1, 'Feb', 0, None, None]","[170, 1, 'Dec', 0, None, None]","[386, 1, 'Mar', 0, None, None]","[110, 1, 'Feb', 0, None, None]","[220, 1, 'Dec', 0, None, None]","[105, 1, 'Nov', 0, None, None]","[125, 1, 'Dec', 0, None, None]","[140, 1, 'Mar', 0, None, None]","[38, 1, 'Feb', 0, None, None]","[92, 1, 'Dec', 0, None, None]","[78, 1, 'Mar', 0, None, None]","[106, 1, 'Mar', 0, None, None]","[96, 1, 'Mar', 0, None, None]","[144, 1, 'Dec', 0, None, None]","[163, 1, 'Mar', 0, None, None]","[218, 1, 'Nov', 0, None, None]","[137, 1, 'Mar', 0, None, None]","[219, 1, 'Jan', 0, None, None]","[164, 1, 'Jan', 0, None, None]","[240, 1, 'Sep', 0, None, None]","[95, 1, 'Feb', 0, None, None]","[132, 1, 'Oct', 0, None, None]","[175, 1, 'Feb', 0, None, None]","[194, 1, 'Feb', 0, None, None]","[191, 1, 'Dec', 0, None, None]","[16, 1, 'Feb', 0, None, None]","[208, 1, 'Oct', 0, None, None]","[198, 1, 'Oct', 0, None, None]","[201, 2, 'Dec', 0, None, None]","[311, 1, 'Dec', 0, None, None]","[97, 1, 'Oct', 0, None, None]","[185, 2, 'Dec', 0, None, None]","[420, 1, 'Nov', 0, None, None]","[490, 1, 'Jan', 0, None, None]","[360, 1, 'Feb', 0, None, None]","[306, 1, 'Dec', 0, None, None]","[67, 1, 'Oct', 0, None, None]","[67, 2, 'Oct', 0, None, None]","[149, 1, 'Oct', 0, None, None]","[223, 1, 'Oct', 0, None, None]","[225, 1, 'Oct', 0, None, None]","[157, 1, 'Oct', 0, None, None]","[162, 1, 'Oct', 0, None, None]","[108, 1, 'Dec', 0, None, None]","[56, 1, 'Jan', 0, None, None]","[64, 1, 'Feb', 0, None, None]","[109, 1, 'Oct', 0, None, None]",2019-12-06 12:06:51
Loch Eye,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Dec', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[8, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 2, 'Dec', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[0, 2, '', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[76, 1, 'Feb', 0, None, None]","[97, 1, 'Feb', 0, None, None]",2019-12-06 12:06:51
St Andrews Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[27, 1, 'Jan', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]",nan,"[700, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[130, 1, 'Jan', 0, None, None]","[390, 1, 'Feb', 0, None, None]","[54, 1, 'Jan', 0, None, None]","[140, 1, 'Jan', 0, None, None]","[31, 1, 'Feb', 0, None, None]","[54, 1, 'Dec', 0, None, None]","[68, 1, 'Jan', 0, None, None]","[32, 1, 'Jan', 0, None, None]",nan,"[100, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[156, 1, 'Jan', 0, None, None]","[31, 1, 'Jan', 0, None, None]","[52, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[15, 1, 'Oct', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[30, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[23, 1, 'Dec', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 2, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[97, 1, 'Jan', 0, None, None]","[110, 2, 'Jan', 0, None, None]",2019-12-06 12:06:51
Montrose Basin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[17, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[19, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[35, 1, 'Feb', 0, None, None]","[4, 1, 'Nov', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[4, 1, 'Nov', 0, None, None]","[8, 1, 'Nov', 0, None, None]","[77, 1, 'Feb', 0, None, None]","[26, 1, 'Feb', 0, None, None]","[23, 1, 'Jan', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[3, 1, 'Dec', 0, None, None]","[10, 1, 'Nov', 0, None, None]","[27, 1, 'Jan', 0, None, None]","[26, 1, 'Feb', 0, None, None]","[28, 1, 'Dec', 0, None, None]","[26, 1, 'Nov', 0, None, None]","[30, 1, 'Dec', 0, None, None]","[44, 1, 'Feb', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[28, 1, 'Dec', 0, None, None]","[35, 1, 'Feb', 0, None, None]","[120, 1, 'Dec', 0, None, None]","[62, 1, 'Nov', 0, None, None]","[77, 1, 'Nov', 0, None, None]","[66, 1, 'Nov', 0, None, None]","[39, 1, 'Nov', 0, None, None]","[38, 1, 'Apr', 0, None, None]","[40, 1, 'Nov', 0, None, None]","[17, 1, 'Jan', 0, None, None]","[0, 2, '', 0, None, None]","[14, 2, 'Dec', 0, None, None]",2019-12-06 12:06:51
Auchenharvie Golf Course,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[107, 1, 'Mar', 0, None, None]","[98, 1, 'Feb', 0, None, None]",nan,nan,"[145, 1, 'Feb', 0, None, None]","[107, 1, 'Feb', 0, None, None]","[97, 1, 'Feb', 0, None, None]","[98, 1, 'Feb', 0, None, None]","[120, 1, 'Mar', 0, None, None]","[105, 1, 'Jan', 0, None, None]","[73, 1, 'Feb', 0, None, None]","[63, 1, 'Mar', 0, None, None]","[60, 1, 'Mar', 0, None, None]","[42, 1, 'Mar', 0, None, None]","[11, 1, 'Feb', 0, None, None]","[26, 1, 'Mar', 0, None, None]","[33, 1, 'Mar', 0, None, None]","[35, 1, 'Feb', 0, None, None]","[7, 1, 'Apr', 0, None, None]",2019-12-06 12:06:51
Dornoch Firth,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[170, 1, 'Dec', 0, None, None]","[100, 1, 'Dec', 0, None, None]","[150, 1, 'Jan', 0, None, None]","[300, 1, 'Mar', 0, None, None]","[290, 1, 'Jan', 0, None, None]","[220, 1, 'Jan', 0, None, None]","[450, 1, 'Feb', 0, None, None]","[271, 1, 'Feb', 0, None, None]","[170, 1, 'Dec', 0, None, None]","[300, 1, 'Feb', 0, None, None]","[230, 1, 'Jan', 0, None, None]","[130, 1, 'Jan', 0, None, None]","[250, 1, 'Feb', 0, None, None]","[266, 1, 'Feb', 0, None, None]","[482, 1, 'Jan', 0, None, None]","[453, 1, 'Jan', 0, None, None]","[325, 1, 'Mar', 0, None, None]","[150, 1, 'Nov', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[55, 1, 'Nov', 0, None, None]",nan,nan,nan,"[231, 1, 'Feb', 0, None, None]","[140, 1, 'Feb', 0, None, None]","[81, 1, 'Jan', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[13, 1, 'Jan', 0, None, None]","[219, 1, 'Dec', 0, None, None]","[122, 1, 'Dec', 0, None, None]","[36, 1, 'Jan', 0, None, None]","[11, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[56, 1, 'Dec', 0, None, None]","[107, 1, 'Jan', 0, None, None]","[163, 1, 'Feb', 0, None, None]","[70, 1, 'Dec', 0, None, None]","[150, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[77, 1, 'Feb', 0, None, None]","[222, 1, 'Dec', 0, None, None]","[280, 1, 'Jan', 0, None, None]","[108, 1, 'Jan', 0, None, None]","[174, 1, 'Feb', 0, None, None]","[37, 1, 'Feb', 0, None, None]","[162, 1, 'Feb', 0, None, None]","[58, 1, 'Feb', 0, None, None]","[68, 1, 'Feb', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[11, 1, 'Feb', 0, None, None]","[27, 1, 'Feb', 0, None, None]",2019-12-06 12:06:51
Forth Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[17000, 1, 'Dec', 0, None, None]","[21176, 1, 'Jan', 0, None, None]","[20030, 1, 'Dec', 0, None, None]","[13252, 1, 'Dec', 0, None, None]","[13632, 1, 'Jan', 0, None, None]","[21849, 1, 'Feb', 0, None, None]","[20681, 1, 'Jan', 0, None, None]","[18750, 1, 'Jan', 0, None, None]","[11660, 1, 'Jan', 0, None, None]","[10222, 1, 'Dec', 0, None, None]","[2070, 1, 'Jan', 0, None, None]","[4296, 1, 'Dec', 0, None, None]","[4716, 1, 'Dec', 0, None, None]","[3103, 1, 'Jan', 0, None, None]","[2752, 1, 'Dec', 0, None, None]","[2785, 1, 'Feb', 0, None, None]","[719, 1, 'Dec', 0, None, None]","[1406, 1, 'Jan', 0, None, None]","[42, 1, 'Feb', 0, None, None]","[9, 1, 'Feb', 0, None, None]","[964, 1, 'Feb', 0, None, None]","[861, 1, 'Jan', 0, None, None]","[762, 1, 'Jan', 0, None, None]","[50, 1, 'Jan', 0, None, None]","[381, 1, 'Jan', 0, None, None]","[185, 1, 'Feb', 0, None, None]","[188, 1, 'Dec', 0, None, None]","[135, 1, 'Jan', 0, None, None]","[77, 2, 'Jan', 0, None, None]","[517, 2, 'Feb', 0, None, None]","[1031, 1, 'Jan', 0, None, None]","[145, 2, 'Jan', 0, None, None]","[342, 1, 'Feb', 0, None, None]","[157, 1, 'Dec', 0, None, None]","[240, 2, 'Jan', 0, None, None]","[189, 2, 'Feb', 0, None, None]","[130, 2, 'Jan', 0, None, None]","[10, 2, 'Jan', 0, None, None]","[22, 1, 'Feb', 0, None, None]","[12, 2, 'Jan', 0, None, None]","[13, 1, 'Dec', 0, None, None]","[60, 1, 'Oct', 0, None, None]","[55, 1, 'Mar', 0, None, None]","[32, 1, 'Jan', 0, None, None]","[36, 1, 'Jan', 0, None, None]","[11, 1, 'Dec', 0, None, None]","[19, 1, 'Jan', 0, None, None]","[10, 1, 'Nov', 0, None, None]","[14, 1, 'Oct', 0, None, None]","[9, 1, 'Oct', 0, None, None]","[25, 1, 'Mar', 0, None, None]","[50, 2, 'Mar', 0, None, None]",2019-12-06 12:06:51
Abberton Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[5, 1, 'Nov', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[16, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[7, 1, 'Apr', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[0, 2, '', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[77, 1, 'Feb', 0, None, None]","[8, 1, 'Mar', 0, None, None]",2019-12-06 12:06:51
Orwell Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[22, 1, 'Jan', 0, None, None]","[3, 1, 'Jan', 0, None, None]",nan,"[42, 1, 'Jan', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[61, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[28, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[48, 1, 'Feb', 0, None, None]","[53, 1, 'Feb', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[1, 1, 'Jan', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[0, 1, '', 0, None, None]","[1, 1, 'Dec', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[2, 1, 'Jan', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[1, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Feb', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[3, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Jan', 0, None, None]","[78, 1, 'Aug', 0, None, None]","[1, 1, 'Mar', 0, None, None]",2019-12-06 12:06:51
Strangford Lough,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[19, 1, 'Dec', 0, None, None]","[19, 1, 'Feb', 0, None, None]","[12, 1, 'Feb', 0, None, None]","[24, 1, 'Jan', 0, None, None]","[11, 1, 'Feb', 0, None, None]","[13, 1, 'Mar', 0, None, None]","[14, 1, 'Mar', 0, None, None]","[26, 1, 'Feb', 0, None, None]","[41, 1, 'Jan', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[16, 1, 'Feb', 0, None, None]","[37, 1, 'Jan', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[15, 1, 'Jan', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[16, 1, 'Feb', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[10, 1, 'Jan', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[9, 1, 'Jan', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[70, 1, 'Jan', 0, None, None]","[90, 1, 'Nov', 0, None, None]","[103, 1, 'Feb', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[2, 1, 'Nov', 0, None, None]","[2, 1, 'Dec', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[78, 1, 'Mar', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Nov', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']",2019-12-06 12:06:51
Inner Loch Indaal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[370, 1, 'Jan', 0, None, None]","[680, 1, 'Nov', 0, None, None]","[1407, 1, 'Dec', 0, None, None]","[1050, 1, 'Nov', 0, None, None]","[1500, 1, 'Jan', 0, None, None]","[1000, 1, 'Nov', 0, None, None]","[1000, 1, 'Nov', 0, None, None]","[1300, 1, 'Dec', 0, None, None]","[1180, 1, 'Nov', 0, None, None]","[1200, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[950, 1, 'Dec', 0, None, None]","[33, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[720, 1, 'Oct', 0, None, None]","[770, 1, 'Nov', 0, None, None]","[1189, 1, 'Nov', 0, None, None]","[1505, 1, 'Jan', 0, None, None]","[817, 1, 'Feb', 0, None, None]","[1198, 1, 'Dec', 0, None, None]","[1230, 1, 'Dec', 0, None, None]","[442, 1, 'Nov', 0, None, None]","[660, 1, 'Dec', 0, None, None]","[1430, 1, 'Dec', 0, None, None]","[1120, 1, 'Jan', 0, None, None]","[699, 1, 'Jan', 0, None, None]","[969, 1, 'Dec', 0, None, None]","[661, 1, 'Dec', 0, None, None]","[732, 1, 'Nov', 0, None, None]","[1110, 1, 'Jan', 0, None, None]","[1120, 1, 'Jan', 0, None, None]","[900, 1, 'Dec', 0, None, None]","[1200, 1, 'Jan', 0, None, None]","[241, 1, 'Apr', 0, None, None]","[755, 1, 'Feb', 0, None, None]","[1003, 1, 'Jan', 0, None, None]","[800, 1, 'Jan', 1, 'Sound of Gigha - Great Northern Diver and Slavonian Grebe', 'Paul Daw, County recorder for Argyll, in litt.']","[960, 1, 'Dec', 1, 'Sound of Gigha - Great Northern Diver and Slavonian Grebe', 'Paul Daw, County recorder for Argyll, in litt.']","[810, 1, 'Dec', 1, 'Sound of Gigha - Great Northern Diver and Slavonian Grebe', 'Paul Daw, County recorder for Argyll, in litt.']","[870, 1, 'Dec', 1, 'Sound of Gigha - Great Northern Diver and Slavonian Grebe', 'Paul Daw, County recorder for Argyll, in litt.']",nan,"[485, 1, 'Dec', 0, None, None]","[270, 1, 'Jan', 0, None, None]","[95, 2, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[63, 2, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",2019-12-06 12:06:51
Humber Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[140, 1, 'Jan', 0, None, None]","[100, 1, 'Jan', 0, None, None]","[450, 1, 'Jan', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Oct', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[120, 1, 'Jan', 0, None, None]","[9, 1, 'Dec', 0, None, None]","[365, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[148, 1, 'Jan', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[106, 1, 'Feb', 0, None, None]","[90, 1, 'Feb', 0, None, None]","[5, 1, 'Mar', 0, None, None]","[28, 1, 'Dec', 0, None, None]","[65, 1, 'Jan', 0, None, None]","[26, 1, 'Nov', 0, None, None]","[122, 1, 'Feb', 0, None, None]","[5, 2, 'Jan', 0, None, None]","[30, 1, 'Jan', 0, None, None]","[32, 1, 'Dec', 0, None, None]","[12, 1, 'Jan', 0, None, None]","[353, 1, 'Feb', 0, None, None]","[594, 1, 'Jan', 0, None, None]","[21, 2, 'Jan', 0, None, None]","[12, 2, 'Dec', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[8, 1, 'Jan', 0, None, None]","[6, 2, 'Jan', 0, None, None]","[18, 1, 'Nov', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[2, 2, 'Jan', 0, None, None]","[7, 2, 'Jan', 0, None, None]","[3, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[1, 1, 'Jul', 0, None, None]","[236, 1, 'Jan', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[6, 2, 'Jan', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[1, 2, 'Jan', 0, None, None]","[43, 1, 'Jan', 0, None, None]","[2, 1, 'Nov', 0, None, None]",2019-12-06 12:06:51
Loch Leven,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[7, 1, 'Nov', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[3, 1, 'Jun', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[11, 1, 'Feb', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[16, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[35, 1, 'Mar', 0, None, None]","[12, 1, 'Apr', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[5, 1, 'Jul', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[30, 1, 'Jan', 0, None, None]","[3, 1, 'Dec', 0, None, None]",2019-12-06 12:06:51
