Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Cherry Trees Pond,0.0,0.0,nan,0.0,(0),nan,nan,nan,nan,0,0,0,0,0,0,0,0,1,0,0,nan,0,0,15,2019-11-22 02:52:56
Chew Valley Lake,0.0,0.0,0,0.0,0,1,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-22 02:52:56
Chichester Gravel Pits,0.0,0.0,0,2.0,0,2,0.0,0,5.0,2,0,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-22 02:52:56
Chichester Harbour,0.0,0.0,(0),6.0,4,0,0.0,0,0.0,0,0,0,4,3,0,0,0,0,0,0,nan,0,0,15,2019-11-22 02:52:56
Chilham and Chartham Gravel Pits,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,nan,0,0,0,0,0,0,nan,0,0,15,2019-11-22 02:52:56
Chimney Corner Gravel Pits,0.0,0.0,0,0.0,0,0,nan,nan,nan,nan,1,0,0,nan,nan,nan,nan,nan,nan,0,nan,0,0,15,2019-11-22 02:52:56
Cholmondeley Park,0.0,0.0,nan,0.0,0,0,0.0,0,0.0,0,0,2,(0),(0),(0),(0),(0),(0),(0),(0),nan,0,0,15,2019-11-22 02:52:56
Christchurch Harbour,nan,0.0,0,0.0,0,1,0.0,0,0.0,0,(0),0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-22 02:52:56
Church Wilne Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0,0,nan,nan,0,0,15,2019-11-22 02:52:56
Clandon Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,(0),(0),nan,0,0,15,2019-11-22 02:52:56
Clapham Common,0.0,nan,nan,0.0,0,0,0.0,0,nan,nan,2,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-22 02:52:56
Clarendon Lake,0.0,1.0,0,5.0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,15,2019-11-22 02:52:56
Clennon Valley,nan,(0),0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Clifford Hill Gravel Pits Consolidated,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1,Feb,0,0,16,2019-11-22 02:53:02
Clifton Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,0.0,nan,0,nan,0,0,16,2019-11-22 02:53:02
Clydach Vale Countryside Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0.0,0.0,1,Nov,0,0,16,2019-11-22 02:53:02
College Lake Reserve,0.0,0,0.0,0,0,4,1,3,2,9,7,0,13,1,0,0,0,0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Colne Estuary,0.0,0,0.0,(0),0,1,0,1,2,(0),0,0,0,0,(0),0,(0),0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Colne Fen Gravel Pits,0.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,nan,0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Colwick Country Park,0.0,0,nan,nan,nan,nan,nan,0,1,1,1,nan,1,1,1,0,nan,nan,nan,0,nan,0,0,16,2019-11-22 02:53:02
Conwy Estuary,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Coombe Country Park,0.0,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,nan,nan,(0),nan,0,0,16,2019-11-22 02:53:02
Copmere,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Coronation Channel and Welland (Spalding),0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,nan,nan,0,0,16,2019-11-22 02:53:02
Corsham Lake,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Cossington Meadows,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,1.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Cotswold Water Park (Central),nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,1,0,0,0,nan,nan,nan,nan,0,0,16,2019-11-22 02:53:02
Cotswold Water Park (West),0.0,(0),0.0,(0),(0),1,(0),(0),(0),(0),(0),(0),(0),0,(0),(0),0,nan,nan,nan,nan,0,0,16,2019-11-22 02:53:02
Cottage Pool - Nib Heath,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,1,0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Cranwich Gravel Pits,0.0,0,0.0,0,0,nan,nan,nan,nan,nan,0,0,0,nan,nan,0,0,0.0,0.0,2,Apr,0,0,16,2019-11-22 02:53:02
Crichel Lake,0.0,0,0.0,0,0,(0),0,0,1,1,0,0,0,0,0,0,0,0.0,nan,nan,nan,0,0,16,2019-11-22 02:53:02
Crookfoot Reservoir,0.0,5,0.0,0,0,0,0,0,0,0,0,0,0,(0),0,0,0,0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Crouch-Roach Estuary,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Culzean Pond,0.0,0,0.0,0,nan,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Cusworth Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,0,0,0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Dagenham Chase Gravel Pits,nan,(0),0.0,0,1,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Darwell Reservoir,4.0,6,46.0,43,25,56,13,58,74,33,41,nan,0,0,0,0,(0),0.0,nan,(0),nan,0,0,16,2019-11-22 02:53:02
Daventry Reservoir,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,16,2019-11-22 02:53:02
Deben Estuary,0.0,0,0.0,0,0,(0),0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Decoy Lakes (Newton Abbot),0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1,Aug,0,0,16,2019-11-22 02:53:02
Dee Estuary (Scotland),0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Dee Estuary (Welsh counties),0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,nan,0,0,16,2019-11-22 02:53:02
Deene Lake,0,0,0.0,0,(0),nan,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0.0,0,(0),0,0.0,nan,0,0,17,2019-11-22 02:53:08
Deeping St James,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,1.0,0,0,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Digley and Bilberry Reservoirs,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,17,2019-11-22 02:53:08
Dinton Pastures,0,1,nan,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,1,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Ditchford Gravel Pits,(0),2,0.0,0,nan,2,2.0,2.0,2.0,2,2,0,0.0,1.0,0,0.0,0,0,1,0.0,nan,0,0,17,2019-11-22 02:53:08
Ditchling Common East Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0,0,1.0,May,0,0,17,2019-11-22 02:53:08
Dogmersfield Lake,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1,0.0,nan,0,0,17,2019-11-22 02:53:08
Don Estuary,0,0,0.0,0,0,0,0.0,0.0,1.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Dorchester Gravel Pits,1,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,nan,nan,0,0,17,2019-11-22 02:53:08
Dorking Mill Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0,0,nan,nan,0,0,17,2019-11-22 02:53:08
Doune Ponds,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,1,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Dowdeswell Reservoir,0,0,0.0,0,0,0,1.0,0.0,0.0,nan,0,0,0.0,0.0,0,0.0,0,1,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Doxey Marshes SSSI,0,0,0.0,0,0,0,0.0,0.0,0.0,(0),0,1,0.0,0.0,(0),0.0,1,0,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Drew's Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Druridge Pool,nan,nan,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,0,0,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Dulwich Park Lake,nan,nan,nan,nan,nan,0,0.0,0.0,1.0,0,0,4,3.0,1.0,2,0.0,0,0,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Duns Castle Pond,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,(0),nan,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Dunscar Pools,0,0,0.0,0,0,0,0.0,0.0,0.0,0,nan,0,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,0,0,17,2019-11-22 02:53:08
Durham Coast,0,(0),0.0,(0),0,(0),0.0,0.0,0.0,0,(0),(0),0.0,0.0,0,0.0,0,0,(0),0.0,nan,0,0,17,2019-11-22 02:53:08
Durleigh Reservoir,nan,0,0.0,nan,nan,0,nan,0.0,nan,nan,nan,nan,0.0,0.0,0,1.0,0,0,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Earith Gravel Pits,1,0,0.0,0,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,0,0,17,2019-11-22 02:53:08
Earls Barton Gravel Pits,0,0,0.0,0,(0),0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Earlswood Lakes (Warwickshire),nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,1.0,nan,nan,nan,nan,nan,0,0.0,nan,0,0,17,2019-11-22 02:53:08
East Fortune Ponds,0,0,0.0,nan,nan,nan,0.0,0.0,0.0,0,0,0,1.0,1.0,0,1.0,0,0,0,0.0,nan,0,0,17,2019-11-22 02:53:08
East Park Hull,nan,nan,0.0,0,0,2,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Eastbourne Park Lakes,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Eastwater House Bramley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,1.0,Jul,0,0,17,2019-11-22 02:53:08
Epsom Common Ponds,8,nan,4.0,7,1,0,4.0,0.0,nan,nan,nan,nan,nan,6.0,2,0.0,0,0,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Erme Estuary,0,0,0.0,0,0,(0),0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1,0,0,0.0,nan,0,0,17,2019-11-22 02:53:08
Esthwaite Water,2,0,0.0,0,0,0,0.0,0.0,0.0,0,2,0,0.0,0.0,(2),0.0,0,1,0,1.0,Mar,0,0,17,2019-11-22 02:53:08
Ewell Court Pond,2,nan,nan,nan,0,1,0,2,1,nan,nan,nan,nan,nan,nan,0,nan,nan,0,0,nan,0,0,18,2019-11-22 02:53:14
Ewhurst Lake,nan,nan,0,0,0,0,0,(0),0,0,(0),0,(0),(0),(0),(0),(0),(0),(0),(0),nan,0,0,18,2019-11-22 02:53:14
Exhibition Park (Newcastle),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,18,2019-11-22 02:53:14
Eyebrook Reservoir,0,nan,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Oct,0,0,18,2019-11-22 02:53:14
Fairlands Valley Park,nan,nan,nan,nan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nan,0,0,18,2019-11-22 02:53:14
Fal Complex,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,nan,0,0,18,2019-11-22 02:53:14
Felbrigg Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,18,2019-11-22 02:53:14
Felmersham GP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,nan,0,0,18,2019-11-22 02:53:14
Fen Drayton Lakes,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,(0),0,0,0,0,nan,0,0,18,2019-11-22 02:53:14
Fen Place Mill Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,5,(2),0,0,nan,nan,nan,nan,0,0,18,2019-11-22 02:53:14
Fenemere,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nan,0,0,18,2019-11-22 02:53:14
Ferry Meadows (Nene Park),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,0,0,18,2019-11-22 02:53:14
Fetcham Mill Pond,(0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,18,2019-11-22 02:53:14
Fingask and White Lochs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,18,2019-11-22 02:53:14
Fir Tree Flash,0,0,0,0,0,0,(0),0,37,0,0,0,0,0,0,0,0,0,0,(0),nan,0,0,18,2019-11-22 02:53:14
Fleet and Wey,0,0,0,(0),0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,nan,0,0,18,2019-11-22 02:53:14
Flitwick Sewage Works,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,(0),(0),0,0,0,0,0,nan,0,0,18,2019-11-22 02:53:14
Forest of Dean Ponds,221Supplementary daytime countsnull,195Counts provided by Bob Godfrey in CinderfordR. Godfrey (in litt.),171Supplementary daytime countsnull,159Supplementary daytime countsnull,120Supplementary visit under the WeBS Core Count SurveyWeBS,160Supplementary daytime countsnull,221Supplementary visit under the WeBS Core Count SurveyWeBS,66Counts provided by Bob Godfrey in CinderfordR. Godfrey (in litt.),236Supplementary visit under the WeBS Core Count SurveyWeBS,nan,232Supplementary visit under the WeBS Core Count SurveyWeBS,74Supplementary visit under the WeBS Core Count SurveyWeBS,245Supplementary visit under the WeBS Core Count SurveyWeBS,140Supplementary visit under the WeBS Core Count SurveyWeBS,135Supplementary visit under the WeBS Core Count SurveyWeBS,nan,0,nan,nan,nan,nan,0,0,18,2019-11-22 02:53:14
Foryd Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Apr,0,0,18,2019-11-22 02:53:14
Foxcote Reservoir,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nan,0,0,18,2019-11-22 02:53:14
Frenchess Road Pond Redhill,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,0,0,1,0,0,nan,0,0,18,2019-11-22 02:53:14
Frensham Ponds,(0),nan,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,nan,0,0,18,2019-11-22 02:53:14
Frimley Gravel Pits,0,nan,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,nan,nan,0,0,18,2019-11-22 02:53:14
Furber's Flood,nan,nan,nan,nan,nan,nan,nan,nan,0,0,(0),0,0,0,0,0,0,(1),(0),(0),nan,0,0,18,2019-11-22 02:53:14
Gailey Pools,0,(0),0,nan,nan,0,0,0,0,(0),nan,0,0,0,0,0,0,0,1,0,nan,0,0,18,2019-11-22 02:53:14
Gladhouse Reservoir,0,0,nan,0,0,(2),0,0,0,0,0,0,0,0,0,0,0,(0),0,0,nan,0,0,18,2019-11-22 02:53:14
Gleneagles Station Pond,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,18,2019-11-22 02:53:14
Glynde Levels,0,0,0,(0),0,0,1,0,(0),0,0,0,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,18,2019-11-22 02:53:14
Gnoll Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,1,1,0,0,0,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,0,0,18,2019-11-22 02:53:14
Godmanchester Nature Reserve,0,0,0,0,0,0,0,0,0,nan,nan,nan,0,0,0,0,(0),0,0,0,nan,0,0,18,2019-11-22 02:53:14
Godstone Village Pond,nan,nan,nan,nan,0,0.0,0,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Grafham Water,0,1,0,0,0,2.0,4,4.0,(0),3.0,0,0.0,0,0,0,(0),0.0,2.0,0.0,0.0,nan,1,1,19,2019-11-22 02:53:20
Grand Western Canal: Basin to Greenway,nan,nan,nan,nan,0,0.0,0,0.0,0,0.0,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Grand Western Canal: Greenway Bridge to Fossend Bridge,(0),(0),(0),0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,Nov,0,0,19,2019-11-22 02:53:20
Gresford Flash,0,1,1,(0),1,1.0,0,0.0,0,0.0,0,0.0,(0),0,0,nan,0.0,0.0,nan,nan,nan,0,0,19,2019-11-22 02:53:20
Gun Knowe Loch,0,1,0,nan,0,0.0,0,0.0,nan,0.0,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Gwen Finch Wetland Reserve,nan,nan,nan,nan,nan,0.0,0,0.0,0,0.0,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Halliford Mere,nan,nan,5Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,nan,nan,0,0,19,2019-11-22 02:53:20
Hamford Water,0,0,0,0,0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Hanmer Mere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.0,nan,nan,nan,nan,0,0,19,2019-11-22 02:53:20
Hanningfield Reservoir,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Harrold-Odell Country Park,0,0,0,0,0,0.0,nan,nan,nan,nan,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Harrow Lodge Park,nan,1,1,1,1,1.0,0,0.0,0,1.0,0,0.0,0,(0),(0),(0),0.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Hartsholme Lake,0,0,0,0,0,0.0,0,0.0,0,0.0,(0),0.0,0,(0),0,0,nan,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Hauxley Nature Reserve,nan,nan,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,2,0,0,0.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Hay-a-Park Gravel Pits,nan,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Heath Pond (Petersfield),0,0,0,0,6,7.0,1,3.0,2,1.0,1,0.0,0,0,1,0,0.0,1.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Heaton Park,nan,nan,nan,0,0,0.0,0,0.0,0,0.0,0,0.0,0,2,nan,0,0.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Hensol Lake,0,0,0,0,0,0.0,(0),0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Hetton Lyons Park,0,(0),0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Hilfield Park Reservoir,0,0,0,2,0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Hill Ridware Lake,0,0,0,0,0,0.0,0,0.0,0,1.0,0,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0,0,19,2019-11-22 02:53:20
Hillsborough Park Sheffield,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.0,0.0,1.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Hollingworth Lake,nan,0,0,nan,0,0.0,0,0.0,nan,0.0,0,1.0,0,1,0,0,0.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Hollow Pond (Whipps Cross),0,0,0,0,2,5.0,1,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,nan,0,0,19,2019-11-22 02:53:20
Hollowell Reservoir,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Holme Dub,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0,0,0,1.0,0.0,0.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Holmethorpe Complex,0,0,0,nan,(0),0.0,0,0.0,0,0.0,0,nan,nan,nan,nan,nan,0.0,0.0,0.0,1.0,Oct,0,0,19,2019-11-22 02:53:20
Holywell Lake,0,0,0,0,0,3.0,1,2.0,1,1.0,0,0.0,0,0,0,0,0.0,0.0,2.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Holywell Pond,nan,nan,(0),0,0,0.0,1,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,nan,0,0,19,2019-11-22 02:53:20
Hope Carr Reserve,0.0,1,3.0,1.0,1,1,1,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Hornsea Mere,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,1,Jul,0,0,20,2019-11-22 02:53:27
Horsted Keynes Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,0.0,(0),nan,0,0,20,2019-11-22 02:53:27
Hule Moss,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,nan,0.0,0,0,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Humber Estuary,0.0,0,0.0,1.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Hurleston Reservoir,0.0,0,nan,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Ifield Mill Pond,0.0,2,0.0,2.0,4Supplementary visit under the WeBS Core Count SurveyWeBS,1,0,1.0,0.0,4Supplementary visit under the WeBS Core Count SurveyWeBS,3Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,2.0,1,0.0,0,0,0,2.0,0,nan,0,0,20,2019-11-22 02:53:27
Inchgarth Reservoir,0.0,0,0.0,0.0,0,0,0,0.0,0.0,2,3,0.0,0.0,0,0.0,0,0,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Ingrebourne Valley,nan,0,0.0,0.0,0,0,1,0.0,nan,nan,nan,0.0,0.0,0,0.0,0,(0),nan,nan,nan,nan,0,0,20,2019-11-22 02:53:27
Island Barn Reservoir,nan,0,0.0,0.0,0,0,0,nan,3.0,4,0,0.0,2.0,0,0.0,0,0,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Island of Burray,0.0,(0),10.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,nan,nan,0,0,20,2019-11-22 02:53:27
Joe's Ponds and Rainton Meadows,0.0,nan,nan,nan,nan,0,0,0.0,nan,0,0,0.0,0.0,0,0.0,1,0,1,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Jumbles Reservoir,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,nan,nan,nan,nan,nan,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Kenfig Pool,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Kennet and Avon Canal - Bradford On Avon to Avoncliff,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0,0.0,(0),1,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Kennet and Avon Canal - Seend to Devizes,nan,nan,nan,nan,nan,0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,1,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Kentmere Tarn,0.0,0,0.0,0.0,0,0,(0),0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Kilconquhar Loch,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Killingworth Lake,nan,nan,0.0,0.0,1,0,0,0.0,0.0,0,1,0.0,0.0,0,0.0,0,0,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
King George V Reservoirs,2.0,0,0.0,0.0,0,3,0,1.0,0.0,2,2,0.0,0.0,0,0.0,0,0,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
King George VI Reservoir,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,(0),0.0,0.0,0,0.0,0,0,0,0.0,1,May,0,0,20,2019-11-22 02:53:27
