Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
King's Dyke Pits Whittlesey,0.0,0,nan,nan,nan,0,0,0.0,1.0,0,0,0.0,0.0,0,0.0,0,0,0,nan,nan,nan,0,0,20,2019-11-22 02:53:27
Kingsbridge Estuary,0.0,0,0.0,0.0,0,(0),0,0.0,0.0,1,0,0.0,0.0,(0),0.0,0,0,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Kirkby-on-Bain Gravel Pits,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Lackford Lakes Nature Reserve,nan,nan,nan,0.0,0,(0),0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Lacock GP,0.0,0,0.0,0.0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,(0),0.0,0,nan,0,0,20,2019-11-22 02:53:27
"Ladies Pool, The Stable Pool and The Lilypond",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,2,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Lakeside Lodge,0.0,(0),0.0,0.0,0,0,0,0.0,1.0,0,0,0.0,0.0,0,0.0,0,0,0,nan,nan,nan,0,0,20,2019-11-22 02:53:27
Langford Pit Henlow Grange near Langford,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,20,2019-11-22 02:53:27
Lapwing Hall Pool,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,0.0,0,0.0,2,0,0,0.0,0,nan,0,0,20,2019-11-22 02:53:27
Leathes Ham,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,1.0,0.0,0,0,0.0,nan,nan,nan,0,0,21,2019-11-22 02:53:32
Leazes Park Lake (Newcastle),nan,nan,nan,nan,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,1.0,Jun,0,0,21,2019-11-22 02:53:32
Leigh Place Waters,(0),nan,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0.0,1,0.0,nan,0,0,21,2019-11-22 02:53:32
Liden Lagoon,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Linford Gravel Pits,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Linlithgow Loch,1,(0),0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Little Bookham Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,2.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Little Paxton Gravel Pits,1,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,0,0,0.0,0,1.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Livermere and Ampton Water,2,1,0,0,0,0,0,0.0,nan,0.0,0,0.0,nan,nan,nan,nan,nan,nan,(0),0.0,nan,0,0,21,2019-11-22 02:53:32
Llyn Coed-y-Dinas,0,0,0,0,1,0,0,0.0,0,nan,nan,nan,nan,nan,nan,0,0,0.0,0,nan,nan,0,0,21,2019-11-22 02:53:32
Llyn Mair Maentwrog,0,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,nan,0,0.0,0.0,0,0,nan,0,nan,nan,0,0,21,2019-11-22 02:53:32
Llyn Tegid,0,nan,nan,0,0,0,0,0.0,0,0.0,(0),0.0,0,0.0,0.0,1,0,0.0,1,0.0,nan,0,0,21,2019-11-22 02:53:32
Llyn Traffwll,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Loch Dochfour and Abban Water,0,2,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Loch Ken,(0),(0),0,(0),(0),(0),(0),nan,0,nan,nan,0.0,0,3.0,0.0,0,0,1.0,0,nan,nan,0,0,21,2019-11-22 02:53:32
Loch Leodasay (North Uist),nan,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Loch Monzievaird,0,0,1,0,0,0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Loch Watston Doune,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Loch of Craiglush,0,0,0,0,0,0,3,1.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Loch of Lowes,0,0,0,0,0,2,4,3.0,0,1.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Loch of Skene,0,0,0,0,0,0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Lochhouses Reservoir (Lochhouse Pond),0,(0),0,2,0,0,nan,nan,nan,nan,nan,nan,0,0.0,0.0,(0),(0),0.0,0,nan,nan,0,0,21,2019-11-22 02:53:32
Lochs Davan and Kinord,0,0,0,(0),0,0,0,0.0,1,0.0,(0),2.0,1,0.0,0.0,nan,0,0.0,0,nan,nan,0,0,21,2019-11-22 02:53:32
Longham Lakes,nan,nan,nan,nan,nan,nan,0,0.0,nan,nan,nan,nan,0,1.0,1.0,0,0,1.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Longleat Ponds,2,(1),0,nan,1,0,0,0.0,0,2.0,1,0.0,0,1.0,0.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Longnewton Reservoir,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Longton Ponds,nan,0,0,0,0,0,1,1.0,0,0.0,0,1.0,0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Longtown Ponds and River,0,0,nan,nan,nan,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Looe Estuary,(1),(1),(0),0,0,0,0,0.0,(0),0.0,0,0.0,(0),0.0,0.0,(0),0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Lopwell Dam,0,0,0,nan,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,nan,0,0,21,2019-11-22 02:53:32
Lower Ashe Farm,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,1,0,0,nan,0,0,22,2019-11-22 02:53:39
Lower Swell Pools,0,0.0,0,0,nan,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 02:53:39
Lower Windrush Valley Gravel Pits,0,0.0,0,2,0.0,3.0,0.0,19.0,0,0,0,0,0,0,1,0,1,0,0,0,nan,0,0,22,2019-11-22 02:53:39
Luton Hoo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,4,0,0,0,0,nan,nan,nan,nan,nan,0,0,22,2019-11-22 02:53:39
Lydiard Country Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(1),nan,nan,0,0,0,nan,nan,0,0,22,2019-11-22 02:53:39
Lymore Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,2,0,0,0,nan,0,0,22,2019-11-22 02:53:39
Lynford Gravel Pit,0,0.0,0,nan,nan,nan,nan,nan,0,0,0,0,0,0,(0),(0),(0),(0),(2),0,nan,1,1,22,2019-11-22 02:53:39
Lynford Hall Lake,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,0,0,1,0,nan,0,nan,0,nan,0,nan,0,0,22,2019-11-22 02:53:39
Malltraeth RSPB,0,0.0,0,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 02:53:39
Marden Quarry,nan,nan,0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 02:53:39
Marsh Court Lake,nan,nan,nan,nan,nan,nan,nan,0.0,(0),(0),1,(0),(0),(0),(0),0,0,0,0,(0),nan,0,0,22,2019-11-22 02:53:39
Marsh Court River,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 02:53:39
Marsh Lane Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,1,0,0,0,0,1,Dec,0,0,22,2019-11-22 02:53:39
Marston Vale Country Park,0,0.0,0,0,0.0,0.0,nan,nan,nan,nan,nan,(0),1,0,0,0,1,0,0,0,nan,0,0,22,2019-11-22 02:53:39
Marton Pool Baschurch,0,0.0,(0),0,0.0,0.0,0.0,0.0,0,0,(0),0,0,0,0,0,(0),0,0,0,nan,0,0,22,2019-11-22 02:53:39
Marwell Activity Centre Lake,nan,nan,nan,(0),nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 02:53:39
Masham Gravel Pits,0,0.0,0,0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,2,0,0,0,0,0,0,nan,0,0,22,2019-11-22 02:53:39
Mawddach Estuary,nan,nan,0,0,nan,nan,nan,0.0,0,0,0,0,0,0,1,0,(0),0,0,0,nan,0,0,22,2019-11-22 02:53:39
Maxwell Park Pond,nan,nan,nan,nan,0.0,nan,nan,0.0,0,0,0,0,0,0,0,0,0,1,1,0,nan,0,0,22,2019-11-22 02:53:39
Meadow Lane Gravel Pits,1,0.0,0,0,0.0,0.0,0.0,0.0,0,nan,nan,0,0,0,nan,nan,nan,nan,nan,0,nan,0,0,22,2019-11-22 02:53:39
Medina Estuary,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 02:53:39
Medway Estuary,(0),0.0,(0),(0),0.0,0.0,0.0,0.0,0,0,0,0,0,0,(0),0,0,0,0,0,nan,0,0,22,2019-11-22 02:53:39
Melby,nan,0.0,0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0,22,2019-11-22 02:53:39
Melton Country Park,0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,nan,0,0,22,2019-11-22 02:53:39
Mersey Estuary,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 02:53:39
Mesnes Park Wigan,nan,nan,nan,0,0.0,2.0,6.0,6.0,0,16,8,5,0,0,nan,0,0,0,0,(0),nan,0,0,22,2019-11-22 02:53:39
Middle Yare Marshes,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,(0),0,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 02:53:39
Mill Loch Lochmaben,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,nan,0,0,22,2019-11-22 02:53:39
"Mill Pond, Uley",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,2,0,0,0,0,1,Sep,0,0,22,2019-11-22 02:53:39
Molesey Gravel Pit,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,0,nan,(0),0,(1),nan,nan,nan,1,1,22,2019-11-22 02:53:39
Monikie Reservoirs,0.0,0.0,2.0,nan,0,0,0,(0),(0),nan,nan,nan,0,0,nan,0,0,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Monk Myre,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Morecambe Bay,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Mountcastle Quarry,nan,0.0,0.0,0.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,0,0,0,0,0,(0),0,0,0,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Nantwich Boating Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,2,0,0,0,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Netherfield Lagoons,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,nan,0,0,23,2019-11-22 02:53:46
Newcastle Shore,3.0,5.0,1.0,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,0,nan,nan,0,0,23,2019-11-22 02:53:46
Newgale Beach,0.0,nan,0.0,0.0,1,0,0,(0),(0),0,0,(0),(0),(0),0,(0),(0),(0),(0),0,nan,0,0,23,2019-11-22 02:53:46
Newsham Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,0,nan,0,0,23,2019-11-22 02:53:46
Newton Pool,nan,nan,0.0,0.0,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Newtown Estuary,0.0,0.0,0.0,0.0,0,0,(0),(0),0,0,1,0,(0),1,0,1,1,0,(0),0,nan,1,1,23,2019-11-22 02:53:46
Norbury Meres Cholmondeley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),nan,0,0,23,2019-11-22 02:53:46
North Norfolk Coast,1.0,0.0,0.0,1.0,0,0,0,0,0,17Standard visit under the WeBS Low Tide Count SurveyWeBS,0,1,1,1,0,0,0,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Orgreave,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Orrell Water Park,0.0,0.0,0.0,0.0,0,0,0,nan,0,nan,nan,0,nan,0,0,0,1,1,0,0,nan,0,0,23,2019-11-22 02:53:46
Orwell Estuary,0.0,0.0,0.0,0.0,0,1Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Ouse Washes,0.0,0.0,1.0,0.0,0,1,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Overton Lakes,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Oxwich NNR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1Supplementary visit under the WeBS Core Count SurveyWeBS,nan,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Pagham Harbour,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Pant-yr-ochain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,0,(0),nan,0,0,23,2019-11-22 02:53:46
Par Sands Pools and St Andrews Road,0.0,0.0,0.0,0.0,1,1,(0),1,0,0,0,0,0,0,(0),0,0,0,nan,0,nan,0,0,23,2019-11-22 02:53:46
Parham Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,0,23,2019-11-22 02:53:46
Parkland Sand Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,0,0,23,2019-11-22 02:53:46
Pavyotts Mill Fisheries,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Pearson Park Lakes,nan,nan,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Peasholm Park Lake,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,nan,0,0,23,2019-11-22 02:53:46
Peatmoor Lagoon,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,nan,nan,0,0,23,2019-11-22 02:53:46
Pegwell Bay,0.0,0.0,0.0,0.0,0,(0),(0),0,0,0,0,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,(0),(0),0,0,0,nan,0,0,23,2019-11-22 02:53:46
Pentney GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,0,nan,0,0,23,2019-11-22 02:53:46
Petersfinger Gravel Pits,0,0,0.0,0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,0,0,24,2019-11-22 02:53:52
Petworth Park Lakes,0,(0),0.0,0,0,2,0,0.0,0.0,0.0,2,0,0.0,0,0,0.0,0,1,0,0,nan,0,0,24,2019-11-22 02:53:52
Pitsford Reservoir,(0),0,0.0,0,0,0,(1),1.0,0.0,1.0,0,0,0.0,1,0,0.0,0,0,0,1,Oct,0,0,24,2019-11-22 02:53:52
Pittville Park,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1,0,0,nan,0,0,24,2019-11-22 02:53:52
Platt Fields Park Boating Lake (Fallowfield Pond),0,1,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,nan,0,0.0,0,0,0,0,nan,0,0,24,2019-11-22 02:53:52
Poole Harbour,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,(0),0,0,nan,0,0,24,2019-11-22 02:53:52
Portsmouth Harbour,0,(0),0.0,1,(0),1,0,0.0,0.0,0.0,(0),(0),0.0,(0),(0),0.0,(0),0,(0),(0),nan,0,0,24,2019-11-22 02:53:52
Portworthy Mica Dam,0,0,0.0,2,1,0,0,3.0,0.0,9.0,0,0,0.0,(0),6,0.0,0,0,(0),0,nan,0,0,24,2019-11-22 02:53:52
Potteric Carr,nan,0,0.0,(0),0,0,0,0.0,0.0,0.0,1,0,1.0,0,0,0.0,(0),(0),(0),(0),nan,0,0,24,2019-11-22 02:53:52
Pressmennan Lake (Reservoir),nan,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,(0),0,0,(0),nan,0,0,24,2019-11-22 02:53:52
Primrose Valley Mere,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,nan,0,0,nan,nan,nan,0,0,24,2019-11-22 02:53:52
Priory Country Park (Barkers Lane Gravel Pit),0,0,1.0,0,0,0,nan,nan,nan,1.0,0,0,0.0,0,0,0.0,0,0,0,0,nan,0,0,24,2019-11-22 02:53:52
Priory Water and Kirby Lakes,0,0,0.0,1,2,3,0,0.0,0.0,1.0,0,1,0.0,2,0,0.0,0,0,0,0,nan,0,0,24,2019-11-22 02:53:52
Pugneys Country Park Lakes,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,1.0,0,0,0.0,0,0,0,0,nan,0,0,24,2019-11-22 02:53:52
Pulfin Bog and High Eske Nature Reserve,1,0,0.0,0,0,(0),0,0.0,0.0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,nan,0,0,24,2019-11-22 02:53:52
Pymmes Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,2,0,nan,0,0,24,2019-11-22 02:53:52
Queen Elizabeth II Reservoir,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,0.0,0,3,0.0,0,1,0,0,nan,0,0,24,2019-11-22 02:53:52
Queen Mother Reservoir,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,0.0,0,0,0,0,nan,0,0,24,2019-11-22 02:53:52
Queen's Park (Swindon),0,0,1.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,nan,0,0,24,2019-11-22 02:53:52
Queen's Park Pool (Crewe),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,0,0,nan,0,0,24,2019-11-22 02:53:52
RSPB Langford Lowfields,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,1.0,0,0,0.0,0,0,0,0,nan,0,0,24,2019-11-22 02:53:52
Radford Lake,0,(0),2.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,nan,0,0,24,2019-11-22 02:53:52
Radwell Lakes,0,0,0.0,1,0,0,nan,nan,0.0,0.0,1,0,1.0,4,0,0.0,1,1,0,0,nan,0,0,24,2019-11-22 02:53:52
Ranworth and Cockshoot Broads,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0,0.0,0,0,0,0,nan,0,0,24,2019-11-22 02:53:52
Raphael Park,nan,0,1.0,0,1,0,0,3.0,nan,nan,nan,0,1.0,2,0,0.0,1,0,0,1,Aug,0,0,24,2019-11-22 02:53:52
Ravensthorpe Reservoir,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0,0.0,0,0,0,0,nan,0,0,24,2019-11-22 02:53:52
Reddish Vale Visitors Centre (Topmill Pond and Bottom Pond),0,0,0.0,0,0,0,nan,0.0,0.0,0.0,0,0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0,0,24,2019-11-22 02:53:52
Redesmere,0,0,0.0,0,0,0,0,0.0,nan,0.0,0,0,3.0,2,0,0.0,nan,nan,nan,nan,nan,0,0,24,2019-11-22 02:53:52
Reigate Priory Lake,0,0,0.0,0,0,0,0,nan,0.0,0.0,0,nan,nan,0,0,0.0,0,0,0,0,nan,0,0,24,2019-11-22 02:53:52
Ribble Estuary,1,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,nan,0,0,24,2019-11-22 02:53:52
Ringstead Gravel Pits,nan,nan,nan,0,nan,0.0,nan,nan,nan,nan,0.0,0,0,0,0.0,0.0,0,1,0,0,nan,0,0,25,2019-11-22 02:53:59
Ripon Race Course Gravel Pit,nan,nan,nan,nan,nan,0.0,0.0,0,1.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,nan,0,0,25,2019-11-22 02:53:59
"River Aire, Binglay",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,1,0,0,0,nan,0,0,25,2019-11-22 02:53:59
River Annan and Evan Water - Meetings of Water and The Kerr,0,(1),0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,nan,nan,nan,nan,0,0,25,2019-11-22 02:53:59
River Avon - Amesbury to Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,0,0,25,2019-11-22 02:53:59
River Avon - Chippenham,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,0,0,25,2019-11-22 02:53:59
River Avon - Longford Castle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,25,2019-11-22 02:53:59
River Avon - Ringwood to Christchurch,0,(0),0,(0),1,0.0,0.0,1,0.0,(0),0.0,0,1,0,0.0,0.0,0,0,0,0,nan,0,0,25,2019-11-22 02:53:59
River Avon - Salisbury,nan,nan,nan,nan,nan,0.0,1.0,0,0.0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,25,2019-11-22 02:53:59
River Balvag - Balquhidder to Strathyre,0,0,0,0,(0),0.0,0.0,nan,0.0,0,0.0,nan,(0),(0),nan,0.0,0,(0),0,(0),nan,0,0,25,2019-11-22 02:53:59
River Cam - Kingfishers Bridge,(2),0,0,0,0,0.0,0.0,0,0.0,0,1.0,2,0,0,0.0,0.0,0,0,0,0,nan,0,0,25,2019-11-22 02:53:59
River Cam - Owlstone Road to Baits Bite Lock,2,2,5,3,0,2.0,2.0,0,0.0,0,0.0,0,0,0,0.0,nan,0,0,0,0,nan,0,0,25,2019-11-22 02:53:59
River Devon - Alva to Tullibody Bridge,0,0,0,0,0,nan,nan,(0),0.0,0,0.0,0,0,0,0.0,0.0,0,1,0,0,nan,0,0,25,2019-11-22 02:53:59
River Dwyryd - Rhaeadr Du to Maentwrog,0,nan,0,nan,nan,0.0,0.0,0,0.0,0,0.0,0,1,0,0.0,0.0,0,nan,0,nan,nan,0,0,25,2019-11-22 02:53:59
River Irwell,0,0,(0),0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,1,Mar,0,0,25,2019-11-22 02:53:59
"River Kennet, Marlborough to Axford",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(0),0,(1),Sep,1,1,25,2019-11-22 02:53:59
River Lea - East Hyde,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,1.0,0.0,0,0,1,1,Aug,0,0,25,2019-11-22 02:53:59
River Lune - Arkholme to Whittington,1,nan,nan,1,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,1,0,0,0,nan,0,0,25,2019-11-22 02:53:59
River Lune - Caton to Hornby and Wenning Foot (The Snab),0,2,0,0,1,nan,nan,0,0.0,(0),0.0,0,0,0,0.0,0.0,0,0,0,0,nan,0,0,25,2019-11-22 02:53:59
River Lune - Whittington to Kirkby Lonsdale,0,0,0,0,0,0.0,0.0,0,0.0,0,2.0,0,0,0,0.0,0.0,0,1,0,0,nan,0,0,25,2019-11-22 02:53:59
River Mersey,0,0,0,0,0,2.0,0.0,0,0.0,0,0.0,nan,0,nan,0.0,0.0,0,0,0,0,nan,0,0,25,2019-11-22 02:53:59
River Ouse through Bedford,nan,0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0,0,1,1,Feb,0,0,25,2019-11-22 02:53:59
River Severn - Bridgnorth Cemetery to Stanley Hall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,(1),1,0.0,0.0,0,0,0,0,nan,0,0,25,2019-11-22 02:53:59
River Severn - Coton Hill to Weir (Shrewsbury),0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,0,0,nan,nan,0,0,25,2019-11-22 02:53:59
