Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
The Wash,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,7,2019-11-22 01:37:39
Theale Gravel Pits,0.0,0,nan,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,(0),nan,0,0,7,2019-11-22 01:37:39
Thorne Moors,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,7,2019-11-22 01:37:39
Thornwick Farm Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,nan,0,0,7,2019-11-22 01:37:39
Thrapston Gravel Pits,0,0,0.0,0.0,0.0,0,nan,nan,nan,nan,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Threave Estate,nan,(0),0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Tophill Low Reservoirs,0,0,0.0,0.0,0.0,0,0,(0),0.0,(0),0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Tottenhill Gravel Pits,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,nan,(0),nan,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Trimpley Reservoir and River Severn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,7,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Tring Reservoirs,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Tweed Estuary,0,(0),0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Tyninghame Estuary,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Uyea Sound,nan,0,0.0,0.0,0.0,0,0,0,0.0,0,2.0,0.0,0,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
WWT Martin Mere,0,0,0.0,0.0,0.0,0,3Supplementary visit under the WeBS Core Count SurveyWeBS,1,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1,Mar,0.0,0.0,8,2019-11-22 01:37:45
Warkworth Lane Ponds,nan,nan,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,(0),0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Waterbeach and Landbeach Gravel Pits,(0),0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,2.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Waughton,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0.0,1,nan,nan,nan,0.0,nan,nan,(0),nan,0.0,0.0,8,2019-11-22 01:37:45
Wedholme Flow,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0.0,0,(0),0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Weirwood Reservoir,(0),(0),0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Welbeck Estate,nan,0,0.0,0.0,0.0,0,(0),(0),0.0,(0),0.0,0.0,(0),0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Wellington Country Park,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Weston Turville Reservoir,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Whitemoor Haye,nan,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Wicksteed Park Lakes,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Wigtown Bay,0,0,0.0,0.0,0.0,(0),(0),0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Wotton Underwood Lakes,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,nan,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Wykeham Lakes,0,0,0.0,0.0,0.0,0,0,0,0.0,nan,nan,0.0,0,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Yare Valley - Marlingford to Bawburgh,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Ythan Estuary,0,0,0.0,0.0,0.0,0,(0),(0),0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,8,2019-11-22 01:37:45
Arbury Park Astley and Seeswood Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,2019-11-22 01:37:45
Ash Levels,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,2019-11-22 01:37:45
Biggar Water Meadows,0,0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,2019-11-22 01:37:45
Blackgrange,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,2019-11-22 01:37:45
Broomhill Flash near Wombwell,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,2019-11-22 01:37:45
Carse (Geese),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Cockerham and Winmarleigh Moss,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Cowbit Wash (Welland),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Cresswell and Linton Ponds and Sea,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Eden Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21The Slamannan Plateau Bean Goose countsSNH / The Slamannan Plateau Bean Goose Management Scheme,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Fannyside Muir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Grouville Marsh,(0),0.0,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Gunton Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Haysden Gravel Pit,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Horsey Mere,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Hunterston Sands,0,0.0,nan,nan,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Hyde Lane Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Kislingbury Gravel Pits,0,0.0,0,0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Les Mondrins Gravel Pit,0,0.0,(0),0,0,0.0,0.0,0.0,0.0,(0),0.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Loch O' Th' Lowes (New Cumnock),0,0.0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Lochcote Reservoir Torphichen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Lochs Quien Fad and Dhu (Bute),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Luckenburn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,95.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Mainland (Geese),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Nocton Wood Clay Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Outwood Swan Sanctuary,0,nan,nan,nan,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Overstone Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Palmarsh Gravel Pit,0,0.0,0,0,0,0.0,0.0,0.0,0.0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
R Wensum: Fakenham - Gt Ryburgh (inc Pensthorpe),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
River Derwent - Cromford to Belper (Wyver Lane),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
River Trent - Gunthorpe to Hoveringham,0,0.0,0,(0),0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
River Tywi - Dryslwyn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
River Ure - Givendale to Ripon,nan,nan,0,0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Shalford Meadow,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
Shearington Pond,0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,2019-11-22 01:37:51
St. Ouen's Pond,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:37:57
Sundridge Ballast Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:37:57
Tallington,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:37:57
Thorpe Hall Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:37:57
Tilgate Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:37:57
West Shetland Mainland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:37:57
END
