Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Tundry Pond,1,0,0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,4,0.0,0.0,0,1,0,0.0,0,0.0,0,nan,0,0,20,2019-11-22 01:54:36
Tweed Estuary,0,(0),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58,0,0,0.0,0,0.0,0,nan,0,0,20,2019-11-22 01:54:36
Twyford Gravel Pits,0,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0.0,0.0,0,0,0,0.0,(0),0.0,0,nan,0,0,20,2019-11-22 01:54:36
Tyninghame Estuary,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,nan,0,0,20,2019-11-22 01:54:36
Tywi Floodplain,nan,nan,nan,nan,nan,nan,nan,nan,0.0,5.0,1,0.0,0.0,0,0,0,0.0,0,1.0,0,nan,0,0,20,2019-11-22 01:54:36
Ullswater,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,nan,0,0,20,2019-11-22 01:54:36
Upper Lough Erne,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,nan,0,0,20,2019-11-22 01:54:36
Upper River Avon - Wester Jaw,0,0,0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0,0.0,0.0,0,0,0,nan,nan,0.0,0,nan,0,0,20,2019-11-22 01:54:36
Uttoxeter Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,2.0,0,0,0,0.0,0,1.0,0,nan,0,0,20,2019-11-22 01:54:36
Vale of Coustry Complex,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,nan,0,0,20,2019-11-22 01:54:36
Venus Pool,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,nan,nan,nan,nan,0,0,20,2019-11-22 01:54:36
Venus Pool and Cound Fishery,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,nan,0,0,20,2019-11-22 01:54:36
WWT Caerlaverock (Inland),0,0,(0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8,0,0,0.0,0,nan,nan,nan,0,0,20,2019-11-22 01:54:36
WWT Washington,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0.0,0.0,1,0,0,0.0,1,0.0,0,nan,0,0,20,2019-11-22 01:54:36
Walmore Common,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,nan,0,0,20,2019-11-22 01:54:36
Wanlip North Lakes,0,0,nan,nan,nan,nan,nan,nan,nan,1.0,15,0.0,0.0,18,0,0,0.0,0,0.0,0,nan,0,0,20,2019-11-22 01:54:36
Wantsum Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,20,2019-11-22 01:54:36
Warnham Mill Pond,0,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,nan,0,0,20,2019-11-22 01:54:36
Waterbeach and Landbeach Gravel Pits,(0),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,nan,0,0,20,2019-11-22 01:54:36
Watermead Country Park North,0,0,0,0.0,0.0,0.0,nan,nan,0.0,0.0,11,0.0,0.0,17,(0),(0),0.0,0,0.0,0,nan,0,0,20,2019-11-22 01:54:36
Watermead Country Park South,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,nan,0,0,20,2019-11-22 01:54:36
Wedholme Flow,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0.0,0.0,130Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0,0.0,0,0.0,0,nan,0,0,20,2019-11-22 01:54:36
Weirwood Reservoir,(0),(0),0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Welbeck Estate,nan,0,0,0.0,0.0,0,(0),(0),0.0,(0),0,0,(0),0,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Wellington Gravel Pits,0,0,0,nan,0.0,0,0,nan,0.0,0,0,0,0,0,0.0,1,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Westbury Ponds,0,(0),0,0.0,1.0,0,0,0,0.0,nan,nan,nan,0,0,nan,nan,0,0,0,nan,nan,0,0,21,2019-11-22 01:54:43
Whins Pond,0,0,0,nan,0.0,0,0,(0),0.0,0,0,(0),0,8,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Whisby and North Hykeham Gravel Pits,0,0,(0),0.0,8.0,0,0,0,0.0,0,0,0,(0),0,0.0,(0),(0),(0),0,0,nan,0,0,21,2019-11-22 01:54:43
Whitemoor Haye,nan,0,0,0.0,0.0,0,7,0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Whitrig Bog,(0),(0),nan,nan,nan,nan,0,8,nan,0,0,0,0,0,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Whitrig Moss,0,nan,0,0.0,0.0,0,nan,nan,0.0,nan,nan,0,nan,nan,nan,nan,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Whittledene Reservoirs,nan,nan,0,0.0,0.0,0,0,0,0.0,0,0,0,0,18,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Wicken Fen,0,0,0,0.0,1.0,0,nan,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Widdrington Moor Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Wigtown Bay,0,0,0,0.0,0.0,(0),(0),0,0.0,0,0,0,0,8,1.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Wilderness Pond,0,0,0,0.0,0.0,0,nan,nan,nan,0,0,0,0,0,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Willen Lake,0,0,0,0.0,0.0,0,0,0,0.0,(0),0,nan,nan,0,0.0,0,0,nan,0,0,nan,0,0,21,2019-11-22 01:54:43
William Girling Reservoir,0,0,0,0.0,1.0,0,0,0,0.0,0,(0),0,0,0,0.0,0,0,0,(0),(0),nan,0,0,21,2019-11-22 01:54:43
Willington Gravel Pits,(0),(0),nan,0.0,0.0,0,0,0,0.0,0,0,0,(0),(0),0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Wilton Water,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Wimbleball Lake,0,0,nan,0.0,0.0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Wimbledon Common,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Wimbledon Park Lake,0,0,0,0.0,0.0,0,0,nan,nan,0,0,0,0,0,0.0,0,0,0,nan,nan,nan,0,0,21,2019-11-22 01:54:43
Wimpole Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,0.0,0,0,0,nan,nan,nan,0,0,21,2019-11-22 01:54:43
Winter Tarn,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1,0,0,0,0,nan,0,0,0,0,nan,nan,0,0,21,2019-11-22 01:54:43
Wistlandpound Reservoir,nan,0,0,0.0,1.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Witchett Pool,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0,nan,0.0,0,0,0,0,nan,nan,0,0,21,2019-11-22 01:54:43
Wotton Underwood Lakes,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,nan,0,0,nan,0,0,21,2019-11-22 01:54:43
Wyndhammere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Wynyard Lake,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Yar Estuary,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Yare Valley - Marlingford to Bawburgh,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,1,0.0,0,0,0,0,0,nan,0,0,21,2019-11-22 01:54:43
Allington Gravel Pit,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Allscott Beet Pits Walcot,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Amberley Court Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Ancaster Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Appleford Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Aston Hall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Avon Meadows - Twyning and Bredon's Hardwick,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Banbury Sewage Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Baston and Langtoft Gravel Pits,0.0,(0),0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Bayfield Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Beeston Hall Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Bishop Monkton Ings,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Blackgrange,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Boyton Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Brimpton Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Budle Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Budworth Mere (Marbury Country Park),nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Burgh Marsh (Sandsfield To Drumburgh),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Caithness Lochs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Captains Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Carsfad Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Cherwell - Somerton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Chesterton Pools,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Claire Mare and L'Eree,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Cockerham and Winmarleigh Moss,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Colemans Reservoir,0.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Conningbrook Gravel Pit,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Cote Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Cresswell and Linton Ponds and Sea,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Didlington Lakes,0.0,1,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,2019-11-22 01:54:49
Dunham Park - Dunham Massey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
East Mainland (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,75Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Elvaston Castle Lake,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Elvetham,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Farndon GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Farnham Gravel Pits,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Frogholt Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Gunton Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Ham Fen Deal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Hawden Lake (Tonbridge),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Haysden Gravel Pit,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Hem Pool Camlad Meadows,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Horsey Mere,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Hoselaw Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Island of Burray,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Island of Eday,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Island of Westray,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Islands of Shapinsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Isle of South Ronaldsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Isles of Hoy and Walls,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Kessingland Levels,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Killington Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Kimmer Lough,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Kingston Lake Ringwood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Kislingbury Gravel Pits,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Knockshinnoch Lagoons,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Leach Pool,2.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Letton Lake,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Llanishen and Lisvane Reservoirs and Roath Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Loch Assapol,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,2019-11-22 01:54:56
Loch Na Cille,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Loch Ochiltree (Geese),nan,nan,nan,nan,nan,nan,nan,nan,nan,8Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Loch Teacuis (Outer and Inner Loch),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Lochs Davan and Kinord,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Locko Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Lolham and Maxey Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Lugg Mill Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Lugwardine,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Lydden Valley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Machrihanish,nan,nan,nan,nan,nan,nan,nan,nan,nan,87Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
"Mains Of Gorthy, Madderty",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Marais Nord,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Melbourne Pool,nan,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Micklemere,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Montrose Basin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Moorcourt Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
New Road Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
North Ronaldsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,67Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
North Ronaldsay Lochs,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Old Parkbury GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Osmaston Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Osmaston and Shirley Park Lakes,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Packington Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Penmon Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Penrhyn Flats Fairbourne (Mawddach Estuary),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Prestwick Carr,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Queen's Park (Chesterfield),(0),0.0,0.0,0.0,0.0,0.0,(0),0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
R Wensum: Fakenham - Gt Ryburgh (inc Pensthorpe),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
Redgrave Lake,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 01:55:03
