Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Knight and Bessborough Reservoirs,0.0,0,0.0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Kyle of Durness,nan,(0),4.0,nan,nan,nan,0,7.0,0,0.0,0,(0),(0),(0),(0),0,0,0.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Lackford Lakes Nature Reserve,nan,nan,nan,0,0,(0),0,0.0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Ladybower Derwent and Howden Reservoirs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,15,2019-11-22 03:17:58
Lambeth Reservoirs,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Langford Lakes,nan,nan,nan,(0),(0),0,(0),0.0,(0),0.0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Larbert Hospital Ponds,0.0,0,0.0,0,0,nan,0,0.0,0,0.0,0,nan,0,0,0,0,(0),0.0,1,0,nan,0,0,15,2019-11-22 03:17:58
Lavan Sands,0.0,(0),0.0,1,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Lee Valley Gravel Pits,0.0,(0),0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Leighton Moss,0.0,1,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Leybourne and New Hythe Gravel Pits,nan,nan,0.0,0,0,0,nan,1.0,0,nan,nan,0,0,0,0,nan,0,nan,nan,nan,nan,0,0,15,2019-11-22 03:17:58
Liden Lagoon,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Lindores Loch,0.0,0,0.0,0,0,0,0,1.0,0,0.0,0,0,0,0,0,1,0,0.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Little Clett,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,3,(0),0,(0),1,0,0,0.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Little Denny Reservoir,1.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Llandegfedd Reservoir,0.0,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,0,0,0.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Llangorse Lake,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,(0),1,0.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Llyn Alaw,0.0,0,0.0,0,0,0,0,1.0,0,0.0,0,0,nan,nan,0,0,nan,nan,nan,(0),nan,0,0,15,2019-11-22 03:17:58
Llyn Coron,0.0,(0),0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Llyn Du (Llanwnog),0.0,0,0.0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0.0,(0),0,nan,0,0,15,2019-11-22 03:17:58
Llyn Helyg,0.0,0,0.0,0,0,0,0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,0,0.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Llyn Llywenan,0.0,0,nan,nan,0,0,0,nan,nan,nan,nan,nan,0,0,0,0,0,1.0,0,0,nan,0,0,15,2019-11-22 03:17:58
Llyn Maelog,0,(0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Llyn Traffwll,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Llys-y-fran Reservoir,0,(0),0,(0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch A Chairn Bhain,nan,nan,nan,nan,nan,nan,0,(0),1,0,0,0,0,0,0,0,(0),0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Ardnave,0,0,0,nan,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Arthur (Lotus),0,0,nan,nan,0,0,0,0,nan,nan,0,0,0,0,0,nan,0,0,nan,nan,nan,0,0,16,2019-11-22 03:18:05
Loch Ascog (Bute),0,(0),0,0,(0),0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Beag (Highland),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,nan,nan,0,0,16,2019-11-22 03:18:05
Loch Broom,0,0,(0),nan,nan,nan,1,(0),0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Calder,nan,0,0,nan,nan,nan,nan,0,0,nan,0,nan,nan,0,0,0,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Carron,nan,nan,0,nan,nan,nan,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Dochfour and Abban Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Eaval and Loch Hosta (North Uist),nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Ederline,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1.0,1.0,Oct,0,0,16,2019-11-22 03:18:05
Loch Etive - Connel to Taynuilt,0,(0),0,0,2,2,(0),0,0,(0),0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Ewe,0,0,0,nan,nan,nan,0,0,0,2,0,0,(0),0,0,0,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Eye,0,0,(0),0,0,0,1,0,2,0,0,0,1,0,0,(0),0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Fitty,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,(0),(0),0,0,1.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Flemington,0,0,0,0,0,0,0,0,0,0,(0),0,0,0,1,0,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Freuchie,nan,nan,nan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Gairloch,1,0,0,nan,nan,nan,0,0,1,0,(0),0,0,0,0,(0),0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Gelly,nan,0,0,0,0,0,0,1,(0),1,0,0,0,0,0,0,0,0,1.0,1.0,Oct,0,0,16,2019-11-22 03:18:05
Loch Gilp,0,(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,(0),0,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Gruinart,2,0,0,nan,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Heilen,0,13,nan,nan,nan,0,2,(6),(4),2,(0),0,0,(0),0,(0),0,0,1.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Insh and Spey Marshes,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,nan,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Inver,0,(0),nan,nan,nan,(0),0,0,0,0,0,(0),(0),0,(0),0,1,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Ken,(0),(0),0,(0),(0),(0),(0),nan,0,nan,nan,0,0,0,0,0,0,0,0.0,nan,nan,0,0,16,2019-11-22 03:18:05
Loch Kinardochy,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Kishorn,0,0,0,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,nan,0,0,16,2019-11-22 03:18:05
Loch Leven,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,1,1,0,0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch Lomond,0.0,(0),1.0,0,(0),(0),0,0,0.0,0,0,0.0,0.0,0,0,(0),(0),(0),0,(0),nan,0,0,17,2019-11-22 03:18:11
Loch Na Bo,0.0,0,0.0,0,0,0,0,0,nan,nan,0,0.0,0.0,0,0,0,0,0,1,0,nan,0,0,17,2019-11-22 03:18:11
Loch Olginey,nan,0,0.0,nan,nan,nan,nan,0,0.0,nan,0,nan,nan,0,0,0,0,0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch Ore,0.0,0,0.0,0,0,0,(0),0,0.0,0,0,0.0,0.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch Portree,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch Quien (Bute),0.0,(0),0.0,0,0,0,0,1,0.0,1,0,0.0,0.0,0,1,0,0,0,2,0,nan,0,0,17,2019-11-22 03:18:11
Loch Sarclet,0.0,0,1.0,1,nan,nan,3,0,0.0,0,0,1.0,0.0,0,1,0,0,0,nan,0,nan,0,0,17,2019-11-22 03:18:11
Loch Scarmclate,0.0,0,0.0,1,1,1,2,3,1.0,0,1,0.0,0.0,0,2,0,(0),0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch Spynie,0.0,0,0.0,0,0,0,0,0,nan,0,1,0.0,0.0,0,0,0,0,0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch Sween,0.0,0,0.0,nan,0,0,1,0,0.0,0,(0),0.0,0.0,0,0,0,0,0,nan,nan,nan,0,0,17,2019-11-22 03:18:11
Loch Tay,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,nan,0,0,17,2019-11-22 03:18:11
Loch Ussie,0.0,0,0.0,0,0,0,0,0,0.0,11,(0),0.0,0.0,0,0,0,0,0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch Watenan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch Watten,0.0,2,4.0,0,0,0,1,0,1.0,1,0,0.0,0.0,0,4,1,0,0,1,0,nan,0,0,17,2019-11-22 03:18:11
Loch a' Phuill (Tiree),0.0,(0),0.0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,1,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch of Asta,nan,0,0.0,0,0,0,0,0,0.0,(0),0,0.0,0.0,0,0,0,1,0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch of Balloch,2.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch of Banks,0.0,0,0.0,1,1,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,nan,0,0,17,2019-11-22 03:18:11
Loch of Bosquoy,0.0,(0),0.0,(0),0,0,0,3,0.0,0,0,0.0,0.0,0,0,0,0,0,(0),0,nan,0,0,17,2019-11-22 03:18:11
Loch of Brockan,nan,nan,nan,0,0,0,0,0,0.0,0,1,0.0,0.0,0,1,0,0,0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch of Brow,nan,0,1.0,0,0,0,0,0,0.0,0,0,1.0,0.0,0,0,0,0,0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch of Burness (Westray),nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,1,0,nan,nan,nan,nan,nan,0,0,17,2019-11-22 03:18:11
Loch of Clickimin,0.0,1,1.0,0,0,0,0,0,0.0,0,0,1.0,0.0,0,0,0,0,0,nan,0,nan,0,0,17,2019-11-22 03:18:11
Loch of Clumlie,nan,0,0.0,0,0,0,0,0,0.0,0,0,1.0,0.0,0,0,0,0,0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch of Craiglush,0.0,0,0.0,0,0,0,0,0,0.0,0,0,1.0,0.0,0,0,0,0,0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch of Housetter,nan,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,nan,0,0,17,2019-11-22 03:18:11
Loch of Hundland,0.0,3,0.0,0,0,0,0,0,0.0,0,(0),0.0,0.0,0,0,0,0,0,(0),0,nan,0,0,17,2019-11-22 03:18:11
Loch of Isbister and The Loons Marshland,1.0,0,1.0,1,1,1,1,3,0.0,0,0,0.0,0.0,0,(1),0,1,0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch of Kirbister,1.0,(0),0.0,0,0,0,0,(0),0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,nan,0,0,17,2019-11-22 03:18:11
Loch of Loirston,0,0.0,0.0,0,1,0.0,0.0,1,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Loch of Lowes,0,0.0,0.0,0,0,0.0,1.0,0,1,1,2,1,0.0,0,0.0,0.0,0,0.0,0,1,Dec,0,0,18,2019-11-22 03:18:18
Loch of Mey,(0),1.0,0.0,nan,(0),0.0,0.0,0,0,0,(0),(0),0.0,(0),0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Loch of Reiff,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),0,0,0.0,0,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Loch of Sabiston,0,0.0,0.0,0,(0),0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,(0),0,nan,0,0,18,2019-11-22 03:18:18
Loch of Semblisetter,nan,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,1,0,nan,0,0,18,2019-11-22 03:18:18
Loch of Wasdale,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,2,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Lochan Ceann a Choin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0.0,1,(0),nan,0,0,18,2019-11-22 03:18:18
Lochgoin Reservoir,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,(0),0.0,0,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Lochs Davan and Kinord,0,0.0,0.0,(0),0,0.0,0.0,1,0,0,(0),0,0.0,0,0.0,nan,0,0.0,0,nan,nan,0,0,18,2019-11-22 03:18:18
Lochwinnoch (Aird and Barr and Castle Semple),1,2.0,1.0,0,0,0.0,1.0,0,0,0,1,(0),0.0,0,0.0,0.0,2,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Lockwood Beck Reservoir,0,0.0,nan,0,0,0.0,0.0,0,(0),0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Loe Pool,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1,1,1.0,0,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
London Wetland Centre,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Longtown Ponds and River,0,0.0,nan,nan,nan,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Loont's Lake,nan,nan,nan,nan,nan,nan,0.0,1,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Loughs Neagh and Beg,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,2,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Low Barnes Nature Reserve,0,0.0,0.0,0,0,0.0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Lower Derwent Ings,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Lower Gorple Reservoir,0,0.0,0.0,0,0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0.0,0,nan,nan,0,0,18,2019-11-22 03:18:18
Lower Lough Erne,nan,nan,nan,nan,0,0.0,0.0,0,1,(0),nan,(0),0.0,0,1.0,2.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Lower Windrush Valley Gravel Pits,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Lunda Wick,nan,5.0,5.0,3,0,0.0,0.0,9,1,0,0,9,0.0,0,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Maidens Harbour,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,0.0,0,(0),nan,0,0,18,2019-11-22 03:18:18
Marazion Marsh,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Martham Broad,nan,nan,nan,nan,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Martnaham Loch,0,0.0,0.0,0,0,0.0,0.0,(0),0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Mawddach Estuary,nan,nan,0.0,0,nan,nan,nan,0,0,0,0,0,0.0,0,0.0,0.0,(0),0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Meadow Lane Gravel Pits,0,0.0,0.0,0,1,0.0,0.0,0,0,nan,nan,0,0.0,0,nan,nan,nan,nan,nan,0,nan,0,0,18,2019-11-22 03:18:18
Meadowhead Sandpit,0,0.0,1.0,0,0,1.0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,nan,0,0,18,2019-11-22 03:18:18
Medina Estuary,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Medway Estuary,(0),0,(0),(0),0,0,0.0,0,1,0,0,0,0,0,(0),0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Melvich,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(0),(8),0,(0),(0),0,0,0,0,2,Feb,0,0,19,2019-11-22 03:18:24
Mersehead RSPB Reserve,nan,1,0,0,0,0,0.0,nan,0,0,nan,0,0,0,0,0,0,0,nan,nan,nan,0,0,19,2019-11-22 03:18:24
Mersey Estuary,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Messingham Sand Quarries,nan,nan,nan,nan,0,0,0.0,0,nan,nan,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Middle Tame Valley Gravel Pits,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Middle Yare Marshes,0,0,0,0,1,0,0.0,0,0,0,0,(0),0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Midross Gravel Pits,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,0,0,0,0,0,1,0,nan,0,0,19,2019-11-22 03:18:24
Mill Dam and Balfour Mains Pools,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Minsmere,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Monikie Reservoirs,0,0,0,nan,0,0,0.0,(0),(0),nan,nan,nan,0,0,nan,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Monks House Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Montrose to St Cyrus,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,5,0,0,0,nan,0,nan,0,0,19,2019-11-22 03:18:24
Morton Lochs,0,(0),0,0,(0),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Mountcastle Quarry,nan,0,0,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0,0,0,0,0,0,(0),0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Ness of Duncansby to John o' Groats,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(1),(0),3,4,(5),(0),(0),1,0,0,nan,0,0,19,2019-11-22 03:18:24
Ness of Huna,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),(0),0,0,(3),0,(0),0,0,0,nan,0,0,19,2019-11-22 03:18:24
"Ness of Sound, Yell",nan,nan,nan,nan,nan,nan,nan,nan,1,0,0,0,0,0,0,nan,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Nevern Estuary,0,(0),0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Newbyth Pond,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Newgale Beach,0,nan,0,0,0,0,0.0,(0),(0),0,0,(0),(0),(0),0,(0),(0),(0),(0),0,nan,0,0,19,2019-11-22 03:18:24
Newhaven,1,0,0,0,0,0,0.0,0,0,0,0,0,0,(0),0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Newton Pool,nan,nan,0,0,0,0,0.0,0,0,nan,0,0,0,0,0,1,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Newton Sandpit,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Nigg Bay to Cove Bay,0,0,0,nan,nan,nan,0.0,1,0,0,0,nan,nan,nan,nan,nan,nan,0,nan,(0),nan,0,0,19,2019-11-22 03:18:24
Nor Wick and Skaw,nan,1,0,1,1,3,0.0,0,0,0,0,0,0,0,0,0,0,nan,0,0,nan,0,0,19,2019-11-22 03:18:24
North Warren and Thorpeness Mere,0,0,nan,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Nosterfield Gravel Pits,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Ogston Reservoir,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:18:24
Oitir Mhor to Loch Paible (including Kirkibost) (North Uist),nan,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Otter Estuary,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Ouse Washes,0,0,0,0.0,0,0,0,0,0.0,0,0,0,1Supplementary roost count under the WeBS Core Count SurveyWeBS,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Outer Loch Indaal,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,1,0,0,nan,0,0,20,2019-11-22 03:18:31
Papercourt Gravel Pits,0,nan,nan,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Parc Cwm Darran,nan,nan,nan,nan,nan,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Pegwell Bay,0,0,0,0.0,0,(0),(0),0,0.0,0,0,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,(0),(0),0,1,0,nan,0,0,20,2019-11-22 03:18:31
Pembroke Mill Ponds,0,(0),0,1.0,1,1,0,0,0.0,0,0,0,0,0,0,nan,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Pennington Flash,0,0,(0),0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,nan,0,0,20,2019-11-22 03:18:31
Pevensey Levels,(0),0,(0),0.0,0,0,0,(0),0.0,(0),0,0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Pitsford Reservoir,(0),0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Plym Estuary,nan,(0),(0),0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Pond of Drummond,0,0,0,nan,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Poole Harbour,2,2,2,1.0,1,3,2,3,0.0,0,1,0,0,0,1,0,0,(0),0,0,nan,0,0,20,2019-11-22 03:18:31
Port Chiligaig,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,0,(0),0.0,0,(0),0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Port Vasgo,nan,nan,nan,nan,nan,nan,nan,5,0.0,0,0,(0),0,(0),0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Portsmouth Harbour,0,(0),0,0.0,(0),0,0,0,0.0,0,(0),(0),0,(0),(0),0,(0),0,(0),(0),nan,0,0,20,2019-11-22 03:18:31
Priory Country Park (Barkers Lane Gravel Pit),0,0,0,0.0,0,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Pugneys Country Park Lakes,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,nan,0,0,20,2019-11-22 03:18:31
Queen Elizabeth II Country Park Lakes,nan,nan,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,nan,0,0,20,2019-11-22 03:18:31
Queen Elizabeth II Reservoir,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
