Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Queen Mary Reservoir,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Queen Mother Reservoir,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Raa Estuary and Achnahaird Bay,1,(0),(0),nan,nan,nan,0,(0),0.0,0,0,0,0,0,0,0,0,0,(0),0,nan,0,0,20,2019-11-22 03:18:31
Radwell Lakes,0,0,0,0.0,0,0,nan,nan,0.0,0,0,0,0,0,0,1,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Ravensthorpe Reservoir,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Rescobie Loch,0,0,nan,1.0,0,0,0,0,0.0,0,0,0,0,0,2,1,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Ribble Estuary,0,0,0,1.0,2,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Richmond Park Ponds,0,0,0,1.0,0,0,0,0,0.0,0,0,0,0,0,0,0,nan,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Ringstead Gravel Pits,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:18:31
Ripon Race Course Gravel Pit,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,nan,0,0,21,2019-11-22 03:18:38
River Avon - Fordingbridge to Ringwood,0,0,0,0,(0),0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,nan,0,0,21,2019-11-22 03:18:38
River Devon - A907 to Cambus Weir,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,nan,0,0,21,2019-11-22 03:18:38
River Eden - Grinsdale to Sandsfield,nan,nan,nan,nan,nan,nan,nan,2.0,0.0,1.0,0.0,0,0,0,(0),(0),0,(0),0,(0),nan,0,0,21,2019-11-22 03:18:38
River Forth - Gargunnock to East Frew,0,0,0,0,0,0.0,nan,1.0,2.0,0.0,0.0,nan,0,0,nan,0,0,0,nan,(0),nan,0,0,21,2019-11-22 03:18:38
River Medway - M2 to Chatham Maritime,(0),(0),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,(0),(0),(1),0,nan,nan,0,nan,nan,nan,0,0,21,2019-11-22 03:18:38
River Tweed - Kelso to Coldstream,(0),0,0,(0),0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,21,2019-11-22 03:18:38
River Welland - Spalding to Borough Fen,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,nan,0,0,21,2019-11-22 03:18:38
River Witham - Chapel Hill to Kirkstead,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,21,2019-11-22 03:18:38
Rivers Eamont and Eden - Honeypot to Edenhall,0,0,0,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,nan,0,0,21,2019-11-22 03:18:38
Rivington Reservoirs,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,21,2019-11-22 03:18:38
Roadford Reservoir,0,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,nan,0,0,21,2019-11-22 03:18:38
Robin Hoods Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,1,0,nan,0,0,21,2019-11-22 03:18:38
Rostherne Mere,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,21,2019-11-22 03:18:38
Rother Valley Country Park,0,0,0,0,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0,0,0,0,0,1,0,nan,0,0,21,2019-11-22 03:18:38
Roughrigg Reservoir,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0,0,nan,nan,nan,nan,nan,0,0,21,2019-11-22 03:18:38
Ruxley GP,0,(0),0,0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0,0,(0),nan,nan,nan,nan,nan,0,0,21,2019-11-22 03:18:38
Ryat Linn Reservoir,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,21,2019-11-22 03:18:38
Sand to Cuaig,nan,nan,(0),nan,nan,nan,0.0,2.0,0.0,0.0,0.0,0,nan,nan,3,0,nan,0,0,1,Feb,0,0,21,2019-11-22 03:18:38
Sanday (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,17.0,25.0,14.0,25,nan,nan,nan,nan,nan,0,nan,0,nan,0,0,21,2019-11-22 03:18:38
Sandwater Loch,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,0,0,21,2019-11-22 03:18:38
Scaling Dam Reservoir,0,0,nan,(0),0,0.0,0.0,0.0,2.0,0.0,0.0,0,2,0,0,2,0,0,0,0,nan,0,0,21,2019-11-22 03:18:38
Scourie Bay,0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,nan,0,0,21,2019-11-22 03:18:38
Scrabster Loch,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,(0),0,0,0,0,0,0,0,nan,0,0,21,2019-11-22 03:18:38
Sea Bank (Huttoft) Clay Pits,0,0,0,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,nan,0,0,21,2019-11-22 03:18:38
"Seafield Pond, West Barns",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,0,0,21,2019-11-22 03:18:38
Seaton Gravel Pits and River,(0),0,(0),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,(0),0,(1),0,nan,0,0,21,2019-11-22 03:18:38
Seaton Sluice to Blyth Estuary (Excl),0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,21,2019-11-22 03:18:38
Seaton and Murton Ponds,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,21,2019-11-22 03:18:38
Severn Estuary (Welsh counties),0,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,nan,0,0,21,2019-11-22 03:18:38
Shavington Park,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0,0,0,(0),0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 03:18:45
Shibdon Pond,0.0,0.0,0.0,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,nan,0,0,22,2019-11-22 03:18:45
Shustoke Reservoirs,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,0,0,nan,0,0,22,2019-11-22 03:18:45
Siblyback Reservoir,0.0,0.0,0.0,0,0.0,0,0,0,(0),0,nan,0,0,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 03:18:45
Siddick Pond,nan,nan,nan,nan,nan,nan,(0),0,(0),(0),0,(0),(0),(0),(0),(0),(0),(0),0,0,nan,0,0,22,2019-11-22 03:18:45
Sinah Gravel Pit,0.0,0.0,0.0,0,0.0,0,0,(0),0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,22,2019-11-22 03:18:45
Skelton Lake,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,nan,0,0,22,2019-11-22 03:18:45
Skerray Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,0,(0),1,0,(0),0,0,nan,0,0,22,2019-11-22 03:18:45
Slapton Ley,0.0,0.0,0.0,0,0.0,0,1,0,0,0,0,1,0,0,(0),0,0,0,1,0,nan,0,0,22,2019-11-22 03:18:45
Smiddyshaw Reservoir,0.0,0.0,nan,nan,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 03:18:45
Soddy Gap Pools,nan,nan,nan,nan,nan,nan,0,0,0,(0),0,(0),(0),(1),(0),(0),(0),(0),(0),(0),nan,0,0,22,2019-11-22 03:18:45
Solway Estuary (Scottish counties),0.0,1.0,0.0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 03:18:45
Somerset Levels,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 03:18:45
Southampton Water,0.0,0.0,0.0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,Dec,0,0,22,2019-11-22 03:18:45
Southport Marina,1.0,0.0,0.0,0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 03:18:45
Spittal to Cocklawburn,5.0,0.0,nan,(0),0.0,3,1,1,1,26,2,0,4,0,2,0,2,0,0,0,nan,0,0,22,2019-11-22 03:18:45
St Bees Head to Mawbray,0.0,0.0,nan,(0),0.0,(0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 03:18:45
St Cyrus to Stonehaven,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(7),0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 03:18:45
St Gothian Sands,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,0,0,0,0,0,nan,0,0,22,2019-11-22 03:18:45
St Johns Loch,0.0,nan,nan,nan,nan,nan,4,1,0,1,0,0,0,1,4,0,0,0,0,0,nan,0,0,22,2019-11-22 03:18:45
St Mary's Island,0.0,0.0,0.0,0,0.0,0,0,nan,0,0,0,0,2,0,0,1,0,0,0,1,Apr,0,0,22,2019-11-22 03:18:45
St Mary`s Loch and Loch of The Lowes,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,22,2019-11-22 03:18:45
Staines Reservoirs,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 03:18:45
Stanford Reservoir,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,nan,0,0,22,2019-11-22 03:18:45
Stewartby Lake,0.0,0.0,0.0,0,0.0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,nan,0,0,22,2019-11-22 03:18:45
Stithians Reservoir,0.0,0.0,0.0,0,0.0,0,0,0,nan,nan,nan,(0),0,0,1,0,0,0,0,0,nan,0,0,22,2019-11-22 03:18:45
Stocks Reservoir,nan,nan,nan,0,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,22,2019-11-22 03:18:45
Strand Loch,nan,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Feb,0,0,22,2019-11-22 03:18:45
Strangford Lough,0.0,0.0,0.0,0,0.0,0,1,1,1Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0,0,0,0,0,0,0,0,1Standard visit under the WeBS Low Tide Count SurveyWeBS,0,nan,0,0,22,2019-11-22 03:18:45
Strathy Bay,nan,nan,nan,nan,nan,nan,nan,0,0,1,(0),2,3,(0),(0),0,0,0,0,0,nan,0,0,22,2019-11-22 03:18:45
Stretton Sugwas Sand Pit,nan,nan,0.0,0,0.0,0.0,nan,nan,0.0,1,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,23,2019-11-22 03:18:52
Sunbiggin Tarn,0.0,0.0,0.0,(0),0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,1,0,nan,0,0,23,2019-11-22 03:18:52
Sutton and Lound Gravel Pits,nan,0.0,nan,0,0.0,0.0,0.0,(0),0.0,0,0,0.0,0,0,1.0,0.0,0,0,0,0,nan,0,0,23,2019-11-22 03:18:52
Swale Estuary,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0.0,0,0,0.0,1,0,0.0,0.0,0,0,2,0,nan,0,0,23,2019-11-22 03:18:52
Swansea Bay,0.0,0.0,3.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,(0),0,0,0,nan,0,0,23,2019-11-22 03:18:52
Swillington Ings,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,23,2019-11-22 03:18:52
Swithland Reservoir,0.0,0.0,0.0,(0),0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,23,2019-11-22 03:18:52
Talkin Tarn,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,(0),0.0,0.0,0,0,0,0,nan,0,0,23,2019-11-22 03:18:52
Talmine,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,0.0,(0),(0),14.0,0.0,0,nan,0,0,nan,0,0,23,2019-11-22 03:18:52
Tamar Lakes,0.0,0.0,0.0,0,nan,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,23,2019-11-22 03:18:52
Tan-y-Grisiau Reservoirs,0.0,nan,nan,0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,0,0,0,0,nan,0,0,23,2019-11-22 03:18:52
Tattershall Pits,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,1.0,0,0,0.0,0.0,nan,nan,nan,nan,nan,0,0,23,2019-11-22 03:18:52
Taw-Torridge Estuary,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,0,0,23,2019-11-22 03:18:52
Testwood Lakes,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,23,2019-11-22 03:18:52
The Knap Boating Lake,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,nan,nan,nan,0,0,0.0,1.0,0,0,0,0,nan,0,0,23,2019-11-22 03:18:52
Theale Gravel Pits,1.0,0.0,nan,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,(0),nan,0,0,23,2019-11-22 03:18:52
Thrapston Gravel Pits,0.0,0.0,0.0,0,0.0,0.0,nan,nan,nan,nan,0,0.0,0,0,0.0,1.0,0,0,0,0,nan,0,0,23,2019-11-22 03:18:52
Tindale Tarn,0.0,0.0,nan,nan,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,23,2019-11-22 03:18:52
Toft Newton Reservoir,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,23,2019-11-22 03:18:52
Tophill Low Reservoirs,0.0,0.0,0.0,1,1.0,0.0,0.0,(0),0.0,(0),0,0.0,0,0,0.0,0.0,0,0,1,0,nan,0,0,23,2019-11-22 03:18:52
Towyn to Llanddulas,0.0,0.0,0.0,(0),0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,nan,nan,nan,nan,0,0,23,2019-11-22 03:18:52
Traeth Bach,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,1.0,0,0,0,0,nan,0,0,23,2019-11-22 03:18:52
Traeth Coch,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,(0),0,nan,nan,nan,nan,nan,0,(0),0,(0),nan,0,0,23,2019-11-22 03:18:52
Traeth Melynog,nan,nan,nan,nan,nan,0.0,0.0,0,nan,nan,0,0.0,1,(0),0.0,0.0,0,0,1,0,nan,0,0,23,2019-11-22 03:18:52
Trent Valley Pit,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,nan,nan,0,0,0.0,nan,nan,(0),nan,nan,nan,0,0,23,2019-11-22 03:18:52
Tring Reservoirs,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,23,2019-11-22 03:18:52
Trinity Broads,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,nan,nan,nan,0,0,23,2019-11-22 03:18:52
Twyford Gravel Pits,0.0,0.0,nan,0,0.0,0.0,0.0,0,0.0,0,(0),0.0,0,0,0.0,0.0,0,(0),0,0,nan,0,0,23,2019-11-22 03:18:52
Upton Warren Local Nature Reserve,0.0,0.0,0.0,0,0.0,2.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,23,2019-11-22 03:18:52
Usk Reservoir,nan,0.0,0.0,(1),0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,nan,nan,0,nan,nan,nan,nan,0,0,23,2019-11-22 03:18:52
Vale of Coustry Complex,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2,0,nan,0.0,0.0,24,2019-11-22 03:18:59
WWT Caerlaverock (Inland),0,0,(0),0,0,0,0,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0,nan,nan,nan,0.0,0.0,24,2019-11-22 03:18:59
Walthamstow Reservoirs,0,0,0,0,0,0,0,0,0,0,0,nan,0.0,0,0,1.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Warkworth Lane Ponds,nan,nan,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,(0),0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Waulkmill Glen and Littleton Reservoirs,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,Nov,0.0,0.0,24,2019-11-22 03:18:59
Wedholme Flow,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,(0),1,0.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Weirwood Reservoir,(0),(0),0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
West Water Reservoir,0,0,nan,0,0,0,0,(0),0,0,0,0.0,nan,0,nan,nan,nan,0,nan,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Weston Turville Reservoir,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Whinfell Tarn,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Whitemoor Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Whittledene Reservoirs,nan,nan,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Widdrington Moor Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Widewater (Shoreham),0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Wigan Flashes,1,0,0,0,0,1,2,nan,0,0,0,0.0,0.0,(0),0,0.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Willen Lake,0,0,0,0,0,0,0,0,0,(0),0,nan,nan,0,0,0.0,0.0,nan,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
William Girling Reservoir,0,0,0,0,0,0,0,0,0,0,(0),0.0,0.0,0,2,0.0,0.0,0,(0),(0),nan,0.0,0.0,24,2019-11-22 03:18:59
Williamthorpe Reservoirs,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Wimbleball Lake,0,0,nan,0,0,1,0,0,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Windermere,nan,nan,nan,(2),0,(0),0,0,0,0,0,0.0,1.0,0,0,0.0,0.0,0,nan,nan,nan,0.0,0.0,24,2019-11-22 03:18:59
Winterfield to Barns Ness,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1,2,0.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Wintersett and Cold Hiendley Reservoirs,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Wistlandpound Reservoir,nan,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Wollaton Park Lake,0,0,nan,nan,nan,nan,nan,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,nan,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Woolston Eyes,(0),(0),0,0,0,0,0,0,(0),0,0,0.0,0.0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Wraysbury Gravel Pits,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,(0),0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Wykeham Lakes,0,0,0,0,0,0,0,0,0,nan,nan,1.0,1.0,0,1,0.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Yetholm Loch,(0),0,nan,0,(0),(0),(0),0,(0),0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0.0,0.0,24,2019-11-22 03:18:59
Ythan to Collieston,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,0.0,24,2019-11-22 03:18:59
Abban Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,2019-11-22 03:18:59
Aberdeen Bay offshore,nan,nan,nan,nan,nan,"19Aerial surveys of UK inshore areas for wintering seaducks, divers and grebes: 2000/01 and 2001/02Dean, B.J., Webb, A., McSorley, C.A. and Reid, J.B. 2003. JNCC report, No. 333",52Shore-based counts of Aberdeen Bay (in conjunction with aerial counts)JNCC shore-based count,29Shore-based counts of Aberdeen Bay (in conjunction with aerial counts)JNCC shore-based count,26Shore-based counts of Aberdeen Bay (in conjunction with aerial counts)JNCC shore-based count,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Afon Wen Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Aignish Bay (Lewis),0.0,0,0,2,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Allasdale Bay to Borve (Barra),nan,nan,nan,30Outer Hebrides counts of divers and grebesA Stevenson (in litt.),nan,112Outer Hebrides counts of divers and grebesA Stevenson (in litt.),68Outer Hebrides counts of divers and grebesA Stevenson (in litt.),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Ancum Loch North Ronaldsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Arbroath to Montrose,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Bagh Siar (Vatersay),nan,nan,nan,nan,nan,30Outer Hebrides counts of divers and grebesA Stevenson (in litt.),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Baleshare West Coast,nan,47Outer Hebrides counts of divers and grebesA Stevenson (in litt.),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Baltasound Harbour Unst,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Barbrook Reservoir,nan,0,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Barmby Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Barnshean Loch,0.0,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Bartley Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Barton Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Bay of Isbister,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Bea Loch (Sanday),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Beadnell Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Belston Loch,nan,nan,nan,(0),0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Black Loch (New Cumnock),nan,0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
Blyth to Newbiggin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,2019-11-22 03:19:07
