Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Longparish Trout Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,12,8.0,12,14,8.0,4,11,6,Nov,9,9,30,2019-11-27 18:24:35
Markeaton Park Lake,8.0,6.0,2.0,4.0,3.0,7.0,nan,7.0,3.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,6.0,3,6.0,6.0,6.0,4.0,14.0,nan,nan,nan,9,9.0,7,8,6.0,11,11,8,Oct,9,9,30,2019-11-27 18:24:35
Mathern Mill Fishery,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,Oct,9,9,30,2019-11-27 18:24:35
Medmerry RSPB Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,2Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,4,8.0,12,8,15,Feb,9,9,30,2019-11-27 18:24:35
"Mercia Marina, Willington",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,30,49.0,38,4.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,5,8,9.0,nan,nan,nan,nan,9,9,30,2019-11-27 18:24:35
Otley Nature Reserve,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,7.0,14.0,16,12.0,32,16.0,16.0,18.0,22.0,20.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,Jan,9,9,30,2019-11-27 18:24:35
Parc Tredelerch - Cardiff,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.0,10.0,2.0,5.0,2.0,6,2.0,2,2,2.0,8,8,10.0,(5),9,9,Jun,9,9,30,2019-11-27 18:24:35
"Parkhall Lake, Weston Coyney",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,9,9,nan,nan,nan,nan,nan,9,9,30,2019-11-27 18:24:35
Point of Ayre Gravel Pit,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,2.0,12.0,14.0,4,3.0,nan,nan,nan,10.0,8,10.0,7,Jul,9,9,31,2019-11-27 18:25:00
Prior Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,10,10.0,nan,nan,9,9,31,2019-11-27 18:25:00
Pwll-y-Waun Pond,nan,nan,nan,nan,nan,0.0,0.0,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,2.0,2.0,7.0,7.0,7,2.0,2.0,5,nan,nan,nan,5.0,6.0,8,6.0,7,9.0,9,8.0,10,9.0,7,Jul,9,9,31,2019-11-27 18:25:00
River Avon - Chippenham,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,9,6.0,6,Sep,9,9,31,2019-11-27 18:25:00
River Hull - Brigham to Emmotland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,22.0,nan,60,1,6,28.0,18.0,4.0,9,31.0,27,5.0,4,20.0,3,6.0,10,Jan,9,9,31,2019-11-27 18:25:00
River Ribble - Bull Nose-Clifton Marsh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(8),40.0,nan,nan,nan,nan,nan,nan,nan,3,9.0,4,nan,nan,0.0,nan,13.0,13,Jan,9,9,31,2019-11-27 18:25:00
River Severn - Coton Hill to Weir (Shrewsbury),6.0,6.0,9.0,10.0,2.0,5.0,21.0,4.0,3.0,2.0,2.0,6.0,26.0,40.0,23.0,25.0,50.0,34.0,28.0,21.0,21.0,15.0,14,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,8.0,12,6.0,12,6.0,nan,nan,9,9,31,2019-11-27 18:25:00
River Tay - Haughs of Kercock,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,7.0,1.0,2.0,1.0,2.0,0.0,2.0,7.0,5.0,7.0,nan,40.0,37.0,0,7,8,40.0,13.0,15.0,19,5.0,16,6.0,3,4.0,25,4.0,7,Dec,9,9,31,2019-11-27 18:25:00
River Thames by Hurst Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,20.0,8,4.0,4,Nov,9,9,31,2019-11-27 18:25:00
Rodley Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,7,6.0,5.0,(8),13,13,13.0,13.0,26.0,8,11.0,11,14.0,10,7.0,7,13.0,8,Sep,9,9,31,2019-11-27 18:25:00
Stenton Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,4.0,3.0,2.0,7,3.0,2.0,nan,7,nan,nan,19.0,14.0,11,7.0,11,3.0,8Supplementary visit under the WeBS Core Count SurveyWeBS,7.0,10,9.0,10Supplementary visit under the WeBS Core Count SurveyWeBS,Sep,9,9,31,2019-11-27 18:25:00
Swanpool (Falmouth),2.0,2.0,4.0,4.0,5.0,4.0,2.0,nan,nan,2.0,2.0,4.0,3.0,5.0,5.0,5.0,6.0,5.0,9.0,4.0,5.0,5.0,11,39.0,38.0,50,5,29,6.0,3.0,7.0,10,5.0,7,3.0,5,nan,10,nan,11,Feb,9,9,31,2019-11-27 18:25:00
Town Loch Dunfermline,0.0,2.0,2.0,2.0,nan,4.0,0.0,0.0,3.0,8.0,36.0,2.0,8.0,41.0,10.0,10.0,5.0,5.0,5.0,7.0,6.0,4.0,4,6.0,7.0,2,14,12,12.0,nan,4.0,2,8.0,6,2.0,2,nan,12Supplementary visit under the WeBS Core Count SurveyWeBS,10.0,12,Sep,9,9,31,2019-11-27 18:25:00
Trabboch Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,12,2.0,2.0,9,3,(2),4.0,6.0,2.0,5,2.0,4,5.0,9,5.0,9,9.0,13,Oct,9,9,31,2019-11-27 18:25:00
Traeth Melynog,0.0,0.0,25.0,nan,nan,nan,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,nan,nan,nan,nan,nan,nan,nan,5,5,5,nan,nan,4.0,(5),7.0,26,5.0,26,2.0,6,4.0,7,Oct,9,9,31,2019-11-27 18:25:00
Trent Valley Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,17.0,11.0,36.0,5.0,21.0,23.0,13.0,14.0,9.0,49.0,41.0,38.0,35,42.0,28.0,28,39,35,35.0,6.0,nan,nan,3.0,(25),6.0,nan,nan,(9),nan,nan,nan,9,9,31,2019-11-27 18:25:00
Tyttenhanger Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,0.0,nan,27.0,3.0,6.0,21.0,15.0,42.0,25.0,34.0,38,32.0,35.0,56,19,26,21.0,6.0,6.0,12,11.0,44,10.0,6,11.0,7,6.0,15,Dec,9,9,31,2019-11-27 18:25:00
"Wester Inch Ponds, Bathgate (Leyland Ponds)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,3,2.0,10,10.0,8,11.0,7,Aug,9,9,31,2019-11-27 18:25:00
Widdrington Moor Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2,6.0,12,17.0,10,Aug,9,9,31,2019-11-27 18:25:00
Wilderness Pond,nan,nan,nan,nan,nan,4.0,3.0,4.0,nan,4.0,nan,nan,nan,nan,nan,30.0,nan,nan,23.0,11.0,7.0,12.0,7,7.0,5.0,4,nan,nan,nan,13.0,7.0,9,7.0,6,8.0,7,13.0,8,10.0,7,Jul,9,9,31,2019-11-27 18:25:00
Wilsham Road Gravel Pit (Formerly Abingdon Sf),nan,6.0,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,7,10,nan,nan,nan,39,17.0,33,9.0,4,9.0,17,8.0,9,Sep,9,9,31,2019-11-27 18:25:00
Wimborne St Giles Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,8.0,10.0,9.0,2.0,5.0,7,8.0,2.0,8,(2),11,7.0,2.0,2.0,3,2.0,5,8.0,(4),9.0,nan,nan,nan,nan,9,9,31,2019-11-27 18:25:00
Yar Estuary,nan,nan,nan,nan,nan,nan,nan,nan,7.0,7.0,12.0,13.0,8.0,11.0,9.0,11.0,4.0,3.0,4.0,4.0,4.0,5.0,9,7.0,12.0,9,8,6,9.0,8.0,5.0,4,6.0,6,6.0,9,8.0,10,8.0,8,Jan,9,9,31,2019-11-27 18:25:00
Abram Flashes,4.0,32.0,15.0,2.0,0.0,0.0,0.0,0.0,5.0,9.0,nan,nan,7.0,58.0,9.0,5.0,10.0,7.0,11.0,4.0,11.0,7.0,19,11.0,11.0,5,3,nan,nan,6.0,nan,nan,nan,7,5.0,5,11.0,9,6.0,9,Sep,8,8,31,2019-11-27 18:25:00
Anglers Country Park Lake,nan,nan,nan,nan,nan,nan,nan,0.0,10.0,10.0,6.0,13.0,16.0,9.0,4.0,6.0,22.0,14.0,19.0,9.0,19.0,14.0,7,11.0,8.0,23,30,26,4.0,11.0,21.0,9,8.0,38,15.0,9,9.0,7,5.0,12,Sep,8,8,31,2019-11-27 18:25:00
Arlebury Lakes,nan,8.0,9.0,4.0,nan,7.0,4.0,7.0,10.0,8.0,7.0,4.0,6.0,17.0,27.0,48.0,7.0,18.0,10.0,33.0,8.0,6.0,8,12.0,8.0,12,8,37,11.0,7.0,13.0,10,18.0,43,12.0,6,10.0,9,8.0,6,Sep,8,8,31,2019-11-27 18:25:00
Ayr to North Troon,2.0,0.0,0.0,5.0,0.0,7.0,3.0,6.0,12.0,13.0,4.0,6.0,76.0,6.0,7.0,78.0,59.0,96.0,78.0,82.0,67.0,74.0,83,60.0,28.0,(50),(42),25,6.0,2.0,11.0,16,11.0,1,3.0,2,17.0,18,2.0,2,Aug,8,8,31,2019-11-27 18:25:00
Battlesden Lake,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,8.0,8,6.0,9,Jun,8,8,31,2019-11-27 18:25:00
Black Devon Wetlands,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.0,4.0,8,9.0,5.0,2,0,17,4.0,10.0,6.0,4,12.0,8,6.0,6,9.0,(7),5.0,(11),Sep,8,8,31,2019-11-27 18:25:00
Bleasby Gibsmere and Hazelford,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,11.0,5.0,19.0,14,24.0,nan,nan,nan,6.0,12,4.0,10,Apr,8,8,31,2019-11-27 18:25:00
Bothal Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,1.0,4.0,16.0,19.0,nan,2.0,nan,2,nan,2,2,10,8,7,2,4,21,May,8,8,32,2019-11-27 18:25:25
Bretton Park,2.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,3.0,nan,nan,nan,nan,nan,nan,5,7,(6),2,nan,9,7,nan,nan,nan,8,8,32,2019-11-27 18:25:25
Burghley Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,4,2,nan,nan,nan,6,10,9,Sep,8,8,32,2019-11-27 18:25:25
Callendar Loch Falkirk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,5.0,5,5.0,6.0,3,7.0,6.0,6.0,4.0,6.0,8,6.0,2,2,5,5,6,7,6,5,9,12,6,Sep,8,8,32,2019-11-27 18:25:25
Carmarthen Bay,4.0,nan,nan,0.0,0.0,1.0,0.0,nan,1.0,(0),nan,0.0,2.0,8.0,1.0,6.0,4,2.0,(12),11.0,5.0,(7),9.0,4.0,6.0,8.0,12.0,20,17.0,12,25,35,41,31,10,6,2,31,0,0,nan,8,8,32,2019-11-27 18:25:25
Cemlyn Bay and Lagoon,2.0,0.0,7.0,1.0,nan,6.0,nan,11.0,6.0,3,5.0,4.0,3.0,8.0,4.0,9.0,10,14.0,15,14.0,13.0,9,3.0,4.0,5.0,2.0,10.0,8,6.0,6,3,4,2,3,2,10,2,6,13,nan,nan,8,8,32,2019-11-27 18:25:25
Chard Junction Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,14Supplementary visit under the WeBS Core Count SurveyWeBS,6Supplementary visit under the WeBS Core Count SurveyWeBS,5,8,Oct,8,8,32,2019-11-27 18:25:25
Cholmondeley Park,nan,nan,7.0,2.0,0.0,0.0,2.0,nan,0.0,nan,2.0,5.0,3.0,2.0,5.0,9.0,2,17.0,nan,23.0,9.0,9,nan,4.0,8.0,13.0,11.0,9,9.0,9,8,(7),(5),14,(13),(13),14,4,4,4,Aug,8,8,32,2019-11-27 18:25:25
Clandon Park Lakes,7.0,7.0,2.0,2.0,6.0,8.0,9.0,10.0,5.0,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan,nan,(11),(10),Aug,8,8,32,2019-11-27 18:25:25
Clennon Valley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(8),8.0,2.0,9.0,10.0,3.0,9,5.0,8,8,9,9,10,7,9,7,7,9,7,Oct,8,8,32,2019-11-27 18:25:25
Cluden Water - Steilston to Fourmerkland,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,7,3,5,10,2,8,6,12,May,8,8,32,2019-11-27 18:25:25
Copmere,nan,nan,4.0,2.0,nan,nan,nan,1.0,9.0,4,2.0,4.0,2.0,2.0,2.0,5.0,9,3.0,3,7.0,8.0,7,4.0,8.0,8.0,12.0,22.0,7,11.0,40,6,9,21,32,26,9,6,10,9,5,Aug,8,8,32,2019-11-27 18:25:25
Coronation Channel and Welland (Spalding),nan,nan,31.0,nan,nan,27.0,8.0,8.0,13.0,13,16.0,9.0,nan,nan,nan,1.0,2,13.0,23,13.0,7.0,10,7.0,9.0,7.0,13.0,35.0,37,4.0,2,2,23,43,18,8,8,6,10,9,nan,nan,8,8,32,2019-11-27 18:25:25
Covenham Reservoir,nan,1.0,2.0,2.0,3.0,0.0,1.0,6.0,8.0,0,0.0,0.0,2.0,6.0,0.0,0.0,7,14.0,8,2.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,(0),4,7,0,6,10,6,1,18,Jan,8,8,32,2019-11-27 18:25:25
Crammer Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,8,7,7,Dec,8,8,32,2019-11-27 18:25:25
Earith Gravel Pits,nan,nan,nan,54.0,18.0,9.0,0.0,4.0,4.0,9,8.0,32.0,33.0,27.0,7.0,29.0,9,nan,8,8.0,8.0,11,4.0,5.0,nan,nan,nan,nan,nan,nan,14,11Supplementary visit under the WeBS Core Count SurveyWeBS,12,14Supplementary visit under the WeBS Core Count SurveyWeBS,9,8Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,8,8,32,2019-11-27 18:25:25
East Fenton Farm Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.0,39,41.0,41Supplementary visit under the WeBS Core Count SurveyWeBS,72Supplementary visit under the WeBS Core Count SurveyWeBS,59,100,42,40,26,1,0,6,5,Dec,8,8,32,2019-11-27 18:25:25
Effingham Ponds,11.0,8.0,6.0,8.0,11.0,8.0,2.0,13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,9,15,4,6,10,7,May,8,8,32,2019-11-27 18:25:25
Ewhurst Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4.0,0.0,0.0,0.0,(0),0.0,0,(2),3Supplementary visit under the WeBS Core Count SurveyWeBS,(2),3Supplementary visit under the WeBS Core Count SurveyWeBS,4Supplementary visit under the WeBS Core Count SurveyWeBS,(2),(8),(3),(5),(2),Jan,4,4,32,2019-11-27 18:25:25
Farmoor Reservoirs,8.0,10.0,21.0,6.0,25.0,15.0,4.0,19.0,12.0,18,24.0,5.0,26.0,6.0,4.0,33.0,30,5.0,4,10.0,6.0,32,15.0,10.0,33.0,28.0,26.0,65,8.0,25,nan,nan,nan,nan,23,7,5,2,9,15,Apr,8,8,32,2019-11-27 18:25:25
Felmersham GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,7.0,11.0,5.0,4,9.0,6,8.0,8.0,7,4.0,10.0,7.0,12.0,8.0,12,8.0,9,11,62,15,7,4,6,7,13,9,5,Feb,8,8,32,2019-11-27 18:25:25
Forth and Clyde Canal - M80 to Underwood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,Feb,8,8,32,2019-11-27 18:25:25
Great Meadow Pond,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,5,5.0,5.0,3.0,7.0,6.0,6.0,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,7,3,(4),7,(8),7,8,Oct,8,8,32,2019-11-27 18:25:25
Hartleton Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.0,5.0,5,6.0,6.0,4.0,6.0,6.0,0,nan,5,2,2,4,7,9,11,6,6,7,10,Jul,8,8,32,2019-11-27 18:25:25
Hedgecourt Pond,2.0,2.0,10.0,3.0,10.0,7.0,3.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,7,19,10,8,7Supplementary visit under the WeBS Core Count SurveyWeBS,5,10,Sep,8,8,32,2019-11-27 18:25:25
Kedleston Park Lake,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.0,2.0,4.0,3.0,12.0,2.0,nan,9.0,9,6.0,9.0,15,8.0,8.0,13.0,15.0,13.0,10,nan,nan,nan,nan,nan,18,12,5,9,6,10,12,Oct,8,8,32,2019-11-27 18:25:25
Kettle Brook Lakes,nan,nan,6.0,nan,40.0,9.0,8.0,17.0,7.0,6,8.0,15.0,8.0,16.0,17.0,18.0,14,15.0,14,15.0,17.0,(17),18.0,12.0,28.0,15.0,17.0,25,18.0,13,6,17,19,22,18,14,6,5,6,nan,nan,8,8,32,2019-11-27 18:25:25
Kingsgate Park (Yate),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,7,Jun,8,8,32,2019-11-27 18:25:25
Kirk Dam (Bute),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(2),9.0,1,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2,2.0,2,4,4,14,20,30,13,17,2,6,3,Oct,8,8,32,2019-11-27 18:25:25
LLantarnam Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(8),7,Jan,8,8,32,2019-11-27 18:25:25
Llyn Traffwll,2.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,32.0,2,2,5,3,5,4,2,3,3.0,11.0,6.0,10.0,3.0,11.0,15,11.0,8.0,8,7,8,3,5,17,7,Jul,8,8,33,2019-11-27 18:25:50
Loch An Eilein (Tiree),nan,nan,nan,nan,3.0,5.0,nan,0.0,6.0,3.0,4.0,3.0,0.0,nan,nan,nan,nan,nan,nan,6,(4),7,5,6,6.0,5.0,5.0,3.0,8.0,3.0,2,6.0,2.0,5,6,10,12,3,4,13,Apr,8,8,33,2019-11-27 18:25:50
Loch Monzievaird,nan,nan,nan,0.0,0.0,nan,0.0,0.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,8,4,2,4,4,3,3,2.0,2.0,3.0,3.0,4.0,2.0,8,8.0,2.0,4,9,13,8,6,8,4,Dec,8,8,33,2019-11-27 18:25:50
Loch Mor (Benbecula),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,5.0,4.0,4,4.0,18.0,8,2,10,7,14,3,6,Jan,8,8,33,2019-11-27 18:25:50
Loch Tullybelton,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1unspecified sea-watchnull,5Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,11,nan,nan,nan,8,8,33,2019-11-27 18:25:50
Loch of Brockan,nan,nan,0.0,0.0,2.0,nan,0.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,2.0,2.0,6.0,6.0,1.0,4.0,5,5.0,4.0,2,2,7,5,9,2,17,Dec,8,8,33,2019-11-27 18:25:50
Lopwell Dam,8.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,nan,nan,nan,4.0,nan,nan,3.0,2,2,(2),(3),(2),7,5,nan,8.0,8.0,3.0,7.0,2.0,2.0,2,4.0,2.0,2,2,4,8,15,5,6,Dec,8,8,33,2019-11-27 18:25:50
Lound Waterworks,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,2.0,2.0,4,4,6,7,8,10,7,Sep,8,8,33,2019-11-27 18:25:50
Lydiard Country Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,nan,nan,10,7,8,nan,nan,8,8,33,2019-11-27 18:25:50
Malltraeth Sands,15.0,7.0,nan,nan,nan,0.0,8.0,19.0,5.0,0.0,6.0,0.0,4.0,1.0,11.0,8.0,6,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.0,nan,7,10,2,nan,nan,(9),(12),Apr,8,8,33,2019-11-27 18:25:50
Marlacoo,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,22.0,4.0,13.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,(7),nan,nan,nan,nan,8,8,33,2019-11-27 18:25:50
Meadow Lane Gravel Pits,18.0,16.0,5.0,5.0,10.0,8.0,5.0,48.0,nan,88.0,43.0,57.0,73.0,33.0,55.0,36.0,23,76Supplementary visit under the WeBS Core Count SurveyWeBS,34,56,46Supplementary visit under the WeBS Core Count SurveyWeBS,37Supplementary visit under the WeBS Core Count SurveyWeBS,119,118,44.0,54.0,38.0,59.0,49.0,nan,12Supplementary visit under the WeBS Core Count SurveyWeBS,82.0,11.0,32,nan,nan,nan,nan,nan,8,Mar,8,8,33,2019-11-27 18:25:50
Mill Dam of Rango,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,8,Nov,8,8,33,2019-11-27 18:25:50
Nunnery Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,6.0,2.0,5,2,5,17,18,12,7,21,13.0,7.0,13.0,8.0,17.0,11.0,13,21.0,9.0,12,7,6,8,9,7,10,Sep,8,8,33,2019-11-27 18:25:50
