Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Ennerdale Lake,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,(2),(0),1.0,1,1,2.0,6,2,0.0,0,0.0,0,2,7,3,Oct,2,2,66,2019-11-27 18:39:25
Ewell Court Pond,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,2.0,nan,nan,nan,0.0,0,2,0.0,2,nan,nan,nan,nan,nan,nan,2.0,nan,nan,2,2,Jan,2,2,66,2019-11-27 18:39:25
Fan Lodge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,2.0,2.0,2.0,1.0,2,0.0,2.0,1.0,0,0,0.0,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(2),May,2,2,66,2019-11-27 18:39:25
Far Lough,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,(1),(2),1,(7),Jan,3,3,66,2019-11-27 18:39:25
Farnborough Park,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,7.0,6,2.0,2,2,1,3,Dec,2,2,66,2019-11-27 18:39:25
Felton Butler Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0,0.0,1,2,8.0,14,3.0,3,0,0,3,Jan,2,2,66,2019-11-27 18:39:25
Fen Place Mill Ponds,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,4,4.0,2,2.0,2,nan,nan,nan,nan,2,2,66,2019-11-27 18:39:25
Finstown Ouse,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,2,9,12.0,3,4,3.0,0,0,2.0,0,2.0,2,0,2,2,Mar,2,2,66,2019-11-27 18:39:25
Ford Green Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,nan,2.0,9.0,2.0,5.0,3.0,4.0,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,Mar,2,2,66,2019-11-27 18:39:25
Frenchess Road Pond Redhill,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,2,6.0,2,2,2,0,nan,2,2,66,2019-11-27 18:39:25
Furber's Flood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(1),1,2.0,2,0,2.0,0,3.0,1,2,(0),2,Apr,2,2,66,2019-11-27 18:39:25
Galashiels Sewage Treatment Works,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,6.0,6.0,2.0,0.0,2.0,2.0,(2),2.0,nan,nan,0,0,nan,nan,(0),nan,nan,nan,nan,2,nan,2,nan,nan,1,Sep,2,2,66,2019-11-27 18:39:25
Gartmore Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,4.0,3.0,2.0,0.0,2,4.0,4.0,2.0,2,0,2.0,nan,0,0.0,0,0,2.0,2,3.0,2,3,2,2,Jan,2,2,66,2019-11-27 18:39:25
Gerrans Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,4.0,0.0,2,0,0.0,0,4,4.0,0,2,2.0,18,2.0,5,4,0,0,nan,2,2,66,2019-11-27 18:39:25
Glencorse Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,0.0,1.0,0.0,3,3,0.0,0,0,0.0,0,0,0.0,(0),3.0,0,0,4,nan,nan,2,2,66,2019-11-27 18:39:25
Glendevon Pond,nan,nan,nan,nan,10.0,9.0,7.0,6.0,8.0,10.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,2.0,2.0,(8),nan,10.0,10.0,10,10,8.0,5,7,nan,(2),nan,8.0,4,2.0,nan,nan,nan,nan,nan,2,2,66,2019-11-27 18:39:25
Gleneagles Station Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,2.0,2.0,2.0,1,0.0,0.0,0.0,0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,Dec,2,2,66,2019-11-27 18:39:25
Golden Acre Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3,(0),2.0,2,2.0,1,nan,nan,nan,nan,2,2,66,2019-11-27 18:39:25
Gordon Castle Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,Feb,2,2,66,2019-11-27 18:39:25
Gosford Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,2.0,2,nan,nan,nan,4.0,10,10.0,2.0,3,2,7.0,2,2.0,3.0,(3),3.0,2.0,2,4,2.0,2,3,3.0,2,2,2,2,Apr,2,2,67,2019-11-27 18:39:55
Halleaths Oxbow Lochmaben,nan,nan,nan,0.0,7.0,0.0,7.0,2.0,nan,nan,2.0,3.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,4.0,2,2,2.0,2,2,2,nan,nan,2,2,67,2019-11-27 18:39:55
Hallhills Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,2,nan,2,nan,nan,nan,nan,2,2,67,2019-11-27 18:39:55
Hallington Reservoir,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,nan,7,nan,nan,nan,nan,nan,nan,nan,nan,(0),0.0,1,0.0,2.0,0,2.0,0.0,0,0,3.0,0,1,0.0,1,0,4,3Supplementary visit under the WeBS Core Count SurveyWeBS,Sep,2,2,67,2019-11-27 18:39:55
Ham Lochan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,2.0,2.0,(2),(6),2.0,(4),2,0.0,2,5,3,2,Feb,2,2,67,2019-11-27 18:39:55
Hardwick Park Lakes,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,10.0,8,13.0,10.0,4.0,17.0,6,11.0,7.0,6,9,5.0,10,10.0,10.0,14,12.0,7.0,4,6,5.0,8,7,5.0,3,1,2,1,Jul,2,2,67,2019-11-27 18:39:55
Harrington Harbour,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,2,2.0,2,2,2,2,Feb,2,2,67,2019-11-27 18:39:55
Harrowed Water Meadows,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3,Mar,2,2,67,2019-11-27 18:39:55
Hartshill Water Reclamation Works,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,nan,2.0,nan,nan,nan,nan,nan,2,2,67,2019-11-27 18:39:55
Hartwell Lake,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,2.0,nan,nan,nan,nan,nan,2,2,67,2019-11-27 18:39:55
Haslingden Grane Reservoirs,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,nan,0,4.0,0,6Supplementary roost count under the WeBS Core Count SurveyWeBS,0,0,nan,2,2,67,2019-11-27 18:39:55
Haweswater Reservoir,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,4,0.0,0.0,0,0.0,1.0,0,0,0.0,1,0,0.0,0,7,2,0,nan,2,2,67,2019-11-27 18:39:55
Hellifield,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,2.0,3.0,2,(4),0.0,0,nan,nan,nan,0.0,3.0,10,12,5.0,3,7,0.0,4,2,3,0,nan,2,2,67,2019-11-27 18:39:55
Heron Water Lake (Clwyd),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,0,0,0,7,Apr,2,2,67,2019-11-27 18:39:55
Hersham Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,3,nan,nan,nan,nan,(2),nan,nan,2,2,67,2019-11-27 18:39:55
Higher Hall Flash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,Mar,2,2,67,2019-11-27 18:39:55
Hightae Floods,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,82,4,2.0,2,2,0,nan,nan,2,2,67,2019-11-27 18:39:55
Hillsborough Park Sheffield,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1,1,0.0,0,0,2,6,Jul,2,2,67,2019-11-27 18:39:55
Holland Marshes,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,0.0,2.0,0.0,0.0,0,22.0,nan,nan,nan,nan,3.0,11.0,11,4,6.0,2,3.0,5.0,2,4.0,2.0,2,3,2.0,6,3,2.0,3,2,3,2,Oct,2,2,67,2019-11-27 18:39:55
Hope Carr Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.0,4.0,8,13.0,6.0,16,7,9.0,7,6.0,3.0,9,4.0,5.0,0,5,22.0,2,2,0.0,3,2,2,2,Sep,2,2,67,2019-11-27 18:39:55
Houb of Haggrister,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,2,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,(0),1,2,3,Oct,2,2,67,2019-11-27 18:39:55
Houghton Regis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,5.0,4,2,2.0,0,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,2,nan,nan,2,2,67,2019-11-27 18:39:55
Howietoun Fishery (Hatchery),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,5.0,2,3,2.0,nan,nan,nan,nan,nan,2,2,67,2019-11-27 18:39:55
Howle Pool,4.0,1.0,6.0,2.0,1.0,5.0,5.0,5.0,4.0,2.0,4.0,8.0,2.0,7,4.0,5.0,3.0,2.0,nan,nan,nan,nan,4,7.0,0,2.0,3.0,2,2.0,nan,nan,nan,nan,11,2,4.0,3,0,1,0,nan,2,2,67,2019-11-27 18:39:55
Hule Moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0,0.0,0.0,3,2,1.0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0.0,0,4.0,0.0,0,0,2.0,nan,0,0.0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,8,2,Jan,2,2,67,2019-11-27 18:39:55
Ifield Mill Pond,nan,nan,8.0,nan,nan,nan,nan,0.0,nan,2.0,13.0,20.0,9.0,16Supplementary visit under the WeBS Core Count SurveyWeBS,11.0,6.0,9.0,3.0,10Supplementary visit under the WeBS Core Count SurveyWeBS,3.0,6.0,5,3,5.0,2,2.0,1.0,2,3.0,3.0,11,17Supplementary visit under the WeBS Core Count SurveyWeBS,17.0,9,4Supplementary visit under the WeBS Core Count SurveyWeBS,2.0,3,2,0,3,Jun,2,2,67,2019-11-27 18:39:55
Island of Burray,nan,nan,nan,6.0,4.0,2.0,3.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,5,6.0,9.0,(6),2,7.0,8,2.0,7.0,2,2.0,4.0,2,2,7.0,2,2,5.0,1,2,0,nan,nan,2,2,67,2019-11-27 18:39:55
Kelhead Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,2,2,nan,nan,nan,2,2,67,2019-11-27 18:39:55
Kelsey Park,nan,nan,nan,nan,nan,nan,2.0,2.0,2.0,nan,4.0,nan,nan,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,2,2,Jul,2,2,67,2019-11-27 18:39:55
Kennet and Avon Canal - Whaddon Bridge to Semington Bridge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,2,Jun,2,2,67,2019-11-27 18:39:55
"Keptie Pond, Arbroath",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,Apr,2,2,68,2019-11-27 18:40:18
Kilrea Lough,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,2.0,nan,nan,2,2,68,2019-11-27 18:40:18
Kinellan Scrape,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,4,2,nan,nan,nan,nan,nan,2,2,68,2019-11-27 18:40:18
Kings Quay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,2,2.0,1,Feb,2,2,68,2019-11-27 18:40:18
Kinmount Lakes,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,3,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,2,2,nan,nan,nan,2,2,68,2019-11-27 18:40:18
Kirkcudbright Bay and Dee Estuary,6.0,20.0,nan,nan,9.0,0.0,0.0,0.0,nan,nan,0.0,3.0,2.0,2.0,3.0,3,3,1,2.0,(2),0,3,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0,1.0,0,0,4,0,nan,nan,nan,nan,2,2,68,2019-11-27 18:40:18
Lackford Green Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,Sep,2,2,68,2019-11-27 18:40:18
Lakeside (Amblecote),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan,2,2,68,2019-11-27 18:40:18
Lakeside Lodge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,1.0,1,2,3,2.0,(5),7,(4),6.0,10.0,12.0,4.0,7.0,8.0,3.0,4.0,3,3,2.0,2,3,3,2,2,nan,nan,nan,2,2,68,2019-11-27 18:40:18
Lalique Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,2,2,0.0,2,Apr,2,2,68,2019-11-27 18:40:18
Leathes Ham,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,6.0,2,7,2,2,2,nan,nan,nan,2,2,68,2019-11-27 18:40:18
Little Kelk Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,(0),nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,2,0,0.0,2,0,2,2,2,nan,2,Jan,2,2,68,2019-11-27 18:40:18
Llandegfedd Reservoir,2.0,1.0,6.0,13.0,2.0,3.0,3.0,6.0,2.0,5.0,10.0,0.0,2.0,nan,nan,nan,nan,nan,0.0,2,2,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,(2),3Supplementary visit under the WeBS Core Count SurveyWeBS,3,2,0.0,0,nan,2,2,68,2019-11-27 18:40:18
Llyn Hir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,5.0,nan,nan,2,2,68,2019-11-27 18:40:18
Llyn Tegid,0.0,1.0,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,5,0.0,nan,0,nan,nan,0.0,2.0,0.0,0.0,0.0,0.0,0.0,(0),0,0.0,1,3,4,1,0,4.0,2,Nov,2,2,68,2019-11-27 18:40:18
Loch Ard,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0,0,0.0,0.0,1.0,2.0,nan,0.0,2.0,0.0,2,2,2.0,2,0,0,2,2,2.0,2,Nov,2,2,68,2019-11-27 18:40:18
Loch Ardinning,nan,nan,nan,nan,0.0,8.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,10,2,0.0,2,2,2,5.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,3,(5),3.0,6,2,2,0,nan,nan,4,Mar,2,2,68,2019-11-27 18:40:18
Loch Arthur (Lotus),nan,nan,6.0,4.0,10.0,4.0,0.0,4.0,nan,2.0,nan,0.0,0.0,0.0,nan,0,2,0,2.0,2,3,1,nan,nan,2.0,0.0,1.0,0.0,nan,nan,2,2,2.0,2,2,nan,(2),2,nan,nan,nan,2,2,68,2019-11-27 18:40:18
Loch Bailfinlay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,3.0,2,2,2.0,(0),2,5,1,1,2.0,nan,nan,2,2,68,2019-11-27 18:40:18
Loch Clunie,0.0,3.0,4.0,1.0,2.0,3.0,4.0,0.0,3.0,5.0,2.0,3.0,9.0,3.0,3.0,4,9,9,3.0,7,6,4,4.0,8.0,10.0,7.0,10.0,8.0,3.0,5.0,7,11,nan,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,2,nan,nan,nan,nan,nan,2,2,68,2019-11-27 18:40:18
Loch Creran,nan,nan,nan,1.0,nan,2.0,10.0,2.0,0.0,0.0,nan,6.0,3.0,2.0,5.0,2,nan,nan,nan,(2),2,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,5,6.0,3,3,2,2,2,2.0,2,Feb,2,2,68,2019-11-27 18:40:18
Loch Doine,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,2,1.0,2,0,0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3,2,1.0,5,2,1,1,0,2.0,6,Mar,2,2,68,2019-11-27 18:40:18
Loch Gilp to Inverneill Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.0,2,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,Nov,2,2,68,2019-11-27 18:40:18
Loch Gruinart,nan,nan,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,7.0,7.0,3.0,0,2,1,0.0,5,2,0,0.0,nan,1.0,0.0,0.0,0.0,0.0,2.0,0,2,7.0,2,1,0,2,3,3.0,3,Apr,2,2,68,2019-11-27 18:40:18
Loch Linnhe - Camas Shallachain,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,0.0,nan,5.0,2.0,0.0,(2),(4),3,1.0,2,2,2,nan,0.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,2,2,68,2019-11-27 18:40:18
Loch Mahaick,0.0,2.0,0.0,0.0,nan,2.0,4.0,nan,2.0,nan,0.0,0.0,nan,nan,nan,nan,(2),3,4.0,2,4,2,4.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3,4,2.0,0,8,5,2,2,2.0,1,Oct,2,2,68,2019-11-27 18:40:18
Loch Quien (Bute),nan,nan,nan,nan,nan,nan,nan,6.0,nan,nan,nan,0.0,0.0,5.0,2.0,2,5,1,3.0,1,2,(2),3.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2,2,4.0,2,4Supplementary visit under the WeBS Core Count SurveyWeBS,1,2,2,2.0,2,Nov,2,2,68,2019-11-27 18:40:18
Loch Rusky,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,2,1.0,0,3,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0.0,2,2,3,2,2,4.0,0,nan,2,2,68,2019-11-27 18:40:18
Loch Thom and Compensation Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0,4.0,0,1,1,(0),2,1.0,(2),Sep,2,2,68,2019-11-27 18:40:18
Loch of Craiglush,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,nan,4.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,0,2,6.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2,2,2.0,3,17,2,2,(3),2.0,2,Dec,2,2,68,2019-11-27 18:40:18
Loch of Freester,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,6,2,2,2,4,0,2.0,0,nan,2,2,69,2019-11-27 18:40:42
Loch of Kirbister,nan,nan,nan,7.0,0.0,6.0,8.0,6.0,4.0,nan,nan,nan,9.0,6.0,0.0,1.0,1.0,2.0,4.0,8,6,(2),4.0,10.0,0.0,1.0,2.0,(2),15,3.0,2,0,3,2,0,4,3,0,0.0,1,Oct,2,2,69,2019-11-27 18:40:42
Lochaline Bay - Morvern,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,4.0,4.0,2.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,4.0,3,Nov,2,2,69,2019-11-27 18:40:42
Lochhouses Reservoir (Lochhouse Pond),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,22.0,2.0,1.0,7.0,14.0,2,23,2,4.0,2.0,6.0,6.0,nan,nan,nan,nan,nan,nan,2,1,0,3,1,2,0.0,nan,nan,2,2,69,2019-11-27 18:40:42
Lochmill Loch,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2.0,9.0,2.0,2.0,1.0,1,1,nan,nan,nan,nan,0,0,0,nan,2,3.0,4,Jul,2,2,69,2019-11-27 18:40:42
Lockington Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(2),nan,nan,nan,2,2,69,2019-11-27 18:40:42
