Site,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,RoughTimeAccessed
Alt Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[66, 1, 'Aug', 0, None, None]","[30, 1, 'Apr', 0, None, None]","[47, 1, 'Aug', 0, None, None]","[249, 1, 'Aug', 0, None, None]","[23, 1, 'Sep', 0, None, None]","[44, 1, 'Sep', 0, None, None]","[47, 1, 'Aug', 0, None, None]","[19, 1, 'Sep', 0, None, None]","[41, 1, 'Aug', 0, None, None]","[178, 1, 'Aug', 0, None, None]","[219, 1, 'Aug', 0, None, None]","[116, 1, 'Aug', 0, None, None]","[207, 1, 'Jul', 0, None, None]","[348, 1, 'Aug', 0, None, None]","[112, 1, 'Aug', 0, None, None]","[293, 1, 'Apr', 0, None, None]","[210, 1, 'Aug', 0, None, None]","[144, 1, 'Aug', 0, None, None]","[225, 1, 'Aug', 0, None, None]","[257, 1, 'Aug', 0, None, None]","[165, 1, 'Aug', 0, None, None]","[202, 1, 'Aug', 0, None, None]","[1229, 1, 'Jul', 0, None, None]","[692, 1, 'Aug', 0, None, None]",2020-01-19 18:16:48
Lavan Sands,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[3, 2, 'Sep', 0, None, None]","[147, 1, 'Sep', 0, None, None]","[7, 2, 'Sep', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[170, 1, 'Aug', 0, None, None]","[250, 1, 'Aug', 0, None, None]","[235, 1, 'Aug', 0, None, None]","[28, 1, 'Aug', 0, None, None]","[247, 1, 'Aug', 0, None, None]","[28, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[45, 1, 'Sep', 0, None, None]","[259, 1, 'Aug', 0, None, None]","[92, 1, 'Aug', 0, None, None]","[670, 1, 'Jul', 0, None, None]","[199, 1, 'Aug', 0, None, None]","[310, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[616, 1, 'Aug', 0, None, None]","[368, 2, 'Sep', 0, None, None]",2020-01-19 18:16:48
Pegwell Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[39, 1, 'Apr', 0, None, None]","[31, 1, 'Jun', 0, None, None]","[140, 1, 'Aug', 0, None, None]","[45, 1, 'Sep', 0, None, None]","[750, 1, 'Aug', 0, None, None]","[432, 1, 'Jul', 0, None, None]","[320, 1, 'Jul', 0, None, None]","[660, 1, 'Jul', 0, None, None]","[360, 1, 'Aug', 0, None, None]","[930, 2, 'Jul', 0, None, None]","[680, 2, 'Jul', 0, None, None]","[824, 1, 'Jul', 0, None, None]","[650, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[520, 1, 'Jul', 0, None, None]","[1060, 1, 'Jul', 0, None, None]","[1050, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[658, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[1410, 1, 'Jul', 0, None, None]","[800, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[857, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[231, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,"[194, 1, 'Jul', 0, None, None]",2020-01-19 18:16:48
Solway Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[22, 1, 'Jun', 0, None, None]","[43, 1, 'Aug', 0, None, None]","[16, 1, 'May', 0, None, None]","[124, 1, 'Aug', 0, None, None]","[159, 1, 'Aug', 0, None, None]","[137, 2, 'Sep', 0, None, None]","[40, 1, 'Sep', 0, None, None]","[78, 1, 'Aug', 0, None, None]","[220, 1, 'Sep', 0, None, None]","[206, 2, 'Aug', 0, None, None]","[460, 1, 'Aug', 0, None, None]","[282, 1, 'Jul', 0, None, None]","[44, 1, 'May', 0, None, None]","[213, 1, 'Aug', 0, None, None]","[162, 1, 'Aug', 0, None, None]","[222, 1, 'Aug', 0, None, None]","[211, 1, 'Jul', 0, None, None]","[88, 1, 'Sep', 0, None, None]","[423, 1, 'Aug', 0, None, None]","[284, 1, 'Jul', 0, None, None]","[821, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[170, 1, 'Sep', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[495, 1, 'Aug', 0, None, None]","[153, 1, 'Jul', 0, None, None]","[325, 1, 'Aug', 0, None, None]",2020-01-19 18:16:48
St Bees Head to Mawbray,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[12, 1, 'Apr', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[19, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[15, 2, 'Sep', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[88, 2, 'Aug', 0, None, None]","[6, 2, 'May', 0, None, None]","[204, 2, 'Aug', 0, None, None]","[142, 1, 'Sep', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[80, 1, 'Aug', 0, None, None]","[2, 1, 'May', 0, None, None]","[124, 1, 'Sep', 0, None, None]","[112, 1, 'Aug', 0, None, None]","[443, 1, 'Aug', 0, None, None]","[479, 1, 'Sep', 0, None, None]","[152, 1, 'May', 0, None, None]","[282, 1, 'Aug', 0, None, None]","[356, 1, 'Jul', 0, None, None]",2020-01-19 18:16:48
Tay Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[60, 1, 'Aug', 0, None, None]","[361, 1, 'Aug', 0, None, None]","[401, 1, 'Aug', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[225, 1, 'Aug', 0, None, None]","[300, 1, 'Aug', 0, None, None]","[132, 1, 'Sep', 0, None, None]","[167, 1, 'Aug', 0, None, None]","[461, 1, 'Sep', 0, None, None]","[310, 1, 'Aug', 0, None, None]","[96, 1, 'Aug', 0, None, None]","[126, 1, 'May', 0, None, None]","[377, 2, 'Aug', 0, None, None]","[545, 1, 'Aug', 0, None, None]","[373, 1, 'Aug', 0, None, None]","[648, 1, 'Aug', 0, None, None]","[452, 1, 'Aug', 0, None, None]","[198, 1, 'Jul', 0, None, None]","[369, 1, 'Sep', 0, None, None]","[219, 1, 'Sep', 0, None, None]","[246, 1, 'Aug', 0, None, None]","[520, 1, 'Aug', 0, None, None]","[237, 1, 'Jul', 0, None, None]","[460, 1, 'Jul', 0, None, None]",2020-01-19 18:16:48
Tees Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2452, 1, 'Aug', 0, None, None]","[3774, 1, 'Aug', 0, None, None]","[489, 1, 'Aug', 0, None, None]","[227, 1, 'Jul', 0, None, None]","[1386, 1, 'Aug', 0, None, None]","[1238, 1, 'Aug', 0, None, None]","[897, 1, 'Jul', 0, None, None]","[35, 1, 'Sep', 0, None, None]","[974, 1, 'Jul', 0, None, None]","[2601, 1, 'Aug', 0, None, None]","[333, 2, 'Jul', 0, None, None]","[221, 1, 'Jun', 0, None, None]","[490, 2, 'Jul', 0, None, None]","[438, 1, 'Aug', 0, None, None]","[108, 2, 'Jun', 0, None, None]","[249, 1, 'Aug', 0, None, None]","[191, 2, 'Aug', 0, None, None]","[107, 2, 'Jul', 0, None, None]","[44, 1, 'Sep', 0, None, None]","[105, 2, 'Jul', 0, None, None]","[140, 1, 'Aug', 0, None, None]","[204, 1, 'Jul', 0, None, None]","[235, 1, 'Aug', 0, None, None]","[662, 2, 'Jul', 0, None, None]",2020-01-19 18:16:48
Ribble Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[22, 1, 'Aug', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[19, 1, 'Aug', 0, None, None]","[10, 2, 'Sep', 0, None, None]","[21, 2, 'Aug', 0, None, None]","[34, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[56, 2, 'Aug', 0, None, None]","[42, 2, 'Jul', 0, None, None]","[14, 2, 'Aug', 0, None, None]","[32, 2, 'Aug', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[256, 1, 'Aug', 0, None, None]","[148, 1, 'Aug', 0, None, None]","[220, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[351, 2, 'Aug', 0, None, None]","[144, 1, 'Aug', 0, None, None]","[409, 1, 'Jul', 0, None, None]","[255, 1, 'Aug', 0, None, None]","[274, 1, 'Aug', 0, None, None]","[231, 1, 'Aug', 0, None, None]","[143, 1, 'Jul', 0, None, None]","[396, 2, 'Jul', 0, None, None]",2020-01-19 18:16:48
Dungeness and Rye Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[3, 2, 'Apr', 0, None, None]","[87, 2, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[10, 1, 'Jun', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[2, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[85, 1, 'Aug', 0, None, None]","[232, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[50, 1, 'Sep', 0, None, None]","[20, 1, 'Aug', 0, None, None]","[142, 1, 'Aug', 0, None, None]","[35, 1, 'Sep', 0, None, None]","[221, 1, 'Aug', 0, None, None]","[250, 1, 'Sep', 0, None, None]","[100, 1, 'Apr', 0, None, None]","[185, 1, 'Sep', 0, None, None]","[100, 1, 'Sep', 0, None, None]","[543, 1, 'Sep', 0, None, None]","[200, 1, 'Sep', 0, None, None]",2020-01-19 18:16:48
Tweed Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[120, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[20, 2, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[55, 1, 'Aug', 0, None, None]","[24, 1, 'Apr', 0, None, None]","[10, 1, 'Jun', 0, None, None]","[46, 1, 'Jul', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[26, 1, 'May', 0, None, None]","[52, 1, 'Jul', 0, None, None]","[114, 1, 'May', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[18, 1, 'Aug', 0, None, None]","[42, 1, 'Aug', 0, None, None]","[94, 1, 'Jul', 0, None, None]","[780, 1, 'Jul', 0, None, None]","[74, 1, 'Jul', 0, None, None]","[58, 1, 'Sep', 0, None, None]","[82, 1, 'Jul', 0, None, None]",2020-01-19 18:16:48
Drigg Point to St Bees Head,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[3, 1, 'Apr', 0, None, None]","[9, 1, 'Aug', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[24, 1, 'Jul', 0, None, None]","[165, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[450, 1, 'Sep', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[75, 1, 'Jul', 0, None, None]","[357, 1, 'Aug', 0, None, None]","[5, 1, 'Apr', 0, None, None]",2020-01-19 18:16:48
Don Mouth to Ythan Mouth,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[21, 1, 'Aug', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[212, 1, 'Jul', 0, None, None]","[88, 1, 'Aug', 0, None, None]","[72, 1, 'Aug', 0, None, None]","[434, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[30, 1, 'Sep', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[158, 1, 'Jul', 0, None, None]","[254, 2, 'Sep', 0, None, None]","[58, 1, 'Aug', 0, None, None]","[298, 1, 'Aug', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[96, 1, 'Sep', 0, None, None]","[86, 1, 'Aug', 0, None, None]","[106, 1, 'Jun', 0, None, None]","[165, 1, 'Jul', 0, None, None]","[85, 1, 'Jun', 0, None, None]","[100, 1, 'Jul', 0, None, None]","[30, 1, 'Aug', 0, None, None]","[386, 1, 'Jul', 0, None, None]","[422, 1, 'Jul', 0, None, None]",2020-01-19 18:16:48
Lindisfarne,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[690, 2, 'Sep', 0, None, None]","[224, 2, 'Jun', 0, None, None]","[316, 1, 'May', 0, None, None]","[160, 2, 'Jul', 0, None, None]","[355, 2, 'Aug', 0, None, None]","[350, 1, 'Aug', 0, None, None]","[260, 2, 'May', 0, None, None]","[100, 1, 'Sep', 0, None, None]",nan,"[4, 1, 'Jun', 0, None, None]","[80, 1, 'May', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[300, 1, 'May', 0, None, None]","[30, 2, 'Sep', 0, None, None]","[126, 1, 'Jun', 0, None, None]","[140, 2, 'Apr', 0, None, None]","[105, 1, 'Jun', 0, None, None]","[167, 1, 'Jul', 0, None, None]","[88, 2, 'May', 0, None, None]","[201, 2, 'Jul', 0, None, None]","[174, 2, 'Jul', 0, None, None]","[88, 2, 'Jul', 0, None, None]","[79, 2, 'Jul', 0, None, None]","[56, 2, 'May', 0, None, None]",2020-01-19 18:16:48
Belfast Lough,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[101, 1, 'Sep', 0, None, None]","[157, 2, 'Sep', 0, None, None]","[244, 1, 'Sep', 0, None, None]","[154, 1, 'Sep', 0, None, None]","[194, 1, 'Sep', 0, None, None]","[239, 1, 'Sep', 0, None, None]","[195, 1, 'Sep', 0, None, None]","[409, 1, 'Sep', 0, None, None]","[357, 1, 'Sep', 0, None, None]","[136, 1, 'Sep', 0, None, None]","[99, 1, 'Sep', 0, None, None]","[255, 1, 'Sep', 0, None, None]","[92, 1, 'Sep', 0, None, None]","[158, 1, 'Sep', 0, None, None]","[240, 1, 'Sep', 0, None, None]","[101, 1, 'Sep', 0, None, None]",nan,"[34, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[170, 1, 'Sep', 0, None, None]","[191, 1, 'Sep', 0, None, None]","[227, 1, 'Sep', 0, None, None]","[184, 1, 'Sep', 0, None, None]","[97, 1, 'Sep', 0, None, None]","[134, 1, 'Sep', 0, None, None]",2020-01-19 18:16:48
Exe Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[265, 1, 'Aug', 0, None, None]","[255, 1, 'Aug', 0, None, None]","[134, 1, 'Apr', 0, None, None]","[226, 1, 'Jul', 0, None, None]","[286, 1, 'Aug', 0, None, None]","[112, 1, 'Aug', 0, None, None]","[194, 1, 'Jul', 0, None, None]","[116, 1, 'Aug', 0, None, None]","[81, 1, 'May', 0, None, None]","[110, 1, 'Jul', 0, None, None]","[237, 1, 'Jul', 0, None, None]","[95, 1, 'Jul', 0, None, None]","[155, 1, 'Jul', 0, None, None]","[285, 1, 'Jul', 0, None, None]","[165, 1, 'Aug', 0, None, None]","[164, 1, 'Jul', 0, None, None]","[200, 1, 'Jul', 0, None, None]","[164, 1, 'Jul', 0, None, None]","[188, 1, 'Jul', 0, None, None]","[219, 1, 'Aug', 0, None, None]","[103, 1, 'Jul', 0, None, None]","[234, 1, 'Aug', 0, None, None]","[174, 1, 'Aug', 0, None, None]","[37, 1, 'Aug', 0, None, None]",2020-01-19 18:16:48
Solway Estuary (English counties),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[0, 1, 'Sep', 0, None, None]","[0, 2, '', 0, None, None]","[8, 1, 'Aug', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[22, 1, 'Sep', 0, None, None]","[34, 2, 'Aug', 0, None, None]","[243, 1, 'Jul', 0, None, None]","[200, 1, 'Jul', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[59, 1, 'Aug', 0, None, None]","[42, 1, 'Aug', 0, None, None]","[70, 1, 'Jul', 0, None, None]","[210, 1, 'Jul', 0, None, None]","[15, 1, 'Jul', 0, None, None]","[173, 1, 'Aug', 0, None, None]","[22, 1, 'Aug', 0, None, None]","[38, 1, 'May', 0, None, None]","[26, 2, 'Aug', 0, None, None]","[288, 1, 'Aug', 0, None, None]","[80, 1, 'Aug', 0, None, None]","[292, 1, 'Aug', 0, None, None]",2020-01-19 18:16:48
Foryd Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[390, 1, 'Apr', 0, None, None]","[62, 1, 'Jul', 0, None, None]","[166, 1, 'Apr', 0, None, None]","[165, 1, 'Aug', 0, None, None]","[80, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[140, 1, 'Sep', 0, None, None]","[140, 1, 'Apr', 0, None, None]","[52, 1, 'Jun', 0, None, None]","[150, 1, 'May', 0, None, None]","[51, 1, 'May', 0, None, None]","[93, 1, 'Sep', 0, None, None]","[88, 1, 'Aug', 0, None, None]","[82, 1, 'May', 0, None, None]","[110, 1, 'Aug', 0, None, None]","[60, 1, 'Sep', 0, None, None]","[56, 1, 'May', 0, None, None]","[190, 1, 'Apr', 0, None, None]","[70, 1, 'Apr', 0, None, None]","[130, 1, 'Apr', 0, None, None]","[80, 1, 'Jul', 0, None, None]","[240, 1, 'May', 0, None, None]",2020-01-19 18:16:48
Solway Estuary (Scottish counties),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[22, 1, 'Jun', 0, None, None]","[43, 1, 'Aug', 0, None, None]","[16, 1, 'May', 0, None, None]","[124, 1, 'Aug', 0, None, None]","[159, 1, 'Aug', 0, None, None]","[137, 2, 'Sep', 0, None, None]","[38, 1, 'Sep', 0, None, None]","[78, 1, 'Aug', 0, None, None]","[198, 1, 'Sep', 0, None, None]","[172, 1, 'Aug', 0, None, None]","[458, 1, 'Aug', 0, None, None]","[82, 1, 'Jul', 0, None, None]","[44, 1, 'May', 0, None, None]","[154, 1, 'Aug', 0, None, None]","[120, 1, 'Aug', 0, None, None]","[220, 1, 'Aug', 0, None, None]","[64, 1, 'May', 0, None, None]","[88, 1, 'Sep', 0, None, None]","[250, 1, 'Aug', 0, None, None]","[277, 1, 'Jul', 0, None, None]","[307, 1, 'Jul', 0, None, None]","[53, 1, 'Aug', 0, None, None]","[207, 1, 'Aug', 0, None, None]","[82, 1, 'Jul', 0, None, None]","[62, 1, 'Jul', 0, None, None]",2020-01-19 18:16:48
Clwyd Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[72, 1, 'Aug', 0, None, None]","[22, 2, 'Apr', 0, None, None]","[85, 2, 'Aug', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]",nan,"[0, 2, '', 0, None, None]",nan,nan,"[3, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[350, 1, 'Aug', 0, None, None]","[80, 1, 'Jul', 0, None, None]","[200, 1, 'Aug', 0, None, None]",2020-01-19 18:16:48
Eden Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[29, 2, 'Sep', 0, None, None]","[99, 1, 'Jul', 0, None, None]","[380, 2, 'Aug', 0, None, None]","[203, 2, 'Aug', 0, None, None]","[140, 1, 'Sep', 0, None, None]","[130, 1, 'Aug', 0, None, None]","[90, 1, 'Jul', 0, None, None]","[33, 2, 'Jul', 0, None, None]","[124, 1, 'Aug', 0, None, None]","[112, 1, 'Sep', 0, None, None]","[139, 1, 'Sep', 0, None, None]","[33, 1, 'Apr', 0, None, None]","[766, 1, 'Aug', 0, None, None]","[460, 1, 'Sep', 0, None, None]","[90, 1, 'Jul', 0, None, None]","[53, 1, 'Sep', 0, None, None]","[55, 2, 'Jul', 0, None, None]","[210, 1, 'Aug', 0, None, None]","[248, 1, 'Sep', 0, None, None]","[163, 1, 'Aug', 0, None, None]","[225, 1, 'Jul', 0, None, None]","[77, 1, 'Sep', 0, None, None]","[35, 1, 'Jun', 0, None, None]","[117, 1, 'Aug', 0, None, None]",2020-01-19 18:16:48
Breydon Water and Berney Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,"[117, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,nan,2020-01-19 18:16:48
