Site,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,RoughTimeAccessed
Tyne Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[3, 2, 'May', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[102, 1, 'Aug', 0, None, None]","[31, 1, 'May', 0, None, None]","[255, 1, 'Jul', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[215, 1, 'Jul', 0, None, None]","[28, 1, 'Jun', 0, None, None]","[31, 1, 'Aug', 0, None, None]","[17, 1, 'Jul', 0, None, None]","[47, 1, 'May', 0, None, None]","[47, 1, 'Aug', 0, None, None]","[32, 1, 'May', 0, None, None]","[25, 1, 'Jun', 0, None, None]","[27, 1, 'May', 0, None, None]","[8, 1, 'Apr', 0, None, None]","[19, 1, 'Jun', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[28, 1, 'Jul', 0, None, None]","[20, 1, 'Aug', 0, None, None]","[110, 1, 'Jul', 0, None, None]","[14, 1, 'Jun', 0, None, None]",2020-01-19 18:16:48
Bann Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[28, 1, 'Jul', 0, None, None]","[50, 1, 'Aug', 0, None, None]","[17, 1, 'Jul', 0, None, None]","[26, 1, 'Jul', 0, None, None]","[72, 1, 'Jul', 0, None, None]","[22, 1, 'Apr', 0, None, None]","[50, 1, 'Jul', 0, None, None]","[81, 1, 'May', 0, None, None]","[270, 1, 'Aug', 0, None, None]","[118, 1, 'May', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[47, 1, 'Aug', 0, None, None]","[34, 1, 'Aug', 0, None, None]","[41, 1, 'Aug', 0, None, None]","[32, 1, 'Jul', 0, None, None]","[150, 1, 'Aug', 0, None, None]","[44, 1, 'Jul', 0, None, None]","[44, 1, 'Jun', 0, None, None]","[28, 1, 'Jul', 0, None, None]","[145, 1, 'Aug', 0, None, None]","[29, 1, 'Jun', 0, None, None]","[37, 1, 'Sep', 0, None, None]","[26, 1, 'Aug', 0, None, None]","[58, 1, 'Jul', 0, None, None]","[21, 1, 'Jul', 0, None, None]",2020-01-19 18:16:48
Durham Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[358, 1, 'Aug', 0, None, None]","[151, 2, 'Jul', 0, None, None]","[93, 1, 'Jun', 0, None, None]","[30, 2, 'Jul', 0, None, None]","[99, 1, 'Sep', 0, None, None]","[30, 2, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[24, 1, 'Aug', 0, None, None]",nan,"[0, 2, '', 0, None, None]","[68, 2, 'Jun', 0, None, None]","[86, 2, 'Jun', 0, None, None]","[33, 1, 'May', 0, None, None]",nan,"[16, 2, 'May', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[22, 1, 'Jul', 0, None, None]","[30, 1, 'Jun', 0, None, None]","[27, 1, 'Jun', 0, None, None]","[35, 1, 'Aug', 0, None, None]","[9, 1, 'May', 0, None, None]","[38, 1, 'Aug', 0, None, None]","[63, 1, 'Jul', 0, None, None]",2020-01-19 18:16:48
Foreland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[19, 1, 'Sep', 0, None, None]","[35, 1, 'Sep', 0, None, None]",nan,nan,nan,nan,"[5, 1, 'Sep', 0, None, None]","[12, 1, 'Sep', 0, None, None]",nan,nan,"[16, 1, 'Apr', 0, None, None]",nan,nan,nan,nan,nan,"[20, 1, 'Sep', 0, None, None]","[10, 1, 'Sep', 0, None, None]",nan,nan,"[12, 1, 'Sep', 0, None, None]","[21, 1, 'Sep', 0, None, None]","[25, 1, 'Aug', 0, None, None]","[68, 1, 'Sep', 0, None, None]",2020-01-19 18:16:48
Loch Ryan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[8, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[250, 1, 'Jul', 0, None, None]",nan,"[200, 1, 'Jul', 0, None, None]",nan,"[60, 2, 'Jul', 0, None, None]","[60, 1, 'Aug', 0, None, None]",nan,"[107, 1, 'Aug', 0, None, None]","[80, 2, 'Sep', 0, None, None]",nan,nan,"[200, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,"[34, 1, 'Sep', 0, None, None]",nan,"[80, 1, 'Sep', 0, None, None]",nan,"[4, 1, 'Apr', 0, None, None]","[11, 1, 'Apr', 0, None, None]",nan,2020-01-19 18:16:48
Poole Harbour,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[13, 1, 'Sep', 0, None, None]","[45, 1, 'Sep', 0, None, None]","[104, 1, 'Aug', 0, None, None]","[44, 2, 'Aug', 0, None, None]","[67, 1, 'Aug', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[29, 1, 'Sep', 0, None, None]","[24, 1, 'Sep', 0, None, None]",nan,"[7, 2, 'Sep', 0, None, None]","[33, 1, 'Sep', 0, None, None]","[14, 1, 'Sep', 0, None, None]","[98, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[24, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[40, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[62, 1, 'Sep', 0, None, None]","[92, 1, 'Sep', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[26, 1, 'Sep', 0, None, None]","[21, 1, 'Sep', 0, None, None]",2020-01-19 18:16:48
Ythan to Collieston,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[30, 2, 'Jul', 0, None, None]",nan,2020-01-19 18:16:48
Chichester Harbour,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[10, 2, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[32, 1, 'Sep', 0, None, None]","[14, 1, 'Sep', 0, None, None]","[48, 2, 'May', 0, None, None]","[6, 2, 'Sep', 0, None, None]","[18, 1, 'Sep', 0, None, None]","[16, 1, 'Jul', 0, None, None]","[23, 1, 'Sep', 0, None, None]","[32, 2, 'Jul', 0, None, None]","[45, 1, 'Sep', 0, None, None]","[22, 1, 'Sep', 0, None, None]","[16, 1, 'Sep', 0, None, None]","[49, 1, 'Sep', 0, None, None]","[22, 1, 'Aug', 0, None, None]","[40, 1, 'Jun', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[102, 1, 'Aug', 0, None, None]","[13, 1, 'Aug', 0, None, None]","[75, 1, 'Jun', 0, None, None]","[23, 1, 'Apr', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[28, 1, 'Sep', 0, None, None]",2020-01-19 18:16:48
Montrose to St Cyrus,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[6, 1, 'Sep', 0, None, None]","[52, 1, 'Jul', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[74, 1, 'Jul', 0, None, None]","[4, 1, 'Jun', 0, None, None]",nan,nan,2020-01-19 18:16:48
Alnmouth,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[192, 1, 'Sep', 0, None, None]","[45, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[40, 1, 'Sep', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[20, 1, 'Jul', 0, None, None]","[20, 1, 'Jul', 0, None, None]","[102, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[36, 1, 'Sep', 0, None, None]","[14, 1, 'Jul', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[66, 1, 'Jun', 0, None, None]","[14, 1, 'May', 0, None, None]","[36, 1, 'Jun', 0, None, None]",2020-01-19 18:16:48
Burry Inlet,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Sep', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[20, 1, 'Sep', 0, None, None]","[42, 2, 'Aug', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[48, 1, 'Sep', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[191, 1, 'Aug', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[19, 1, 'Jul', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[36, 1, 'Aug', 0, None, None]","[58, 1, 'Aug', 0, None, None]","[93, 1, 'Aug', 0, None, None]","[93, 1, 'Sep', 0, None, None]","[35, 1, 'Sep', 0, None, None]","[23, 1, 'Aug', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[58, 1, 'Sep', 0, None, None]","[15, 1, 'Jul', 0, None, None]",2020-01-19 18:16:48
Carlingford Lough,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[116, 1, 'Apr', 0, None, None]","[43, 1, 'Sep', 0, None, None]",nan,"[121, 1, 'Apr', 0, None, None]",nan,nan,"[12, 1, 'Sep', 0, None, None]","[66, 1, 'Apr', 0, None, None]",nan,nan,"[11, 1, 'Sep', 0, None, None]","[7, 1, 'Apr', 0, None, None]","[90, 1, 'Sep', 0, None, None]","[14, 1, 'Apr', 0, None, None]",nan,nan,nan,"[39, 1, 'Apr', 0, None, None]",2020-01-19 18:16:48
Workington Harbour,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[9, 1, 'Sep', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[18, 1, 'May', 0, None, None]","[25, 1, 'May', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[49, 1, 'Jul', 0, None, None]",nan,2020-01-19 18:16:48
Hunterston to Fairlie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,nan,nan,nan,"[15, 2, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[68, 1, 'Jul', 0, None, None]","[24, 1, 'May', 0, None, None]","[7, 1, 'Apr', 0, None, None]",2020-01-19 18:16:48
Strangford Lough,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[26, 1, 'Sep', 0, None, None]",nan,"[38, 1, 'Sep', 0, None, None]","[35, 1, 'Sep', 0, None, None]",nan,"[67, 1, 'Sep', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[72, 1, 'Sep', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[17, 1, 'Sep', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']",nan,nan,"[26, 1, 'Sep', 0, None, None]",nan,"[42, 1, 'Sep', 0, None, None]",nan,"[7, 1, 'Sep', 0, None, None]","[25, 1, 'Sep', 0, None, None]",2020-01-19 18:16:48
Teign Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[4, 1, 'Apr', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[24, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[12, 1, 'Jun', 0, None, None]","[17, 1, 'Jul', 0, None, None]","[48, 1, 'Sep', 0, None, None]","[7, 1, 'Apr', 0, None, None]","[30, 1, 'Sep', 0, None, None]","[30, 2, 'Aug', 0, None, None]","[6, 1, 'Apr', 0, None, None]",2020-01-19 18:16:48
Traeth Crugan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[46, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,2020-01-19 18:16:48
Brighton Marina,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[18, 1, 'Apr', 0, None, None]","[21, 1, 'Apr', 0, None, None]","[26, 1, 'May', 0, None, None]",2020-01-19 18:16:48
Millom to Eskmeals Point,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[32, 1, 'Aug', 0, None, None]","[55, 1, 'Aug', 0, None, None]","[2, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]",nan,2020-01-19 18:16:48
Tamar Complex,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[14, 1, 'Aug', 0, None, None]","[26, 2, 'Aug', 0, None, None]","[17, 1, 'Aug', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[18, 1, 'Jul', 0, None, None]","[32, 2, 'Aug', 0, None, None]","[18, 2, 'Aug', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[18, 1, 'Sep', 0, None, None]","[27, 1, 'Aug', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[18, 1, 'Aug', 0, None, None]","[20, 1, 'Aug', 0, None, None]","[15, 1, 'Jul', 0, None, None]","[15, 1, 'Aug', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[34, 1, 'Sep', 0, None, None]","[27, 1, 'Aug', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[28, 1, 'Sep', 0, None, None]",2020-01-19 18:16:48
Conwy Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[83, 1, 'May', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[21, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[30, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[2, 1, 'May', 0, None, None]",nan,nan,"[6, 1, 'May', 0, None, None]",nan,nan,"[4, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[9, 1, 'Apr', 0, None, None]","[4, 1, 'Jun', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[17, 1, 'May', 0, None, None]","[63, 1, 'Apr', 0, None, None]",2020-01-19 18:16:48
Newtown Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'May', 0, None, None]","[2, 2, 'Apr', 0, None, None]","[3, 1, 'Apr', 0, None, None]","[1, 2, 'May', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[5, 1, 'Apr', 0, None, None]","[8, 1, 'Aug', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[5, 1, 'Jun', 0, None, None]","[28, 1, 'Aug', 0, None, None]","[8, 2, 'Aug', 0, None, None]","[15, 2, 'Aug', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[3, 2, 'Sep', 0, None, None]","[10, 1, 'Apr', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[7, 2, 'Sep', 0, None, None]","[5, 1, 'Apr', 0, None, None]","[19, 1, 'Sep', 0, None, None]","[22, 1, 'Aug', 0, None, None]","[31, 1, 'Sep', 0, None, None]",2020-01-19 18:16:48
Tyninghame Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[19, 1, 'May', 0, None, None]","[226, 1, 'Aug', 0, None, None]","[26, 1, 'Aug', 0, None, None]","[180, 1, 'Jul', 0, None, None]","[110, 1, 'Aug', 0, None, None]","[23, 1, 'Aug', 0, None, None]","[203, 1, 'Aug', 0, None, None]","[42, 1, 'Aug', 0, None, None]","[67, 1, 'Aug', 0, None, None]","[47, 1, 'Aug', 0, None, None]","[86, 1, 'Jul', 0, None, None]","[20, 1, 'Jun', 0, None, None]","[57, 1, 'Jul', 0, None, None]","[184, 1, 'Jul', 0, None, None]","[28, 1, 'Aug', 0, None, None]","[21, 1, 'Aug', 0, None, None]","[24, 1, 'May', 0, None, None]","[26, 1, 'Jul', 0, None, None]","[10, 1, 'May', 0, None, None]","[12, 1, 'Aug', 0, None, None]",2020-01-19 18:16:48
Kings Quay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[25, 1, 'Aug', 0, None, None]","[29, 1, 'Aug', 0, None, None]",2020-01-19 18:16:48
East Chevington Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[40, 1, 'Aug', 0, None, None]","[40, 1, 'Jun', 0, None, None]","[46, 1, 'Jun', 0, None, None]","[80, 1, 'Jun', 0, None, None]","[59, 1, 'Jul', 0, None, None]","[130, 1, 'Jul', 0, None, None]","[22, 1, 'May', 0, None, None]","[40, 1, 'May', 0, None, None]","[50, 1, 'May', 0, None, None]","[54, 1, 'May', 0, None, None]","[16, 1, 'May', 0, None, None]","[30, 1, 'Jul', 0, None, None]","[32, 1, 'Jun', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[8, 1, 'May', 0, None, None]",2020-01-19 18:16:48
