Site,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
Loch Gruinart Floods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Jan', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[3, 1, 'Mar', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[6, 1, 'Mar', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[4, 1, 'May', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[3, 1, 'Mar', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[4, 1, 'Jan', 0, None, None]",2019-12-06 11:57:52
Loch Kanaird and Cul a` Bhogha,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Nov', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[6, 1, 'Feb', 0, None, None]",nan,nan,nan,"[8, 1, 'Feb', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[8, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[12, 1, 'Feb', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[2, 1, 'Feb', 0, None, None]",2019-12-06 11:57:52
Loch Watten,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[2, 1, 'Jan', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[23, 1, 'Nov', 0, None, None]","[9, 1, 'Jan', 0, None, None]","[11, 1, 'Mar', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[3, 1, 'Mar', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[4, 1, 'Oct', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[3, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[8, 1, 'Jan', 0, None, None]","[4, 1, 'Mar', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[6, 1, 'Mar', 0, None, None]","[2, 1, 'Jan', 0, None, None]",2019-12-06 11:57:52
Loch of Clumly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Nov', 0, None, None]",nan,"[1, 1, 'Mar', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[1, 2, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[6, 1, 'Mar', 0, None, None]","[3, 2, 'Feb', 0, None, None]",2019-12-06 11:57:52
Medmerry RSPB Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[8, 1, 'Mar', 0, None, None]","[4, 1, 'Dec', 0, None, None]",2019-12-06 11:57:52
Medway Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[8, 1, 'Nov', 0, None, None]","[12, 1, 'Nov', 0, None, None]","[24, 1, 'Mar', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[30, 1, 'Mar', 0, None, None]","[18, 1, 'Feb', 0, None, None]","[11, 1, 'Jan', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[58, 1, 'Feb', 0, None, None]","[27, 1, 'Dec', 0, None, None]","[7, 1, 'Jan', 0, None, None]",nan,"[38, 1, 'Feb', 0, None, None]","[30, 1, 'Jan', 0, None, None]","[12, 1, 'Mar', 0, None, None]","[9, 1, 'Jan', 0, None, None]","[10, 2, 'Feb', 0, None, None]","[15, 1, 'Dec', 0, None, None]","[24, 1, 'Mar', 0, None, None]","[83, 1, 'Mar', 0, None, None]","[72, 1, 'Mar', 0, None, None]","[33, 1, 'Dec', 0, None, None]","[94, 1, 'Mar', 0, None, None]","[46, 1, 'Nov', 0, None, None]","[82, 1, 'Feb', 0, None, None]","[39, 1, 'Mar', 0, None, None]","[25, 1, 'Dec', 0, None, None]","[35, 1, 'Mar', 0, None, None]","[23, 1, 'Dec', 0, None, None]","[18, 2, 'Mar', 0, None, None]","[42, 1, 'Feb', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[23, 1, 'Mar', 0, None, None]","[27, 1, 'Mar', 0, None, None]","[31, 2, 'Jan', 0, None, None]","[11, 2, 'Dec', 0, None, None]","[19, 1, 'Nov', 0, None, None]","[13, 2, 'Nov', 0, None, None]","[12, 1, 'Dec', 0, None, None]","[9, 1, 'Dec', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[11, 2, 'Jan', 0, None, None]","[9, 1, 'Feb', 0, None, None]","[19, 2, 'Feb', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[16, 2, 'Jan', 0, None, None]","[10, 2, 'Jan', 0, None, None]","[13, 1, 'Mar', 0, None, None]","[4, 2, 'Jan', 0, None, None]","[14, 1, 'Dec', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[4, 1, 'Jan', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",2019-12-06 11:57:52
Oitir Mhor to Loch Paible (including Kirkibost) (North Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,"[5, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Dec', 0, None, None]","[7, 1, 'Nov', 0, None, None]",nan,"[7, 1, 'Apr', 0, None, None]","[4, 1, 'Nov', 0, None, None]","[3, 1, 'Mar', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[16, 1, 'Oct', 0, None, None]","[19, 1, 'Mar', 0, None, None]","[9, 1, 'Dec', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[10, 1, 'Apr', 0, None, None]","[9, 1, 'Nov', 0, None, None]","[9, 1, 'Oct', 0, None, None]","[6, 1, 'Oct', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[5, 1, 'Nov', 0, None, None]","[6, 1, 'Oct', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[3, 1, 'Apr', 0, None, None]",2019-12-06 11:57:52
Onich Foreshore,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[5, 1, 'Apr', 0, None, None]","[3, 2, 'Jan', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[3, 1, 'Mar', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[1, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[3, 2, 'May', 0, None, None]","[3, 1, 'Apr', 0, None, None]",2019-12-06 11:57:52
Ormsgill Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]",nan,"[30, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[16, 1, 'Oct', 0, None, None]","[60, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[38, 1, 'Oct', 0, None, None]","[8, 1, 'Oct', 0, None, None]","[19, 1, 'Nov', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[7, 1, 'Jan', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[5, 1, 'Nov', 0, None, None]","[10, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Feb', 0, None, None]",2019-12-06 11:57:52
Southampton Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[15, 1, 'Feb', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[8, 1, 'Feb', 0, None, None]","[9, 1, 'Feb', 0, None, None]","[12, 1, 'Mar', 0, None, None]","[11, 1, 'Mar', 0, None, None]","[31, 1, 'Mar', 0, None, None]","[26, 1, 'Feb', 0, None, None]","[21, 1, 'Feb', 0, None, None]","[42, 1, 'Dec', 0, None, None]","[43, 1, 'Mar', 0, None, None]","[71, 1, 'Jan', 0, None, None]","[16, 1, 'Dec', 0, None, None]","[58, 1, 'Mar', 0, None, None]","[36, 1, 'Mar', 0, None, None]","[24, 1, 'Dec', 0, None, None]","[26, 1, 'Mar', 0, None, None]","[55, 2, 'Feb', 0, None, None]","[44, 2, 'Feb', 0, None, None]","[40, 2, 'Mar', 0, None, None]","[43, 1, 'Mar', 0, None, None]","[37, 1, 'Mar', 0, None, None]","[21, 1, 'Mar', 0, None, None]","[37, 1, 'Jan', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[29, 1, 'Jan', 0, None, None]","[39, 1, 'Jan', 0, None, None]","[30, 1, 'Jan', 0, None, None]","[20, 1, 'Jan', 0, None, None]","[24, 1, 'Feb', 0, None, None]","[17, 2, 'Jan', 0, None, None]","[15, 1, 'Mar', 0, None, None]","[14, 1, 'Jan', 0, None, None]","[18, 1, 'Feb', 0, None, None]","[12, 1, 'Jan', 0, None, None]","[9, 1, 'Jan', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[2, 1, 'Jan', 0, None, None]",2019-12-06 11:57:52
Spittal to Cocklawburn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Jan', 0, None, None]","[17, 1, 'Oct', 0, None, None]","[10, 1, 'Jan', 0, None, None]","[5, 2, 'Jan', 0, None, None]","[20, 2, 'Dec', 0, None, None]","[3, 1, 'Sep', 0, None, None]",nan,"[7, 1, 'Nov', 0, None, None]","[6, 1, 'Mar', 0, None, None]","[8, 1, 'Feb', 0, None, None]","[8, 1, 'Dec', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[10, 1, 'Feb', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[8, 1, 'Jan', 0, None, None]","[11, 1, 'Feb', 0, None, None]","[10, 1, 'Jan', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[4, 1, 'Mar', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[8, 1, 'Jan', 0, None, None]",2019-12-06 11:57:52
Thorness Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[15, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[12, 1, 'Feb', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[5, 1, 'Dec', 0, None, None]","[7, 1, 'Feb', 0, None, None]",2019-12-06 11:57:52
West Loch Tarbert,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,"[127, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[50, 1, 'Jan', 0, None, None]",nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[38, 1, 'Jan', 0, None, None]",nan,"[23, 1, 'Mar', 0, None, None]","[8, 1, 'Nov', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[6, 1, 'Mar', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[10, 1, 'Oct', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[3, 1, 'Oct', 0, None, None]",nan,nan,nan,nan,nan,nan,"[54, 1, 'Mar', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[6, 1, 'Apr', 0, None, None]","[10, 2, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[13, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,2019-12-06 11:57:52
Badcall Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Mar', 0, None, None]",nan,nan,nan,nan,nan,"[3, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[9, 1, 'Feb', 0, None, None]","[14, 1, 'Feb', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[12, 1, 'Feb', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]",2019-12-06 11:57:52
Berwick North Shore,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Feb', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[10, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[2, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[5, 1, 'Jan', 0, None, None]","[6, 1, 'Dec', 0, None, None]","[5, 1, 'Mar', 0, None, None]","[3, 2, 'Feb', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[5, 1, 'Dec', 0, None, None]","[2, 1, 'Jan', 0, None, None]",2019-12-06 11:57:52
Boulmer to Howick,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[15, 1, 'Nov', 0, None, None]","[9, 2, 'Nov', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[7, 1, 'Oct', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[5, 1, 'Mar', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[12, 1, 'Feb', 0, None, None]","[21, 1, 'Feb', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[8, 1, 'Nov', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[1, 2, 'Jan', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[3, 2, 'Mar', 0, None, None]","[1, 1, 'Jun', 0, None, None]","[0, 2, '', 0, None, None]",2019-12-06 11:57:52
Cambois to Newbiggin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[7, 1, 'Jan', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[5, 1, 'Dec', 0, None, None]","[15, 1, 'Dec', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[5, 1, 'Dec', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[12, 1, 'Mar', 0, None, None]","[10, 1, 'Dec', 0, None, None]","[7, 1, 'Jan', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[4, 1, 'Mar', 0, None, None]","[3, 1, 'Apr', 0, None, None]","[6, 1, 'Mar', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[12, 1, 'Mar', 0, None, None]","[5, 1, 'Dec', 0, None, None]",2019-12-06 11:57:52
Carnoustie to Easthaven,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Nov', 0, None, None]","[5, 1, 'Jan', 0, None, None]","[11, 1, 'Nov', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Dec', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]",2019-12-06 11:57:52
Crouch-Roach Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[5, 1, 'Feb', 0, None, None]","[9, 1, 'Dec', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[14, 1, 'Feb', 0, None, None]","[5, 1, 'Nov', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[13, 1, 'Feb', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[8, 1, 'Feb', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[11, 1, 'Dec', 0, None, None]","[9, 1, 'Mar', 0, None, None]","[14, 1, 'Feb', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[9, 1, 'Jan', 0, None, None]","[9, 1, 'Jan', 0, None, None]","[15, 1, 'Jan', 0, None, None]","[5, 1, 'Mar', 0, None, None]","[9, 1, 'Mar', 0, None, None]","[0, 2, '', 0, None, None]","[22, 1, 'Feb', 0, None, None]","[20, 1, 'Mar', 0, None, None]","[14, 1, 'Jan', 0, None, None]","[16, 1, 'Feb', 0, None, None]","[23, 1, 'Feb', 0, None, None]","[19, 1, 'Feb', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[21, 1, 'Jan', 0, None, None]","[35, 1, 'Jan', 0, None, None]","[19, 1, 'Jan', 0, None, None]","[19, 1, 'Feb', 0, None, None]","[16, 2, 'Feb', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[10, 1, 'Feb', 0, None, None]","[8, 1, 'Feb', 0, None, None]","[12, 1, 'Jan', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[13, 1, 'Mar', 0, None, None]","[7, 1, 'Mar', 0, None, None]","[7, 1, 'Mar', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[5, 1, 'Apr', 0, None, None]","[8, 1, 'Nov', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[2, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[9, 2, 'Dec', 0, None, None]","[1, 1, 'Mar', 0, None, None]",2019-12-06 11:57:52
