Site,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,RoughTimeAccessed
Spittal to Cocklawburn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]",nan,"[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[38, 1, 'Jul', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[22, 1, 'Aug', 0, None, None]","[88, 1, 'Aug', 0, None, None]","[16, 1, 'Sep', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]",2020-01-19 18:22:23
Nor Wick and Skaw,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[5, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[32, 1, 'Jul', 0, None, None]","[32, 1, 'Jul', 0, None, None]","[10, 2, 'Jun', 0, None, None]","[32, 1, 'Jul', 0, None, None]","[214, 1, 'Jul', 0, None, None]","[23, 1, 'Jul', 0, None, None]","[10, 1, 'May', 0, None, None]","[16, 1, 'May', 0, None, None]","[4, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[49, 1, 'Jul', 0, None, None]",2020-01-19 18:22:23
Inner Loch Indaal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[82, 2, 'Jun', 0, None, None]","[202, 2, 'Jun', 0, None, None]","[51, 1, 'Jun', 0, None, None]","[29, 1, 'Jun', 0, None, None]","[41, 1, 'Jun', 0, None, None]","[30, 1, 'Jun', 0, None, None]","[61, 1, 'Jun', 0, None, None]",nan,"[51, 1, 'Jun', 0, None, None]","[76, 1, 'Jun', 0, None, None]",nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[33, 1, 'Jul', 0, None, None]","[88, 1, 'Jun', 0, None, None]","[22, 1, 'Jun', 0, None, None]","[38, 1, 'May', 0, None, None]","[0, 2, '', 0, None, None]","[3, 2, 'Aug', 0, None, None]","[2, 1, 'Jun', 0, None, None]",2020-01-19 18:22:23
Kentra Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'May', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[2, 1, 'May', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[2, 1, 'May', 0, None, None]","[28, 1, 'Aug', 0, None, None]","[31, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[42, 1, 'Jul', 0, None, None]","[2, 1, 'May', 0, None, None]",2020-01-19 18:22:23
Seahouses to Budle Point,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]",nan,nan,nan,nan,"[9, 1, 'Sep', 0, None, None]","[6, 2, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Jun', 0, None, None]","[24, 1, 'Sep', 0, None, None]","[54, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[10, 2, 'Jul', 0, None, None]",2020-01-19 18:22:23
Oitir Mhor to Loch Paible (including Kirkibost) (North Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]",nan,"[10, 1, 'May', 0, None, None]","[36, 1, 'Jun', 0, None, None]","[20, 1, 'Jun', 0, None, None]","[54, 1, 'Jun', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[19, 1, 'Jun', 0, None, None]","[24, 1, 'Jun', 0, None, None]","[50, 1, 'Jun', 0, None, None]","[47, 1, 'Jun', 0, None, None]","[39, 1, 'Jul', 0, None, None]","[26, 1, 'Jun', 0, None, None]","[33, 1, 'Jun', 0, None, None]","[42, 1, 'Jun', 0, None, None]","[16, 1, 'May', 0, None, None]","[3, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]",2020-01-19 18:22:23
Loch Bhasapoll (Tiree),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[80, 1, 'Jun', 0, None, None]","[88, 2, 'Jun', 0, None, None]","[50, 1, 'Jun', 0, None, None]","[17, 1, 'Jun', 0, None, None]","[22, 1, 'Jun', 0, None, None]","[36, 1, 'Jun', 0, None, None]","[9, 1, 'Jun', 0, None, None]","[50, 1, 'Jun', 0, None, None]","[80, 1, 'Jun', 0, None, None]","[31, 1, 'Jun', 0, None, None]","[12, 1, 'Jun', 0, None, None]","[51, 1, 'Jun', 0, None, None]","[35, 1, 'May', 0, None, None]","[19, 1, 'Jun', 0, None, None]","[7, 1, 'Jun', 0, None, None]","[24, 1, 'Jun', 0, None, None]","[7, 1, 'May', 0, None, None]","[50, 1, 'May', 0, None, None]","[9, 1, 'May', 0, None, None]","[2, 1, 'May', 0, None, None]",2020-01-19 18:22:23
Don Mouth to Ythan Mouth,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[66, 1, 'Jul', 0, None, None]","[18, 1, 'May', 0, None, None]","[207, 1, 'Jul', 0, None, None]","[34, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[146, 1, 'Jul', 0, None, None]","[8, 2, 'Sep', 0, None, None]","[33, 1, 'Aug', 0, None, None]","[88, 1, 'Aug', 0, None, None]","[16, 1, 'Jul', 0, None, None]","[4, 1, 'Apr', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[8, 1, 'Aug', 0, None, None]","[15, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[18, 1, 'May', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[34, 1, 'Jul', 0, None, None]","[23, 1, 'Jul', 0, None, None]",2020-01-19 18:22:23
Hauxley Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[17, 1, 'Jul', 0, None, None]",nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[3, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Jun', 0, None, None]","[2, 1, 'May', 0, None, None]","[60, 1, 'Jun', 0, None, None]","[4, 1, 'May', 0, None, None]","[13, 1, 'May', 0, None, None]",2020-01-19 18:22:23
Humber Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[35, 2, 'Aug', 0, None, None]","[1, 1, 'Jun', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[2, 2, 'Aug', 0, None, None]","[20, 1, 'Aug', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'May', 0, None, None]","[24, 1, 'Aug', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[13, 1, 'Jul', 0, None, None]","[50, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[1, 1, 'Jul', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]",2020-01-19 18:22:23
Forth Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[28, 1, 'Aug', 0, None, None]","[78, 1, 'Jul', 0, None, None]","[15, 1, 'May', 0, None, None]","[58, 2, 'Jul', 0, None, None]","[139, 1, 'May', 0, None, None]","[94, 1, 'Aug', 0, None, None]","[76, 1, 'Jun', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[1214, 2, 'Aug', 0, None, None]","[197, 1, 'Jul', 0, None, None]","[186, 2, 'Aug', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[32, 1, 'Sep', 0, None, None]","[28, 1, 'Jul', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[153, 1, 'Aug', 0, None, None]","[19, 1, 'Aug', 0, None, None]","[8, 1, 'Aug', 0, None, None]","[41, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[19, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Jul', 0, None, None]",2020-01-19 18:22:23
Ribble Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[5, 1, 'Apr', 0, None, None]","[1, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'May', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[2, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'May', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[14, 1, 'Jul', 0, None, None]","[43, 1, 'May', 0, None, None]",2020-01-19 18:22:23
Dee Estuary (Scotland),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[40, 1, 'Aug', 0, None, None]","[55, 1, 'Aug', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[30, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[75, 1, 'Aug', 0, None, None]","[70, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[21, 1, 'Sep', 0, None, None]","[50, 1, 'Aug', 0, None, None]","[31, 1, 'May', 0, None, None]","[10, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[68, 1, 'Jul', 0, None, None]","[60, 1, 'Jul', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[11, 1, 'May', 0, None, None]","[111, 1, 'May', 0, None, None]","[6, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[4, 1, 'May', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[57, 1, 'Jul', 0, None, None]",2020-01-19 18:22:23
Berwick North Shore,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[130, 1, 'Sep', 0, None, None]","[62, 1, 'Aug', 0, None, None]","[32, 1, 'Aug', 0, None, None]","[16, 1, 'Sep', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Jul', 0, None, None]",2020-01-19 18:22:23
Carr Vale Flash and Reserve Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[5, 1, 'May', 0, None, None]",nan,"[0, 1, '', 0, None, None]",nan,nan,nan,"[3, 1, 'Jul', 0, None, None]",nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[24, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,2020-01-19 18:22:23
Loch Eaval and Loch Hosta (North Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]",nan,"[4, 1, 'May', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[3, 1, 'Jun', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[4, 1, 'Jun', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[5, 1, 'Jun', 0, None, None]","[20, 1, 'Jul', 0, None, None]","[9, 1, 'Jun', 0, None, None]","[4, 1, 'May', 0, None, None]","[6, 1, 'Jun', 0, None, None]","[19, 1, 'Jun', 0, None, None]",2020-01-19 18:22:23
Loch of Housetter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[3, 1, 'May', 0, None, None]","[2, 1, 'May', 0, None, None]","[2, 1, 'May', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[2, 1, 'May', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[1, 1, 'May', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[1, 1, 'Jun', 0, None, None]","[7, 1, 'May', 0, None, None]","[5, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[32, 1, 'Jul', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[18, 1, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]",2020-01-19 18:22:23
Montrose to St Cyrus,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[42, 1, 'Jul', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[30, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,2020-01-19 18:22:23
Carnoustie to Easthaven,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,"[22, 1, 'Aug', 0, None, None]","[2, 1, 'May', 0, None, None]","[13, 1, 'Aug', 0, None, None]","[5, 1, 'Aug', 0, None, None]",2020-01-19 18:22:23
Belfast Lough,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[36, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]",2020-01-19 18:22:23
North Norfolk Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Aug', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[4, 1, 'May', 0, None, None]","[0, 2, '', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[16, 2, 'May', 0, None, None]","[65, 2, 'May', 0, None, None]","[10, 1, 'Jun', 0, None, None]","[71, 1, 'Jun', 0, None, None]","[22, 1, 'Jun', 0, None, None]","[18, 1, 'Jun', 0, None, None]","[21, 1, 'Jun', 0, None, None]","[17, 1, 'Jul', 0, None, None]","[9, 1, 'Jun', 0, None, None]","[16, 1, 'Jul', 0, None, None]","[10, 1, 'May', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[5, 1, 'May', 0, None, None]","[10, 1, 'May', 0, None, None]",2020-01-19 18:22:23
Outer Loch Indaal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[10, 1, 'Jun', 0, None, None]",2020-01-19 18:22:23
Carsington Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[42, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",2020-01-19 18:22:23
Traeth Melynog,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,"[29, 1, 'May', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[9, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[23, 1, 'May', 0, None, None]","[21, 2, 'May', 0, None, None]","[0, 1, '', 0, None, None]",2020-01-19 18:22:23
Tyninghame Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'May', 0, None, None]","[4, 1, 'Jun', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[40, 1, 'Jul', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Jun', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[20, 1, 'Jul', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[11, 1, 'May', 0, None, None]","[4, 1, 'May', 0, None, None]","[3, 1, 'May', 0, None, None]","[4, 1, 'May', 0, None, None]","[21, 1, 'Jul', 0, None, None]",2020-01-19 18:22:23
