Site,35/36,36/37,37/38,38/39,39/40,40/41,41/42,42/43,43/44,44/45,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
Allonby Bay offshore,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[345, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[435, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[502, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[746, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[640, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[744, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[589, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[476, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[476, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",2020-01-19 17:53:32
Dengie Flats,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[25, 1, 'Dec', 0, None, None]","[89, 1, 'Jan', 0, None, None]","[143, 1, 'Feb', 0, None, None]","[54, 1, 'Mar', 0, None, None]","[96, 1, 'Dec', 0, None, None]","[100, 1, 'Mar', 0, None, None]","[45, 2, 'Jan', 0, None, None]","[92, 1, 'Feb', 0, None, None]","[145, 1, 'Feb', 0, None, None]","[51, 1, 'Feb', 0, None, None]","[114, 1, 'Jan', 0, None, None]","[50, 1, 'Jan', 0, None, None]","[15, 1, 'Mar', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[10, 1, 'Feb', 0, None, None]","[34, 1, 'Feb', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[11, 1, 'Jan', 0, None, None]","[133, 1, 'Mar', 0, None, None]","[44, 1, 'Dec', 0, None, None]","[4, 1, 'Mar', 0, None, None]","[800, 1, 'Jan', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[12, 1, 'Feb', 0, None, None]",2020-01-19 17:53:32
Dungeness and Rye Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[5, 1, 'Jan', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[20, 1, 'Dec', 0, None, None]","[19, 1, 'Dec', 0, None, None]","[100, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[6, 1, 'Jan', 0, None, None]","[872, 1, 'Jan', 0, None, None]","[109, 1, 'Jan', 0, None, None]","[10, 1, 'Dec', 0, None, None]","[6, 1, 'Dec', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[85, 1, 'Feb', 0, None, None]","[30, 1, 'Dec', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[50, 1, 'Jan', 0, None, None]","[600, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[300, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[100, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[9, 1, 'Jan', 0, None, None]","[93, 1, 'Jan', 0, None, None]","[52, 1, 'Dec', 0, None, None]",2020-01-19 17:53:32
Inner Firth of Clyde,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[73, 1, 'Feb', 0, None, None]","[11, 1, 'Oct', 0, None, None]","[50, 1, 'Dec', 0, None, None]","[126, 1, 'Mar', 0, None, None]","[195, 1, 'Mar', 0, None, None]","[136, 1, 'Feb', 0, None, None]","[138, 1, 'Apr', 0, None, None]","[123, 1, 'Mar', 0, None, None]","[145, 1, 'Jan', 0, None, None]","[112, 1, 'May', 0, None, None]","[151, 2, 'Mar', 0, None, None]","[126, 1, 'Apr', 0, None, None]","[34, 1, 'Dec', 0, None, None]","[202, 1, 'Apr', 0, None, None]","[182, 1, 'Feb', 0, None, None]","[199, 1, 'Feb', 0, None, None]","[139, 1, 'Apr', 0, None, None]","[177, 1, 'Apr', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[191, 1, 'Apr', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[140, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[245, 1, 'Apr', 0, None, None]","[233, 1, 'Apr', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[40, 1, 'Oct', 0, None, None]","[94, 1, 'Mar', 0, None, None]","[40, 1, 'Nov', 0, None, None]","[97, 1, 'Apr', 0, None, None]",2020-01-19 17:53:32
Don Mouth to Ythan Mouth,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[6, 1, 'Dec', 0, None, None]","[27, 1, 'Nov', 0, None, None]","[58, 1, 'Oct', 0, None, None]","[11, 1, 'Dec', 0, None, None]","[35, 1, 'Apr', 0, None, None]","[166, 1, 'Sep', 0, None, None]","[81, 1, 'Sep', 0, None, None]","[101, 1, 'Sep', 0, None, None]","[33, 1, 'Aug', 0, None, None]","[14, 1, 'Dec', 0, None, None]","[35, 1, 'Sep', 0, None, None]","[49, 1, 'Sep', 0, None, None]","[61, 1, 'Feb', 0, None, None]","[163, 1, 'May', 0, None, None]","[77, 1, 'Apr', 0, None, None]","[70, 1, 'Aug', 0, None, None]","[32, 1, 'Mar', 0, None, None]","[131, 1, 'Sep', 0, None, None]","[104, 1, 'Jan', 0, None, None]","[104, 1, 'Sep', 0, None, None]","[92, 1, 'Jun', 0, None, None]","[79, 1, 'Sep', 0, None, None]","[93, 1, 'Oct', 0, None, None]","[177, 1, 'Oct', 0, None, None]","[49, 1, 'Jul', 0, None, None]","[42, 1, 'Oct', 0, None, None]",2020-01-19 17:53:32
Caernarfon Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,"[8, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,nan,nan,"[15, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[104, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[169, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[193, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[286, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[95, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[162, 1, 'Apr', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[97, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[13, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[64, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",2020-01-19 17:53:32
Cresswell to Chevington Burn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[23, 1, 'Oct', 0, None, None]","[23, 1, 'Sep', 0, None, None]","[34, 1, 'Oct', 0, None, None]","[27, 1, 'Feb', 0, None, None]","[12, 1, 'Dec', 0, None, None]","[27, 1, 'Dec', 0, None, None]","[26, 1, 'Oct', 0, None, None]","[21, 1, 'Sep', 0, None, None]","[22, 1, 'Oct', 0, None, None]","[14, 1, 'Nov', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[16, 1, 'Oct', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[16, 1, 'Sep', 0, None, None]","[9, 2, 'Jan', 0, None, None]","[26, 1, 'Sep', 0, None, None]","[13, 2, 'Oct', 0, None, None]","[20, 1, 'Oct', 0, None, None]","[12, 2, 'Dec', 0, None, None]","[14, 1, 'Sep', 0, None, None]","[42, 1, 'Sep', 0, None, None]","[71, 2, 'Jan', 0, None, None]","[20, 2, 'Oct', 0, None, None]","[7, 2, 'Sep', 0, None, None]","[9, 2, 'Oct', 0, None, None]","[32, 2, 'Oct', 0, None, None]",2020-01-19 17:53:32
Loch Ryan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[11, 1, 'Mar', 0, None, None]","[8, 1, 'Mar', 0, None, None]","[5, 1, 'Nov', 0, None, None]","[7, 1, 'Jan', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[66, 1, 'Apr', 0, None, None]","[19, 1, 'Nov', 0, None, None]","[26, 1, 'Dec', 0, None, None]","[35, 1, 'Nov', 0, None, None]","[47, 1, 'Dec', 0, None, None]","[111, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[89, 1, 'Feb', 0, None, None]","[81, 1, 'Oct', 0, None, None]","[49, 1, 'Feb', 0, None, None]","[83, 1, 'Oct', 0, None, None]","[43, 1, 'Feb', 0, None, None]","[97, 1, 'Feb', 0, None, None]","[76, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[75, 1, 'Dec', 0, None, None]","[140, 1, 'Feb', 0, None, None]","[79, 1, 'Feb', 0, None, None]","[53, 1, 'Mar', 0, None, None]","[94, 1, 'Dec', 0, None, None]","[103, 1, 'Apr', 0, None, None]","[81, 1, 'Mar', 0, None, None]","[25, 1, 'Dec', 0, None, None]",2020-01-19 17:53:32
Lavan Sands,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[90, 2, 'Feb', 0, None, None]","[72, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[13, 1, 'Oct', 0, None, None]","[202, 1, 'Apr', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[59, 1, 'Apr', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[22, 1, 'Nov', 0, None, None]","[8, 1, 'Dec', 0, None, None]","[43, 1, 'Feb', 0, None, None]","[7, 1, 'Oct', 0, None, None]","[7, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[97, 1, 'Mar', 0, None, None]","[298, 1, 'Mar', 0, None, None]","[34, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[41, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[23, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[139, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[73, 1, 'Apr', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[69, 1, 'Feb', 0, None, None]",2020-01-19 17:53:32
Alt Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[38, 1, 'Feb', 0, None, None]","[13, 1, 'Oct', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[30, 1, 'Mar', 0, None, None]","[57, 1, 'Dec', 0, None, None]","[21, 1, 'Mar', 0, None, None]","[33, 1, 'Jan', 0, None, None]","[101, 1, 'Dec', 0, None, None]","[59, 1, 'Jan', 0, None, None]","[26, 1, 'Oct', 0, None, None]","[7, 1, 'Dec', 0, None, None]","[29, 1, 'Sep', 0, None, None]","[25, 1, 'Feb', 0, None, None]","[29, 1, 'Oct', 0, None, None]","[29, 1, 'Dec', 0, None, None]","[12, 1, 'Apr', 0, None, None]","[47, 1, 'Oct', 0, None, None]","[5, 1, 'Mar', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[17, 1, 'Nov', 0, None, None]","[120, 1, 'Apr', 0, None, None]","[50, 1, 'Oct', 0, None, None]","[68, 1, 'Sep', 0, None, None]","[63, 1, 'Mar', 0, None, None]",2020-01-19 17:53:32
