Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Brown Moss (main pool),nan,nan,nan,nan,nan,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,nan,nan,0,0,5,2019-11-22 03:20:39
Buckden and Stirtloe Pits,17,3,3,0,1.0,nan,nan,nan,nan,nan,0,1,1.0,0.0,nan,(0),0,0,0.0,0,nan,0,0,5,2019-11-22 03:20:39
Buckpool and Fenspool Local Nature Reserve,6,6,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,0,0,5,2019-11-22 03:20:39
Burghfield Gravel Pits,0,0,nan,nan,1.0,0.0,0.0,3,1,0.0,0,1,0.0,0.0,0.0,0,0,0,0.0,0,nan,0,0,5,2019-11-22 03:20:39
Burghley Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0.0,0.0,nan,nan,nan,0,0.0,0,nan,0,0,5,2019-11-22 03:20:39
Burrator Reservoir,(0),0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,nan,0,0,5,2019-11-22 03:20:39
Burry Inlet,1,2,0,0,0.0,2.0,1.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,nan,0,0,5,2019-11-22 03:20:39
Burton Gravel Pits (Lincoln),0,0,0,(0),0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,nan,0,0,5,2019-11-22 03:20:39
Burton Riggs Nature Reserve,0,(0),0,0,0.0,0.0,0.0,0,0,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0,nan,0,0,5,2019-11-22 03:20:39
Butterley Reservoir,2,1,(2),0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,nan,0,0,5,2019-11-22 03:20:39
Caernarfon Bay,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,nan,nan,nan,nan,0,0.0,0,nan,0,0,5,2019-11-22 03:20:39
Caistron Quarry,nan,nan,0,2,0.0,3.0,0.0,0,0,1.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,nan,0,0,5,2019-11-22 03:20:39
Caldecotte Gravel Pits,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,nan,nan,nan,nan,nan,0,0.0,0,nan,0,0,5,2019-11-22 03:20:39
Calvert Brick Works,0,0,nan,nan,nan,nan,nan,nan,0,3.0,1,(1),0.0,0.0,0.0,0,0,0,0.0,0,nan,0,0,5,2019-11-22 03:20:39
Cam Washes (Upware),0,0,0,0,0.0,0.0,0.0,nan,0,0.0,0,0,0.0,0.0,0.0,0,1,0,0.0,0,nan,0,0,5,2019-11-22 03:20:39
Cameron Reservoir,0.0,2.0,0,3,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Camilla Loch Auchtertool,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Capesthorne Hall Pools,0.0,0.0,0,0,0,0,0,0.0,nan,0,0,0,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0,0,6,2019-11-22 03:20:46
Capheaton (Sir Edward's Lake),nan,nan,3,3,7,0,0,0.0,nan,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Carlton Lake,0.0,0.0,0,1,nan,nan,3,2.0,5.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Carlton Marsh (Barnsley),4.0,6.0,1,7,8,8,4,nan,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Carmarthen Bay,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Carnbee Reservoir,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Carr Vale Flash and Reserve Pond,6.0,9.0,30,nan,nan,nan,14,nan,nan,(0),0,(0),(0),0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0,6,2019-11-22 03:20:46
Carriston Reservoirs,nan,0.0,0,0,nan,nan,0,0.0,nan,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Carsebreck and Rhynd Lochs,0.0,0.0,0,1,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Carsington Water,10.0,96.0,nan,141Ruddy Duck supplementary countsWWT/CSL,132,0,82Ruddy Duck supplementary countsWWT/CSL,182.0,101.0,132,17,25,9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Cassington and Yarnton Gravel Pits,2.0,0.0,0,0,0,1,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,0,6,2019-11-22 03:20:46
Castle Howard Lake,nan,nan,8Ruddy Duck supplementary countsWWT/CSL,9,nan,nan,9,nan,3.0,3,2,2,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Castle Island (Ashington),nan,nan,nan,nan,nan,0,1,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Castle Lake,nan,nan,nan,nan,nan,nan,0,12.0,2.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Castle Loch Lochmaben,1.0,0.0,0,0,2,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Catchpenny Pool,14.0,52.0,33,55Ruddy Duck supplementary countsWWT/CSL,8,23Ruddy Duck supplementary countsWWT/CSL,17,24.0,15.0,17,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Catcliffe Flash,1.0,2.0,2,2,6,10,12,6.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Catwick Gravel Pits,nan,nan,nan,nan,2,2,3,8.0,1.0,nan,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Cauldwell Dam,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,(0),0,0,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0,0,6,2019-11-22 03:20:46
Cefni Reservoir,26.0,10.0,13,3,5,3,4,10.0,17.0,6,3,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Cemlyn Bay and Lagoon,0.0,0.0,0,0,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0,0,6,2019-11-22 03:20:46
Chard Reservoir,0.0,0.0,nan,nan,(0),0,nan,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Chasewater,10.0,10.0,6,2,6,8,6,5.0,10.0,5,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Chatsworth Park Lakes,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Cheddar Reservoir,1.0,0.0,1,0,1,1,0,2.0,2.0,1,1,14,3Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Chelmarsh Reservoir,nan,nan,0,0,4,(0),0,0.0,0.0,nan,nan,0,0,0.0,0.0,nan,nan,nan,nan,0.0,nan,0,0,6,2019-11-22 03:20:46
Chelsea Reservoirs,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Chetwynd Pool,0.0,0.0,1,1,0,0,0,0.0,0.0,0,(0),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0,6,2019-11-22 03:20:46
Chichester Gravel Pits,6,10,12,4,6.0,4,2,2,2,4,0,2,7,9,2,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Chichester Harbour,0,0,(0),0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Chimney Corner Gravel Pits,6,7,7,3,7.0,2,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,nan,0,0,7,2019-11-22 03:20:53
Cholmondeley Park,7,3,nan,2,2.0,6,2,3,6,3,1,(0),(0),(0),(0),(0),(0),(0),(0),(0),nan,0,0,7,2019-11-22 03:20:53
Christchurch Harbour,nan,0,0,0,0.0,0,0,0,0,0,(0),0,0,0,0,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Church Wilne Reservoir,nan,nan,nan,68Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,0Ruddy Duck supplementary countsWWT/CSL,0Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,0,nan,nan,0,0,nan,nan,0,0,7,2019-11-22 03:20:53
Clarendon Lake,9,11,14,21,8.0,37,4,4,9,12,1,0,0,0,0,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Clatto Reservoir,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,(0),0,0,0,nan,0,0,7,2019-11-22 03:20:53
Clifford Hill Gravel Pits Consolidated,1,2,1,1,4.0,4,2,3,2,2,(2),0,0,0,0,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Clumber Park Lake,116,66,123,122,72.0,76,16Ruddy Duck supplementary countsWWT/CSL,41,66,82,22,8,(1),0,0,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Clwyd Estuary,0,0,0,0,0.0,0,0,0,0,(0),(0),0,nan,0,0,0,(0),0,0,(0),nan,0,0,7,2019-11-22 03:20:53
Coate Water,3,0,nan,nan,0.0,nan,nan,4,4,2,1,1,0,0,0,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Codnor Park Reservoir,0,0,0,0,1.0,0,0,(0),0,nan,0,0,0,0,0,0,0,0,0,nan,nan,0,0,7,2019-11-22 03:20:53
College Lake Reserve,7,2,4,8,8.0,7,5,1,1,0,1,0,0,0,0,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
College Reservoir,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,7,2019-11-22 03:20:53
Colliford Lake and Dozmary Pool,0,0,0,1,0.0,2,0,1,0,(0),0,0,0,0,0,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Colne Estuary,4,8,4,1,2.0,5Supplementary visit under the WeBS Core Count SurveyWeBS,8Supplementary visit under the WeBS Core Count SurveyWeBS,1,0,(0),0,0,0,0,(0),0,(0),0,0,0,nan,0,0,7,2019-11-22 03:20:53
Colne Fen Gravel Pits,4Supplementary visit under the WeBS Core Count SurveyWeBS,4Supplementary visit under the WeBS Core Count SurveyWeBS,6Supplementary visit under the WeBS Core Count SurveyWeBS,0,0.0,0,5,9Supplementary visit under the WeBS Core Count SurveyWeBS,3,2,2Supplementary visit under the WeBS Core Count SurveyWeBS,4,0,1,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,nan,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Colne Valley Gravel Pits,5,8,(13),9,12.0,16,33,215Ruddy Duck supplementary countsWWT/CSL,99Ruddy Duck supplementary countsWWT/CSL,4,4,4,1,0,0,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Colt Crag Reservoir,nan,nan,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Colwick Country Park,41,181Supplementary visit under the WeBS Core Count SurveyWeBS,nan,69Ruddy Duck supplementary countsWWT/CSL,nan,88Ruddy Duck supplementary countsWWT/CSL,100Ruddy Duck supplementary countsWWT/CSL,51,37Ruddy Duck supplementary countsWWT/CSL,27,38,nan,0,0,(0),0,nan,nan,nan,0,nan,0,0,7,2019-11-22 03:20:53
Combermere,0,13Ruddy Duck supplementary countsWWT/CSL,0,0,0.0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Coniston Cold Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,7,2019-11-22 03:20:53
Connaught Water (Epping Forest),0,2,0,5,2.0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Conwy Estuary,10,12,12,3,9.0,9,8,5,5,2,2,0,0,0,0,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Coombe Country Park,4,4Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0.0,3,3,0,1,0,0,0,0,0,0,0,0,nan,nan,(0),nan,0,0,7,2019-11-22 03:20:53
Copmere,3,4Ruddy Duck supplementary countsWWT/CSL,10,0,2.0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Coquet Estuary,0,0,0,0,0.0,0,0,0,0,(0),0,0,0,0,0,0,0,0,0,0,nan,0,0,7,2019-11-22 03:20:53
Coronation Channel and Welland (Spalding),0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0,7,2019-11-22 03:20:53
Coronation Clay Pit,2,0,0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,7,2019-11-22 03:20:53
Cors Crugyll,4.0,5Ruddy Duck supplementary countsWWT/CSL,1.0,6,2.0,5,2.0,2,5,0,0.0,0,0,0,0,0,0,0.0,0,(0),nan,0,0,8,2019-11-22 03:21:00
Corsham Lake,4.0,4,5.0,3,8.0,9,5.0,2,3,1,0.0,0,0,0,0,0,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Cotswold Water Park,33.0,37,115.0,128,60.0,128,125.0,59,35,24,12.0,8,3,5,3,0,1,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Cotswold Water Park (West),33.0,34,115.0,128,60.0,8Ruddy Duck supplementary countsWWT/CSL,125.0,46Ruddy Duck supplementary countsWWT/CSL,24Ruddy Duck supplementary countsWWT/CSL,23,11.0,8,3,5,3,(0),0,nan,nan,nan,nan,0,0,8,2019-11-22 03:21:00
Cottam Power Station Lagoons and Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0.0,0,nan,nan,0,0,8,2019-11-22 03:21:00
Coul Den,0.0,3,1.0,0,0.0,(0),0.0,0,0,0,0.0,(0),0,0,0,0,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Covenham Reservoir,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,(0),0,(0),0,0,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Craighall Dam,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,8,2019-11-22 03:21:00
Craigluscar Reservoirs,0.0,0,0.0,0,nan,nan,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Cranwich Gravel Pits,0.0,0,0.0,0,0.0,nan,nan,nan,nan,nan,0.0,0,0,nan,nan,0,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Cresswell Pond,nan,nan,9.0,0,3.0,1,0.0,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Crichel Lake,1.0,1,0.0,1,0.0,(0),0.0,1,0,0,1.0,0,0,0,0,0,0,0.0,nan,nan,nan,0,0,8,2019-11-22 03:21:00
Crime Lake,nan,nan,0.0,0,0.0,(0),0.0,0,0,0,0.0,0,(0),0,0,0,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Crombie Reservoir,1.0,0,0.0,0,nan,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Crompton Lodges,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,(0),0,nan,0,nan,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Crookfoot Reservoir,1.0,1,7.0,3,2.0,2,14.0,47,0,1,0.0,0,0,(0),0,0,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Cropston Reservoir,1.0,47,0.0,0,0.0,4,18.0,68,0,4,0.0,0,0,0,0,0,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Crouch-Roach Estuary,4.0,6,4.0,(12),2.0,19,14.0,16,6,(12),16.0,12,4,0,0,0,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Croxall Pits,8.0,13,9.0,4Ruddy Duck supplementary countsWWT/CSL,1.0,4,2.0,4,1,0,1.0,0,0,0,0,nan,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Crummock Water,0.0,0,0.0,0,0.0,0,0.0,0,nan,nan,nan,nan,nan,nan,0,0,0,0.0,(0),0,nan,0,0,8,2019-11-22 03:21:00
Cullaloe Loch,0.0,0,0.0,0,0.0,0,2.0,2,2,0,0.0,0,0,0,(0),0,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Dagenham Chase Gravel Pits,nan,2,1.0,4,2.0,10,6.0,1,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Daneshill Nature Reserve,5.0,3,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,nan,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Darwell Reservoir,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,nan,0,0,0,0,(0),0.0,nan,(0),nan,0,0,8,2019-11-22 03:21:00
Daventry Reservoir,0.0,0,0.0,1,0.0,0,0.0,3,0,0,0.0,1,0,0,0,0,nan,nan,nan,nan,nan,0,0,8,2019-11-22 03:21:00
Deben Estuary,0.0,0,0.0,0,0.0,(0),0.0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Dee Estuary (England and Wales),10.0,7,21.0,14,8.0,10,13.0,11,5,11,4.0,0,0,0,0,0,1,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Dee Estuary (English counties),8.0,7,3.0,7,8.0,4,10.0,7,5,11,4.0,0,0,0,0,0,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Dee Estuary (Welsh counties),3.0,6,21.0,12,2.0,6,6.0,5,2,2,2.0,0,0,0,0,0,1,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Dee Flood Meadows,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,nan,0,0,8,2019-11-22 03:21:00
Deene Lake,2,4,5.0,4,1,nan,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,(0),0,0,nan,0,0,9,2019-11-22 03:21:07
Deeping St James,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Dengie Flats,0,0,0.0,0,0,0,0,(0),0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,(0),0,(0),nan,0,0,9,2019-11-22 03:21:07
Denton Reservoir,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Derwent Water,0,0,1.0,0,2,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0.0,1.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Diggles Flash,0,0,0.0,0,0,0,0,2,0.0,nan,nan,0,1.0,0.0,0,1.0,0.0,0,0,nan,nan,0,0,9,2019-11-22 03:21:07
Dinton Pastures,0,0,nan,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Dishley Pool,1,0,0.0,0,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Ditchford Gravel Pits,(4),1,1.0,0,nan,0,0,0,0.0,2.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Doddington Pool,26,29,14.0,6,11,0,6,0,5.0,2.0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Doffcocker Lodge,4,3,3.0,3,3,2,1,1,0.0,4.0,0,0,0.0,0.0,0,0.0,nan,0,0,nan,nan,0,0,9,2019-11-22 03:21:07
Dorchester Gravel Pits,0,0,0.0,1,2,1,0,3,0.0,0.0,4,0,0.0,0.0,0,0.0,0.0,0,0,nan,nan,0,0,9,2019-11-22 03:21:07
Dowdeswell Reservoir,0,0,0.0,0,0,0,0,0,0.0,nan,0,0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Doxey Marshes SSSI,6,3,1.0,0,1,0,(2),9,0.0,10.0,1,0,0.0,0.0,(0),0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Drakelow Gravel Pit,0,0,0.0,0,0,0,0,0,0.0,0.0,0,2,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Draycote Water,1,5,18.0,110Supplementary visit under the WeBS Core Count SurveyWeBS,0,4,0,1,6.0,27.0,5,1,0.0,0.0,0,0.0,0.0,0,1,0,nan,0,0,9,2019-11-22 03:21:07
Drift Reservoir,0,0,0.0,0,0,1,0,0,0.0,0.0,nan,0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Drumoig Golf Club Ponds,nan,0,0.0,0,0,2,0,4,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Druridge Pool,nan,nan,0.0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Duddingston Loch,0,(0),0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Duddon Estuary,6,9,5.0,8,5,2,2,3,0.0,2.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Duns Dish,21,16,0.0,8,8,3,0,0,0.0,0.0,0,0,0.0,nan,nan,nan,nan,nan,nan,0,nan,0,0,9,2019-11-22 03:21:07
Dunstable Wetland,1,0,0.0,0,0,0,0,nan,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Dupplin and Pitcairnie Lochs,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Durham Coast,0,(0),0.0,(0),0,(0),0,0,0.0,0.0,(0),(0),0.0,0.0,0,0.0,0.0,0,(0),0,nan,0,0,9,2019-11-22 03:21:07
Durkar Sand Quarry,0,0,0.0,0,0,0,9,31,14.0,36.0,23,3,1.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Durleigh Reservoir,nan,0,0.0,nan,nan,0,nan,0,nan,nan,nan,nan,0.0,0.0,0,0.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Eairy and Kionslieu Dams,nan,nan,nan,nan,nan,nan,nan,1,1.0,1.0,1,0,0.0,0.0,0,nan,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Earith Gravel Pits,0,0,0.0,0,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,0,0,9,2019-11-22 03:21:07
Earls Barton Gravel Pits,2,3,2.0,1,(2),2,7,7,3.0,1.0,0,0,0.0,0.0,0,1.0,0.0,0,0,0,nan,0,0,9,2019-11-22 03:21:07
Earlswood Lakes (Warwickshire),nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0,0.0,nan,nan,nan,nan,nan,0,0,nan,0,0,10,2019-11-22 03:21:14
East Chevington Pools,nan,nan,3,1,2,2.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,nan,0,0,10,2019-11-22 03:21:14
East Dunfermline (Tesco) Pond,nan,nan,nan,nan,nan,nan,2,2,1.0,1.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,nan,0,0,10,2019-11-22 03:21:14
East Wretham Meres,4.0,10,3,3,14,14.0,5,6,0.0,2.0,4.0,1,0.0,0.0,0,0.0,0,0,0,0,nan,0,0,10,2019-11-22 03:21:14
Eastbourne Park Lakes,1.0,1,(5),0,3,5.0,6,6,15.0,2.0,0.0,0,1.0,0.0,0,0.0,0,0,0,0,nan,0,0,10,2019-11-22 03:21:14
Eccup Reservoir,0.0,2,2,3,1,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,nan,0,0,10,2019-11-22 03:21:14
Edgbaston Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,nan,0,0,0,nan,nan,0,0,10,2019-11-22 03:21:14
Ellerton Mill Pools,0.0,0,0,5Ruddy Duck supplementary countsWWT/CSL,0,0.0,0,0,0.0,0.0,0.0,0,nan,0.0,0,0.0,0,0,0,0,nan,0,0,10,2019-11-22 03:21:14
Ellesmere Lakes,22.0,30,31,18,4,32.0,12,2,3.0,4.0,1.0,4,0.0,0.0,0,0.0,0,0,0,0,nan,0,0,10,2019-11-22 03:21:14
Elton Reservoir,2.0,2,2,2,1,2.0,0,0,1.0,0.0,0.0,0,0.0,1.0,0,nan,nan,0,0,1,Apr,0,0,10,2019-11-22 03:21:14
Ely Beet Factory Settling Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1.0,0.0,0,0.0,0,0,0,nan,nan,0,0,10,2019-11-22 03:21:14
Erddig Park Lake,nan,8,5,6,9,10.0,5,2,0.0,0.0,0.0,0,0.0,0.0,0,nan,nan,0,0,nan,nan,0,0,10,2019-11-22 03:21:14
