Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Knotford Nook Gravel Pits,(0),(0),0.0,0,0,2,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,15,2019-11-22 03:21:49
Kype Reservoir,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
LNER Ballast Pits Lincoln,8,14,14.0,3,6,11,3,nan,nan,nan,nan,(0),0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Lackford Lakes Nature Reserve,nan,nan,nan,1,5,2,0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Lady Moss,nan,0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Ladyburn Lake (Druridge Bay CP),nan,nan,nan,0,2,0,0,3.0,6.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Lake of Menteith,0,0,0.0,0,0,0,0,3.0,0.0,0.0,0.0,0,0.0,2.0,2.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Lakenheath Fen,(0),nan,nan,nan,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Lambeth Reservoirs,8,13,21.0,3,0,0,4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Langford Lakes,nan,nan,nan,(5),(2),(6),(4),4.0,3.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Langold Lake,1,0,0.0,0,nan,nan,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Langstone Harbour,0,0,0.0,0,0,0,0,1.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Langtoft West End Gravel Pits,1,(0),0.0,0,0,0,0,0.0,0.0,nan,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Lapwing Hall Pool,nan,nan,nan,nan,nan,nan,nan,nan,3.0,30.0,50.0,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Lee Valley Gravel Pits,5,4,5.0,6,9,(10),20,14.0,19.0,8.0,4.0,(3),0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Leen Valley and Mill Lake Country Park (Bestwood Lake),4,6,16.0,7,7,2,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Leighton Moss,13,15,6.0,9,4,12,5,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Leventhorpe Ash Ponds and Flood Meadows,nan,nan,nan,nan,nan,nan,0,5.0,29.0,6.0,6.0,nan,nan,nan,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Lightshaw Water Treatment Works Lake,11,9,0.0,0,3,1,11,nan,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,(0),0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Lindean Reservoir,0,(0),0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0,0,15,2019-11-22 03:21:49
Lindisfarne,1,3,0,0,0,0,0,2,5,2,0.0,0.0,0.0,0.0,(0),(0),(0),(0),(0),(0),nan,0,0,16,2019-11-22 03:21:55
Lindores Loch,6,3,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Linford Gravel Pits,5,0,1,0,2,3,1,5,6,2,0.0,2.0,0.0,0.0,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Linlithgow Loch,6,(20),36,8,17,1,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Linton Pond Ellington,nan,nan,0,2,0,1,0,3,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Little Kelk Gravel Pit,nan,nan,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,nan,0,nan,0,0,16,2019-11-22 03:21:55
Little Paxton Gravel Pits,9,11Supplementary visit under the WeBS Core Count SurveyWeBS,5,8,24,17,3,8,1,0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Livermere and Ampton Water,14,14,3,8,12,(9),0,0,nan,1,0.0,0.0,nan,nan,nan,nan,nan,nan,(0),0,nan,0,0,16,2019-11-22 03:21:55
Llandegfedd Reservoir,0,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Llangorse Lake,2,2,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,(0),0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Llanishen and Lisvane Reservoirs,0,0,0,3,0,1,2,4,0,0,nan,0.0,0.0,0.0,0,0,0,nan,nan,nan,nan,0,0,16,2019-11-22 03:21:55
Llyn Bodgylched,(10),26Ruddy Duck supplementary countsWWT/CSL,0,(1),(8),(4),(0),(0),0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Llyn Coed-y-Dinas,2,3,6,4,2,2,2,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,0,0,16,2019-11-22 03:21:55
Llyn Coron,12,14Ruddy Duck supplementary countsWWT/CSL,8Ruddy Duck supplementary countsWWT/CSL,6,8,4,4,3,3,1,1.0,2.0,0.0,0.0,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Llyn Hafodol,2Ruddy Duck supplementary countsWWT/CSL,2Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,4,12,3,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Llyn Heilyn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Llyn Helyg,0,0,0,0,4,1,0,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Llyn Llywenan,44,25Ruddy Duck supplementary countsWWT/CSL,14Ruddy Duck supplementary countsWWT/CSL,6Ruddy Duck supplementary countsWWT/CSL,17,1,3,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Llyn Maelog,2,(0),0,2,5,9,4,3,3,1,1.0,1.0,2.0,0.0,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Llyn Pencarreg,nan,nan,nan,(0),(0),nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,0,16,2019-11-22 03:21:55
Llyn Traffwll,131,92,61,36Ruddy Duck supplementary countsWWT/CSL,80,83,78,52,55,16,4.0,3.0,1.0,2.0,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Llyn Trawsfynydd,0,0,0,0,0,0,(0),0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,(0),nan,nan,0,0,16,2019-11-22 03:21:55
Llys-y-fran Reservoir,0,(0),0,(0),0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Loch Calder,nan,0,0,nan,nan,nan,nan,1,0,nan,0.0,nan,nan,0.0,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Loch Clunie,0,1,0,0,0,0,0,0,(0),0,0.0,0.0,nan,nan,0,0,nan,nan,nan,nan,nan,0,0,16,2019-11-22 03:21:55
Loch Eye,0,0,(0),0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,(0),0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Loch Faskally,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Loch Fitty,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,(0),(0),0,0,1,0,nan,0,0,16,2019-11-22 03:21:55
Loch Gelly,nan,3,16Ruddy Duck supplementary countsWWT/CSL,58,24Supplementary visit under the WeBS Core Count SurveyWeBS,66,6,8,42Supplementary visit under the WeBS Core Count SurveyWeBS,7Supplementary visit under the WeBS Core Count SurveyWeBS,2.0,3.0,0.0,0.0,0,0,0,0,0,0,nan,0,0,16,2019-11-22 03:21:55
Loch Ken,(0),(0),(1),(1),(0),(0),(0),nan,0,nan,nan,0.0,0.0,0.0,0,0,0,0,0,nan,nan,0,0,16,2019-11-22 03:21:55
Loch Ore,2,(1),1,1,0,0,(0),2.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Loch Scarmclate,0,0,0,0,0,1,0,0.0,0,0,0,0,0.0,0.0,0,0.0,(0),0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Loch Watten,0,0,0,0,0,0,3,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Loch of Ayre,25,(0),0,(0),0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,nan,nan,0,0,17,2019-11-22 03:22:02
Loch of Bosquoy,2,(0),0,(0),0,8,0,0.0,0,3,0,0,0.0,0.0,0,0.0,0,0.0,(0),0.0,nan,0,0,17,2019-11-22 03:22:02
Loch of Clumly,1,(0),0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Loch of Harray,1,(0),0,0,0,0,0,0.0,0,0,(0),0,0.0,0.0,0,0.0,0,0.0,(0),0.0,nan,0,0,17,2019-11-22 03:22:02
Loch of Hillwell,nan,0,0,0,(0),0,0,2.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Loch of Isbister and The Loons Marshland,0,0,0,0,(0),0,1,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Loch of Lintrathen,(0),0,(0),0,3,0,0,nan,2,0,(0),0,0.0,0.0,(0),0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Loch of Loirston,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Loch of Lowes,0,0,0,0,0,0,0,1.0,4,0,2,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Loch of Papil,nan,nan,(0),0,0,0,0,0.0,0,0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Loch of Skaill,0,(0),0,0,0,0,3,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Loch of Skene,0,2,(1),0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Loch of Spiggie,nan,1,0,0,0,0,2,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Loch of Strathbeg,1,4,2,0,0,(0),0,0.0,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Loch of Tankerness,2,2,0,2,0,1,1,1.0,1,0,0,0,0.0,0.0,0,0.0,0,0.0,nan,nan,nan,0,0,17,2019-11-22 03:22:02
Lochend Loch,0,1,2,0,2,2,1,4.0,2,1,0,0,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,17,2019-11-22 03:22:02
Lochwinnoch (Aird and Barr and Castle Semple),0,2,0,2,0,0,0,1.0,0,(2),0,(0),0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Lockwood Beck Reservoir,0,0,nan,0,0,0,0,1.0,(0),0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Loe Pool,0,0,1,0,0,1,0,0.0,1,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Long Eaton Gravel Pits,0,0,0,0,1,1,2,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,17,2019-11-22 03:22:02
Longham Lakes,nan,nan,nan,nan,nan,nan,0,2.0,nan,nan,nan,nan,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Longleat Ponds,1,4,1,nan,0,7,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Longnewton Reservoir,0,1,0,0,0,1,1,0.0,0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Longside Lake,0,nan,nan,0,nan,0,0,0.0,nan,nan,nan,0,nan,nan,nan,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Longton Ponds,nan,1,4,5,5,10,11,8.0,7,8,4,3,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Longtown Ponds and River,0,0,nan,nan,nan,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Lonsdale Road Reservoir,3,6,7,0,0,10,7,3.0,2,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,nan,0,0,17,2019-11-22 03:22:02
Lopwell Dam,0,0,0,nan,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Low Barnes Nature Reserve,0,1,0,0,0.0,0.0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Lower Derwent Ings,5,0,0,7,7.0,2.0,2,0,2,1,0,0,0.0,0,0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Lower Windrush Valley Gravel Pits,16,7,5,3,1.0,15.0,4,14,1,2,3,2,0.0,0,0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Lowther Lake,2,10,1,2,0.0,0.0,1,0,1,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Luton Hoo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,0.0,0,0,0.0,nan,nan,nan,nan,nan,0,0,18,2019-11-22 03:22:09
Malltraeth RSPB,18,9Ruddy Duck supplementary countsWWT/CSL,17Ruddy Duck supplementary countsWWT/CSL,14Ruddy Duck supplementary countsWWT/CSL,13.0,11.0,8,3,4,2,2,0,0.0,0,0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Manor Floods,1,0,0,0,0.0,0.0,0,0,0,nan,nan,0,0.0,0,0,0.0,0,0.0,(0),0.0,nan,0,0,18,2019-11-22 03:22:09
Marbury Big Mere,1,0,0,0,0.0,nan,nan,nan,0,0,0,0,0.0,0,0,0.0,nan,nan,nan,nan,nan,0,0,18,2019-11-22 03:22:09
Marbury Meres,1,2,0,0,0.0,nan,nan,nan,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Marbury Small Mere,nan,2,0,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,0.0,nan,nan,nan,nan,nan,0,0,18,2019-11-22 03:22:09
Marden Quarry,nan,nan,0,0,0.0,3.0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Marlow Gravel Pits,0,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,0.0,nan,nan,nan,nan,nan,0,0,18,2019-11-22 03:22:09
Marsh Lane Gravel Pits,0,0,1,0,1.0,nan,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Marsh Lane Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,1,1,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Marston Vale Country Park,0,0,0,0,3.0,0.0,nan,nan,nan,nan,nan,(0),0.0,0,0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Martham Broad,nan,nan,nan,nan,2.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Martin's Pond,0,0,nan,nan,nan,nan,nan,0,0,0,1,0,0.0,0,0,0.0,nan,nan,nan,nan,nan,0,0,18,2019-11-22 03:22:09
Martnaham Loch,0,0,0,0,1.0,0.0,0,(0),0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Marton Mere (Blackpool),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,nan,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Marton Pool Baschurch,0,0,(0),0,0.0,0.0,0,0,0,0,(0),0,0.0,0,0,0.0,(0),0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Masham Gravel Pits,0,1,0,0,12.0,2.0,0,0,0,nan,nan,nan,nan,0,0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Mayesbrook Park Lakes,1,1,4,2,2.0,6.0,0,5,nan,nan,nan,nan,nan,(0),0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Meadow Lane Gravel Pits,1Supplementary visit under the WeBS Core Count SurveyWeBS,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,6,0.0,0.0,1,3,0,nan,nan,0,0.0,(1),nan,nan,nan,nan,nan,0.0,nan,0,0,18,2019-11-22 03:22:09
Medway Estuary,(0),1,(1),10,10.0,9.0,2Standard visit under the WeBS Low Tide Count SurveyWeBS,2,(4),(11),1,0,0.0,0,(0),0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Melton Country Park,15,28,31,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Mepal Gravel Pits,0,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0.0,0,0,0.0,0,nan,nan,nan,nan,0,0,18,2019-11-22 03:22:09
"Mercia Marina, Willington",0,0,2,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,nan,nan,0,0,18,2019-11-22 03:22:09
Mere Farm Quarry - Chelford,nan,nan,nan,0,0.0,0.0,0,10,35,20,4,12,0.0,0,0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Mere Sands Wood Nature Reserve,8,10,6,5,3.0,3.0,4,3,1,2,0,0,0.0,0,0,0.0,0,0.0,0,0.0,nan,0,0,18,2019-11-22 03:22:09
Mersey Estuary,20.0,0,0.0,0,0,0.0,0,0,0,85,6,0,0,0,0,2,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Messingham Sand Quarries,nan,nan,nan,nan,0,2.0,2,0,nan,nan,1,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Methven Loch,1.0,5,6.0,2,3,1.0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Mickletown Ings,33.0,36,11.0,10,9,25.0,19,10,8,2,3,6,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Middle Tame Valley Gravel Pits,260.0,185Ruddy Duck supplementary countsWWT/CSL,125.0,146Ruddy Duck supplementary countsWWT/CSL,(120),96.0,58Ruddy Duck supplementary countsWWT/CSL,126Ruddy Duck supplementary countsWWT/CSL,16,38,17,3,6,0,(0),0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Middle Yare Marshes,0.0,0,0.0,0,1,0.0,0,0,0,0,0,(0),0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Mill Dam and Balfour Mains Pools,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Millersneuk Marsh,nan,1,2.0,5,2,3.0,(3),(2),0,(0),0,(0),(0),(0),(0),(0),nan,nan,nan,nan,nan,0,0,19,2019-11-22 03:22:16
Minsmere,0.0,0,6.0,4,3,2.0,2,4,2,2,1,2,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Mochrum Loch (Drumwalt),nan,0,nan,nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,0,0,19,2019-11-22 03:22:16
Monikie Reservoirs,0.0,10,0.0,nan,2,1.0,1,(0),(0),nan,nan,nan,0,0,nan,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Monk Myre,0.0,0,0.0,2,4,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Montrose Basin,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,(0),0,nan,0,0,19,2019-11-22 03:22:16
Moor Loch,0.0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,(0),0,0,(0),nan,0,0,19,2019-11-22 03:22:16
Moorgreen Reservoir,33.0,15,nan,nan,nan,nan,nan,nan,nan,nan,6,2,0,0,0,0,0,0,0,nan,nan,0,0,19,2019-11-22 03:22:16
Moors Valley Country Park,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Morecambe Bay,4.0,4,5.0,3,0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Morton Lochs,0.0,1,0.0,0,2,2.0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Myerscough Quarry,nan,nan,nan,nan,0,nan,nan,nan,0,2,2,0,0,nan,nan,nan,nan,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Narford Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,19,2019-11-22 03:22:16
Naseby Reservoir,1.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,(0),0,0,nan,0,0,19,2019-11-22 03:22:16
Nene Washes,0.0,0,0.0,0,0,0.0,1,0,0,(0),0,0,0,0,0,0,0,0,(0),0,nan,0,0,19,2019-11-22 03:22:16
Netherfield Lagoons,3.0,13,6.0,9,5,16.0,12,18,25,13,18,10,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Newmiller Dam,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0,19,2019-11-22 03:22:16
Newport Pagnell Gravel Pits,0.0,0,0.0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Newstead Abbey North Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Newton Pool,nan,nan,2.0,0,1,0.0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
Nocton Fen,0.0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,19,2019-11-22 03:22:16
Norbury Meres Cholmondeley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),nan,0,0,19,2019-11-22 03:22:16
North Cave Wetlands,0.0,0,0.0,19,0,1.0,1,5,4,3,0,0,0,0,0,0,0,0,0,0,nan,0,0,19,2019-11-22 03:22:16
North Hykeham Gravel Pits,0,3,11,nan,0,1,0,2,(0),(2),(3),(6),1.0,4.0,0,(0),(0),(0),0,nan,nan,0,0,20,2019-11-22 03:22:22
North Norfolk Coast,12,9,11,20,20,20,20,26,13,8,6,3,3.0,3.0,1,0,0,0,0,0,nan,0,0,20,2019-11-22 03:22:22
North Warren and Thorpeness Mere,0,0,nan,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:22:22
North West Solent,0,(0),1,(0),(0),0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,(0),0,nan,0,0,20,2019-11-22 03:22:22
Nostell Dam,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:22:22
Nosterfield Gravel Pits,11,2,8,10,22,24,14,43,24,7,0,0,0.0,0.0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:22:22
Oak Road Fishing Pond - Hull,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,0,0,0.0,0.0,0,0,0,0,0,nan,nan,0,0,20,2019-11-22 03:22:22
Oakthorpe Flashes,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,(0),0,0.0,0.0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:22:22
Oerley Reservoir,0,0,0,0,0,0,0,0,0,(0),0,0,0.0,0.0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:22:22
Ogmore Estuary,(0),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:22:22
Ogston Reservoir,nan,nan,nan,nan,nan,3,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:22:22
Orielton Decoy,0,(0),0,nan,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:22:22
Ormsgill Reservoir,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,nan,0,0,20,2019-11-22 03:22:22
