Site,35/36,36/37,37/38,38/39,39/40,40/41,41/42,42/43,43/44,44/45,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
Humber Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1695, 1, 'Sep', 0, None, None]","[3323, 1, 'Jan', 0, None, None]","[1481, 1, 'Feb', 0, None, None]","[1800, 1, 'Jan', 0, None, None]","[2288, 1, 'Dec', 0, None, None]","[755, 1, 'Dec', 0, None, None]","[942, 1, 'Jan', 0, None, None]","[1058, 1, 'Feb', 0, None, None]","[388, 1, 'Dec', 0, None, None]","[830, 1, 'Dec', 0, None, None]","[1482, 2, 'Jan', 0, None, None]","[4662, 1, 'Mar', 0, None, None]","[711, 1, 'Feb', 0, None, None]","[9962, 1, 'Oct', 0, None, None]","[7414, 1, 'Dec', 0, None, None]","[13315, 1, 'Sep', 0, None, None]","[11247, 1, 'Sep', 0, None, None]","[26153, 1, 'Sep', 0, None, None]","[14721, 1, 'Sep', 0, None, None]","[27249, 2, 'Jan', 0, None, None]","[20168, 1, 'Nov', 0, None, None]","[7890, 1, 'Feb', 0, None, None]","[8674, 1, 'Dec', 0, None, None]","[34313, 1, 'Oct', 0, None, None]","[60661, 1, 'Nov', 0, None, None]","[31952, 2, 'Jan', 0, None, None]","[8741, 2, 'Dec', 0, None, None]","[34444, 1, 'Dec', 0, None, None]","[42848, 2, 'Dec', 0, None, None]","[42381, 2, 'Nov', 0, None, None]","[38494, 1, 'Oct', 0, None, None]","[30044, 2, 'Oct', 0, None, None]","[40585, 1, 'Dec', 0, None, None]","[50662, 2, 'Dec', 0, None, None]","[43473, 1, 'Jan', 0, None, None]","[47118, 1, 'Jan', 0, None, None]","[50188, 1, 'Nov', 0, None, None]","[23526, 1, 'Oct', 0, None, None]","[29172, 2, 'Feb', 0, None, None]","[30352, 1, 'Dec', 0, None, None]","[29332, 1, 'Nov', 0, None, None]","[20934, 2, 'Oct', 0, None, None]","[16225, 1, 'Oct', 0, None, None]","[16159, 2, 'Jan', 0, None, None]","[26000, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[34324, 2, 'Dec', 0, None, None]","[59427, 1, 'Nov', 0, None, None]","[20116, 1, 'Oct', 0, None, None]",2020-01-19 18:04:16
Breydon Water and Berney Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[6, 2, 'Oct', 0, None, None]","[120, 2, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[104, 1, 'Oct', 0, None, None]","[24, 1, 'Oct', 0, None, None]",nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,"[350, 1, 'Dec', 0, None, None]","[140, 1, 'Oct', 0, None, None]","[250, 1, 'Dec', 0, None, None]","[200, 1, 'Feb', 0, None, None]","[81, 1, 'Apr', 0, None, None]","[150, 1, 'Oct', 0, None, None]","[7, 1, 'Dec', 0, None, None]","[80, 1, 'Feb', 0, None, None]","[900, 1, 'Dec', 0, None, None]","[1600, 1, 'Jan', 0, None, None]","[2301, 1, 'Jan', 0, None, None]","[5350, 1, 'Dec', 0, None, None]","[6400, 1, 'Jan', 0, None, None]","[6100, 1, 'Nov', 0, None, None]","[5300, 1, 'Dec', 0, None, None]","[7550, 1, 'Dec', 0, None, None]","[7200, 1, 'Dec', 0, None, None]","[10300, 1, 'Jan', 0, None, None]","[10600, 1, 'Jan', 0, None, None]","[13280, 1, 'Feb', 0, None, None]","[10200, 1, 'Jan', 0, None, None]","[8900, 1, 'Nov', 0, None, None]","[10464, 1, 'Jan', 0, None, None]","[30940, 1, 'Feb', 0, None, None]","[28220, 1, 'Jan', 0, None, None]","[24930, 1, 'Feb', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[15790, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[30800, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[21900, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[18100, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[29640, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[19200, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[17900, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[16230, 1, 'Nov', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[22400, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[29400, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[16100, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",2020-01-19 18:04:16
The Wash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1050, 1, 'Sep', 0, None, None]","[1473, 1, 'Jan', 0, None, None]","[524, 1, 'Feb', 0, None, None]","[2160, 1, 'Nov', 0, None, None]","[1321, 1, 'Oct', 0, None, None]","[577, 1, 'Feb', 0, None, None]","[355, 1, 'Dec', 0, None, None]","[1055, 1, 'Dec', 0, None, None]","[931, 1, 'Dec', 0, None, None]","[645, 1, 'Jan', 0, None, None]","[916, 1, 'Nov', 0, None, None]","[713, 1, 'Nov', 0, None, None]","[466, 1, 'Jan', 0, None, None]","[128, 1, 'Feb', 0, None, None]","[673, 1, 'Sep', 0, None, None]","[4333, 2, 'Sep', 0, None, None]","[1118, 1, 'May', 0, None, None]","[2124, 1, 'Feb', 0, None, None]","[4996, 1, 'Sep', 0, None, None]","[2248, 1, 'Nov', 0, None, None]","[3591, 2, 'Dec', 0, None, None]","[2712, 1, 'Aug', 0, None, None]","[8391, 1, 'Aug', 0, None, None]","[4591, 2, 'Nov', 0, None, None]","[12535, 2, 'Dec', 0, None, None]","[12919, 2, 'Nov', 0, None, None]","[6879, 1, 'Dec', 0, None, None]","[26461, 1, 'Nov', 0, None, None]","[20467, 1, 'Nov', 0, None, None]","[42761, 1, 'Nov', 0, None, None]","[13740, 1, 'Nov', 0, None, None]","[19424, 1, 'Oct', 0, None, None]","[19587, 1, 'Aug', 0, None, None]","[25817, 1, 'Jan', 0, None, None]","[34900, 1, 'Dec', 0, None, None]","[26996, 1, 'Oct', 0, None, None]","[31350, 1, 'Jan', 0, None, None]","[19643, 1, 'Jan', 0, None, None]","[40588, 1, 'Nov', 0, None, None]","[25628, 1, 'Nov', 0, None, None]","[13569, 2, 'Nov', 0, None, None]","[12317, 1, 'Oct', 0, None, None]","[14890, 2, 'Nov', 0, None, None]","[19189, 1, 'Feb', 0, None, None]","[7339, 1, 'Dec', 0, None, None]","[14368, 1, 'Nov', 0, None, None]","[14891, 1, 'Nov', 0, None, None]","[14944, 1, 'Feb', 0, None, None]",2020-01-19 18:04:16
Dengie Flats,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[600, 1, 'Dec', 0, None, None]","[650, 1, 'Jan', 0, None, None]","[1750, 1, 'Nov', 0, None, None]","[1440, 1, 'Dec', 0, None, None]","[560, 2, 'Feb', 0, None, None]","[420, 1, 'Dec', 0, None, None]","[200, 1, 'Jan', 0, None, None]","[500, 1, 'Oct', 0, None, None]","[100, 2, 'Sep', 0, None, None]","[650, 1, 'Feb', 0, None, None]","[240, 2, 'Oct', 0, None, None]","[60, 1, 'Jan', 0, None, None]","[500, 1, 'Sep', 0, None, None]","[76, 2, 'Feb', 0, None, None]","[75, 1, 'Jan', 0, None, None]","[400, 1, 'Nov', 0, None, None]","[385, 1, 'Sep', 0, None, None]","[2646, 1, 'Mar', 0, None, None]","[313, 1, 'Oct', 0, None, None]","[1206, 1, 'Mar', 0, None, None]","[1164, 1, 'Jan', 0, None, None]","[1030, 2, 'Jan', 0, None, None]","[1070, 1, 'Dec', 0, None, None]","[2650, 1, 'Nov', 0, None, None]","[1285, 2, 'Oct', 0, None, None]","[2650, 1, 'Dec', 0, None, None]","[2021, 1, 'Nov', 0, None, None]","[1237, 2, 'Feb', 0, None, None]","[1810, 2, 'Dec', 0, None, None]","[1090, 1, 'Nov', 0, None, None]","[1900, 1, 'Jan', 0, None, None]","[3288, 1, 'Feb', 0, None, None]","[2275, 1, 'Feb', 0, None, None]","[3660, 1, 'Mar', 0, None, None]","[12678, 1, 'Dec', 0, None, None]","[5520, 1, 'Dec', 0, None, None]","[4520, 1, 'Dec', 0, None, None]","[11070, 1, 'Nov', 0, None, None]","[8500, 1, 'Nov', 0, None, None]","[7000, 1, 'Mar', 0, None, None]","[6900, 1, 'Oct', 0, None, None]","[6500, 1, 'Dec', 0, None, None]","[5880, 1, 'Nov', 0, None, None]","[10200, 1, 'Nov', 0, None, None]","[23900, 1, 'Jan', 0, None, None]","[16600, 1, 'Nov', 0, None, None]","[9700, 1, 'Feb', 0, None, None]",2020-01-19 18:04:16
Somerset Levels,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2389, 1, 'Feb', 0, None, None]","[2831, 1, 'Dec', 0, None, None]","[2315, 2, 'Jan', 0, None, None]","[4104, 1, 'Dec', 0, None, None]","[3027, 1, 'Mar', 0, None, None]","[683, 1, 'Feb', 0, None, None]","[8909, 1, 'Feb', 0, None, None]","[3366, 1, 'Jan', 0, None, None]","[5401, 1, 'Feb', 0, None, None]","[5077, 2, 'Feb', 0, None, None]","[5169, 1, 'Feb', 0, None, None]","[1260, 1, 'Nov', 0, None, None]","[8609, 1, 'Jan', 0, None, None]","[8136, 1, 'Jan', 0, None, None]","[5018, 1, 'Dec', 0, None, None]","[12054, 1, 'Jan', 0, None, None]","[12422, 1, 'Feb', 0, None, None]","[18467, 1, 'Jan', 0, None, None]","[6874, 1, 'Nov', 0, None, None]","[5917, 1, 'Nov', 0, None, None]","[15599, 1, 'Nov', 0, None, None]","[9206, 1, 'Feb', 0, None, None]","[10592, 1, 'Dec', 0, None, None]","[10536, 1, 'Dec', 0, None, None]","[17958, 1, 'Feb', 0, None, None]","[14597, 2, 'Dec', 0, None, None]","[10723, 1, 'Jan', 0, None, None]",2020-01-19 18:04:16
Blackwater Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1160, 1, 'Dec', 0, None, None]",nan,"[450, 1, 'Jan', 0, None, None]","[510, 1, 'Feb', 0, None, None]","[1200, 1, 'Jan', 0, None, None]","[2092, 2, 'Aug', 0, None, None]","[987, 1, 'Jan', 0, None, None]","[1180, 1, 'Mar', 0, None, None]","[1154, 1, 'Oct', 0, None, None]","[1227, 1, 'Feb', 0, None, None]","[376, 1, 'Dec', 0, None, None]","[1021, 1, 'Jan', 0, None, None]","[661, 2, 'Jan', 0, None, None]","[477, 1, 'Dec', 0, None, None]","[810, 2, 'Dec', 0, None, None]","[1928, 2, 'Apr', 0, None, None]","[1261, 2, 'Apr', 0, None, None]","[1220, 1, 'Oct', 0, None, None]","[1551, 1, 'Mar', 0, None, None]","[2213, 1, 'Feb', 0, None, None]","[3388, 1, 'Mar', 0, None, None]","[961, 1, 'Mar', 0, None, None]","[9620, 2, 'Feb', 0, None, None]","[1680, 1, 'Jan', 0, None, None]","[9543, 2, 'Feb', 0, None, None]","[2055, 1, 'Mar', 0, None, None]","[6631, 1, 'Dec', 0, None, None]","[8295, 1, 'Jan', 0, None, None]","[9150, 2, 'Jan', 0, None, None]","[14902, 1, 'Feb', 0, None, None]","[18826, 2, 'Feb', 0, None, None]","[8082, 2, 'Jan', 0, None, None]","[9179, 1, 'Nov', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[6986, 1, 'Jan', 0, None, None]","[12747, 1, 'Jan', 0, None, None]","[11949, 1, 'Dec', 0, None, None]","[15810, 1, 'Dec', 0, None, None]","[5703, 1, 'Dec', 0, None, None]","[13173, 2, 'Nov', 0, None, None]","[4224, 1, 'Dec', 0, None, None]","[6691, 1, 'Nov', 0, None, None]","[5244, 1, 'Nov', 0, None, None]","[3848, 1, 'Mar', 0, None, None]","[10718, 1, 'Jan', 0, None, None]","[10906, 1, 'Feb', 0, None, None]","[12601, 1, 'Dec', 0, None, None]","[7905, 1, 'Nov', 0, None, None]","[7630, 1, 'Jan', 0, None, None]",2020-01-19 18:04:16
Hamford Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[970, 1, 'Mar', 0, None, None]","[700, 1, 'Mar', 0, None, None]","[4246, 1, 'Dec', 0, None, None]","[173, 1, 'Dec', 0, None, None]","[1000, 1, 'Oct', 0, None, None]","[970, 1, 'Mar', 0, None, None]","[200, 1, 'Jan', 0, None, None]","[1135, 1, 'Feb', 0, None, None]","[200, 1, 'Nov', 0, None, None]","[1213, 1, 'Feb', 0, None, None]","[395, 1, 'Feb', 0, None, None]","[435, 1, 'Feb', 0, None, None]","[1000, 1, 'Mar', 0, None, None]","[520, 1, 'Dec', 0, None, None]","[1500, 1, 'Oct', 0, None, None]","[450, 2, 'Mar', 0, None, None]","[250, 2, 'Apr', 0, None, None]","[121, 1, 'Sep', 0, None, None]","[818, 1, 'Mar', 0, None, None]","[4417, 1, 'Feb', 0, None, None]","[3274, 1, 'Dec', 0, None, None]","[3417, 1, 'Jan', 0, None, None]","[4411, 1, 'Mar', 0, None, None]","[5073, 1, 'Mar', 0, None, None]","[4611, 1, 'Dec', 0, None, None]","[8275, 1, 'Jan', 0, None, None]","[3847, 1, 'Jan', 0, None, None]","[2407, 1, 'Oct', 0, None, None]","[4164, 1, 'Dec', 0, None, None]","[2464, 1, 'Jan', 0, None, None]","[2384, 1, 'Jan', 0, None, None]","[3204, 1, 'Jan', 0, None, None]","[5606, 1, 'Feb', 0, None, None]","[8859, 1, 'Jan', 0, None, None]","[5362, 2, 'Nov', 0, None, None]","[10228, 1, 'Jan', 0, None, None]","[7084, 1, 'Dec', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[2284, 1, 'Dec', 0, None, None]","[2050, 1, 'Feb', 0, None, None]","[4170, 1, 'Jan', 0, None, None]","[5836, 1, 'Dec', 0, None, None]","[12955, 1, 'Jan', 0, None, None]","[8730, 1, 'Nov', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[7394, 1, 'Feb', 0, None, None]","[10781, 1, 'Dec', 0, None, None]","[3826, 1, 'Jan', 0, None, None]",2020-01-19 18:04:16
Ouse Washes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[555, 1, 'Mar', 0, None, None]","[384, 1, 'Dec', 0, None, None]","[353, 1, 'Jan', 0, None, None]","[1654, 2, 'Mar', 0, None, None]","[1102, 1, 'Dec', 0, None, None]","[1152, 1, 'Jan', 0, None, None]","[4201, 1, 'Nov', 0, None, None]","[1193, 1, 'Oct', 0, None, None]","[4035, 1, 'Feb', 0, None, None]","[2828, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[2844, 1, 'Dec', 0, None, None]","[5450, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[10069, 1, 'Jan', 0, None, None]","[3312, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[2427, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[485, 1, 'Oct', 0, None, None]","[6071, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[2227, 1, 'Nov', 0, None, None]","[1023, 1, 'Nov', 0, None, None]","[599, 1, 'Dec', 0, None, None]","[9038, 1, 'Dec', 0, None, None]","[8315, 1, 'Nov', 0, None, None]","[10438, 1, 'Dec', 0, None, None]","[1084, 1, 'Nov', 0, None, None]","[1270, 1, 'Feb', 0, None, None]",2020-01-19 18:04:16
Solway Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[6830, 1, 'Jan', 0, None, None]","[9160, 1, 'Jan', 0, None, None]","[8680, 1, 'Dec', 0, None, None]","[8148, 1, 'Feb', 0, None, None]","[8638, 1, 'Sep', 0, None, None]","[18466, 1, 'Dec', 0, None, None]","[14891, 1, 'Sep', 0, None, None]",nan,nan,"[1100, 2, 'Dec', 0, None, None]","[5601, 1, 'Oct', 0, None, None]","[5453, 1, 'Nov', 0, None, None]","[2585, 1, 'Aug', 0, None, None]","[4059, 1, 'Dec', 0, None, None]","[3031, 1, 'Dec', 0, None, None]","[2206, 1, 'Dec', 0, None, None]","[1902, 2, 'Dec', 0, None, None]","[757, 1, 'Dec', 0, None, None]","[3385, 1, 'Jan', 0, None, None]","[3706, 2, 'Nov', 0, None, None]","[3366, 1, 'Oct', 0, None, None]","[7248, 1, 'Oct', 0, None, None]","[12321, 2, 'Dec', 0, None, None]","[2122, 1, 'Feb', 0, None, None]","[6774, 1, 'Nov', 0, None, None]","[5199, 1, 'Nov', 0, None, None]","[4687, 1, 'Dec', 0, None, None]","[7422, 1, 'Feb', 0, None, None]","[5384, 1, 'Nov', 0, None, None]","[2888, 1, 'Oct', 0, None, None]","[5370, 1, 'Nov', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[3226, 1, 'Mar', 0, None, None]","[3749, 2, 'Nov', 0, None, None]","[5035, 1, 'Oct', 0, None, None]","[5790, 1, 'Nov', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[3919, 1, 'Dec', 0, None, None]","[5744, 1, 'Jan', 0, None, None]","[3943, 1, 'Oct', 0, None, None]","[3223, 1, 'Nov', 0, None, None]","[5858, 1, 'Nov', 0, None, None]","[3027, 1, 'Nov', 0, None, None]","[3693, 1, 'Nov', 0, None, None]","[7220, 1, 'Nov', 0, None, None]","[6689, 1, 'Dec', 0, None, None]","[3534, 1, 'Oct', 0, None, None]","[4776, 1, 'Oct', 0, None, None]","[7507, 1, 'Jan', 0, None, None]","[4378, 2, 'Dec', 0, None, None]",2020-01-19 18:04:16
Lough Foyle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[3195, 1, 'Feb', 0, None, None]","[4580, 1, 'Oct', 0, None, None]","[1655, 1, 'Nov', 0, None, None]","[2955, 1, 'Dec', 0, None, None]","[2778, 1, 'Nov', 0, None, None]","[1820, 1, 'Nov', 0, None, None]","[4400, 1, 'Nov', 0, None, None]","[1395, 1, 'Oct', 0, None, None]","[705, 1, 'Jan', 0, None, None]","[1800, 1, 'Nov', 0, None, None]","[2140, 1, 'Dec', 0, None, None]","[720, 1, 'Oct', 0, None, None]","[992, 1, 'Oct', 0, None, None]","[600, 1, 'Dec', 0, None, None]","[1512, 2, 'Feb', 0, None, None]","[2828, 1, 'Mar', 0, None, None]","[5095, 1, 'Feb', 0, None, None]","[5700, 1, 'Feb', 0, None, None]","[7006, 2, 'Mar', 0, None, None]","[5145, 1, 'Oct', 0, None, None]","[2960, 1, 'Sep', 0, None, None]","[5207, 2, 'Dec', 0, None, None]","[5456, 1, 'Feb', 0, None, None]","[6585, 1, 'Nov', 0, None, None]","[5680, 1, 'Apr', 0, None, None]","[2590, 1, 'Nov', 0, None, None]","[4521, 1, 'Apr', 0, None, None]","[3320, 1, 'Nov', 0, None, None]","[7647, 1, 'Oct', 0, None, None]","[7372, 1, 'Feb', 0, None, None]","[7640, 1, 'Jan', 0, None, None]","[9534, 1, 'Oct', 0, None, None]","[8961, 1, 'Feb', 0, None, None]","[8486, 1, 'Feb', 0, None, None]","[5091, 1, 'Dec', 0, None, None]","[2160, 1, 'Oct', 0, None, None]","[4375, 1, 'Nov', 0, None, None]","[7978, 1, 'Mar', 0, None, None]","[5462, 1, 'Feb', 0, None, None]","[6870, 1, 'Mar', 0, None, None]","[6026, 1, 'Nov', 0, None, None]","[5000, 1, 'Jan', 0, None, None]","[4320, 1, 'Dec', 0, None, None]",2020-01-19 18:04:16
