Site,35/36,36/37,37/38,38/39,39/40,40/41,41/42,42/43,43/44,44/45,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
Somerset Levels,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[834, 1, 'Jan', 0, None, None]","[1130, 1, 'Feb', 0, None, None]","[2126, 1, 'Feb', 0, None, None]","[2715, 1, 'Dec', 0, None, None]","[2037, 2, 'Dec', 0, None, None]","[992, 1, 'Dec', 0, None, None]","[1953, 1, 'Dec', 0, None, None]","[2196, 1, 'Dec', 0, None, None]","[1578, 1, 'Dec', 0, None, None]","[1817, 1, 'Jan', 0, None, None]","[854, 1, 'Dec', 0, None, None]","[972, 1, 'Dec', 0, None, None]","[308, 1, 'Nov', 0, None, None]","[1513, 1, 'Jan', 0, None, None]","[713, 1, 'Jan', 0, None, None]","[1012, 1, 'Dec', 0, None, None]","[1794, 1, 'Feb', 0, None, None]","[1240, 1, 'Nov', 0, None, None]","[711, 1, 'Dec', 0, None, None]","[397, 1, 'Nov', 0, None, None]","[351, 1, 'Jan', 0, None, None]","[1472, 2, 'Jan', 0, None, None]","[645, 1, 'Nov', 0, None, None]","[632, 1, 'Feb', 0, None, None]","[828, 1, 'Jan', 0, None, None]","[1253, 2, 'Dec', 0, None, None]","[785, 1, 'Feb', 0, None, None]",2020-01-19 18:08:32
Severn Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[213, 1, 'Jan', 0, None, None]","[143, 1, 'Jan', 0, None, None]","[90, 1, 'Dec', 0, None, None]","[381, 1, 'Jan', 0, None, None]","[153, 1, 'Dec', 0, None, None]","[122, 1, 'Jan', 0, None, None]","[121, 1, 'Feb', 0, None, None]","[163, 1, 'Dec', 0, None, None]","[196, 1, 'Dec', 0, None, None]","[54, 1, 'Nov', 0, None, None]","[418, 1, 'Dec', 0, None, None]","[150, 1, 'Nov', 0, None, None]","[130, 1, 'Jan', 0, None, None]","[222, 1, 'Mar', 0, None, None]","[439, 1, 'Dec', 0, None, None]","[183, 1, 'Dec', 0, None, None]","[53, 2, 'Dec', 0, None, None]","[25, 1, 'Dec', 0, None, None]","[174, 1, 'Jan', 0, None, None]","[57, 1, 'Jan', 0, None, None]","[23, 1, 'Nov', 0, None, None]","[57, 1, 'Jan', 0, None, None]","[177, 1, 'Nov', 0, None, None]","[120, 1, 'Feb', 0, None, None]","[94, 1, 'Feb', 0, None, None]","[100, 1, 'Jan', 0, None, None]","[81, 1, 'Dec', 0, None, None]","[110, 1, 'Nov', 0, None, None]","[193, 1, 'Jan', 0, None, None]","[396, 1, 'Feb', 0, None, None]","[301, 1, 'Dec', 0, None, None]","[217, 1, 'Feb', 0, None, None]","[240, 1, 'Feb', 0, None, None]","[519, 1, 'Jan', 0, None, None]","[349, 1, 'Mar', 0, None, None]","[337, 1, 'Feb', 0, None, None]","[113, 1, 'Dec', 0, None, None]","[402, 1, 'Feb', 0, None, None]","[170, 1, 'Dec', 0, None, None]","[115, 1, 'Nov', 0, None, None]","[86, 1, 'Nov', 0, None, None]","[37, 1, 'Nov', 0, None, None]","[308, 1, 'Jan', 0, None, None]","[95, 1, 'Dec', 0, None, None]","[331, 1, 'Jan', 0, None, None]","[708, 1, 'Feb', 0, None, None]","[695, 1, 'Jan', 0, None, None]","[366, 1, 'Jan', 0, None, None]",2020-01-19 18:08:32
Severn Estuary (English counties),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[213, 1, 'Jan', 0, None, None]","[142, 1, 'Jan', 0, None, None]","[90, 1, 'Dec', 0, None, None]","[376, 1, 'Jan', 0, None, None]","[151, 1, 'Dec', 0, None, None]","[115, 1, 'Jan', 0, None, None]","[121, 1, 'Feb', 0, None, None]","[163, 1, 'Dec', 0, None, None]","[189, 1, 'Dec', 0, None, None]","[54, 1, 'Nov', 0, None, None]","[128, 1, 'Feb', 0, None, None]","[92, 1, 'Nov', 0, None, None]","[128, 1, 'Jan', 0, None, None]","[222, 1, 'Mar', 0, None, None]","[289, 1, 'Dec', 0, None, None]","[180, 1, 'Dec', 0, None, None]","[52, 1, 'Dec', 0, None, None]","[22, 1, 'Dec', 0, None, None]","[119, 1, 'Jan', 0, None, None]","[55, 1, 'Jan', 0, None, None]","[22, 1, 'Dec', 0, None, None]","[56, 1, 'Jan', 0, None, None]","[176, 1, 'Nov', 0, None, None]","[120, 1, 'Feb', 0, None, None]","[86, 1, 'Feb', 0, None, None]","[100, 1, 'Jan', 0, None, None]","[69, 1, 'Dec', 0, None, None]","[104, 1, 'Nov', 0, None, None]","[186, 1, 'Jan', 0, None, None]","[396, 1, 'Feb', 0, None, None]","[287, 1, 'Dec', 0, None, None]","[188, 1, 'Mar', 0, None, None]","[240, 1, 'Feb', 0, None, None]","[334, 1, 'Jan', 0, None, None]","[101, 1, 'Feb', 0, None, None]","[216, 1, 'Feb', 0, None, None]","[86, 1, 'Dec', 0, None, None]","[370, 1, 'Feb', 0, None, None]","[147, 1, 'Jan', 0, None, None]","[84, 1, 'Nov', 0, None, None]","[78, 1, 'Nov', 0, None, None]","[31, 1, 'Nov', 0, None, None]","[190, 1, 'Nov', 0, None, None]","[75, 1, 'Dec', 0, None, None]","[321, 1, 'Jan', 0, None, None]","[694, 1, 'Feb', 0, None, None]","[633, 1, 'Jan', 0, None, None]","[340, 1, 'Feb', 0, None, None]",2020-01-19 18:08:32
Lower Derwent Ings,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[100, 1, 'Mar', 0, None, None]","[1030, 1, 'Nov', 0, None, None]","[310, 1, 'Dec', 0, None, None]","[472, 1, 'Mar', 0, None, None]","[409, 1, 'Mar', 0, None, None]","[600, 1, 'Oct', 0, None, None]","[300, 1, 'Dec', 0, None, None]","[621, 1, 'Nov', 0, None, None]","[314, 1, 'Mar', 0, None, None]","[243, 1, 'Mar', 0, None, None]","[997, 1, 'Jan', 0, None, None]","[269, 1, 'Feb', 0, None, None]","[3125, 1, 'Sep', 0, None, None]","[1182, 1, 'Mar', 0, None, None]","[567, 1, 'Dec', 0, None, None]","[302, 1, 'Jan', 0, None, None]","[1396, 1, 'Sep', 0, None, None]","[765, 1, 'Feb', 0, None, None]","[830, 1, 'Oct', 0, None, None]","[661, 1, 'Mar', 0, None, None]","[474, 1, 'Nov', 0, None, None]","[192, 1, 'Nov', 0, None, None]","[258, 1, 'Mar', 0, None, None]","[276, 1, 'Oct', 0, None, None]","[480, 1, 'Jan', 0, None, None]","[300, 1, 'Jan', 0, None, None]",2020-01-19 18:08:32
Doxey Marshes SSSI,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[204, 1, 'Oct', 0, None, None]","[378, 1, 'Mar', 0, None, None]","[163, 1, 'Dec', 0, None, None]","[180, 1, 'Jan', 0, None, None]","[69, 2, 'Oct', 0, None, None]","[32, 2, 'Jan', 0, None, None]","[137, 1, 'Feb', 0, None, None]","[232, 1, 'Oct', 0, None, None]","[149, 1, 'Feb', 0, None, None]","[734, 2, 'Oct', 0, None, None]","[365, 1, 'Oct', 0, None, None]","[390, 1, 'Feb', 0, None, None]","[716, 1, 'Jan', 0, None, None]","[455, 1, 'Oct', 0, None, None]","[224, 1, 'Mar', 0, None, None]","[278, 1, 'Mar', 0, None, None]","[495, 1, 'Sep', 0, None, None]","[209, 1, 'Oct', 0, None, None]","[70, 1, 'Nov', 0, None, None]","[84, 1, 'Mar', 0, None, None]","[227, 1, 'Sep', 0, None, None]","[360, 1, 'Mar', 0, None, None]","[208, 2, 'Feb', 0, None, None]","[362, 1, 'Oct', 0, None, None]","[103, 1, 'Nov', 0, None, None]","[303, 1, 'Feb', 0, None, None]",2020-01-19 18:08:32
Morecambe Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Oct', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[44, 1, 'Dec', 0, None, None]","[217, 1, 'Jan', 0, None, None]","[146, 1, 'Oct', 0, None, None]","[319, 1, 'Oct', 0, None, None]","[206, 1, 'Nov', 0, None, None]","[261, 1, 'Oct', 0, None, None]","[402, 1, 'Nov', 0, None, None]","[334, 1, 'Nov', 0, None, None]","[278, 1, 'Oct', 0, None, None]","[212, 1, 'Oct', 0, None, None]","[196, 1, 'Jan', 0, None, None]","[233, 1, 'Nov', 0, None, None]","[379, 1, 'Dec', 0, None, None]","[198, 1, 'Dec', 0, None, None]","[188, 1, 'Feb', 0, None, None]","[260, 1, 'Nov', 0, None, None]","[268, 1, 'Nov', 0, None, None]","[213, 1, 'Dec', 0, None, None]","[243, 2, 'Oct', 0, None, None]","[109, 1, 'Dec', 0, None, None]","[112, 1, 'Oct', 0, None, None]","[147, 1, 'Nov', 0, None, None]","[265, 1, 'Nov', 0, None, None]","[304, 1, 'Nov', 0, None, None]","[140, 1, 'Feb', 0, None, None]","[107, 1, 'Jan', 0, None, None]","[378, 1, 'Dec', 0, None, None]","[276, 1, 'Jan', 0, None, None]","[388, 1, 'Nov', 0, None, None]","[116, 1, 'Oct', 0, None, None]","[346, 1, 'Nov', 0, None, None]","[257, 1, 'Oct', 0, None, None]","[253, 1, 'Nov', 0, None, None]","[204, 1, 'Nov', 0, None, None]","[490, 1, 'Jan', 0, None, None]","[189, 1, 'Oct', 0, None, None]",2020-01-19 18:08:32
Southampton Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[20, 2, 'Apr', 0, None, None]","[123, 1, 'Feb', 0, None, None]","[107, 1, 'Feb', 0, None, None]","[205, 1, 'Jan', 0, None, None]","[404, 1, 'Jan', 0, None, None]","[256, 1, 'Feb', 0, None, None]","[214, 1, 'Feb', 0, None, None]","[216, 2, 'Mar', 0, None, None]","[334, 2, 'Feb', 0, None, None]","[123, 1, 'Feb', 0, None, None]","[176, 1, 'Nov', 0, None, None]","[493, 1, 'Dec', 0, None, None]","[323, 1, 'Dec', 0, None, None]","[93, 1, 'Dec', 0, None, None]","[228, 1, 'Dec', 0, None, None]","[245, 1, 'Feb', 0, None, None]","[211, 1, 'Jan', 0, None, None]","[176, 1, 'Nov', 0, None, None]","[328, 1, 'Jan', 0, None, None]","[353, 1, 'Jan', 0, None, None]","[190, 1, 'Dec', 0, None, None]","[114, 1, 'Nov', 0, None, None]","[178, 1, 'Dec', 0, None, None]","[171, 1, 'Dec', 0, None, None]","[213, 1, 'Dec', 0, None, None]","[292, 2, 'Jan', 0, None, None]","[108, 1, 'Jan', 0, None, None]","[302, 2, 'Nov', 0, None, None]","[75, 1, 'Nov', 0, None, None]","[215, 1, 'Mar', 0, None, None]","[166, 1, 'Jan', 0, None, None]","[107, 1, 'Jan', 0, None, None]","[166, 1, 'Dec', 0, None, None]","[212, 1, 'Feb', 0, None, None]","[184, 1, 'Dec', 0, None, None]","[210, 1, 'Dec', 0, None, None]","[66, 1, 'Feb', 0, None, None]","[74, 2, 'Feb', 0, None, None]","[138, 1, 'Dec', 0, None, None]","[204, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[202, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[51, 1, 'Dec', 0, None, None]","[128, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[110, 1, 'Mar', 0, None, None]","[281, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[393, 1, 'Feb', 0, None, None]","[156, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[163, 1, 'Feb', 0, None, None]",2020-01-19 18:08:32
Llanishen and Lisvane Reservoirs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[32, 1, 'Jan', 0, None, None]","[197, 1, 'Feb', 0, None, None]","[227, 1, 'Nov', 0, None, None]",nan,nan,nan,2020-01-19 18:08:32
Maer Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[420, 1, 'Jan', 0, None, None]","[650, 1, 'Dec', 0, None, None]","[480, 1, 'Dec', 0, None, None]","[550, 1, 'Feb', 0, None, None]","[610, 1, 'Jan', 0, None, None]","[490, 1, 'Jan', 0, None, None]","[280, 1, 'Feb', 0, None, None]","[510, 1, 'Jan', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[403, 1, 'Dec', 0, None, None]","[378, 1, 'Jan', 0, None, None]","[280, 1, 'Dec', 0, None, None]","[105, 1, 'Dec', 0, None, None]","[248, 1, 'Jan', 0, None, None]","[164, 1, 'Nov', 0, None, None]","[142, 1, 'Dec', 0, None, None]","[180, 1, 'Dec', 0, None, None]","[94, 1, 'Jan', 0, None, None]","[102, 1, 'Jan', 0, None, None]","[248, 1, 'Dec', 0, None, None]","[248, 1, 'Dec', 0, None, None]","[180, 1, 'Dec', 0, None, None]","[211, 1, 'Nov', 0, None, None]","[31, 1, 'Aug', 0, None, None]",2020-01-19 18:08:32
Castlemartin Corse,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[125, 1, 'Dec', 0, None, None]","[105, 1, 'Jan', 0, None, None]","[23, 1, 'Oct', 0, None, None]","[50, 1, 'Jan', 0, None, None]","[23, 2, 'Feb', 0, None, None]","[40, 1, 'Nov', 0, None, None]","[250, 1, 'Jan', 0, None, None]","[50, 1, 'Nov', 0, None, None]","[15, 1, 'Nov', 0, None, None]","[150, 1, 'Nov', 0, None, None]","[33, 1, 'Jan', 0, None, None]","[29, 1, 'Jan', 0, None, None]","[120, 1, 'Dec', 0, None, None]","[234, 1, 'Jan', 0, None, None]","[479, 1, 'Jan', 0, None, None]",2020-01-19 18:08:32
