Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
River Clyde - Lamington,430,20,140,(0),180,300,300,350,450,400,120,nan,0,nan,nan,nan,nan,nan,nan,102,Mar,102,102,6,2019-11-22 01:18:53
Cameron Reservoir,940,134,44,245Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,43Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,16,150,5Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,2,0,5,110,102Supplementary visit under the WeBS Core Count SurveyWeBS,58Supplementary visit under the WeBS Core Count SurveyWeBS,118,152,95Supplementary visit under the WeBS Core Count SurveyWeBS,147Supplementary visit under the WeBS Core Count SurveyWeBS,5Supplementary roost count under the WeBS Core Count SurveyWeBS,(2),Oct,100,100,6,2019-11-22 01:18:53
Loch Flemington,0,102Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,21Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,100Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,24,105,50Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0,0,310Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,3Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,55,0,14Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,80,2,402,2,Oct,100,100,6,2019-11-22 01:18:53
Loch Mhor and Loch Farraline,nan,nan,200Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,100,100,6,2019-11-22 01:18:53
Montrose Basin,67,340Supplementary roost count under the WeBS Core Count SurveyWeBS,186Supplementary roost count under the WeBS Core Count SurveyWeBS,1,6,4,10Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,352Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,250Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,226,161Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,275,2519,102Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,68,41Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,38,(15),52Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,260Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Dec,98,98,6,2019-11-22 01:18:53
Haweswater Reservoir,53,6,5,19,3,2,194,4,2,25,9,5,28,357,34,34,350,36,50,17,Apr,97,97,6,2019-11-22 01:18:53
Solway Estuary (Scottish counties),589,396,524,(716),435,563,377,"(1,000)",70,(102),500,98,423,321,57,114,23,34,46,262,Sep,96,96,6,2019-11-22 01:18:53
Loch Pityoulish,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,380,0,0,nan,95,95,6,2019-11-22 01:18:53
Gadloch,(795),902,1550,685,994,650,650,1020,1100,600,1990,785,401,800,nan,nan,nan,205,0,77Supplementary roost count under the WeBS Core Count SurveyWeBS,Jan,94,94,6,2019-11-22 01:18:53
Mockerkin Tarn,nan,nan,nan,nan,(31),0,70,17,37,8,22,105,62,36,269,22,161,41,66,180,Feb,94,94,6,2019-11-22 01:18:53
Hule Moss,220,52,130,25Supplementary visit under the WeBS Core Count SurveyWeBS,77Supplementary visit under the WeBS Core Count SurveyWeBS,40Supplementary visit under the WeBS Core Count SurveyWeBS,115,80,3,15Supplementary visit under the WeBS Core Count SurveyWeBS,0,60Supplementary visit under the WeBS Core Count SurveyWeBS,30Supplementary visit under the WeBS Core Count SurveyWeBS,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,7,22Supplementary visit under the WeBS Core Count SurveyWeBS,90Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,300Supplementary visit under the WeBS Core Count SurveyWeBS,2,47,Sep,92,92,6,2019-11-22 01:18:53
Canal Linlithgow to Philpstoun,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,204,0,5,108,340,5,0,0,nan,91,91,6,2019-11-22 01:18:53
Tayinloan,nan,269Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,145Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,60Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,175Supplementary visit under the WeBS Core Count SurveyWeBS,nan,220Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,141Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,146Greenland Goose counts e.g. Greenland Barnacle counts at South WallsSNH,113WWT/JNCC National Grey Goose Censusnull,114Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,102SNH countsSNH Islay office,150SNH countsSNH Islay office,137Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,138SNH countsSNH Islay office,nan,81SNH countsSNH Kirkwall office,101SNH countsSNH Kirkwall office,nan,nan,nan,91,91,6,2019-11-22 01:18:53
Glenkiln Reservoir,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,114Supplementary visit under the WeBS Core Count SurveyWeBS,18,97,70,270,0,0,nan,nan,nan,90,90,6,2019-11-22 01:18:53
Loch Thormaid,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,90Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,90,90,6,2019-11-22 01:18:53
Auchendores and Leperstone Reservoirs,146,61,21,8,538,385,395,184,221,145,63,0,nan,0,200,nan,nan,(38),48,128,Feb,88,88,6,2019-11-22 01:18:53
Auchenreoch Loch,76,(300),0,4,4,27,(0),26,18,3,300,15,9,220,9,61,24,98,1,254,Dec,88,88,6,2019-11-22 01:18:53
Whitrig Bog,(700),700,nan,nan,"1,000Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",nan,850,450,nan,400,280,0,150,200,50,150,60,120,67,43,Dec,88,88,6,2019-11-22 01:18:53
Pond of Drummond,0,"1,900Icelandic-breeding Goose CensusWildfowl and Wetlands Trust","1,075Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",212Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,98Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,448Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,419Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,146Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,106Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,1,186,55Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,823Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,127unspecified sea-watchnull,5,7Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,4Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,3,410Supplementary roost count under the WeBS Core Count SurveyWeBS,Jan,86,86,6,2019-11-22 01:18:53
Allan Water - Ashfield to Cambushinnie,nan,0,0,0,0,9,0,32,11,12,90,46,83,107,217,182,79,108,55,0,nan,85,85,6,2019-11-22 01:18:53
Cowden Loch and Ponds,0,125,0,0,0,0,0,52,215,46,124,0,0,146,9,76,51,53,35,207,Dec,84,84,6,2019-11-22 01:18:53
River Devon - Tullibody Bridge to A907,nan,265,0,160,175,658,223,1270,470,23,130,41,80,260,0,5,23,238,128,9,Mar,81,81,6,2019-11-22 01:18:53
Bank End Appleby,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),0,0,350,0,400,0,0,0,nan,80,80,6,2019-11-22 01:18:53
Gills Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,7,0,17,(0),(0),200,(0),120,0,0,nan,80,80,6,2019-11-22 01:18:53
Loch Laggan (Glen Spean),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,80,nan,nan,80,80,6,2019-11-22 01:18:53
River Tay (Meikleour),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,80Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,80,80,6,2019-11-22 01:18:53
Tarns Dub,nan,nan,nan,nan,nan,6,0,190,11,125,245,140,91,120,72,93,81,46,70,103,Feb,79,79,6,2019-11-22 01:18:53
Loch Maberry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,78Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,78,78,6,2019-11-22 01:18:53
Whins Pond,3.0,1,8,nan,1,25,40,29,87,46,18,29,6,46,98,61,120,83Supplementary visit under the WeBS Core Count SurveyWeBS,87Supplementary visit under the WeBS Core Count SurveyWeBS,40,Mar,78,78,7,2019-11-22 01:18:59
Dunoon to Ardyne,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,77,Mar,77,77,7,2019-11-22 01:18:59
Longtown Ponds and River,0.0,0,nan,nan,nan,7,16,28,174,224,108,124,49,133,118,0,342,8,12,22,Feb,77,77,7,2019-11-22 01:18:59
Westfield Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,260,33,32,320Supplementary roost count under the WeBS Core Count SurveyWeBS,0,0,nan,77,77,7,2019-11-22 01:18:59
White Loch (Lan),0.0,0,1,0,0,0,0,0,(0),0,0,2,0,4,31,4,7,32,13,319,Dec,75,75,7,2019-11-22 01:18:59
Chapel Farm Reservoir (North Berwick),nan,nan,nan,nan,nan,nan,nan,nan,0,118,2,0,6,1,1,0,0,0,4,355,Sep,72,72,7,2019-11-22 01:18:59
Linlithgow Loch,198.0,(99),95,178,142Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,183Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,160Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,460,213WWT/JNCC National Grey Goose Censusnull,73WWT/JNCC National Grey Goose Censusnull,213,176Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,171,60,86unspecified sea-watchnull,23,315,13,0,8,Nov,72,72,7,2019-11-22 01:18:59
Loch of Strathbeg,637.0,325Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,993,"1,744Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",415Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,295,801,853,285Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,(253),21,45Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,378,675,201,47Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,77,13,167,55,Feb,72,72,7,2019-11-22 01:18:59
Sound of Gigha and Rhunahaorine,nan,269Supplementary visit under the WeBS Core Count SurveyWeBS,141Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,181Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,0,14,(4),0,0,148,118,nan,0,20,Apr,72,72,7,2019-11-22 01:18:59
Redside,nan,nan,nan,nan,nan,nan,35,172,80,79,11,80,38,42,116,260,30,16,19,12,Feb,67,67,7,2019-11-22 01:18:59
Grange Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0unspecified sea-watchnull,167Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,30Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,66,66,7,2019-11-22 01:18:59
Knapps Loch,0.0,0,1,7,8,33,30,7,(31),nan,nan,nan,nan,nan,nan,nan,nan,63,90,45,Jan,66,66,7,2019-11-22 01:18:59
Loch Fitty,0.0,nan,nan,300Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,200Supplementary visit under the WeBS Core Count SurveyWeBS,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,2,(0),(0),0,35,180,47,Oct,66,66,7,2019-11-22 01:18:59
Loch Glow,0.0,5Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,12Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,319Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0,550Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,12,0,139WWT/JNCC National Grey Goose Censusnull,173Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,245Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0,464unspecified sea-watchnull,47Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,191Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,17Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,7,nan,nan,66,66,7,2019-11-22 01:18:59
Loch of Lowes,17.0,0,0,41,800,695Supplementary roost count under the WeBS Core Count SurveyWeBS,650Supplementary daytime countsnull,100,506WWT/JNCC National Grey Goose Censusnull,302,5,67,20,341,62,2,28,(109),52,137,Nov,66,66,7,2019-11-22 01:18:59
Loch Broom,0.0,0,(197),nan,nan,nan,0,(7),40,137,91,25,0,117,41,123,0,53,43,106,Feb,65,65,7,2019-11-22 01:18:59
Alloa Inch,nan,nan,nan,425Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,251Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,633Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,192Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,115Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,40WWT/JNCC National Grey Goose Censusnull,240Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,320Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,630Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,450Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,840unspecified sea-watchnull,nan,64Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,64,64,7,2019-11-22 01:18:59
Clatto Reservoir,0.0,110Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,1500,700,12,500,650Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,15,400,32,47,0,7Supplementary visit under the WeBS Core Count SurveyWeBS,145Supplementary visit under the WeBS Core Count SurveyWeBS,119Supplementary visit under the WeBS Core Count SurveyWeBS,(196),67Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0,55Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Nov,64,64,7,2019-11-22 01:18:59
Claish Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,0,nan,1,10,111,124,Nov,62,62,7,2019-11-22 01:18:59
Hoselaw Loch,0.0,(0),453Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,54Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,12Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,(0),571,463,(1),8,150,60,75,450Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,44,65,6,0,195,42,Feb,62,62,7,2019-11-22 01:18:59
Stormont Loch and Haremyre,0.0,0,0,5,0,0,0,2,(90),200WWT/JNCC National Grey Goose Censusnull,335Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,8Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,2,125Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,220unspecified sea-watchnull,21,10Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,55Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,224,Feb,62,62,7,2019-11-22 01:18:59
Cauldbarns Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,0,183,Jan,61,61,7,2019-11-22 01:18:59
Kilfinan Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,127,102,(61),184,(97),0,113,68,2,nan,nan,nan,61,61,7,2019-11-22 01:18:59
Ythan Estuary,146.0,2880,0,0,2,0,(1),6,16,14,(900),153,300,112,209Standard visit under the WeBS Low Tide Count SurveyWeBS,3,17,165,42,79,Nov,61,61,7,2019-11-22 01:18:59
Kilconquhar Loch,797.0,844Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,1096,"1,380Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",1552,1620,"1,200Icelandic-breeding Goose CensusWildfowl and Wetlands Trust","1,500Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",5,375WWT/JNCC National Grey Goose Censusnull,200Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,40Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,16Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,44Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,60,0,130,67,75,30,Mar,60,60,7,2019-11-22 01:18:59
Loch Ussie,0.0,32,1,520Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,2,261,0,"3,280Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",133,1250,(0),620Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,632Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,12,0,0,0,17,41,240,Feb,60,60,7,2019-11-22 01:18:59
Middlemuir (New Pitsligo Moss),nan,nan,nan,nan,nan,nan,nan,nan,100Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,6unspecified sea-watchnull,120Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,33Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,28Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,60,60,7,2019-11-22 01:18:59
R Clyde: Carstairs to Thankerton,115.0,(500),1100,750,276,64,362,25,56,(135),490,(91),410,255,258,(114),10,23,0,153,Dec,60,60,7,2019-11-22 01:18:59
Rosebery Reservoir,0.0,0,nan,25Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,0,2,0,41,250,5,2,3,Sep,60,60,7,2019-11-22 01:18:59
Loch Ewe,0.0,6,0,nan,nan,nan,70,25,110,(90),70,58,(0),42,34,62,67,49,7,(111),Feb,59,59,7,2019-11-22 01:18:59
Dow Law Dam,nan,730Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,372Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,800Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,57Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,685Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,400WWT/JNCC National Grey Goose Censusnull,700Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,75Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,44Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,2unspecified sea-watchnull,126,68,37,47,0,nan,56,56,8,2019-11-22 01:19:06
Loch Ryan,13,1,3,(0),19Supplementary visit under the WeBS Core Count SurveyWeBS,2,103,1,1,92,0,301Supplementary visit under the WeBS Core Count SurveyWeBS,1484,178,0,220,0,2,1,(30),Nov,56,56,8,2019-11-22 01:19:06
Loch Watston Doune,0,0,0,0,1,0,64,104,20,14,0,0,133,31,208,180,6,91,1,2,Dec,56,56,8,2019-11-22 01:19:06
River Forth - Bridge of Frew to Ladylands,0,0,0,nan,nan,120,nan,29,0,200,0,0,nan,0,nan,0,nan,(150),16,58,Jan,56,56,8,2019-11-22 01:19:06
Hightae Floods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,350,120,220,0,0,0,nan,nan,55,55,8,2019-11-22 01:19:06
Loweswater,(88),39,114,44,145,63,5,46,(100),140,90,0,nan,8,12,nan,6,35,59,(120),Nov,55,55,8,2019-11-22 01:19:06
Slacks Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,250,120,220,0,0,0,nan,nan,55,55,8,2019-11-22 01:19:06
Caerlaverock WWT,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,120Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,95Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,54,54,8,2019-11-22 01:19:06
Townhead Reservoir OR Banton Loch,7,0,0,0,0,0,0,2,0,7,0,3,2,7,49,20,40,70,110,30,Apr,54,54,8,2019-11-22 01:19:06
Little Denny Reservoir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,11,0,nan,52,52,8,2019-11-22 01:19:06
River Eden - Ormside,nan,nan,nan,nan,nan,nan,nan,400,121,300,200,(1),0,0,150,0,28,0,30,200,Feb,52,52,8,2019-11-22 01:19:06
Eden Estuary,630,1200,70,387,335Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,600Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,307,(631),1,270WWT/JNCC National Grey Goose Censusnull,560Supplementary roost count under the WeBS Core Count SurveyWeBS,186Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,110Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,92Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,105unspecified sea-watchnull,120Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,28Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,11Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,83Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,14,Oct,51,51,8,2019-11-22 01:19:06
Otterston Loch,nan,(0),(0),(2),(2),nan,1,0,0,nan,6,11,98Supplementary visit under the WeBS Core Count SurveyWeBS,20,11,12,95,98,10,38,Feb,51,51,8,2019-11-22 01:19:06
Balmore Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(50),Sep,50,50,8,2019-11-22 01:19:06
Loch Sween,0,0,2,nan,13,10,17,12,35,21,18,25,(20),48,58,89,16,39,49Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,48,48,8,2019-11-22 01:19:06
Birns Farm Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,280WWT/JNCC National Grey Goose Censusnull,547Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,10Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,411Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,308unspecified sea-watchnull,64Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,39Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,39Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,47,47,8,2019-11-22 01:19:06
Moss Side,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,250,0,140,0,nan,nan,nan,47,47,8,2019-11-22 01:19:06
Whitrig Moss,0,nan,70,350,750,300,nan,nan,500,nan,nan,300,nan,nan,nan,nan,6,50,0,130,Feb,47,47,8,2019-11-22 01:19:06
"Bobbys Loch, Shancastle",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,94,103,7,0,119,0,nan,46,46,8,2019-11-22 01:19:06
Cramond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,91Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,46,46,8,2019-11-22 01:19:06
Black Leases Pond,nan,nan,nan,nan,nan,nan,1,2,37,1,4,0,0,0,0,20,100,70,24,10,Oct,45,45,8,2019-11-22 01:19:06
Hardendale Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,47,0,1,5,207,13,Mar,45,45,8,2019-11-22 01:19:06
River Forth - West Carse Farm to River Teith Confluence,194,134,250,220,260Supplementary visit under the WeBS Core Count SurveyWeBS,600,320,150,4,45,75,0,0,0,60,100,81,0,nan,0,nan,45,45,8,2019-11-22 01:19:06
Auchlochan Pond,nan,nan,nan,0,0,0,0,0,0,0,3,13,16,11,32,36,35,38,51,59,Nov,44,44,8,2019-11-22 01:19:06
Longbridgemuir - Clarencefield,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,132,0,nan,nan,nan,44,44,8,2019-11-22 01:19:06
WWT Caerlaverock (Inland),105,396,179,716,435,563,377,"(1,000)",50,(100),500,13,24,50,54,120Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,6,34,10,nan,nan,43,43,8,2019-11-22 01:19:06
Loch Gairloch,0,0,0,nan,nan,nan,19,9,12,(49),(50),39,(29),(91),0,(71),14,33,40,(52),Feb,42,42,8,2019-11-22 01:19:06
Mountcastle Quarry,nan,0,0,0,0,5Supplementary visit under the WeBS Core Count SurveyWeBS,400Supplementary visit under the WeBS Core Count SurveyWeBS,500Supplementary visit under the WeBS Core Count SurveyWeBS,0,22,210Supplementary visit under the WeBS Core Count SurveyWeBS,187,11,210Supplementary visit under the WeBS Core Count SurveyWeBS,95,9Supplementary visit under the WeBS Core Count SurveyWeBS,4Supplementary visit under the WeBS Core Count SurveyWeBS,16Supplementary visit under the WeBS Core Count SurveyWeBS,66,116,Nov,42,42,8,2019-11-22 01:19:06
River Annan - Hightae to Daltonhook,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38,0,2,0,0,0,0,212,Feb,42,42,8,2019-11-22 01:19:06
River Carron - A905 to Carronshore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,80,0,nan,42,42,8,2019-11-22 01:19:06
Blencarn Lake,nan,nan,nan,nan,nan,nan,2,0,5,2,11,0,0,0,1,5,50,80,12,60,Nov,41,41,9,2019-11-22 01:19:18
Loch of Fyvie,13,19,0,48,45.0,43.0,26,65,52,88,130,36,29,2,25,71,54,20,50,10,Apr,41,41,9,2019-11-22 01:19:18
Newbyth Pond,5,15,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,117,0,31,20,36,Apr,41,41,9,2019-11-22 01:19:18
River Annan - Broomhill to Sillahill,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0,0,2,0,0,200,2,Mar,41,41,9,2019-11-22 01:19:18
River Devon - A907 to Cambus Weir,0,0,0,0,650.0,47.0,28,0,0,0,0,0,0,0,108,0,0,4,200,1,Jan,41,41,9,2019-11-22 01:19:18
Broadchapel Farm (Lochmaben),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,320,0,0,160,0,nan,nan,40,40,9,2019-11-22 01:19:18
Haddo House Lakes,0,670Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,"1,100Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",980,975.0,1100.0,603,520,435Supplementary roost count under the WeBS Core Count SurveyWeBS,180WWT/JNCC National Grey Goose Censusnull,430Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,32Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,40,nan,nan,40,40,9,2019-11-22 01:19:18
