Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Mount Dam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,73,2019-11-28 06:45:09
Mount Stewart Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,43.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0.0,nan,0,0,73,2019-11-28 06:45:09
Mugdock Castle Loch,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,7.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,nan,0,0,73,2019-11-28 06:45:09
Muir O' Lea Lochan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,0,0.0,0.0,0.0,nan,0,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0.0,nan,0,0,73,2019-11-28 06:45:09
Muir Park Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0,0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,73,2019-11-28 06:45:09
Murkle Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,(0),(0),0,(0),(0),0,0.0,0,0.0,0.0,nan,0,0,73,2019-11-28 06:45:09
Nantwich Boating Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,1,0.0,0,0.0,0.0,nan,0,0,73,2019-11-28 06:45:09
Naseby Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1.0,10,2,0,0,1,40,0,0,4,0,0.0,(0),0.0,1.0,Nov,0,0,73,2019-11-28 06:45:09
National Botanic Garden of Wales,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,2.0,0,nan,0,0,74,2019-11-28 06:45:35
Naver Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,(0),0,(0),(0),0,0,0,0.0,0,nan,0,0,74,2019-11-28 06:45:35
Ness of Duncansby to John o' Groats,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,(0),(0),0,0,(0),(0),(0),0,0.0,0,nan,0,0,74,2019-11-28 06:45:35
Ness of Huna,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,(0),(0),0,0,(0),0,(0),0,0.0,0,nan,0,0,74,2019-11-28 06:45:35
"Ness of Sound, Yell",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0,0,nan,0,0,0.0,0,nan,0,0,74,2019-11-28 06:45:35
Newdigate Brickworks,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1.0,0,nan,0,0,74,2019-11-28 06:45:35
Newenden Flood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,1,Apr,0,0,74,2019-11-28 06:45:35
Newhaven,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,(0),2,0,0,0,0.0,0,nan,0,0,74,2019-11-28 06:45:35
Newton Farm Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,(0),0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,74,2019-11-28 06:45:35
North Third Reservoir,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,(0),0,0,0.0,0,0.0,0,0,0,0,0,(0),0,0,0.0,0,nan,0,0,74,2019-11-28 06:45:35
Northington Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,(0),0.0,0,(0),nan,nan,1,0.0,0,0,0,0,0,0,1,0,1.0,0,nan,0,0,74,2019-11-28 06:45:35
Nostell Dam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,2,0,0,0,1,1.0,0,nan,0,0,74,2019-11-28 06:45:35
Nottingham Canal Local Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,0,0.0,0,0,0,0,0,nan,nan,nan,nan,0,nan,0,0,74,2019-11-28 06:45:35
Oak Road Fishing Pond - Hull,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,2,0,0,0,0,0,0,0,0.0,nan,nan,0,0,74,2019-11-28 06:45:35
Oakthorpe Flashes,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0.0,(0),0,0,0,0,0,0,0,2.0,0,nan,0,0,74,2019-11-28 06:45:35
Old England Loch,0.0,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0.0,0,0,0,0.0,0,0.0,0,0,nan,nan,nan,nan,nan,0,0.0,0,nan,0,0,74,2019-11-28 06:45:35
Onich Foreshore,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0,0,0,0,(0),0,0,0,0.0,0,nan,0,0,74,2019-11-28 06:45:35
Orchardleigh Lake,0.0,0.0,0.0,0.0,0.0,0.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0.0,0,nan,0,0,74,2019-11-28 06:45:35
Orrell Water Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,4.0,1,0,0.0,2,0,0,nan,0,nan,nan,0,nan,0,0,0,0,0,0.0,0,nan,0,0,74,2019-11-28 06:45:35
Orwick Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,74,2019-11-28 06:45:35
Osterley Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3.0,3,2.0,1,1,2.0,2,0,2,2.0,2,1.0,0,1,0,0,nan,0,nan,nan,nan,nan,nan,0,0,74,2019-11-28 06:45:35
Otter Estuary,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2.0,0,4.0,2,0,0.0,5,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,2,Sep,0,0,74,2019-11-28 06:45:35
Outer Ards Shoreline,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0,0.0,(0),0.0,0,0,nan,4,0,0,8.0,0,0.0,0,0,0,0,6,0,0,0,0.0,0,nan,0,0,74,2019-11-28 06:45:35
Outer Loch Indaal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,nan,nan,nan,nan,0,0,nan,nan,nan,0,0.0,0,nan,0,0,74,2019-11-28 06:45:35
Par Sands Pools and St Andrews Road,nan,3.0,nan,nan,2.0,2.0,nan,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,(0),0.0,0,0.0,0,0,0,0,(0),0,0,0,nan,0,nan,0,0,74,2019-11-28 06:45:35
Parc Slip NR North Wetland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0.0,0,0.0,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,0,0,0.0,0,nan,0,0,74,2019-11-28 06:45:35
Parc Tredelerch - Cardiff,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0.0,6,0,0,0,0,0,0,(0),0.0,0,nan,0,0,74,2019-11-28 06:45:35
Parham Park Lake,nan,nan,nan,nan,nan,0.0,nan,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,0,74,2019-11-28 06:45:35
"Parkfoot Pool, Dennyloanhead",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,74,2019-11-28 06:45:35
Passfield Pond,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,0,0.0,(0),0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,(0),0,2,0.0,(0),nan,1,1,74,2019-11-28 06:45:35
Paul's Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,520,8,10,1,8,0.0,0,nan,nan,nan,nan,0,0,75,2019-11-28 06:46:01
Pawston Lake,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,6.0,0.0,0.0,0.0,0,0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0.0,0,0,0,0,nan,0,0,75,2019-11-28 06:46:01
Peterhead Bay and Sandford Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,nan,nan,2,0,(0),0,0,0.0,0,0,0,0,nan,0,0,75,2019-11-28 06:46:01
Petersfinger Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,0,0,75,2019-11-28 06:46:01
Peterston-super-Ely Moors,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,(0),(0),1,(0),nan,1,1,75,2019-11-28 06:46:01
Pickmere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,(0),(0),0.0,0.0,0,0,0.0,0,0.0,0.0,58,32.0,0.0,2,1,1,26,0,0.0,0,0,0,0,nan,0,0,75,2019-11-28 06:46:01
Piethorne Valley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,1.0,0,0.0,0.0,0,0,6,0,0,0.0,nan,nan,(0),nan,nan,0,0,75,2019-11-28 06:46:01
Pilmuir Dam,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,3,0.0,0,nan,nan,nan,nan,0,0,75,2019-11-28 06:46:01
Pittville Park,0.0,0.0,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,2,0,nan,0,0,75,2019-11-28 06:46:01
Platt Fields Park Boating Lake (Fallowfield Pond),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,0,1.0,0.0,0,0.0,16.0,11,0,0,nan,0,0.0,0,0,0,0,nan,0,0,75,2019-11-28 06:46:01
Pleasley Colliery,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,1,0,0,0,0.0,0,1,1,0,nan,0,0,75,2019-11-28 06:46:01
Polbain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,(0),(0),nan,nan,nan,0.0,(0),0.0,0.0,0,0,0,0,0,nan,0,0,0,0,nan,0,0,75,2019-11-28 06:46:01
Poling Fishing Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,2.0,0,0,0,0,nan,0,0,75,2019-11-28 06:46:01
Poll Creadha,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,0.0,0,0.0,0.0,0,0,nan,0,0,0.0,nan,0,0,0,nan,0,0,75,2019-11-28 06:46:01
Polmaise Lagoons,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,0,0,0,0,nan,0,nan,nan,nan,nan,0,0,75,2019-11-28 06:46:01
Pond Lye,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,0,0,nan,0,0,nan,nan,nan,0,0,75,2019-11-28 06:46:01
Pond of Drummond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,5.0,6,5,12.0,0.0,0,1,nan,0,0.0,0.0,0,0.0,0.0,0,2,1,0,1,0.0,0,0,1,0,nan,0,0,75,2019-11-28 06:46:01
Pool Ewe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,0,0,(0),0,0,0.0,0,0,0,0,nan,0,0,75,2019-11-28 06:46:01
Pool of Virkie,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,nan,0,0,75,2019-11-28 06:46:01
Poolsbrook,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0,0.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,0,75,2019-11-28 06:46:01
Porlock Marsh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,0,0,75,2019-11-28 06:46:01
Port Chiligaig,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,(0),nan,nan,nan,nan,0.0,(0),0.0,0.0,(0),0,0,0,0,0.0,0,0,0,0,nan,0,0,75,2019-11-28 06:46:01
Port Talbot Old Docks,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,1.0,0,0,0,0,0,0.0,0,0,0,nan,nan,0,0,75,2019-11-28 06:46:01
Portsmouth Harbour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,(0),0,0.0,(0),0.0,0.0,11,1.0,0.0,(0),(0),0,(0),1,0.0,(0),0,(0),(0),nan,0,0,75,2019-11-28 06:46:01
Portworthy Mica Dam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,2,2,2.0,0.0,0,0,0.0,0,0.0,0.0,0,1.0,0.0,0,0,0,(0),(0),0.0,0,0,(0),0,nan,0,0,75,2019-11-28 06:46:01
Possil Loch,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,(0),0.0,8.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,75,2019-11-28 06:46:01
"Pow Flood, Madderty",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,nan,0,0,75,2019-11-28 06:46:01
Pressmennan Lake (Reservoir),nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,nan,nan,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1.0,(0),0,0,(0),nan,0,0,75,2019-11-28 06:46:01
Primrose Valley Mere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,1.0,1.0,0.0,0,4,2.0,1.0,0,0,1.0,2,3.0,5.0,3,0.0,5.0,0,5,1,0,1,nan,0,0,nan,nan,nan,0,0,75,2019-11-28 06:46:01
Priorslee Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,62,35,25,nan,0,0.0,0,0,1,0,nan,0,0,75,2019-11-28 06:46:01
Pwll-y-Waun Pond,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,0,0,0,0,4,0.0,0,nan,nan,nan,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,76,2019-11-28 06:46:27
Queen Elizabeth II Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,0,1.0,6,0,26,0.0,0,0.0,0,0,1,3,2,0,0,0,0,nan,0,0,76,2019-11-28 06:46:27
Queen's Park (Swindon),0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,1,0.0,0,0.0,0,0,0,0,1,0,0,0,0,nan,0,0,76,2019-11-28 06:46:27
Quest Clay Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,76,2019-11-28 06:46:27
R Clyde: Carstairs to Thankerton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(0),0,0,(0),0.0,0,0,(0),0.0,0,0.0,(0),(0),0,(0),0,(0),0,0,0,nan,0,0,76,2019-11-28 06:46:27
R. Lochay and Killin Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,(0),0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,76,2019-11-28 06:46:27
R.Bervie: Bervie Bay to Upper Mill,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(1),0,(0),(0),0,0,0,nan,0,0,76,2019-11-28 06:46:27
"R.Esk: Arthuret to Metalbridge, Rockcliffe",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,4,0,0,nan,nan,nan,nan,0,0,76,2019-11-28 06:46:27
Raa Estuary and Achnahaird Bay,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),(0),nan,nan,nan,0,(0),0.0,0,0.0,0,0,0,0,0,0,0,(0),0,nan,0,0,76,2019-11-28 06:46:27
Race Course Lough,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,14.0,0.0,0.0,0.0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,0,0,76,2019-11-28 06:46:27
Rae Loch,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,2,May,0,0,76,2019-11-28 06:46:27
"Rainford mosses, St Helens",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,0,0,76,2019-11-28 06:46:27
Raith Loch,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,(0),0,0,nan,nan,nan,0,0,76,2019-11-28 06:46:27
Raleigh Pond,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0,2,1,0,0,nan,nan,nan,nan,nan,0,0,76,2019-11-28 06:46:27
Ramptons Lane Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,76,2019-11-28 06:46:27
Ratherheath Tarn,nan,0.0,nan,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,(0),0,(0),0.0,(0),(0),(0),2.0,2,0.0,0,0,0,0,2,0,0,0,0,nan,0,0,76,2019-11-28 06:46:27
Ravenstruther,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0.0,0,0,0,0.0,0,0.0,0,(0),0,0,0,(0),0,(0),0,nan,0,0,76,2019-11-28 06:46:27
Rayburn Lake,0.0,0.0,0.0,0.0,0.0,52.0,15.0,0.0,0.0,4.0,0.0,28.0,102.0,220.0,105.0,0.0,nan,nan,nan,nan,nan,nan,nan,150,424.0,55,210,35,0.0,66,56.0,0,16,9,0,0,0,0,(0),0,nan,0,0,76,2019-11-28 06:46:27
Ream Hills Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20,nan,nan,(0),(0),nan,0,nan,0,0,76,2019-11-28 06:46:27
Red Moss SSSI,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,0.0,0,0,0,0.0,0,0.0,0,0,0,2,0,nan,nan,nan,nan,nan,0,0,76,2019-11-28 06:46:27
Red Point to Port Henderson,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,0,0.0,(0),0.0,(0),(0),0,(0),(0),(0),0,0,(0),nan,0,0,76,2019-11-28 06:46:27
