Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Heaton Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,32,0.0,37,39.0,38,40.0,33,37,51,52,nan,20,9,13,4,18,Dec,13,13,30,2019-11-28 06:26:57
Lackford Green Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,Apr,13,13,30,2019-11-28 06:26:57
Loch Sunart - Camas Na H-Airbhe to Head,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,32.0,nan,nan,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0,nan,nan,nan,nan,nan,11,14,Jun,13,13,30,2019-11-28 06:26:57
London Wetland Centre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0,6,0.0,2.0,5,6,6,13,18.0,22,19.0,25,19.0,17,19,30,4,7,8,11,8,15,21,Nov,13,13,30,2019-11-28 06:26:57
Longdon Marsh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6Supplementary visit under the WeBS Core Count SurveyWeBS,nan,20Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,13,13,30,2019-11-28 06:26:57
River Witham - Kirkstead Bridge to Nr Southrey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,May,13,13,30,2019-11-28 06:26:57
Scout Dyke Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,nan,1,nan,nan,nan,nan,0,0.0,nan,nan,nan,nan,nan,0,62,63,0,0,0,0,nan,13,13,30,2019-11-28 06:26:57
Summer Lodge Tarn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,22,10,nan,nan,13,13,30,2019-11-28 06:26:57
Ty-Mawr and Bryn Goleu Reservoirs,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,17,18,Feb,13,13,30,2019-11-28 06:26:57
Ugie Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,nan,nan,0,0,8,6,1,14,21,28,1,2,Jul,13,13,30,2019-11-28 06:26:57
Afon Cynon - Tirfounder Fields,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,0,0,0.0,0,0.0,(2),2.0,(2),3,16,9,4,9,6,14,17,14,Apr,12,12,30,2019-11-28 06:26:57
Alvecote Pools,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,(1),5,0.0,0.0,(0),6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,3,20,Jan,12,12,30,2019-11-28 06:26:57
Bourton-on-the-Water Gravel Pits,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,0,0,0.0,0,0.0,0,1.0,2,0,2,6,0,12,(13),14,(13),10,Apr,12,12,30,2019-11-28 06:26:57
Conwy Estuary,0.0,nan,0.0,nan,0.0,0.0,nan,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,6.0,3.0,3,12,3.0,4.0,5,1,2,0,27.0,8,5.0,6,47.0,37,6,2,48Standard visit under the WeBS Low Tide Count SurveyWeBS,5,4,3,20,6,25,Nov,12,12,30,2019-11-28 06:26:57
Enton Ponds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,14,12,16,14,11,5,nan,nan,12,12,30,2019-11-28 06:26:57
Hollow Pond (Whipps Cross),nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,1,1,2,4,0.0,3,3.0,nan,nan,nan,nan,nan,nan,nan,nan,10,14,nan,13,May,12,12,30,2019-11-28 06:26:57
Impington Lake (Histon Gravel Pit),nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57,36,0,0,nan,nan,nan,12,12,30,2019-11-28 06:26:57
John Bennett Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,12,12.0,Feb,12,12,31,2019-11-28 06:27:22
Lochaline Bay - Morvern,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,12,1,32.0,Feb,12,12,31,2019-11-28 06:27:22
Lochwinnoch (Aird and Barr and Castle Semple),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,2.0,2,0,2.0,2,1.0,(4),8,10,13,19,11,9,8.0,May,12,12,31,2019-11-28 06:27:22
Piddinghoe Lake to Tidemills,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,14,0,9,10,34,9.0,Mar,12,12,31,2019-11-28 06:27:22
Radnor Mere,0.0,0.0,0.0,0.0,0.0,1.0,7.0,5.0,5.0,3.0,0.0,5.0,4.0,0.0,2.0,0,1,2.0,2.0,0.0,0.0,0.0,46,0.0,47.0,27,0.0,4,0,0.0,81,45.0,0,10,4,1,2,5,52,2.0,May,12,12,31,2019-11-28 06:27:22
Runcorn Sands and Astmoor Saltmarsh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,13,(10),nan,nan,nan,nan,13,13,31,2019-11-28 06:27:22
Shakerley Mere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,3.0,5,0,0.0,0.0,30.0,0.0,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0,18.0,4,2,19,4,16,16,7,15.0,Jul,12,12,31,2019-11-28 06:27:22
Threipmuir and Harlaw Reservoirs including Bavelaw Marsh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2,0.0,0.0,0.0,0.0,14.0,130,0.0,0.0,0,6.0,240,0,0.0,0,0.0,0,0,0,2,0,12,47,0.0,nan,12,12,31,2019-11-28 06:27:22
Wakehurst Place Lakes,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.0,18,8,21,18,6,nan,nan,nan,nan,12,12,31,2019-11-28 06:27:22
Warkworth Lane Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,0.0,0.0,0.0,0.0,nan,nan,(150),0.0,nan,nan,nan,nan,0,295.0,33.0,0,4.0,8,18,6.0,0,7.0,0,44,2,6,43,13,0,0.0,nan,12,12,31,2019-11-28 06:27:22
Allerton Bywater,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,1.0,2.0,1.0,1.0,0,2.0,2.0,0,0.0,2,0,1.0,1,8.0,3,2,2,13,3,2,2,34.0,Aug,11,11,31,2019-11-28 06:27:22
Beecraigs Reservoir Bathgate,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,23,8,11,13,2.0,Jul,11,11,31,2019-11-28 06:27:22
Birnie Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,2,0.0,0.0,6.0,0.0,0.0,0,0.0,0.0,0,0.0,0,2,0.0,0,0.0,0,4,4,4,5,12,18,14.0,May,11,11,31,2019-11-28 06:27:22
Broadford Bay,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,7.0,16.0,(45),27.0,29,22,8.0,(15),11.0,(10),32,(11),(4),(16),14,nan,nan,nan,15,15,31,2019-11-28 06:27:22
Cambus Village Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,1,0,0.0,0,0.0,0,0,0,13,0,39,3,0.0,nan,11,11,31,2019-11-28 06:27:22
Earlswood Lakes (Warwickshire),nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,2,2.0,4,nan,nan,nan,nan,nan,19,2.0,Aug,11,11,31,2019-11-28 06:27:22
Effirth Voe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.0,Jun,11,11,31,2019-11-28 06:27:22
Freemans Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,0,40,nan,0.0,nan,11,11,31,2019-11-28 06:27:22
Head of Loch Eil,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,(0),0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,4.0,0,0,0.0,0,2.0,0,0,3,2,6,23,22,0.0,nan,11,11,31,2019-11-28 06:27:22
Knapps Loch,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,0.0,0.0,nan,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,(19),1.0,(1),(14),nan,nan,nan,nan,nan,nan,nan,nan,4,8,22.0,May,11,11,31,2019-11-28 06:27:22
Longside Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,(0),0,0.0,0.0,0.0,5.0,nan,nan,0.0,nan,0,0.0,1,nan,nan,nan,2.0,nan,nan,nan,5,15,6,8,19.0,Apr,11,11,31,2019-11-28 06:27:22
Middle Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1,2,2.0,8,2.0,2,(11),2,(16),9,5,27,0.0,nan,11,11,31,2019-11-28 06:27:22
River Penk - Rickerscote Watermeadows,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,69Supplementary visit under the WeBS Core Count SurveyWeBS,nan,8Supplementary visit under the WeBS Core Count SurveyWeBS,33Supplementary visit under the WeBS Core Count SurveyWeBS,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,nan,11,11,31,2019-11-28 06:27:22
Silsden Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,34.0,0.0,nan,nan,(0),nan,nan,nan,nan,0,nan,0.0,5,0.0,1,2,18,5,25,9,5,10.0,Nov,11,11,31,2019-11-28 06:27:22
Straws Bridge Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,0.0,nan,nan,nan,nan,nan,nan,3.0,nan,0.0,1,2,nan,4,nan,nan,nan,nan,nan,nan,nan,1,20.0,Nov,11,11,31,2019-11-28 06:27:22
Thirlmere,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,0,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,nan,2,0,nan,nan,11,11,31,2019-11-28 06:27:22
Thornton Moor Reservoir Oxenhope,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,2.0,0.0,0.0,0.0,0.0,0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0,5,2,1,4,10,24,17.0,Jun,11,11,31,2019-11-28 06:27:22
Walton Hall Lake,nan,0.0,0.0,nan,nan,0.0,nan,0.0,nan,nan,0.0,0.0,nan,0.0,0.0,0,0,nan,nan,nan,0.0,nan,nan,nan,0.0,4,2.0,2,6,14.0,33,57.0,16,29,12,34,nan,0,0,nan,nan,11,11,31,2019-11-28 06:27:22
Agden Reservoir,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,nan,nan,10,10,31,2019-11-28 06:27:22
Baron's Haugh,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0,1,0.0,0,40.0,93,0,0,(0),2,0,2,47.0,Aug,13,13,31,2019-11-28 06:27:22
Brookleys Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,20,3,4.0,7,8.0,4,21,11,Jan,10,10,32,2019-11-28 06:27:47
Caernarfon Bay,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,0,0,30,Nov,10,10,32,2019-11-28 06:27:47
Clachan and Whitehouse,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Argyll goose countsSNH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18SNH countsSNH Kirkwall office,1SNH countsSNH Kirkwall office,Dec,10,10,32,2019-11-28 06:27:47
Colwyn Bay and North Clwyd Coast,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,0,(0),0.0,0,0,0.0,(0),0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1.0,0,47,0,nan,10,10,32,2019-11-28 06:27:47
Cresswell Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(140),0,1,nan,nan,nan,nan,18.0,35,20,13,39.0,16,16,53,16.0,5,4,79Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,107.0,13,1.0,2,29,5,Dec,10,10,32,2019-11-28 06:27:47
Danson Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4,3.0,(10),33,1,Jul,10,10,32,2019-11-28 06:27:47
Daw Street Farm Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19,0,nan,10,10,32,2019-11-28 06:27:47
Dyfi Estuary,0.0,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,5.0,22.0,13,18,14,9,5.0,2,19,22.0,9,16Standard visit under the WeBS Low Tide Count SurveyWeBS,7,19.0,5,7,2,3.0,7,5,19,18.0,9,13.0,6,12,11,Jan,10,10,32,2019-11-28 06:27:47
Frensham Ponds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,(0),nan,0.0,0,0,0,0.0,3,2,0,2.0,3,3,3,3.0,6,13.0,12,11,7,Mar,10,10,32,2019-11-28 06:27:47
Gaddon Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,4,0,0.0,0,0,0,0.0,0,0,0,4.0,12,9.0,6,4,20,May,10,10,32,2019-11-28 06:27:47
Loch Inver,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),nan,nan,nan,(4),2.0,4,5,4,11.0,(15),(8),11,11.0,9,11.0,12,15,4,Aug,10,10,32,2019-11-28 06:27:47
Loch Ryan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,7.0,(0),0,0,0.0,0,(0),0,0.0,0,0,0,0.0,0,1.0,0,48,(0),nan,12,12,32,2019-11-28 06:27:47
Loch of Houster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,May,10,10,32,2019-11-28 06:27:47
Lomond Reservoirs Ballo Harperlees Holl,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,7.0,19,12,0,4.0,37,2,16,4.0,16,12.0,0,0,23,Jul,10,10,32,2019-11-28 06:27:47
Lower Frome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,0,0,nan,nan,nan,nan,nan,nan,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,30.0,8,20.0,3,nan,nan,nan,10,10,32,2019-11-28 06:27:47
Marbury Meres,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0,0,0.0,0,0,nan,nan,nan,1,0,2.0,2,1,0,1.0,1,0.0,1,11,39,Nov,10,10,32,2019-11-28 06:27:47
Marden Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,(1),0,0.0,0,0,0,5.0,6,6,13,12.0,10,9.0,9,16,5,Mar,10,10,32,2019-11-28 06:27:47
Marsh Court River,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,2,44,10.0,36,2.0,0,0,11,Nov,10,10,32,2019-11-28 06:27:47
Pippingford Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13,9,8,Apr,10,10,32,2019-11-28 06:27:47
River Hull - Brigham to Emmotland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,70,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.0,0,0,0,0.0,0,0,0,4.0,31,0.0,0,0,20,Jan,10,10,32,2019-11-28 06:27:47
Valentines Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1.0,2,2,0,1.0,1,nan,nan,nan,nan,nan,nan,nan,nan,2.0,4,13,22,Nov,10,10,32,2019-11-28 06:27:47
Auchendores and Leperstone Reservoirs,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,0,0.0,0,0,0.0,0,0,2,6.0,0,14,(132),7.0,0,nan,9,22.0,nan,nan,14,5,8,Aug,9,9,32,2019-11-28 06:27:47
Avon Valley - Salisbury to Fordingbridge,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0,(1),(0),0,0.0,1,0,0.0,10,2,0,2.0,1,0,2,0.0,1,0,0,0.0,(2),0.0,(0),45,0,nan,15,15,32,2019-11-28 06:27:47
Bodenham Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,0,(3),1.0,0,1,0.0,0,0,0,0.0,nan,(0),0,1.0,0,4,1,0.0,8,4.0,7,13,15,Feb,9,9,32,2019-11-28 06:27:47
Cefni Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,6,2,2,10,4.0,15,23,32.0,76,81,0,36.0,5,120,11,10.0,nan,nan,nan,nan,2,6.0,1,1,37,Feb,9,9,32,2019-11-28 06:27:47
Corringham Scroggs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.0,9,nan,nan,nan,nan,nan,9,9,32,2019-11-28 06:27:47
Felmersham GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,2.0,11,25,45,12,11.0,7,14,0.0,16,27,20,30.0,58,55,9,35.0,22,9,12,3.0,2,16.0,14,11,4,Apr,9,9,32,2019-11-28 06:27:47
Hardendale Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0,3,0.0,7,11.0,2,7,19,May,9,9,32,2019-11-28 06:27:47
Head of Loch Shiel,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,12,6,8,10.0,8,12.0,12,14,0,nan,9,9,32,2019-11-28 06:27:47
High Fairbanks,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,2,0,0.0,1,1,1.0,0,1,0,0.0,0,3,2,0.0,0,0,(0),1.0,0,0.0,0,9,34,Nov,9,9,32,2019-11-28 06:27:47
Killingworth Lake,nan,nan,nan,nan,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0.0,0.0,3.0,2.0,6.0,8,9,21.0,10,5,4,7.0,17,Jun,9,9,33,2019-11-28 06:28:13
Llanishen and Lisvane Reservoirs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,7.0,0.0,0.0,0,0,0.0,0,31,1,4.0,0.0,2.0,nan,3.0,5,1,0.0,18,0,nan,nan,nan,nan,9,9,33,2019-11-28 06:28:13
Loch of Urafirth,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,56,0.0,0,0,45,0.0,0,nan,9,9,33,2019-11-28 06:28:13
Milton Country Park,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,nan,0.0,2.0,4.0,0.0,1.0,0.0,nan,nan,nan,14,7,11,0.0,16.0,18.0,19.0,9.0,33,11,2.0,4,0,0,39.0,1,Jul,9,9,33,2019-11-28 06:28:13
Oxwich NNR,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31Supplementary visit under the WeBS Core Count SurveyWeBS,3,2.0,0,nan,9,9,33,2019-11-28 06:28:13
Peppermill Dam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,2,10,17.0,14,May,9,9,33,2019-11-28 06:28:13
Rivington Reservoirs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0.0,5.0,7.0,13.0,8,11,0.0,1,9,28,5.0,4,Mar,9,9,33,2019-11-28 06:28:13
Tices Meadow,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,11,32.0,2,Jul,9,9,33,2019-11-28 06:28:13
White Bridge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,72.0,9Supplementary visit under the WeBS Core Count SurveyWeBS,12,20,6.0,0,nan,9,9,33,2019-11-28 06:28:13
