Site,35/36,36/37,37/38,38/39,39/40,40/41,41/42,42/43,43/44,44/45,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
The Wash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[15, 1, 'Sep', 0, None, None]","[143, 1, 'Aug', 0, None, None]","[46, 1, 'Jul', 0, None, None]","[23, 1, 'Sep', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[20, 1, 'Sep', 0, None, None]","[46, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[48, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[253, 1, 'Aug', 0, None, None]","[3, 1, 'May', 0, None, None]","[13, 1, 'Jul', 0, None, None]","[42, 1, 'Sep', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[20, 1, 'Jul', 0, None, None]","[23, 1, 'Jul', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[18, 1, 'Sep', 0, None, None]","[7, 1, 'Oct', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[57, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[26, 1, 'Aug', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[43, 1, 'Aug', 0, None, None]","[4, 1, 'May', 0, None, None]","[28, 1, 'Sep', 0, None, None]","[41, 1, 'Sep', 0, None, None]","[23, 1, 'Sep', 0, None, None]","[33, 1, 'Aug', 0, None, None]","[38, 1, 'Sep', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[258, 1, 'Aug', 1, 'Birdguides', 'Birdguides']","[11, 1, 'Jul', 0, None, None]",2020-01-19 18:07:09
Severn Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Oct', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[22, 1, 'Aug', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[26, 1, 'Aug', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[14, 1, 'Sep', 0, None, None]","[11, 1, 'Oct', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[36, 1, 'Sep', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[100, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[54, 1, 'Sep', 0, None, None]","[26, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[32, 1, 'Sep', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[73, 1, 'Sep', 0, None, None]","[47, 1, 'Sep', 0, None, None]","[38, 1, 'Sep', 0, None, None]","[41, 1, 'Sep', 0, None, None]","[22, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[37, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[18, 1, 'Sep', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[15, 1, 'Aug', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[43, 1, 'Sep', 0, None, None]","[16, 1, 'Sep', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[21, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[51, 1, 'Aug', 0, None, None]","[6, 1, 'Oct', 0, None, None]",2020-01-19 18:07:09
Severn Estuary (English counties),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Oct', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[22, 1, 'Aug', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[21, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[14, 1, 'Sep', 0, None, None]","[11, 1, 'Oct', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[24, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[97, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[26, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[29, 1, 'Sep', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[73, 1, 'Sep', 0, None, None]","[47, 1, 'Sep', 0, None, None]","[38, 1, 'Sep', 0, None, None]","[35, 1, 'Sep', 0, None, None]","[18, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[36, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[15, 1, 'Aug', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[33, 1, 'Sep', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[19, 1, 'Sep', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[48, 1, 'Aug', 0, None, None]","[6, 1, 'Oct', 0, None, None]",2020-01-19 18:07:09
Mersey Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[12, 1, 'Oct', 0, None, None]","[6, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[14, 1, 'Sep', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[8, 1, 'Oct', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[12, 1, 'Oct', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[18, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[32, 1, 'Aug', 0, None, None]","[3, 1, 'Aug', 0, None, None]",2020-01-19 18:07:09
North Norfolk Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[0, 2, '', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[23, 1, 'Sep', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[20, 1, 'Aug', 0, None, None]","[31, 1, 'Sep', 0, None, None]","[8, 1, 'Aug', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[143, 1, 'Sep', 0, None, None]","[142, 1, 'Sep', 0, None, None]","[24, 1, 'Aug', 0, None, None]","[25, 1, 'Aug', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[20, 1, 'Sep', 0, None, None]","[88, 1, 'Aug', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[24, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[25, 1, 'Jul', 0, None, None]","[32, 1, 'Sep', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[23, 1, 'Aug', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[14, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]",2020-01-19 18:07:09
Humber Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[7, 1, 'Oct', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[10, 1, 'Oct', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[241, 1, 'Sep', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[169, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[28, 1, 'Sep', 0, None, None]","[20, 1, 'Sep', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[32, 1, 'Sep', 0, None, None]","[28, 1, 'Sep', 0, None, None]","[10, 1, 'May', 0, None, None]","[106, 1, 'Sep', 0, None, None]","[95, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[12, 1, 'Oct', 0, None, None]","[53, 1, 'Sep', 0, None, None]","[22, 1, 'Sep', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[18, 1, 'Sep', 0, None, None]","[10, 1, 'Oct', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[22, 1, 'Sep', 0, None, None]","[9, 1, 'Aug', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[21, 1, 'Aug', 0, None, None]","[13, 1, 'Oct', 0, None, None]",2020-01-19 18:07:09
Thames Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[16, 1, 'Sep', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[14, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[80, 1, 'Sep', 0, None, None]","[24, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[31, 1, 'Sep', 0, None, None]","[15, 1, 'Jul', 0, None, None]","[37, 1, 'Jul', 0, None, None]","[23, 1, 'Sep', 0, None, None]","[55, 1, 'Aug', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[47, 1, 'Sep', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[71, 1, 'Sep', 0, None, None]","[47, 1, 'Sep', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[33, 1, 'Oct', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[14, 1, 'Sep', 0, None, None]","[28, 1, 'Sep', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[21, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[18, 1, 'Aug', 0, None, None]","[7, 1, 'Sep', 0, None, None]",2020-01-19 18:07:09
Pegwell Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[11, 1, 'May', 0, None, None]","[13, 1, 'Jul', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[1, 1, 'Sep', 0, None, None]",nan,"[20, 1, 'Sep', 0, None, None]",nan,nan,nan,"[3, 1, 'Aug', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[24, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[20, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[22, 1, 'Aug', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[32, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[12, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[13, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[10, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[4, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[26, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[6, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[2, 1, 'Aug', 0, None, None]",2020-01-19 18:07:09
Breydon Water and Berney Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[6, 1, 'Sep', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[39, 1, 'Sep', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[94, 1, 'Sep', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[12, 1, 'Oct', 0, None, None]","[61, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[21, 1, 'Sep', 0, None, None]","[21, 1, 'Sep', 0, None, None]","[76, 1, 'Sep', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[54, 1, 'Sep', 0, None, None]","[71, 1, 'Sep', 0, None, None]","[21, 1, 'Aug', 0, None, None]","[27, 1, 'Jul', 0, None, None]","[27, 1, 'Aug', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[39, 1, 'Sep', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[18, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[14, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[9, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[8, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[9, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[4, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[13, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[2, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",2020-01-19 18:07:09
Dee Estuary (England and Wales),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[3, 1, 'May', 0, None, None]","[1, 1, 'May', 0, None, None]","[8, 1, 'Aug', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[30, 1, 'Nov', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[27, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[21, 1, 'Sep', 0, None, None]","[52, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[0, 2, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[16, 1, 'Oct', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[27, 1, 'Sep', 0, None, None]","[42, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[4, 1, 'Oct', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[2, 1, 'Sep', 0, None, None]",2020-01-19 18:07:09
