Site,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,RoughTimeAccessed
Southampton Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[15, 2, 'Aug', 0, None, None]","[19, 2, 'Aug', 0, None, None]","[59, 1, 'Jul', 0, None, None]","[48, 1, 'Jul', 0, None, None]","[33, 1, 'Aug', 0, None, None]","[60, 1, 'Aug', 0, None, None]","[23, 1, 'Aug', 0, None, None]","[35, 1, 'Aug', 0, None, None]","[21, 1, 'Jul', 0, None, None]","[18, 1, 'Aug', 0, None, None]","[24, 1, 'Jul', 0, None, None]","[34, 1, 'Aug', 0, None, None]","[24, 1, 'Jul', 0, None, None]","[22, 1, 'Aug', 0, None, None]","[22, 1, 'Aug', 0, None, None]","[23, 1, 'Aug', 0, None, None]","[20, 2, 'Aug', 0, None, None]","[18, 2, 'Aug', 0, None, None]","[21, 2, 'Jul', 0, None, None]","[28, 2, 'Aug', 0, None, None]","[2, 2, 'Apr', 0, None, None]","[9, 2, 'Aug', 0, None, None]","[14, 2, 'Aug', 0, None, None]","[12, 2, 'Aug', 0, None, None]","[23, 1, 'Aug', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[23, 1, 'Sep', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[10, 2, 'Aug', 0, None, None]","[17, 1, 'Aug', 0, None, None]","[9, 2, 'Sep', 0, None, None]","[12, 2, 'Aug', 0, None, None]","[11, 2, 'Aug', 0, None, None]","[19, 2, 'Aug', 0, None, None]","[17, 2, 'Aug', 0, None, None]","[12, 2, 'Jul', 0, None, None]","[20, 2, 'Jul', 0, None, None]","[19, 2, 'Aug', 0, None, None]","[27, 1, 'Aug', 0, None, None]","[21, 2, 'Jul', 0, None, None]","[19, 2, 'Aug', 0, None, None]","[12, 2, 'Aug', 0, None, None]","[15, 2, 'Aug', 0, None, None]","[22, 2, 'Aug', 0, None, None]","[15, 2, 'Jul', 0, None, None]",2020-01-19 18:09:24
Inner Firth of Clyde,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[7, 1, 'Aug', 0, None, None]","[31, 1, 'Jul', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[11, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[1, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,"[0, 1, '', 0, None, None]","[6, 2, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[1, 2, 'Sep', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[13, 2, 'Jun', 0, None, None]","[36, 1, 'Jul', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[29, 1, 'Jul', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[21, 1, 'Jul', 0, None, None]","[13, 1, 'Jul', 0, None, None]","[10, 1, 'Jun', 0, None, None]","[18, 1, 'Jul', 0, None, None]","[11, 1, 'May', 0, None, None]","[11, 1, 'Jun', 0, None, None]","[22, 1, 'Jul', 0, None, None]","[18, 1, 'Jul', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[50, 1, 'Jul', 0, None, None]","[18, 1, 'Jul', 0, None, None]",2020-01-19 18:09:24
River Arun - Arundel to Littlehampton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[7, 1, 'Sep', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[1, 1, 'Apr', 0, None, None]",nan,"[17, 2, 'Aug', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[38, 1, 'Jul', 0, None, None]",2020-01-19 18:09:24
Taw-Torridge Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[13, 2, 'Sep', 0, None, None]","[21, 2, 'Jul', 0, None, None]","[7, 2, 'Apr', 0, None, None]","[29, 1, 'Aug', 0, None, None]","[35, 1, 'Jul', 0, None, None]","[20, 1, 'Apr', 0, None, None]","[44, 1, 'Jul', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[22, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[30, 1, 'Sep', 0, None, None]","[18, 1, 'Apr', 0, None, None]","[18, 1, 'Sep', 0, None, None]","[42, 2, 'Aug', 0, None, None]","[10, 1, 'Apr', 0, None, None]","[17, 2, 'Aug', 0, None, None]","[15, 2, 'Aug', 0, None, None]","[18, 2, 'Aug', 0, None, None]","[14, 2, 'Sep', 0, None, None]","[5, 2, 'Aug', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[15, 1, 'Aug', 0, None, None]","[27, 1, 'Jul', 0, None, None]","[15, 1, 'Apr', 0, None, None]","[42, 1, 'Aug', 0, None, None]","[31, 1, 'Aug', 0, None, None]","[27, 1, 'Aug', 0, None, None]","[14, 1, 'Jul', 0, None, None]","[6, 1, 'Oct', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[17, 1, 'Jul', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[14, 1, 'Jul', 0, None, None]","[23, 1, 'Jul', 0, None, None]","[22, 1, 'Jul', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[14, 1, 'Jul', 0, None, None]","[17, 1, 'Jul', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[24, 1, 'Jul', 0, None, None]","[27, 1, 'Apr', 0, None, None]","[14, 1, 'Jul', 0, None, None]","[13, 2, 'Jul', 0, None, None]",2020-01-19 18:09:24
Hanningfield Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Aug', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[25, 1, 'Aug', 0, None, None]","[17, 1, 'Aug', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[38, 1, 'Aug', 0, None, None]","[26, 1, 'Jul', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[26, 1, 'Aug', 0, None, None]","[0, 2, '', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[6, 1, 'Aug', 0, None, None]",nan,"[16, 1, 'Jul', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[17, 1, 'Jul', 0, None, None]","[17, 1, 'Aug', 0, None, None]","[33, 1, 'Aug', 0, None, None]","[24, 1, 'Aug', 0, None, None]","[13, 1, 'Jul', 0, None, None]","[26, 1, 'Jul', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[11, 1, 'Aug', 0, None, None]",2020-01-19 18:09:24
Thames Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]",nan,"[33, 1, 'Aug', 0, None, None]","[116, 1, 'Aug', 0, None, None]","[31, 2, 'Aug', 0, None, None]","[2, 2, 'May', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[6, 1, 'Oct', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[21, 1, 'Jul', 0, None, None]","[45, 1, 'Aug', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[42, 2, 'Aug', 0, None, None]","[40, 1, 'Aug', 0, None, None]","[20, 1, 'Jul', 0, None, None]","[44, 2, 'Aug', 0, None, None]","[30, 1, 'Aug', 0, None, None]","[39, 1, 'Aug', 0, None, None]","[31, 1, 'Aug', 0, None, None]","[28, 1, 'Aug', 0, None, None]","[34, 1, 'Aug', 0, None, None]","[20, 1, 'Aug', 0, None, None]","[39, 2, 'Aug', 0, None, None]","[40, 1, 'Aug', 0, None, None]","[35, 1, 'Aug', 0, None, None]","[5, 1, 'Oct', 0, None, None]","[65, 1, 'Aug', 0, None, None]","[21, 1, 'Jul', 0, None, None]","[45, 1, 'Aug', 0, None, None]","[8, 1, 'Aug', 0, None, None]","[50, 1, 'Aug', 0, None, None]","[41, 1, 'Aug', 0, None, None]","[15, 1, 'Aug', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[34, 1, 'Aug', 0, None, None]","[9, 1, 'Aug', 0, None, None]","[25, 1, 'Aug', 0, None, None]",2020-01-19 18:09:24
Blithfield Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[26, 1, 'Jul', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[16, 1, 'Jul', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[14, 1, 'Jul', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[17, 1, 'Aug', 0, None, None]","[27, 1, 'Jul', 0, None, None]","[13, 1, 'Jul', 0, None, None]",nan,nan,nan,"[6, 1, 'Aug', 0, None, None]","[13, 1, 'Jul', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[7, 2, 'Aug', 0, None, None]","[7, 1, 'Jul', 0, None, None]","[18, 1, 'Aug', 0, None, None]","[33, 1, 'Jul', 0, None, None]",2020-01-19 18:09:24
Breydon Water and Berney Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 2, 'Sep', 0, None, None]","[20, 2, 'Aug', 0, None, None]","[15, 1, 'Jul', 0, None, None]","[24, 1, 'Aug', 0, None, None]","[32, 1, 'Sep', 0, None, None]",nan,nan,nan,nan,nan,nan,"[12, 1, 'Aug', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[34, 1, 'Aug', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[3, 1, 'May', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[2, 1, 'May', 0, None, None]","[17, 1, 'Aug', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[19, 1, 'Aug', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[8, 1, 'May', 0, None, None]","[4, 1, 'May', 0, None, None]","[17, 1, 'May', 0, None, None]","[17, 1, 'Jul', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[9, 1, 'May', 0, None, None]","[25, 1, 'May', 0, None, None]","[16, 1, 'May', 0, None, None]","[17, 1, 'Jul', 0, None, None]","[20, 1, 'Aug', 0, None, None]","[38, 1, 'Aug', 0, None, None]","[18, 1, 'Jul', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[5, 1, 'May', 0, None, None]","[12, 1, 'May', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[7, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[28, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[18, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[9, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[11, 1, 'May', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[12, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",2020-01-19 18:09:24
Fleet and Wey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]",nan,nan,"[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 2, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,"[3, 1, 'Sep', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[8, 1, 'Jun', 0, None, None]","[8, 1, 'Aug', 0, None, None]","[9, 1, 'Aug', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[8, 1, 'Aug', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[7, 1, 'Jul', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[21, 1, 'Aug', 0, None, None]","[22, 1, 'Aug', 0, None, None]","[21, 1, 'Aug', 0, None, None]",2020-01-19 18:09:24
Forth Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[0, 2, '', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[4, 2, 'Sep', 0, None, None]","[8, 2, 'Aug', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[0, 2, '', 0, None, None]","[21, 1, 'Jul', 0, None, None]","[30, 1, 'Jul', 0, None, None]","[17, 1, 'Aug', 0, None, None]","[11, 2, 'Aug', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[7, 1, 'Jul', 0, None, None]","[7, 2, 'Jul', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[7, 1, 'Jul', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[19, 1, 'Jul', 0, None, None]","[7, 1, 'Jul', 0, None, None]","[14, 1, 'Jul', 0, None, None]","[20, 1, 'Jul', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[42, 2, 'Apr', 0, None, None]","[11, 2, 'Aug', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[8, 1, 'Jul', 0, None, None]",2020-01-19 18:09:24
Ribble Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 2, 'Aug', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[37, 1, 'Jul', 0, None, None]","[17, 1, 'Jul', 0, None, None]","[1, 1, 'Apr', 0, None, None]",nan,nan,nan,nan,nan,"[3, 1, 'Sep', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[10, 1, 'Oct', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[24, 1, 'Aug', 0, None, None]","[4, 2, 'Jul', 0, None, None]","[6, 2, 'Aug', 0, None, None]","[19, 2, 'Jul', 0, None, None]","[3, 2, 'Jul', 0, None, None]","[7, 2, 'Jul', 0, None, None]","[13, 2, 'Jul', 0, None, None]","[25, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[15, 1, 'Jul', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[16, 1, 'Jul', 0, None, None]","[7, 1, 'Apr', 0, None, None]","[9, 2, 'Jul', 0, None, None]","[7, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[15, 2, 'Aug', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[6, 2, 'Aug', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[37, 1, 'Jul', 0, None, None]","[33, 1, 'Jul', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[8, 2, 'Jul', 0, None, None]","[3, 1, 'Jun', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[23, 1, 'Jul', 0, None, None]","[19, 1, 'Jul', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[20, 1, 'Jul', 0, None, None]",2020-01-19 18:09:24
Arran,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[4, 1, 'Jun', 0, None, None]","[8, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'May', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'May', 0, None, None]","[2, 1, 'May', 0, None, None]","[4, 2, 'Jun', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[5, 1, 'May', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[3, 1, 'May', 0, None, None]","[7, 1, 'Jun', 0, None, None]","[7, 1, 'May', 0, None, None]","[1, 1, 'Jun', 0, None, None]","[10, 1, 'Jun', 0, None, None]","[4, 1, 'Jul', 0, None, None]",nan,"[12, 1, 'Jun', 0, None, None]","[8, 1, 'May', 0, None, None]","[16, 1, 'Jun', 0, None, None]","[11, 2, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[9, 1, 'May', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[5, 2, 'Aug', 0, None, None]","[18, 1, 'May', 0, None, None]","[10, 1, 'May', 0, None, None]","[13, 2, 'Jun', 0, None, None]","[9, 2, 'Jul', 0, None, None]","[14, 2, 'Jul', 0, None, None]","[12, 1, 'Jun', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[11, 1, 'May', 0, None, None]","[15, 1, 'Jun', 0, None, None]","[18, 1, 'Jun', 0, None, None]","[16, 1, 'Jul', 0, None, None]","[17, 1, 'Jun', 0, None, None]",2020-01-19 18:09:24
Cleddau Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[14, 1, 'Aug', 0, None, None]","[15, 1, 'Jul', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[17, 1, 'Aug', 0, None, None]","[20, 1, 'Jul', 0, None, None]","[19, 1, 'Aug', 0, None, None]","[13, 1, 'Aug', 0, None, None]","[24, 1, 'Aug', 0, None, None]","[19, 1, 'Aug', 0, None, None]","[45, 1, 'Jul', 0, None, None]",nan,nan,nan,"[0, 2, '', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[18, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[47, 2, 'Jul', 0, None, None]","[33, 1, 'Jul', 0, None, None]","[14, 1, 'Jul', 0, None, None]","[27, 1, 'Jul', 0, None, None]","[54, 1, 'Jul', 0, None, None]","[24, 1, 'Aug', 0, None, None]","[36, 1, 'Jul', 0, None, None]","[28, 1, 'Jul', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[33, 1, 'Jul', 0, None, None]","[8, 1, 'Oct', 0, None, None]",2020-01-19 18:09:24
Hamford Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]","[13, 1, 'Aug', 0, None, None]","[34, 1, 'Aug', 0, None, None]","[6, 1, 'May', 0, None, None]","[8, 1, 'Sep', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[21, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[14, 1, 'Sep', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[28, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[16, 1, 'Sep', 0, None, None]","[11, 1, 'Oct', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[25, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[6, 2, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[8, 1, 'Sep', 0, None, None]","[33, 1, 'Oct', 0, None, None]",2020-01-19 18:09:24
