Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Solway Estuary,8800,7200.0,7200.0,8100.0,8500.0,8400.0,11500,12390.0,"(13,557)",10409.0,11195.0,14008.0,8000.0,17700.0,"(15,139)","(20,640)",18349,16845,19191,22437,26540,"(27,440)",21380,"23,524Svalbard Barnacle Goose on SolwayWWT data","28,447Svalbard Barnacle Goose on SolwayWWT data",21957,"28,270Svalbard Barnacle Goose on SolwayWWT data","28,450Svalbard Barnacle Goose on SolwayWWT data","29,370Svalbard Barnacle Goose on SolwayWWT data","28,170Svalbard Barnacle Goose on SolwayWWT data","31,111Svalbard Barnacle Goose on SolwayWWT data","29,170WWT reserve countsWWT","47,000Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",25076,27260,"38,885WWT reserve countsWWT","38,826Svalbard Barnacle Goose on SolwayWWT data","42,017Svalbard Barnacle Goose on SolwayWWT data","43,425Svalbard Barnacle Goose on SolwayWWT data","43,545Svalbard Barnacle Goose on SolwayWWT data",Apr,41340,41340,1,2019-11-28 04:42:25
Solway Estuary (Scottish counties),8800,7200.0,7200.0,8100.0,8500.0,8400.0,11500,10400.0,10516,7012.0,10980.0,11000.0,8000.0,11474.0,8700,"(20,640)",14867,12460,18391,13340,25490,18280,8880,15795,21880,16780,19700,9320,15016,13975,6360,19137,15702,15590,22181,13366,17624,11090,9276,18179,Feb,13907,13907,1,2019-11-28 04:42:25
Solway Estuary (English counties),0,0.0,nan,0.0,0.0,3020.0,3010,9048.0,"(9,657)",6700.0,1000.0,11008.0,4400.0,11000.0,11001,"(8,001)",9000,13294,11555,15682,8296,"(14,790)",12500,9538,"(9,571)",9318,10410,9760,8891,"(7,667)","(13,759)",11541,11573,10540,15609,13047,17453,9695,8787,7889,Apr,11374,11374,1,2019-11-28 04:42:25
WWT Caerlaverock (Inland),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5700,12640,10540,6540,9220,9140,14490,15380,3350,7380,14500,11030,10850,9320,9526,10660,6360,2316,8000,13660,8250,5980,10730,5010,nan,nan,nan,7240,7240,1,2019-11-28 04:42:25
Lindisfarne,(2),43.0,14.0,0.0,26.0,0.0,0,87.0,0,0.0,57.0,0.0,2.0,200.0,43,(0),(2),(80),118,31,0,0,93,(400),(140),786,160,300,1202,(190),70,(300),42,800,1677,(400),1986,(850),"1,400Supplementary visit under the WeBS Core Count SurveyWeBS",16750,Oct,6712,6712,1,2019-11-28 04:42:25
Mersehead RSPB Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5000,6000,6000,nan,nan,6500,7490,6400,8500,5700,9200,nan,"5,500Icelandic-breeding Goose CensusWildfowl and Wetlands Trust","7,169WWT/JNCC National Grey Goose Censusnull","9,040Icelandic-breeding Goose CensusWildfowl and Wetlands Trust","12,210Icelandic-breeding Goose CensusWildfowl and Wetlands Trust","9,980Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",6858,8910,5520,7230,7365,nan,nan,nan,6705,6705,1,2019-11-28 04:42:25
Redkirk Point,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"6,000Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",Nov,6000,6000,1,2019-11-28 04:42:25
Burgh Marsh (Sandsfield To Drumburgh),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50WWT/JNCC National Grey Goose Censusnull,nan,nan,nan,nan,nan,nan,nan,nan,nan,"4,800Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",Mar,4800,4800,1,2019-11-28 04:42:25
Orchardton and Auchencairn Bays,nan,0.0,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,(50),nan,2250,3100,1100,(800),"(2,000)","(1,100)","(2,000)","(4,000)","(3,000)","(3,500)","(3,000)","(3,000)","(3,000)","(3,000)","(3,047)","(3,500)",Dec,3109,3109,1,2019-11-28 04:42:25
Wigtown Bay,0,0.0,nan,0.0,0.0,0.0,(0),17.0,(8),0.0,5.0,11.0,3.0,2.0,5,0,0,(38),22,0,17,12,0,109,(395),690,412,150,(317),930,121,172,1037,2558,1039,2169,"1,500Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",2772,"(3,117)",1950,Mar,2302,2302,1,2019-11-28 04:42:25
River Nith - Keltonbank to Nunholm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(873),"(6,550)","(6,920)","(6,470)","(4,485)","(4,730)","(5,030)","(4,850)","(3,000)",nan,"(2,750)",nan,"(2,800)","(5,000)",35,nan,(900),4000,293,nan,nan,nan,nan,2147,2147,1,2019-11-28 04:42:25
Loch of Strathbeg,7,30.0,35.0,5.0,13.0,1.0,244,8.0,67,30.0,97.0,45.0,356.0,63.0,45,41,150,533,(165),353,325,513Supplementary roost count under the WeBS Core Count SurveyWeBS,"3,700Supplementary visit under the WeBS Core Count SurveyWeBS","10,390Greenland Goose counts, e.g. Coll and Tiree Greenland Barnacle countsRSPB",138,95,"1,100Greenland Goose counts, e.g. Coll and Tiree Greenland Barnacle countsRSPB",2168,181,121Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,62,67,31,258,7,60,18,"2,500Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",899,312,Oct,758,758,1,2019-11-28 04:42:25
Forth Estuary,0,2.0,2.0,0.0,10.0,0.0,600,122.0,3,17.0,2.0,301.0,36.0,1.0,5,56,3,241,197,85,33,78,23,461,48,57,(85),95,42,291,77,38,4,21,"1,384unspecified sea-watchnull",17,19,63,86,3071,Oct,651,651,1,2019-11-28 04:42:25
Ladyhall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2500,220,450,0,0,nan,634,634,1,2019-11-28 04:42:25
Eden Estuary,(0),1.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,9,0,23,4,0,12,0,(1),106,0,130,0,0,0,1,0,1,(0),0,13,0,0,900Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,131,0,nan,206,206,1,2019-11-28 04:42:25
Derwent Water,0,0.0,0.0,1.0,nan,nan,0,0.0,nan,0.0,nan,nan,1.0,1.0,7,7,9,21,24,23,10,28,40,61,90,82,98,105,137,184,160,137,97,173,160,67,281Supplementary visit under the WeBS Core Count SurveyWeBS,99,253,240,Apr,188,188,1,2019-11-28 04:42:25
Loch Leven,20,0.0,8.0,1.0,0.0,0.0,0,1.0,0,4.0,12.0,0.0,5.0,4.0,15,50,8,8,36,4,8,0,10,6,0,0,0,0,17,2,7Supplementary visit under the WeBS Core Count SurveyWeBS,7,20,38Supplementary visit under the WeBS Core Count SurveyWeBS,30,127,75,177,256,186,Sep,164,164,1,2019-11-28 04:42:25
Ullswater,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,nan,0.0,0.0,0.0,1,0,0,18,0,33,31,12,60,0,2,135,110,143,186,230,82,170,3,222,11,348,13,275,12,120,Mar,154,154,1,2019-11-28 04:42:25
Longbridgemuir - Clarencefield,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,220,0,240,nan,nan,nan,153,153,1,2019-11-28 04:42:25
Tyninghame Estuary,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,6.0,8.0,1.0,0.0,0.0,0,0,5,3,11,0,0,1,0,239,7,277,0,0,162,99WWT/JNCC National Grey Goose Censusnull,8Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,4,2,1200,328unspecified sea-watchnull,183,38,2,112,0,nan,67,67,1,2019-11-28 04:42:25
Inner Moray and Beauly Firths,0,3.0,4.0,0.0,5.0,7.0,0,0.0,0,1.0,0.0,0.0,31.0,7.0,0,0,14,492,95,0,3,0,0,1,11,27,0,0,0,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,65,1unspecified sea-watchnull,(26),16Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,47,153,19Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,59,59,1,2019-11-28 04:42:25
Moss Side,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,(0),296,Apr,74,74,1,2019-11-28 04:42:25
Bassenthwaite Lake,0,0.0,2.0,2.0,13.0,nan,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0,0,0,(0),22,30,31,37,10,71,(10),3,16,13,1,12,140,52,163,2,2,0,212,0,12,(0),nan,56,56,1,2019-11-28 04:42:25
East Chevington Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,50,(40),36,(50),4,43,1,3,2,2,800Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,12,1,3,3,0,201Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,42,42,1,2019-11-28 04:42:25
Hule Moss,0,0.0,0.0,0.0,0.0,0.0,0,0.0,6,0.0,10.0,0.0,0.0,0.0,0,0,9,22,0,22,7,0,10Supplementary visit under the WeBS Core Count SurveyWeBS,48Supplementary visit under the WeBS Core Count SurveyWeBS,1Supplementary visit under the WeBS Core Count SurveyWeBS,4Supplementary visit under the WeBS Core Count SurveyWeBS,0,37,0,1,180Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,45Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,120Supplementary visit under the WeBS Core Count SurveyWeBS,3Supplementary visit under the WeBS Core Count SurveyWeBS,0,4Supplementary visit under the WeBS Core Count SurveyWeBS,Oct,26,26,1,2019-11-28 04:42:25
"River Earn, Dalreoch To Kinkell",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,23Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,23,23,1,2019-11-28 04:42:25
West Water Reservoir,0,0.0,0.0,0.0,27.0,0.0,0,0.0,2,1.0,12.0,0.0,18.0,8.0,6,2,8,nan,(6),0,0,0,nan,0,0,0,0,8,45Supplementary visit under the WeBS Core Count SurveyWeBS,4Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,8Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,27Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,4unspecified sea-watchnull,nan,nan,1Supplementary visit under the WeBS Core Count SurveyWeBS,nan,30,Oct,16,16,1,2019-11-28 04:42:25
Loch Eye,5,6.0,2.0,16.0,0.0,0.0,nan,0.0,0,0.0,nan,nan,6.0,12.0,0,0,19,0,0,0,0,0,(0),0,0,5,0,0,0,0,0,0,0,0,0,(0),0,0,0,60Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Mar,15,15,1,2019-11-28 04:42:25
Carsebreck and Rhynd Lochs,0,nan,nan,0.0,0.0,0.0,0,0.0,0,3.0,15.0,14.0,16.0,15.0,3,15,43,9,0,0,0,0,10,6,0,0,0,0,0,8WWT/JNCC National Grey Goose Censusnull,7Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,13Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,17Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,56Supplementary roost count under the WeBS Core Count SurveyWeBS,6unspecified sea-watchnull,12Supplementary roost count under the WeBS Core Count SurveyWeBS,9Supplementary roost count under the WeBS Core Count SurveyWeBS,31Supplementary roost count under the WeBS Core Count SurveyWeBS,9,4,Oct,13,13,1,2019-11-28 04:42:25
Holme Dub,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,3,8,9,5,7,21,7,Sep,10,10,1,2019-11-28 04:42:25
Cromarty Firth,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,(0),0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,5,0,0,19Standard visit under the WeBS Low Tide Count SurveyWeBS,15,2,0,0,3,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,1,2,7unspecified sea-watchnull,0,8Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,1,10,23,Oct,8,8,2,2019-11-28 04:42:54
Middlemuir (New Pitsligo Moss),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,5unspecified sea-watchnull,3Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,6Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,9Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,15Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,5Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Nov,8,8,2,2019-11-28 04:42:54
Moray Coast,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,0.0,0,0,0,0,0,0,0,0,0,0,(0),0,0,(0),0,0,0,5,24,7,Oct,7,7,2,2019-11-28 04:42:54
Bogbank,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,6,6,2,2019-11-28 04:42:54
Grange Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,6,6,2,2019-11-28 04:42:54
Grindon Lough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0,nan,nan,nan,nan,(0),0,3,0,(2),0,1,1,2,1,12,7Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,9,(6),(7),Oct,5,5,2,2019-11-28 04:42:54
Loch Ellrig,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,nan,nan,(0),0,0,0,21,0,5,0,nan,5,5,2,2019-11-28 04:42:54
River Earn - Forteviot Bridge to Kinkell Bridge,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,nan,nan,nan,nan,nan,1,8,0.0,0.0,0,0,0,0,0,0,0,32,0,0,0,3,1,22Supplementary visit under the WeBS Core Count SurveyWeBS,4,0,0,23,0,0,nan,5,5,2,2019-11-28 04:42:54
Spittal to Cocklawburn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),1,0.0,0.0,0,0,nan,(0),(30),4,0,0,0,0,1,0,0,0,0,0,0,0,1,18,Oct,4,4,2,2019-11-28 04:42:54
Westruther,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,4,4,2,2019-11-28 04:42:54
Alnmouth to Boulmer,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0,0,0,0,0,(0),0,0,0,0,0,0,0,0,0,5,(0),0,(0),(0),nan,3,3,2,2019-11-28 04:42:54
Cresswell Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,42,nan,nan,nan,nan,1,0,0,0,2,2,0,0,0,0,0,0,0,10,1,0,0,2,Oct,3,3,2,2019-11-28 04:42:54
Cresswell to Newbiggin,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,nan,3,3,2,2019-11-28 04:42:54
Dornoch Firth,0.0,1.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0,0,1,6.0,8.0,0,0,0,0,0,3,6,0,0,12,6,9Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,1,5unspecified sea-watchnull,0,0,0,16,0,nan,3,3,2,2019-11-28 04:42:54
Hardendale Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,13,0,nan,3,3,2,2019-11-28 04:42:54
Loch of Skene,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0,nan,0.0,0.0,0.0,0.0,5,0,2,0.0,0.0,(2),0,0,0,0,1,0,3,0,2WWT/JNCC National Grey Goose Censusnull,11Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,5,4unspecified sea-watchnull,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,3Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,3Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,5Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,3,3,2,2019-11-28 04:42:54
Lochindorb,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,3,3,2,2019-11-28 04:42:54
Montrose Basin,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,2.0,2,6.0,2.0,2.0,8.0,1.0,2,3,(23),28.0,99.0,6,2,20,25,15,(17),24,55,(3),29Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,1,9Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0,2,6Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,1,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,4Supplementary visit under the WeBS Core Count SurveyWeBS,Oct,3,3,2,2019-11-28 04:42:54
Rossie Bog,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(3),1Supplementary visit under the WeBS Core Count SurveyWeBS,(0),0,0,(0),(1),(3),(0),nan,nan,2,2,2,2019-11-28 04:42:54
Wilkhaven to Rockfield,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,3.0,0.0,0,0,(0),0,0,0,0,0,0,0,(0),0,0,0,0,14,0,0,0,0,nan,3,3,2,2019-11-28 04:42:54
Alloa Inch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,4unspecified sea-watchnull,nan,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,2,2,2,2019-11-28 04:42:54
Auchenreoch Loch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nan,0,0,0,0.0,0.0,0,0,0,0,0,0,(0),(0),0,(0),0,0,0,0,0,0,0,0,0,10,Dec,2,2,2,2019-11-28 04:42:54
Dow Law Dam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,nan,0.0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,8,0,0,nan,2,2,2,2019-11-28 04:42:54
Glenfarg Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,3Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,2,2,2,2019-11-28 04:42:54
Hauxley Nature Reserve,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0,0.0,0.0,0.0,0.0,nan,(0),0,0,nan,nan,nan,nan,0,0,0,3,0,0,3,0,2,6,1,0,0,0,1,2,1,4,Oct,2,2,2,2019-11-28 04:42:54
Loch Connell,0.0,nan,nan,0.0,nan,nan,nan,nan,2.0,0,nan,nan,nan,nan,nan,nan,nan,4,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,2,2,5,0,nan,2,2,2,2019-11-28 04:42:54
Luthrie Pool and flood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,1,6,Dec,2,2,2,2019-11-28 04:42:54
"River Tay, Kercock",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Nov,2,2,2,2019-11-28 04:42:54
The Wilderness,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,2,2,2,2019-11-28 04:42:54
The Wilderness - Ladybank,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,1,6,2Supplementary visit under the WeBS Core Count SurveyWeBS,Oct,2,2,2,2019-11-28 04:42:54
West Freugh,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3Supplementary visit under the WeBS Core Count SurveyWeBS,1,2Supplementary visit under the WeBS Core Count SurveyWeBS,nan,2Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,2,2,3,2019-11-28 04:43:22
Allan Water - Ashfield to Cambushinnie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,0,(0),(0),0,0,0,0,2,0,7,0,0,0,0.0,nan,1,1,3,2019-11-28 04:43:22
Allan Water - Greenloaning to Cambushinnie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,nan,1,0,0,0,nan,nan,nan,nan,7,2,nan,nan,nan,6,0,6,0,1,0,0.0,nan,1,1,3,2019-11-28 04:43:22
Alnmouth,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,(0),0,0,0,0,(7),0,0,0,0,0,0,0,0,1,4,1.0,Jul,1,1,3,2019-11-28 04:43:22
Angle Park Loch (Birns Farm Gravel Pit),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,Jun,1,1,3,2019-11-28 04:43:22
Balgavies Loch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,nan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,Oct,1,1,3,2019-11-28 04:43:22
Bothal Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,5,0,0,5,nan,1,nan,0,nan,0,0,0,0,1,0,1,1.0,Dec,1,1,3,2019-11-28 04:43:22
Cameron Reservoir,4.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0,0.0,1.0,0.0,6.0,0.0,8.0,10.0,0.0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4Supplementary visit under the WeBS Core Count SurveyWeBS,0,0.0,nan,1,1,3,2019-11-28 04:43:22
Castle Island (Ashington),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,4,0,1,2,0,0,0,0,0,0,1,0,1,2.0,Aug,1,1,3,2019-11-28 04:43:22
Couston Lakes (Couston Water - North Couston),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,1,1,3,2019-11-28 04:43:22
