Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Dearne Valley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,0,0,0,nan,0,0,12,2019-11-28 04:47:49
Deben Estuary,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0,(0),0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,(0),0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,nan,0,0,12,2019-11-28 04:47:49
Decoy Lakes (Newton Abbot),nan,nan,nan,nan,nan,0.0,nan,nan,0.0,0,0,0,0.0,nan,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,nan,0,0,12,2019-11-28 04:47:49
Dee Estuary (England and Wales),(0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,nan,0,0,12,2019-11-28 04:47:49
Dee Estuary (English counties),(0),0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Dee Estuary (Scotland),0,6,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Dee Estuary (Welsh counties),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Dee Flood Meadows,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Deene Lake,0,nan,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,(0),nan,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,(0),0,0,nan,0,0,13,2019-11-28 04:48:19
Deeping St James,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Deil's Craig Dam,nan,nan,nan,nan,0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0.0,0,0,0.0,0.0,0,14.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Delph and Belmont Reservoirs,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,nan,nan,0.0,nan,nan,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Dengie Flats,0,(0),0.0,0.0,(0),0.0,(0),0.0,0.0,(0),(0),0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,(0),0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,(0),0,(0),nan,0,0,13,2019-11-28 04:48:19
Denton Reservoir,nan,nan,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,nan,0.0,0,0.0,0,0.0,0.0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Derek White's Eggs Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,(0),0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Derwent Reservoir,0,0,0.0,0.0,0,0.0,nan,nan,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,(0),0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Deveron Estuary,nan,nan,nan,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,6.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,nan,nan,nan,nan,0,(0),0,nan,0,0,13,2019-11-28 04:48:19
Dingle Farm Uley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,13,2019-11-28 04:48:19
Dingle Marshes and Walberswick National Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Dinton Pastures,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,nan,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Diss Mere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Ditchford Gravel Pits,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,(0),0,0.0,0.0,nan,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Dochart Haughs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Dockacres Gravel Pits,nan,0,nan,0.0,nan,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,nan,nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Doddington Pool,nan,0,nan,nan,0,0.0,0,nan,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Dogmersfield Lake,0,0,0.0,0.0,0,0.0,0,0.0,0.0,nan,nan,0.0,0.0,nan,0.0,nan,nan,nan,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Dolydd Hafren,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Don Estuary,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Don Mouth to Ythan Mouth,0,1,0.0,0.0,0,0.0,0,0.0,25.0,0,0,0.0,0.0,0.0,0.0,(0),0.0,(0),0.0,92.0,0,12Supplementary roost count under the WeBS Core Count SurveyWeBS,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Dorchester Gravel Pits,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,nan,nan,0,0,13,2019-11-28 04:48:19
Doxey Marshes SSSI,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,(0),0.0,0.0,0.0,0,(0),0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Drakelow Gravel Pit,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,(0),0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Draycote Water,0,0,0.0,0.0,0,0.0,nan,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Drift Reservoir,0,0,nan,nan,nan,nan,nan,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,nan,0.0,0.0,0,0,0.0,0.0,0,0,0,nan,0,0,13,2019-11-28 04:48:19
Drumoig Golf Club Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Duddingston Loch,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,2.0,1,3,1.0,0,1.0,(1),3.0,1,0,0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Duddon Estuary,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Dudmaston Pools,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Dundrum Inner Bay,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Dungeness and Rye Bay,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Dunham Pools,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,nan,nan,nan,nan,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Duns Dish,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1Supplementary roost count under the WeBS Core Count SurveyWeBS,0,0,0.0,nan,nan,nan,nan,nan,nan,0,nan,0,0,14,2019-11-28 04:48:49
Dunsapie Loch,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,1,0.0,(0),0.0,0,0,nan,(0),0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Dunscar Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,nan,0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,0,0,14,2019-11-28 04:48:49
Dunster Beach,nan,nan,nan,0.0,0,nan,0.0,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,(0),0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,0,0,14,2019-11-28 04:48:49
Dupplin and Pitcairnie Lochs,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,nan,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,12Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Durham Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,(0),0.0,0,0,0.0,0,0.0,(0),0.0,(0),0,(0),0,0.0,0.0,0,(0),(0),0.0,0.0,0.0,0,0.0,0.0,(0),0,nan,0,0,14,2019-11-28 04:48:49
Durkar Sand Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Durleigh Reservoir,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0,0,0.0,0,nan,0,0.0,nan,nan,0,nan,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Dyfi Estuary,0.0,0.0,0.0,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Dysynni Estuary,0.0,0.0,0.0,nan,(0),nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,(0),(0),0.0,0,0.0,0,0.0,nan,0,0,0,0.0,0.0,nan,0,0,0.0,0.0,0.0,(0),0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
ECC pit complex,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Earith Gravel Pits,nan,nan,nan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,0.0,0,0.0,0,0.0,0,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,0,0,14,2019-11-28 04:48:49
Earls Barton Gravel Pits,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,(0),0.0,0,0.0,0,0.0,0,(0),0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Earlswood Lakes (Surrey),0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,nan,0,0.0,nan,nan,0,0,0,0,0.0,nan,0,0,nan,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
East Barns to Dunglass,nan,nan,nan,nan,(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
East Fenton Farm Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,1.0,1.0,0,1,0,0.0,178.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
East Fortune Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0.0,0,8,0.0,0,0.0,0,0.0,nan,nan,nan,0,0.0,0.0,0,1,0,0.0,8.0,0.0,1,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
East Park Hull,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
East Wretham Meres,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,nan,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Eastbourne Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Eastlands Estate,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Eccleston Mere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0,0,14,2019-11-28 04:48:49
Eccup Reservoir,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,0,0,14,2019-11-28 04:48:49
Edgbaston Park,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),0.0,0,0,0,0,0,0,nan,0,0,15,2019-11-28 04:49:20
Edgbaston The Vale,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,0,0,0,0,nan,0,0,15,2019-11-28 04:49:20
Edgelaw Reservoir,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,15,2019-11-28 04:49:20
Edington Lake,0.0,0.0,0.0,nan,nan,0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,0,0,15,2019-11-28 04:49:20
Ellesmere Lakes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,nan,0,0,15,2019-11-28 04:49:20
Elton Reservoir,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,nan,nan,0,0,0,nan,0,0,15,2019-11-28 04:49:20
Emberton Gravel Pits,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,(0),0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,(0),0.0,0,0.0,0,0,0.0,0,0,0,0,nan,0,nan,0,0,15,2019-11-28 04:49:20
Embsay Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,0.0,0,0,0,0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,0,0,15,2019-11-28 04:49:20
Enton Ponds,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0,0,nan,nan,0,0,15,2019-11-28 04:49:20
Erme Estuary,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,(0),0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,nan,0,0,15,2019-11-28 04:49:20
Esthwaite Water,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,nan,0,0,15,2019-11-28 04:49:20
Etherow Country Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,(0),(0),0.0,0,0.0,0,nan,0,nan,0,0,0.0,0,nan,nan,nan,0,nan,nan,0,0,15,2019-11-28 04:49:20
Eversley Cross and Yateley Gravel Pits,0.0,0.0,0.0,nan,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,(0),(0),(0),nan,0,0,15,2019-11-28 04:49:20
Exe Estuary,0.0,0.0,0.0,(0),(0),(0),0.0,0.0,0.0,0.0,(0),(0),0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,nan,0,0,15,2019-11-28 04:49:20
Exeter River Valley Park and Matford Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,(0),(0),(0),0,(0),nan,0,0,15,2019-11-28 04:49:20
Eyebrook Reservoir,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,nan,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,nan,0,0,15,2019-11-28 04:49:20
Fagl Lake (Hope),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,nan,0,0,15,2019-11-28 04:49:20
Fairburn Ings,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,nan,0,0.0,0,0.0,0,0,0.0,(0),0,0,0,0,0,nan,0,0,15,2019-11-28 04:49:20
Fairlands Valley Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,nan,0,0,15,2019-11-28 04:49:20
Fairlop Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,0,0.0,0,0.0,0,nan,nan,nan,0,0,0.0,0,0,0,0,0,0,nan,0,0,15,2019-11-28 04:49:20
Fal Complex,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,nan,0,0,15,2019-11-28 04:49:20
Fala Flow,nan,nan,0.0,0,0,0,0.0,nan,nan,0.0,17,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,20Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,0,0,0,0,nan,nan,nan,0,0,15,2019-11-28 04:49:20
