Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Clumber Park Lake,0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,nan,0,0,0,0,0,(0),0,0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Clwyd Estuary,2,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,0.0,0.0,0,(0),0.0,0,2,0,0,0,0,0,0,0,0,0,(0),(0),0,nan,0,0,0,(0),0,0.0,(0),nan,0,0,6,2019-11-27 19:25:03
Coate Water,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,nan,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Cobbinshaw Reservoir,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,(0),0,0,0,0,0,0,0,0,0,0,0,0,0,(0),0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Colliford Lake and Dozmary Pool,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,(0),0,0.0,0,0,0,0,0,0,0,0,0,0,0,(0),0,0,0,0,0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Colne Fen Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,621,0,0,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,50,0,0,15,0,0,0,2,0,34Supplementary visit under the WeBS Core Count SurveyWeBS,4,3Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Colne Valley Gravel Pits,0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0,0,0.0,0,(0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Combermere,0,0.0,0,4,0.0,0.0,1.0,nan,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Coniston Cold Lake,nan,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Cononley Ings,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Coombe Country Park,(0),nan,nan,(0),0.0,nan,nan,nan,0.0,0,nan,0,nan,nan,nan,0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,(0),nan,0,0,6,2019-11-27 19:25:03
Copmere,nan,nan,0,0,nan,nan,nan,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Cors Caron (Cors Tregaron),2,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(0),(0),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Cotswold Water Park (East),0,0.0,0,0,0.0,14.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,(0),0,(0),(0),(0),(0),(0),(0),(0),(0),0,3,(0),(0),(0),nan,nan,nan,nan,0,0,6,2019-11-27 19:25:03
Cotswold Water Park (West),0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,4.0,0,0,0.0,0,0,0,(0),0,(0),(0),(0),2,(0),(0),(0),(0),(0),(0),0,(0),(0),0,nan,nan,nan,nan,0,0,6,2019-11-27 19:25:03
Cottam Power Station Lagoons and Nature Reserve,58,0.0,1,0,0.0,0.0,4.0,16.0,0.0,0,35,5,22.0,0.0,1.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0.0,nan,nan,0,0,6,2019-11-27 19:25:03
Covenham Reservoir,nan,18.0,0,0,0.0,0.0,2.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,(0),1,(0),0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Cresswell Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,0,0.0,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Cromarty Firth,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,(0),0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,(0),0,0,0,0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Crookfoot Reservoir,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(0),0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Cropston Reservoir,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Crouch-Roach Estuary,0,0.0,0,0,8.0,0.0,7.0,0.0,0.0,0,(0),(0),2.0,2.0,0.0,0,0,0.0,(0),2,0,0,0,4,0,0,10,0,0,0,0,8,2,0,0,0,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Croxall Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,14.0,22.0,0.0,0,0,39.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0.0,0,nan,0,0,6,2019-11-27 19:25:03
Cuckmere Estuary,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(0),0.0,0,nan,0,0,6,2019-11-27 19:25:03
Darwell Reservoir,0.0,0,0.0,0.0,0,0.0,0,2.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,nan,0.0,0.0,0,0,(0),0,nan,(0),nan,0,0,7,2019-11-27 19:25:30
Daventry Reservoir,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan,nan,nan,0,0,7,2019-11-27 19:25:30
Dearne Valley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Deben Estuary,0.0,0,0.0,8.0,0,1.0,0,5.0,42.0,(0),1,2.0,0.0,1,3.0,(4),0,0,23,0,0,0.0,0.0,0.0,18,3.0,0.0,2,5.0,0,0.0,17.0,8.0,3.0,0,1,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Decoy Broad Woodbastwick,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0.0,nan,0,0.0,0,nan,nan,nan,nan,nan,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Dee Flood Meadows,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,4,0.0,0.0,7.0,0.0,15,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Deene Lake,0.0,nan,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,(0),nan,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,(0),0.0,0,nan,0,0,7,2019-11-27 19:25:30
Deeping St James,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0,0,2.0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Dengie Flats,0.0,(0),2.0,0.0,(0),0.0,(0),0.0,1.0,(0),(0),0.0,0.0,0,0.0,0,0,4,(12),0,0,0.0,0.0,0.0,0,0.0,2.0,(0),0.0,0,0.0,0.0,0.0,0.0,0,0,0,(0),0.0,(0),nan,0,0,7,2019-11-27 19:25:30
Derwent Water,0.0,0,0.0,0.0,nan,nan,0,0.0,nan,0,nan,nan,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Ditchford Gravel Pits,17.0,12,0.0,0.0,0,0.0,0,0.0,4.0,0,0,0.0,0.0,0,0.0,0,1,0,2,0,(0),0.0,0.0,0.0,nan,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Doddington Pool,nan,0,nan,nan,0,0.0,0,nan,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Doffcocker Lodge,0.0,0,0.0,0.0,0,nan,nan,0.0,0.0,0,nan,nan,0.0,nan,0.0,(0),0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,nan,0,0.0,nan,nan,0,0,7,2019-11-27 19:25:30
Dorchester Gravel Pits,0.0,0,0.0,9.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,6.0,0.0,0,0,0,0,0.0,nan,nan,0,0,7,2019-11-27 19:25:30
Doxey Marshes SSSI,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,(0),0.0,0.0,0.0,0.0,(0),0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Drakelow Gravel Pit,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,(0),0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Draycote Water,2.0,0,0.0,8.0,0,0.0,nan,0.0,1.0,10,7,0.0,0.0,0,0.0,0,0,0,(1),0,0,0.0,0.0,0.0,13,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Druridge Pool,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,4.0,0,nan,0,0,0,nan,nan,nan,nan,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Duddon Estuary,0.0,0,0.0,0.0,0,nan,0,0.0,0.0,0,0,1.0,1.0,3,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,22.0,0.0,7,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Dundrum Inner Bay,nan,nan,nan,nan,nan,nan,nan,nan,0.0,6,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Dunham Pools,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,0.0,26.0,0,0.0,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Dunster Beach,nan,nan,nan,0.0,0,nan,0,nan,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,0,(0),0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,0,0,7,2019-11-27 19:25:30
Durleigh Reservoir,238.0,115,91.0,252.0,0,0.0,17,101.0,1.0,0,0,1.0,0.0,0,nan,133,0,0,0,0,nan,0.0,0.0,nan,nan,0.0,nan,0,nan,nan,nan,nan,0.0,0.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Dyfi Estuary,0.0,0,0.0,nan,0,0.0,0,0.0,133.0,0,0,0.0,2.0,0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Dysynni Estuary,0.0,0,0.0,nan,(0),nan,0,0.0,0.0,2,0,0.0,2.0,0,0.0,0,(0),(0),0,0,0,0.0,0.0,nan,0,0.0,0.0,0,0.0,nan,0.0,0.0,0.0,0.0,0,(0),0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Eairy and Kionslieu Dams,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,1,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0.0,0.0,0.0,0,nan,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Earith Gravel Pits,nan,nan,nan,0.0,0,0.0,0,0.0,0.0,0,3,0.0,0.0,96Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0,0,nan,0,0,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0,nan,nan,nan,nan,nan,0,0,7,2019-11-27 19:25:30
Earls Barton Gravel Pits,0.0,0,0.0,0.0,0,2.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,(0),0,0,0,0.0,0.0,0.0,(0),0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
East Chevington Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
East Fortune Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0.0,0.0,nan,nan,nan,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,nan,0,0,7,2019-11-27 19:25:30
Eccup Reservoir,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Eden Estuary,(0),1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,6,0.0,0,1,0,1,0,0,0,0.0,0,(0),0.0,0,0,0,0,0,0,0,(0),0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Ellerton Mill Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0.0,0,0,2.0,0,0,0,0,0,0,0,nan,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Ellesmere Lakes,2,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Emberton Gravel Pits,0,0.0,0.0,0.0,6,5,0.0,2.0,0.0,0.0,0,0,0,0.0,0,0,(0),0,0,0,0,0.0,0,0,0.0,0,0,(0),0,0,0,0,0,0.0,0,0,0,0.0,nan,0.0,nan,0,0,8,2019-11-27 19:25:56
Erewash Meadows NR,0,0.0,0.0,0.0,0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),0,(0),(0),0.0,(0),0,0.0,0,0,0,0,0,(0),nan,0,0.0,(0),0,(0),0.0,(0),0.0,nan,0,0,8,2019-11-27 19:25:56
Erme Estuary,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,(0),0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Exe Estuary,40,0.0,2.0,4.0,(0),(0),0.0,2.0,21.0,0.0,(0),(0),0,0.0,0,5,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Eyebrook Reservoir,69,9.0,23.0,41.0,0,8,13.0,3.0,18.0,0.0,3,0,11,0.0,0,0,19,5,7,0,0,nan,0,0,0.0,3,0,0,0,12,0,0,0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Fairburn Ings,0,0.0,0.0,0.0,0,0,0.0,2.0,1.0,0.0,1,8,1,1.0,2,2,5,11,10,0,6,0.0,0,0,0.0,0,nan,0,0,0,0,0,0,0.0,(0),0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Fal Complex,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Farmoor Reservoirs,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Farmwood Pool,0,0.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,(0),0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Felmersham GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Fen Drayton Lakes,0,30.0,0.0,0.0,0,nan,0.0,0.0,0.0,8.0,1,8,0,0.0,7Supplementary visit under the WeBS Core Count SurveyWeBS,0,63Supplementary visit under the WeBS Core Count SurveyWeBS,0,36Supplementary visit under the WeBS Core Count SurveyWeBS,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,0.0,0,0,0.0,0,0,0,0,0,0,0,8,0.0,0,(0),0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Fenemere,nan,nan,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,nan,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Fenstanton GP,nan,nan,nan,0.0,0,0,0.0,0.0,18.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,nan,nan,nan,nan,0,0,8,2019-11-27 19:25:56
Ferry Meadows (Nene Park),0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Fiddlers Ferry Power Station Lagoons,12,nan,0.0,0.0,0,0,0.0,0.0,0.0,nan,0,4,0,0.0,0,0,0,0,0,(0),0,0.0,0,0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,nan,0,0,8,2019-11-27 19:25:56
Filey Dams,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,nan,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Fisherwick and Elford Gravel Pits,nan,nan,nan,nan,nan,4,0.0,0.0,1.0,0.0,3,30,0,22.0,16,4,7,0,38,0,1,2.0,0,0,0.0,0,0,0,(0),0,0,9,16,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Fleet Pond,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,nan,0.0,0,0,0,0,0,0,0,0,0.0,0,(0),0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Fleet and Wey,8,0.0,0.0,14.0,0,0,0.0,0.0,17.0,0.0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0,(0),0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Fletton Brick Pits,0,0.0,0.0,0.0,0,0,0.0,0.0,nan,0.0,0,0,0,nan,nan,0,nan,nan,0,0,0,0.0,0,0,0.0,0,(0),0,0,(0),0,0,0,0.0,0,(0),0,0.0,nan,nan,nan,0,0,8,2019-11-27 19:25:56
Floodwater Little Cressingham,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0,0,8,2019-11-27 19:25:56
Folly Loch and Fairnington Fields,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Fordoun Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,3,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Fort Henry Ponds and Exton Park Lakes,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0,0,0.0,0,0,0,7,0,0,0,0.0,0,0,0.0,0,0,3,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Forth Estuary,0,0.0,9.0,0.0,0,0,0.0,0.0,7.0,0.0,0,0,(0),2.0,0,(0),0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Foryd Bay,0,0.0,0.0,0.0,0,0,0.0,0.0,5.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,nan,0,0,8,2019-11-27 19:25:56
Foulridge Reservoirs,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,(0),nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Foxcote Reservoir,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Frampton Pools,2.0,0.0,0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0,4,0.0,0.0,0,0,0,0,0.0,0.0,(0),0.0,0,0,0.0,0,0,0,(0),0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Frensham Ponds,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0,0,0.0,0.0,(0),nan,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Gadloch,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,nan,nan,nan,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Gailey Pools,nan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,(0),0,nan,nan,0.0,0,0.0,0,(0),nan,0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Gartmorn Dam,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,(0),0,0,0,0,0,0,nan,0,0,9,2019-11-27 19:26:22
Glascoe Dub,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,nan,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,nan,nan,nan,nan,0,0,nan,nan,0,0,9,2019-11-27 19:26:22
