Site,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,RoughTimeAccessed
Ranworth and Cockshoot Broads,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[47, 1, 'Jun', 0, None, None]","[34, 1, 'Jun', 0, None, None]","[34, 1, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]","[44, 1, 'Jul', 0, None, None]","[44, 1, 'May', 0, None, None]","[43, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[66, 1, 'May', 0, None, None]","[77, 1, 'Jun', 0, None, None]","[79, 1, 'May', 0, None, None]","[73, 1, 'Jun', 0, None, None]","[56, 1, 'Jun', 0, None, None]","[87, 1, 'Jun', 0, None, None]","[62, 1, 'Aug', 0, None, None]","[68, 1, 'Jun', 0, None, None]","[68, 1, 'May', 0, None, None]","[100, 1, 'Jun', 0, None, None]","[80, 1, 'May', 0, None, None]","[47, 1, 'Jul', 0, None, None]","[66, 1, 'May', 0, None, None]","[20, 1, 'Apr', 0, None, None]",nan,"[13, 1, 'May', 0, None, None]",2020-01-19 18:22:04
Seahouses to Budle Point,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Sep', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[3, 1, 'Sep', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]",nan,nan,nan,nan,"[13, 1, 'Sep', 0, None, None]","[8, 2, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[100, 1, 'Sep', 0, None, None]","[46, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[13, 2, 'Jul', 0, None, None]",2020-01-19 18:22:04
Lindisfarne,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[162, 1, 'Sep', 0, None, None]","[51, 1, 'Jun', 0, None, None]","[82, 1, 'Sep', 0, None, None]","[67, 2, 'Aug', 0, None, None]","[6, 2, 'Aug', 0, None, None]","[42, 1, 'Jun', 0, None, None]","[26, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[1, 1, 'May', 0, None, None]","[60, 2, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[11, 1, 'Jun', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[65, 1, 'Aug', 0, None, None]","[60, 2, 'Aug', 0, None, None]","[30, 2, 'Jul', 0, None, None]","[12, 2, 'Jul', 0, None, None]","[36, 1, 'Aug', 0, None, None]","[22, 2, 'May', 0, None, None]","[31, 2, 'Jun', 0, None, None]",2020-01-19 18:22:04
College Lake Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[20, 1, 'Aug', 0, None, None]","[27, 1, 'Jun', 0, None, None]","[30, 1, 'Jun', 0, None, None]","[26, 1, 'May', 0, None, None]","[38, 1, 'May', 0, None, None]","[41, 1, 'Jun', 0, None, None]","[30, 1, 'Jun', 0, None, None]",nan,"[52, 1, 'Jul', 0, None, None]","[50, 1, 'May', 0, None, None]","[36, 1, 'Apr', 0, None, None]","[35, 1, 'May', 0, None, None]","[35, 1, 'May', 0, None, None]","[62, 1, 'May', 0, None, None]","[35, 1, 'May', 0, None, None]","[5, 1, 'Apr', 0, None, None]","[26, 1, 'May', 0, None, None]",nan,"[39, 1, 'May', 0, None, None]","[37, 1, 'Jul', 0, None, None]","[36, 1, 'May', 0, None, None]","[51, 1, 'Jun', 0, None, None]","[22, 1, 'May', 0, None, None]","[30, 1, 'Jun', 0, None, None]",2020-01-19 18:22:04
Loch of Strathbeg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[214, 1, 'Jul', 0, None, None]","[325, 1, 'May', 0, None, None]","[277, 1, 'Jul', 0, None, None]","[300, 1, 'Jul', 0, None, None]","[210, 2, 'May', 0, None, None]","[18, 1, 'Aug', 0, None, None]","[69, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[108, 1, 'May', 0, None, None]","[199, 1, 'May', 0, None, None]","[151, 1, 'May', 0, None, None]","[449, 1, 'Jul', 0, None, None]","[326, 1, 'Jul', 0, None, None]","[554, 1, 'Jul', 0, None, None]","[174, 1, 'May', 0, None, None]","[61, 1, 'Jul', 0, None, None]","[46, 1, 'Jun', 0, None, None]","[15, 1, 'Aug', 0, None, None]",nan,nan,nan,"[0, 1, '', 0, None, None]",nan,"[70, 1, 'Aug', 0, None, None]",2020-01-19 18:22:04
Exe Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[17, 1, 'Jun', 0, None, None]","[20, 1, 'Aug', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[62, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[15, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[15, 1, 'Jul', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[8, 1, 'May', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[25, 1, 'Jun', 0, None, None]","[81, 1, 'May', 0, None, None]","[25, 1, 'Jul', 0, None, None]","[4, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Jun', 0, None, None]","[7, 1, 'Jun', 0, None, None]","[136, 1, 'Aug', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[12, 1, 'Aug', 0, None, None]",2020-01-19 18:22:04
Southampton Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[20, 2, 'Jun', 0, None, None]","[162, 1, 'Sep', 0, None, None]","[44, 1, 'Aug', 0, None, None]","[7, 1, 'May', 0, None, None]","[118, 1, 'Aug', 0, None, None]","[51, 1, 'Jun', 0, None, None]","[238, 1, 'Aug', 0, None, None]","[300, 2, 'Aug', 0, None, None]","[50, 1, 'Aug', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[63, 1, 'Aug', 0, None, None]","[62, 1, 'Aug', 0, None, None]","[133, 1, 'Aug', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[310, 2, 'Jul', 0, None, None]","[260, 2, 'Aug', 0, None, None]","[159, 1, 'Aug', 0, None, None]","[480, 1, 'Aug', 0, None, None]","[112, 1, 'Aug', 0, None, None]","[24, 2, 'Sep', 0, None, None]","[35, 2, 'Jul', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[94, 1, 'Aug', 0, None, None]","[4, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Staines Reservoirs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[112, 1, 'Jun', 0, None, None]","[155, 1, 'May', 0, None, None]","[75, 1, 'Jun', 0, None, None]","[90, 1, 'Jun', 0, None, None]","[86, 1, 'Aug', 0, None, None]","[58, 1, 'Jun', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[51, 1, 'May', 0, None, None]","[69, 1, 'Apr', 0, None, None]","[38, 1, 'May', 0, None, None]","[67, 1, 'Jun', 0, None, None]","[60, 1, 'Jul', 0, None, None]","[21, 1, 'Jul', 0, None, None]","[44, 1, 'Aug', 0, None, None]","[17, 1, 'Apr', 0, None, None]","[13, 1, 'Aug', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[17, 1, 'May', 0, None, None]","[6, 1, 'May', 0, None, None]","[46, 1, 'Jun', 0, None, None]","[42, 1, 'Jul', 0, None, None]","[57, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Barton Broad,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[46, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[33, 1, 'Jul', 0, None, None]","[53, 1, 'May', 0, None, None]","[56, 1, 'May', 0, None, None]","[55, 1, 'Jun', 0, None, None]","[57, 1, 'Jun', 0, None, None]","[66, 1, 'Jun', 0, None, None]","[52, 1, 'Jun', 0, None, None]","[47, 1, 'Jun', 0, None, None]","[83, 1, 'Jun', 0, None, None]","[70, 1, 'Jun', 0, None, None]","[54, 1, 'May', 0, None, None]","[43, 1, 'Jun', 0, None, None]","[43, 1, 'May', 0, None, None]","[14, 1, 'Jul', 0, None, None]",nan,"[31, 1, 'May', 0, None, None]",2020-01-19 18:22:04
East Chevington Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[150, 1, 'Sep', 0, None, None]","[52, 1, 'Jul', 0, None, None]","[26, 1, 'Jul', 0, None, None]","[112, 1, 'Jul', 0, None, None]","[48, 1, 'Jul', 0, None, None]","[42, 1, 'Jul', 0, None, None]","[36, 1, 'Jul', 0, None, None]","[150, 1, 'Jun', 0, None, None]","[26, 1, 'Jul', 0, None, None]","[35, 1, 'Jun', 0, None, None]","[110, 1, 'Jun', 0, None, None]","[80, 1, 'Jul', 0, None, None]","[33, 1, 'May', 0, None, None]","[15, 1, 'Jun', 0, None, None]","[31, 1, 'May', 0, None, None]","[6, 1, 'Aug', 0, None, None]",2020-01-19 18:22:04
Mersey Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[9, 1, 'Jun', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[1, 1, 'Jul', 0, None, None]","[14, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[2, 1, 'May', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[30, 1, 'Jun', 0, None, None]","[115, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Eden Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[8, 1, 'May', 0, None, None]","[110, 2, 'Aug', 0, None, None]","[33, 2, 'Aug', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[13, 1, 'Aug', 0, None, None]","[310, 1, 'Aug', 0, None, None]","[57, 1, 'Aug', 0, None, None]","[75, 1, 'Sep', 0, None, None]","[17, 1, 'Aug', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[23, 2, 'Aug', 0, None, None]","[35, 1, 'Aug', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[145, 1, 'Aug', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[0, 2, '', 0, None, None]","[14, 1, 'Jul', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[65, 1, 'Aug', 0, None, None]","[50, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[42, 1, 'Aug', 0, None, None]","[5, 1, 'Aug', 0, None, None]",2020-01-19 18:22:04
Maxey Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[2, 1, 'May', 0, None, None]","[5, 1, 'Aug', 0, None, None]",nan,"[29, 1, 'May', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[49, 1, 'Jul', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[8, 1, 'May', 0, None, None]","[14, 1, 'Jun', 0, None, None]","[24, 1, 'Jun', 0, None, None]","[31, 1, 'Jul', 0, None, None]","[36, 1, 'Jul', 0, None, None]","[31, 1, 'Jun', 0, None, None]","[38, 1, 'Jun', 0, None, None]","[22, 1, 'May', 0, None, None]",2020-01-19 18:22:04
Chichester Harbour,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[28, 1, 'Sep', 0, None, None]","[33, 1, 'Sep', 0, None, None]","[31, 1, 'Sep', 0, None, None]","[23, 1, 'Sep', 0, None, None]","[8, 2, 'May', 0, None, None]","[59, 2, 'Sep', 0, None, None]","[209, 1, 'Jul', 0, None, None]","[500, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[167, 1, 'Aug', 0, None, None]","[314, 1, 'Aug', 0, None, None]","[44, 1, 'Jul', 0, None, None]","[102, 1, 'Jul', 0, None, None]","[54, 1, 'Aug', 0, None, None]","[25, 1, 'Aug', 0, None, None]","[64, 1, 'Jun', 0, None, None]","[202, 2, 'Aug', 0, None, None]","[61, 1, 'May', 0, None, None]","[145, 1, 'Aug', 0, None, None]","[44, 1, 'May', 0, None, None]","[61, 1, 'Jun', 0, None, None]","[9, 1, 'Jun', 0, None, None]","[39, 1, 'Jul', 0, None, None]","[14, 1, 'Jul', 0, None, None]","[31, 2, 'Jul', 0, None, None]",2020-01-19 18:22:04
Loch Spynie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[52, 1, 'Jul', 0, None, None]","[12, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[43, 1, 'Jul', 0, None, None]","[42, 1, 'Jun', 0, None, None]","[35, 1, 'Jun', 0, None, None]","[35, 1, 'May', 0, None, None]","[15, 1, 'Aug', 0, None, None]","[23, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Chew Valley Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Aug', 0, None, None]",nan,"[1, 1, 'Jul', 0, None, None]","[9, 1, 'Aug', 0, None, None]","[50, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[9, 1, 'Aug', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[7, 1, 'Jul', 0, None, None]","[27, 1, 'Aug', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'May', 0, None, None]","[24, 1, 'Apr', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[48, 1, 'Aug', 0, None, None]","[67, 1, 'Aug', 0, None, None]","[1, 1, 'Jun', 0, None, None]",2020-01-19 18:22:04
North West Solent,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'May', 0, None, None]","[60, 1, 'Aug', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[21, 1, 'May', 0, None, None]","[2, 1, 'May', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[58, 1, 'Aug', 0, None, None]","[158, 1, 'Aug', 0, None, None]","[137, 1, 'Aug', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[36, 1, 'Jul', 0, None, None]","[29, 1, 'Jul', 0, None, None]","[13, 1, 'May', 0, None, None]","[61, 1, 'Aug', 0, None, None]","[14, 2, 'Jun', 0, None, None]","[12, 2, 'Jul', 0, None, None]","[10, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Marsh Lane Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[23, 1, 'May', 0, None, None]","[41, 1, 'Jul', 0, None, None]","[21, 1, 'May', 0, None, None]","[26, 1, 'May', 0, None, None]","[37, 1, 'May', 0, None, None]","[27, 1, 'May', 0, None, None]","[25, 1, 'May', 0, None, None]","[19, 1, 'May', 0, None, None]",2020-01-19 18:22:04
Bough Beech Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[7, 2, 'Aug', 0, None, None]",nan,nan,nan,nan,"[7, 1, 'Jun', 0, None, None]","[10, 2, 'Jul', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[7, 1, 'Jun', 0, None, None]","[8, 2, 'Jun', 0, None, None]","[7, 1, 'Jun', 0, None, None]","[22, 1, 'Aug', 0, None, None]","[20, 1, 'Jun', 0, None, None]","[53, 1, 'Aug', 0, None, None]","[30, 1, 'Jul', 0, None, None]","[26, 1, 'Jun', 0, None, None]","[50, 1, 'Jul', 0, None, None]",nan,"[36, 1, 'Jul', 0, None, None]","[26, 1, 'Jun', 0, None, None]","[20, 1, 'Jun', 0, None, None]","[27, 2, 'Jul', 0, None, None]","[20, 1, 'Jun', 0, None, None]",2020-01-19 18:22:04
Spade Oak Gravel Pit (Little Marlow),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[3, 1, 'Aug', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[7, 1, 'May', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[1, 1, 'Apr', 0, None, None]","[24, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[49, 1, 'Jul', 0, None, None]","[32, 1, 'Jul', 0, None, None]",nan,2020-01-19 18:22:04
Whisby Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[50, 1, 'Jul', 0, None, None]","[60, 1, 'Jul', 0, None, None]","[56, 1, 'Jul', 0, None, None]","[19, 1, 'Jul', 0, None, None]","[17, 1, 'Jun', 0, None, None]","[34, 1, 'Jul', 0, None, None]","[31, 2, 'Jul', 0, None, None]",nan,"[8, 1, 'May', 0, None, None]","[7, 1, 'May', 0, None, None]","[25, 1, 'May', 0, None, None]","[21, 1, 'Jun', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[39, 1, 'May', 0, None, None]","[24, 1, 'Jul', 0, None, None]","[36, 1, 'Jun', 0, None, None]","[40, 1, 'Jul', 0, None, None]","[13, 1, 'May', 0, None, None]","[12, 1, 'Jun', 0, None, None]",nan,2020-01-19 18:22:04
Whisby and North Hykeham Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[50, 1, 'Jul', 0, None, None]","[60, 1, 'Jul', 0, None, None]","[56, 1, 'Jul', 0, None, None]","[19, 1, 'Jul', 0, None, None]","[17, 1, 'Jun', 0, None, None]","[34, 1, 'Jul', 0, None, None]","[31, 2, 'Jul', 0, None, None]",nan,"[9, 2, 'Aug', 0, None, None]","[19, 1, 'May', 0, None, None]","[32, 1, 'May', 0, None, None]","[30, 1, 'Jun', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[4, 2, 'Jun', 0, None, None]","[19, 2, 'May', 0, None, None]","[48, 2, 'May', 0, None, None]","[30, 1, 'May', 0, None, None]","[40, 1, 'Jun', 0, None, None]","[42, 1, 'Jul', 0, None, None]","[13, 1, 'May', 0, None, None]","[14, 1, 'Jun', 0, None, None]","[17, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
