Site▲▼,1998▲▼,1999▲▼,2000▲▼,2001▲▼,2002▲▼,2003▲▼,2004▲▼,2005▲▼,2006▲▼,2007▲▼,2008▲▼,2009▲▼,2010▲▼,2011▲▼,2012▲▼,2013▲▼,2014▲▼,2015▲▼,2016▲▼,2017▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼
Blyth Estuary (Northumberland),0.0,0.0,0,0,0,0.0,0,0.0,2.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,nan,0,0,5,2019-11-21 13:53:39
Bodenham Gravel Pit,0.0,1.0,0,0,0,0.0,0,0.0,nan,(0),0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,nan,0,0,5,2019-11-21 13:53:39
Bothwell Park Farm Pond,0.0,0.0,0,0,0,0.0,0,0.0,2.0,0,0.0,0.0,0,0,0.0,0.0,0,0,nan,nan,nan,0,0,5,2019-11-21 13:53:39
Bough Beech Reservoir,nan,nan,0,(0),(0),0.0,(0),1.0,0.0,0,0.0,0.0,0,0,nan,0.0,0,0,0,1.0,Apr,0,0,5,2019-11-21 13:53:39
Bow Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,0.0,nan,0,0,5,2019-11-21 13:53:39
Bowesfield Marsh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0,0,0,0.0,nan,0,0,5,2019-11-21 13:53:39
Bowood Lake,1.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,nan,0,0,5,2019-11-21 13:53:39
Brandon Marsh Nature Reserve,0.0,0.0,0,(0),0,0.0,0,0.0,1.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,5,2019-11-21 13:53:39
Brasside Ponds,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,nan,0,0,5,2019-11-21 13:53:39
Bredon's Hardwick Gravel Pits,nan,nan,0,0,0,0.0,0,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0,1.0,May,0,0,5,2019-11-21 13:53:39
Brent Reservoir,1,0.0,0,0.0,2.0,0.0,0,0.0,0,0,0.0,0.0,0,1,0.0,1,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Bridgend Farm Pool,nan,nan,nan,nan,0.0,0.0,nan,nan,0,0,0.0,1.0,0,1,0.0,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Broom Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0.0,0,0,1,0.0,(1),Sep,0,0,6,2019-11-21 13:53:44
Burghfield Gravel Pits,0,0.0,0,nan,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Burleydam Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,0,0.0,0,0,0,1.0,0,nan,0,0,6,2019-11-21 13:53:44
Burry Inlet,1,2.0,(0),0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,1,0,0.0,0,0,0,0.0,1,Apr,0,0,6,2019-11-21 13:53:44
Caernarfon Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Caistron Quarry,nan,nan,0,0.0,1.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,(0),0.0,0,nan,0,0,6,2019-11-21 13:53:44
Cameron Reservoir,(0),1.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Cardew Mires Quarry,nan,nan,nan,nan,nan,nan,nan,0.0,(0),0,0.0,0.0,0,0,0.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Carlton Marsh (Barnsley),(0),0.0,1,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Carlton and Manby Washlands,0,0.0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Carlton and Oulton Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Carmarthen Bay,0,0.0,(0),0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Carsington Water,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,0,0,1.0,0,nan,0,0,6,2019-11-21 13:53:44
Castle Howard Lake,nan,nan,nan,0.0,0.0,nan,0,0.0,nan,0,0.0,1.0,0,0,0.0,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Castle Island (Ashington),nan,nan,nan,nan,nan,0.0,3,0.0,1,(0),0.0,0.0,0,0,0.0,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Castle Loch Lochmaben,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,1.0,0.0,0,0,0.0,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Catchpenny Pool,0,1.0,0,nan,0.0,0.0,0,0.0,0,0,0.0,0.0,(0),0,0.0,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Catcliffe Flash,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,2.0,0,nan,0,0,6,2019-11-21 13:53:44
Cefni Reservoir,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,nan,nan,nan,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Cemlyn Bay and Lagoon,0,0.0,0,0.0,0.0,0.0,0,0.0,1,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Chard Junction Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Chasewater,0,0.0,0,0.0,0.0,nan,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Cheddar Reservoir,0,0.0,0,0.0,0.0,0.0,0,0.0,1,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Chelmarsh Reservoir,nan,nan,0,nan,0.0,0.0,(0),0.0,(0),(0),nan,0.0,0,(0),0.0,0,nan,nan,nan,0,nan,0,0,6,2019-11-21 13:53:44
Chelsea Reservoirs,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,2,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Chichester Gravel Pits,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Chichester Harbour,0,0.0,0,0.0,0.0,0.0,0,1.0,0,2,1.0,0.0,0,0,0.0,0,0,0,0.0,0,nan,0,0,6,2019-11-21 13:53:44
Christchurch Harbour,nan,0.0,0,0.0,0.0,0.0,1,0.0,2,0,0.0,0.0,0,0,0.0,(0),(0),0,1.0,0,nan,0,0,6,2019-11-21 13:53:44
Church Wilne Reservoir,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Cleddau Estuary,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Clifford Hill Gravel Pits Consolidated,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Clifton Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,0,0,0,0,0,nan,nan,0,0,7,2019-11-21 13:53:49
Clumber Park Lake,0,0,0,0,0.0,0,0,nan,0.0,0.0,0.0,0.0,(0),0,0,0,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,nan,0,0,7,2019-11-21 13:53:49
Coate Water,0,0,0,nan,0.0,0,nan,nan,0.0,0.0,0.0,0.0,0,0,0,(0),0,0,0,1.0,Sep,0,0,7,2019-11-21 13:53:49
Colliford Lake and Dozmary Pool,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Collingham Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0,1.0,Jul,0,0,7,2019-11-21 13:53:49
Colne Estuary,0,0,0,(0),0.0,0,(0),0,0.0,0.0,0.0,0.0,0,4,0,1,0,0,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Colne Fen Gravel Pits,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,2.0,0,0,1,2.0,3.0,1.0,0.0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,2,0,(0),nan,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Colne Valley Gravel Pits,1,0,(0),0,1.0,0,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Connaught Water (Epping Forest),0,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,nan,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Conwy Estuary,0,0,0,nan,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,nan,0,0,7,2019-11-21 13:53:49
Coronation Channel and Welland (Spalding),0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,nan,nan,0,0,7,2019-11-21 13:53:49
Coronation Clay Pit,0,0,0,0,2.0,0,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,7,2019-11-21 13:53:49
Cors Caron (Cors Tregaron),(0),0,(0),0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,(0),(0),0.0,nan,0,0,7,2019-11-21 13:53:49
Cors Crugyll,1,0,0,0,1.0,2,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,Jun,0,0,7,2019-11-21 13:53:49
Corsham Lake,0,0,(0),0,0.0,0,0,(0),0.0,0.0,0.0,0.0,0,0,(0),0,0,0,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Cosmeston Lakes,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Cran Loch and Loch Loy,0,0,0,(0),nan,nan,nan,nan,nan,0.0,0.0,0.0,0,(0),0,nan,0,0,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Cransley Reservoir,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,nan,nan,nan,nan,nan,0,0,7,2019-11-21 13:53:49
Cranwich Gravel Pits,(0),1,0,nan,0.0,0,nan,nan,nan,nan,0.0,0.0,0,nan,nan,nan,0,0,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Cresswell Pond,nan,nan,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Crompton Lodges,(0),0,0,0,0.0,(4),(0),0,0.0,0.0,0.0,0.0,0,0,0,nan,(0),0,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Crookfoot Reservoir,0,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Croxall Pits,0,1,0,0,0.0,0,0,0,0.0,0.0,nan,0.0,0,nan,0,nan,0,0,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Cruden Bay Brickworks,nan,nan,nan,nan,nan,nan,1,0,0.0,nan,0.0,0.0,0,0,0,0,0,0,0,0.0,nan,0,0,7,2019-11-21 13:53:49
Cuckmere Estuary,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,(0),0,0,0,(0),0,0.0,nan,0,0,7,2019-11-21 13:53:49
Cullerlie Ponds,nan,nan,nan,nan,nan,nan,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,0,0,7,2019-11-21 13:53:49
Dagenham Chase Gravel Pits,nan,nan,1,0,0.0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1.0,May,0,0,7,2019-11-21 13:53:49
Darnrigg Moss Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,1,0,nan,0,0,8,2019-11-21 13:53:54
Darwell Reservoir,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,nan,0,4.0,0,nan,0,0,(0),nan,0,0,8,2019-11-21 13:53:54
Deben Estuary,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0,0.0,0.0,0,1.0,0,0,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Dee Estuary (Welsh counties),0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,3.0,1,0,1,0,0,nan,0,0,8,2019-11-21 13:53:54
Deene Lake,1.0,0.0,0.0,0,0.0,0.0,nan,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,(0),(0),0,nan,0,0,8,2019-11-21 13:53:54
Deeping St James,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,1,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Dengie Flats,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,(0),0,(0),0,0,nan,0,0,8,2019-11-21 13:53:54
Derek White's Eggs Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,(0),0.0,0,(0),0,0,0,nan,0,0,8,2019-11-21 13:53:54
Dingle Marshes and Walberswick National Nature Reserve,nan,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,(0),0,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Dinton Pastures,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,(0),0.0,0.0,0,0.0,0,1,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Ditchford Gravel Pits,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Dockacres Gravel Pits,0.0,1.0,0.0,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Dorchester Gravel Pits,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Dornoch Firth,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,1,0,nan,0,0,8,2019-11-21 13:53:54
Doxey Marshes SSSI,0.0,0.0,0.0,0,0.0,0.0,1,2.0,1.0,0.0,2,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Drakelow Gravel Pit,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,nan,0,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Draycote Water,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0,nan,nan,0,0,nan,0,0,8,2019-11-21 13:53:54
Drift Reservoir,0.0,0.0,0.0,(0),0.0,0.0,0,2.0,0.0,0.0,(0),nan,0.0,0,0.0,0,1,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Druridge Pool,nan,nan,nan,0,0.0,0.0,0,0.0,0.0,nan,4,2.0,0.0,0,0.0,0,1,1,0,0,nan,0,0,8,2019-11-21 13:53:54
Duddon Estuary,0.0,1.0,2.0,0,0.0,0.0,0,0.0,8.0,0.0,1,2.0,0.0,0,0.0,(0),1,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Durham Coast,0.0,0.0,0.0,nan,0.0,nan,(0),0.0,0.0,0.0,nan,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Durleigh Reservoir,nan,0.0,0.0,0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0,0.0,0,0,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Dyfi Estuary,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,0,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Eairy and Kionslieu Dams,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0.0,1.0,0,0.0,nan,nan,nan,0,0,nan,0,0,8,2019-11-21 13:53:54
Earith Gravel Pits,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0,0.0,0,0,nan,nan,nan,nan,0,0,8,2019-11-21 13:53:54
East Chevington Pools,nan,nan,nan,0,1.0,0.0,0,0.0,2.0,0.0,0,0.0,0.0,0,1.0,2,0,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Eden Estuary,0.0,0.0,1.0,(0),0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Ellesmere Lakes,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1,0,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Elton Reservoir,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,nan,0,0,1,Apr,0,0,8,2019-11-21 13:53:54
Erme Estuary,0.0,0.0,0.0,0,0.0,0.0,0,0.0,7.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,nan,0,0,8,2019-11-21 13:53:54
Eversley Cross and Yateley Gravel Pits,0,0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,(0),(0),0,0,nan,0,0,9,2019-11-21 13:54:00
Exe Estuary,0,1,0,0.0,1,0.0,(0),0.0,1,1.0,2.0,0.0,1,1,0,1,1,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Exeter River Valley Park and Matford Marshes,nan,nan,nan,nan,0,0.0,1,0.0,0,nan,0.0,nan,0,0,0,0,(0),(0),0,(0),nan,0,0,9,2019-11-21 13:54:00
Eyebrook Reservoir,0,nan,1,0.0,0,0.0,2,0.0,0,0.0,0.0,2.0,0,1,0,1,0,1,0,0,nan,0,0,9,2019-11-21 13:54:00
Fairlop Gravel Pits,nan,nan,(0),0.0,0,0.0,0,1.0,nan,nan,nan,nan,0,0,0,0,0,2,0,0,nan,0,0,9,2019-11-21 13:54:00
Fal Complex,0,0,(0),0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Farmoor Reservoirs,0,0,0,0.0,0,0.0,1,0.0,0,0.0,0.0,nan,nan,nan,0,(0),0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Fen Drayton Lakes,10Supplementary visit under the WeBS Core Count SurveyWeBS,3Supplementary visit under the WeBS Core Count SurveyWeBS,2,0.0,0,0.0,0,0.0,0,1.0,5.0,3.0,1,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,1,0,1,0,0,nan,0,0,9,2019-11-21 13:54:00
Filey Dams,1,2,0,0.0,1,2.0,0,0.0,1,0.0,0.0,0.0,0,0,0,(0),0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Fisherwick and Elford Gravel Pits,0,0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Fort Henry Ponds and Exton Park Lakes,0,0,0,1.0,1,1.0,0,0.0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,Aug,0,0,9,2019-11-21 13:54:00
Foryd Bay,0,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Foxcote Reservoir,0,(0),0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Frisby Gravel Pits,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Gadloch,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,nan,nan,0,0,1,Apr,0,0,9,2019-11-21 13:54:00
Garths Loch Scatness,nan,nan,2,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Gartloch Pool,0,0,0,0.0,0,0.0,0,0.0,1,0.0,1.0,0.0,0,0,0,0,nan,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Gayhurst Quarries,nan,nan,nan,nan,nan,nan,nan,nan,(0),2.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,9,2019-11-21 13:54:00
Gladhouse Reservoir,0,0,0,0.0,(0),0.0,(0),0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Godmanchester Nature Reserve,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,1,0.0,0,2.0,0,0.0,0,0.0,nan,nan,1Supplementary visit under the WeBS Core Count SurveyWeBS,2,0,0,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Grafham Water,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,8,1,0,0,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Great Meadow Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Great Pool Westwood Park,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,(0),0,0,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Grimley New Workings,nan,nan,nan,nan,nan,nan,2,1.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Guernsey Shore,(0),0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Gwen Finch Wetland Reserve,nan,nan,nan,nan,nan,0.0,0,0.0,1,1.0,0.0,1.0,0,0,0,0,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Hamford Water,0,0,0,0.0,0,0.0,0,2.0,0,3.0,0.0,0.0,0,0,0,0,0,2,0,0,nan,0,0,9,2019-11-21 13:54:00
Harewood Lake,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Haughton Strother GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,0,0,0,nan,0,0,0,0,nan,0,0,9,2019-11-21 13:54:00
Hauxley Nature Reserve,nan,nan,nan,0.0,0,0.0,0,0.0,0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,nan,0,0,9,2019-11-21 13:54:00
Hayle Estuary,0,0,0,0.0,(0),0,0.0,0,(0),0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,nan,0,0,10,2019-11-21 13:54:05
Helford Estuary,0,(0),(0),0.0,0,0,0.0,0,0,0.0,0.0,nan,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,nan,0,0,10,2019-11-21 13:54:05
Hellifield,0,0,0,0.0,0,0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-21 13:54:05
Hetton Lyons Park,1,0,0,nan,1,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,nan,0,0,10,2019-11-21 13:54:05
Hickling Broad,0,0,0,0.0,0,(0),0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-21 13:54:05
Hilfield Park Reservoir,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),nan,0,0,10,2019-11-21 13:54:05
"Hoar Gut, Avonmouth",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-21 13:54:05
Holburn Moss,0,0,0,0.0,0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,0,0,10,2019-11-21 13:54:05
Hollowell Reservoir,0,0,0,0.0,0,0,0.0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,nan,0,0,10,2019-11-21 13:54:05
Holme Pierrepont Gravel Pits,0,0,0,nan,nan,nan,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,nan,nan,0,nan,0,0,10,2019-11-21 13:54:05
Holmethorpe Complex,0,0,0,nan,nan,(0),0.0,0,nan,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,nan,0,0,10,2019-11-21 13:54:05
Holywell Pond,nan,nan,(0),0.0,0,0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-21 13:54:05
Hurworth Burn Reservoir,0,2,0,nan,0,0,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-21 13:54:05
Ingrebourne Valley,nan,nan,0,0.0,0,2,1.0,0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0,0,10,2019-11-21 13:54:05
Inner Firth of Clyde,0,0,0,0.0,0,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-21 13:54:05
Island Barn Reservoir,0,0,0,0.0,0,0,0.0,0,nan,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,10,2019-11-21 13:54:05
Joe's Ponds and Rainton Meadows,0,0,nan,nan,nan,0,0.0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,nan,0,0,10,2019-11-21 13:54:05
"Jubilee Lake, Eastbourne",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,0,0,10,2019-11-21 13:54:05
