Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Edington Lake,0,0.0,0.0,nan,nan,0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,0,0,14,2019-11-28 04:23:42
Ellesmere Lakes,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,14,2019-11-28 04:23:42
Elton Reservoir,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,nan,nan,0,0,0,nan,0,0,14,2019-11-28 04:23:42
Emberton Gravel Pits,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,(0),0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,(0),0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,nan,0,nan,0,0,14,2019-11-28 04:23:42
Embsay Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0,0,0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,0,0,14,2019-11-28 04:23:42
Endrick Water - Blane Bridge to Drymen Bridge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,14,2019-11-28 04:23:42
Endrick Water - Council Boundary to Drymen Bridge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0.0,0.0,0.0,(0),nan,nan,nan,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,14,2019-11-28 04:23:42
Enton Ponds,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0,0,nan,nan,0,0,14,2019-11-28 04:23:42
Erme Estuary,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,(0),0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,14,2019-11-28 04:23:42
Esthwaite Water,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,14,2019-11-28 04:23:42
Etherow Country Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,(0),(0),0.0,0,0.0,0,nan,0.0,nan,0.0,0,0.0,0,nan,nan,nan,0,nan,nan,0,0,14,2019-11-28 04:23:42
Eversley Cross and Yateley Gravel Pits,0,0.0,0.0,nan,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,(0),(0),(0),nan,0,0,14,2019-11-28 04:23:42
Exe Estuary,0,0.0,0.0,(0),(0),(0),0.0,0.0,0.0,0.0,(0),(0),0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,14,2019-11-28 04:23:42
Exeter River Valley Park and Matford Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,(0),(0),(0),0,(0),nan,0,0,14,2019-11-28 04:23:42
Eyebrook Reservoir,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,nan,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,nan,0,0,14,2019-11-28 04:23:42
Fagl Lake (Hope),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,nan,0,0,14,2019-11-28 04:23:42
Fairburn Ings,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,nan,0,0.0,0.0,0.0,0.0,0,0.0,(0),0,0,0,0,0,nan,0,0,14,2019-11-28 04:23:42
Fairlands Valley Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Fairlop Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,(0),0.0,0,0.0,0,0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Fal Complex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Fala Flow,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,nan,0.0,0,0.0,0.0,nan,nan,nan,0,0,15,2019-11-28 04:24:08
Faldonside Loch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Faraid Head,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,nan,nan,nan,"1,000Supplementary visit under the WeBS Core Count SurveyWeBS",0.0,0,0,0.0,(0),0.0,nan,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Farmoor Reservoirs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,nan,nan,nan,nan,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Farmwood Pool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,(0),0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Farne Islands,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,nan,nan,nan,0.0,nan,0,0,15,2019-11-28 04:24:08
Fedderate Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Fen Drayton Lakes,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,(0),0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Fenemere,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,nan,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Fenstanton GP,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0.0,nan,nan,nan,nan,0,0,15,2019-11-28 04:24:08
Fernworthy Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,(0),0.0,(0),0,0,0.0,0,0.0,(0),0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,(0),0.0,nan,0,0,15,2019-11-28 04:24:08
Ferry Meadows (Nene Park),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Figgate Pond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,(0),0.0,0,0.0,0,nan,0.0,0,0,0.0,nan,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Filey Dams,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,nan,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Fisherwick and Elford Gravel Pits,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,(0),0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,(0),0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Flattenden Lake (Wadhurst Park),nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Fleet Estuary,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Fleet Pond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,nan,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,(0),0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Fleet and Wey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,(0),0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Fletton Brick Pits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0,nan,nan,0,nan,nan,0.0,0,0,0,0.0,0,0.0,0,(0),0.0,0,(0),0.0,0,0.0,0.0,0.0,(0),0.0,0.0,nan,nan,nan,0,0,15,2019-11-28 04:24:08
Folly Loch and Fairnington Fields,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Fordwich and Westbere Gravel Pits,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0.0,0,0,0,nan,0,0.0,nan,nan,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Foremark Reservoir,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,nan,nan,nan,nan,0.0,0.0,0,0.0,nan,nan,nan,nan,0,0,15,2019-11-28 04:24:08
Forrestburn Reservoir,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,3,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,nan,nan,0.0,0,nan,nan,nan,nan,nan,0,0,15,2019-11-28 04:24:08
Fort Henry Ponds and Exton Park Lakes,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Forth Estuary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0.0,0.0,(0),0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Foryd Bay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,0,0,15,2019-11-28 04:24:08
Foulridge Reservoirs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,(0),nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Foxcote Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Frampton Pools,0.0,0.0,0.0,0.0,0.0,nan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,(0),0,0,0,0,0,0,0,(0),0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Fraserburgh to Rosehearty,0.0,nan,nan,0.0,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Frensham Ponds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,(0),nan,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Frisby Gravel Pits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Furber's Flood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,(0),0,0,0,0,0,0,0,(0),(0),nan,0,0,16,2019-11-28 04:24:35
Gaddon Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Gadloch,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0,1,0,2,3,0,0.0,0,0,1,0,0,0,0,1,22,nan,nan,nan,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Gadsey Brook,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,16,2019-11-28 04:24:35
Gailey Pools,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,(0),0,nan,nan,0,0,0,0,(0),nan,0,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Gannel Estuary,nan,nan,nan,nan,nan,0.0,0.0,(0),0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0,(0),0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,nan,(0),0,0,0,nan,0,0,16,2019-11-28 04:24:35
Gartartan Floods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Gartloch Pool,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Gatton Park,0.0,nan,nan,nan,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Gladhouse Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,nan,0,0.0,(0),0,0,0,0,0,0,0,0,0,0,0,(0),0,0,nan,0,0,16,2019-11-28 04:24:35
Glascoe Dub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,nan,nan,0,0,16,2019-11-28 04:24:35
Glaslyn Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Glenbarr,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Argyll goose countsSNH,0SNH countsSNH Islay office,nan,0SNH countsSNH Islay office,0SNH countsSNH Islay office,0SNH countsSNH Islay office,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0SNH countsSNH Islay office,nan,0SNH countsSNH Kirkwall office,0SNH countsSNH Kirkwall office,nan,nan,nan,0,0,16,2019-11-28 04:24:35
Glenkiln Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,nan,0.0,0,0,(0),(0),0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,nan,nan,nan,0,0,16,2019-11-28 04:24:35
Glynde Levels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,(0),0.0,0,0,0,(0),0,0,0,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,16,2019-11-28 04:24:35
Godmanchester Nature Reserve,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,nan,nan,nan,0,0,0,0,(0),0,0,0,nan,0,0,16,2019-11-28 04:24:35
Gorple Reservoirs,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Gosford Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,nan,nan,nan,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,(0),0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Gouthwaite Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0,0,0,0,0,(0),0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Grafham Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,(0),0,0,0,0,0,0,(0),0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Grassholme Reservoir,0.0,0.0,nan,nan,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Grassmoor Country Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Great Barford Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0,0.0,0,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Great Meadow Pond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:24:35
Great Pool Westwood Park,0.0,0.0,(0),0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0.0,nan,0.0,nan,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,nan,0,0,17,2019-11-28 04:25:00
Greenan Loch (Bute),0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0,0.0,18,0.0,0.0,0.0,0.0,0,0,(0),0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,nan,0,0,17,2019-11-28 04:25:00
Greenlaw Farm Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0,nan,0,0,17,2019-11-28 04:25:00
Gresford Flash,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,(0),0.0,0.0,0,0,0.0,0.0,0.0,0,(0),0.0,0,nan,0,0.0,nan,nan,nan,0,0,17,2019-11-28 04:25:00
Grimley New Workings,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,(0),0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,nan,0,0,17,2019-11-28 04:25:00
Grimsbury Reservoir,0.0,0.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,nan,nan,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,(0),0.0,0.0,0,nan,0,0,17,2019-11-28 04:25:00
Grimsthorpe Lake,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,(0),0,0,0.0,0.0,0,0,0.0,0.0,0.0,nan,nan,0.0,nan,0,0,0.0,0.0,(0),nan,0,0,17,2019-11-28 04:25:00
Grindon Lough,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,nan,0.0,nan,nan,nan,nan,(0),0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,nan,0,0,17,2019-11-28 04:25:00
Groby Pool,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,nan,0,0,17,2019-11-28 04:25:00
Grovebury Sandpit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,0,0,0,0.0,0.0,0,nan,0,0,17,2019-11-28 04:25:00
