Site,35/36,36/37,37/38,38/39,39/40,40/41,41/42,42/43,43/44,44/45,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
North Norfolk Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[39, 1, 'Oct', 0, None, None]","[51, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[29, 2, 'Nov', 0, None, None]","[79, 1, 'Sep', 0, None, None]","[52, 2, 'Aug', 0, None, None]","[56, 1, 'Sep', 0, None, None]","[48, 1, 'Aug', 0, None, None]","[57, 1, 'Sep', 0, None, None]","[68, 2, 'Aug', 0, None, None]","[118, 1, 'Feb', 0, None, None]","[104, 1, 'Aug', 0, None, None]","[67, 1, 'Sep', 0, None, None]","[144, 1, 'Sep', 0, None, None]","[179, 2, 'Aug', 0, None, None]","[121, 1, 'Jul', 0, None, None]","[178, 1, 'Aug', 0, None, None]","[243, 1, 'Oct', 0, None, None]","[270, 1, 'Sep', 0, None, None]","[193, 1, 'Sep', 0, None, None]","[121, 1, 'Oct', 0, None, None]","[90, 1, 'Oct', 0, None, None]","[189, 1, 'Dec', 0, None, None]","[116, 1, 'Oct', 0, None, None]","[131, 1, 'Nov', 0, None, None]","[178, 1, 'Aug', 0, None, None]","[105, 1, 'Sep', 0, None, None]","[143, 1, 'Oct', 0, None, None]","[172, 1, 'Aug', 0, None, None]","[178, 1, 'Dec', 0, None, None]","[148, 1, 'Mar', 0, None, None]","[180, 1, 'Sep', 0, None, None]",2020-01-19 18:06:57
Ouse Washes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[165, 1, 'Apr', 0, None, None]","[195, 1, 'Mar', 0, None, None]","[139, 2, 'Nov', 0, None, None]","[113, 1, 'Mar', 0, None, None]","[60, 1, 'Mar', 0, None, None]","[292, 1, 'Feb', 0, None, None]","[288, 1, 'Feb', 0, None, None]","[189, 1, 'Jan', 0, None, None]","[431, 1, 'Apr', 0, None, None]","[359, 1, 'Mar', 0, None, None]","[232, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[431, 2, 'Feb', 0, None, None]","[357, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[82, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[135, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[115, 1, 'Jan', 0, None, None]","[73, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[243, 1, 'Nov', 0, None, None]","[63, 1, 'Nov', 0, None, None]","[98, 1, 'Mar', 0, None, None]","[280, 1, 'Mar', 0, None, None]","[84, 1, 'Feb', 0, None, None]","[131, 1, 'Nov', 0, None, None]","[99, 1, 'Nov', 0, None, None]","[90, 1, 'Dec', 0, None, None]",2020-01-19 18:06:57
Nene Washes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[9, 1, 'Sep', 0, None, None]","[46, 1, 'Jan', 0, None, None]","[138, 1, 'Dec', 0, None, None]","[198, 1, 'Mar', 0, None, None]","[71, 1, 'Jan', 0, None, None]","[19, 1, 'Aug', 0, None, None]","[60, 1, 'Jan', 0, None, None]","[98, 1, 'Feb', 0, None, None]","[50, 1, 'Mar', 0, None, None]","[38, 1, 'Nov', 0, None, None]","[30, 1, 'Feb', 0, None, None]","[275, 1, 'Nov', 0, None, None]","[128, 1, 'Feb', 0, None, None]","[16, 1, 'Dec', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[38, 1, 'Mar', 0, None, None]","[76, 1, 'Mar', 0, None, None]","[62, 1, 'Mar', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[13, 1, 'Apr', 0, None, None]","[25, 1, 'Dec', 0, None, None]","[18, 1, 'Mar', 0, None, None]","[62, 1, 'Mar', 0, None, None]","[96, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[89, 1, 'Jan', 0, None, None]","[168, 1, 'Jan', 0, None, None]",2020-01-19 18:06:57
Humber Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[27, 1, 'Sep', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[35, 1, 'Sep', 0, None, None]","[62, 1, 'Sep', 0, None, None]","[9, 1, 'Dec', 0, None, None]","[4, 2, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[0, 2, '', 0, None, None]","[108, 1, 'Oct', 0, None, None]","[37, 1, 'Oct', 0, None, None]","[258, 1, 'Sep', 0, None, None]","[73, 1, 'Sep', 0, None, None]","[184, 1, 'Sep', 0, None, None]","[243, 1, 'Sep', 0, None, None]","[119, 2, 'Sep', 0, None, None]","[133, 1, 'Sep', 0, None, None]","[15, 2, 'Jan', 0, None, None]","[24, 2, 'Aug', 0, None, None]","[133, 1, 'Oct', 0, None, None]","[143, 1, 'Sep', 0, None, None]","[152, 1, 'Sep', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[113, 1, 'Sep', 0, None, None]","[176, 2, 'Oct', 0, None, None]","[153, 1, 'Sep', 0, None, None]","[187, 1, 'Sep', 0, None, None]","[36, 1, 'Oct', 0, None, None]","[167, 1, 'Sep', 0, None, None]","[110, 2, 'Aug', 0, None, None]","[35, 1, 'Oct', 0, None, None]","[84, 1, 'Sep', 0, None, None]","[61, 1, 'Oct', 0, None, None]","[62, 1, 'Aug', 0, None, None]","[79, 1, 'Oct', 0, None, None]","[37, 1, 'Aug', 0, None, None]","[60, 1, 'Aug', 0, None, None]","[47, 1, 'Sep', 0, None, None]","[24, 1, 'Aug', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[84, 2, 'Sep', 0, None, None]","[44, 2, 'Oct', 0, None, None]","[65, 1, 'Sep', 0, None, None]","[74, 1, 'Aug', 0, None, None]","[117, 1, 'Oct', 0, None, None]",2020-01-19 18:06:57
WWT Martin Mere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[32, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,"[50, 1, 'Mar', 0, None, None]","[57, 1, 'Mar', 0, None, None]","[82, 1, 'Oct', 0, None, None]","[41, 1, 'Sep', 0, None, None]","[45, 1, 'Mar', 0, None, None]","[67, 1, 'Mar', 0, None, None]","[90, 1, 'Mar', 0, None, None]","[141, 1, 'Oct', 0, None, None]","[140, 1, 'Jan', 0, None, None]","[116, 1, 'Jan', 0, None, None]","[190, 1, 'Mar', 0, None, None]","[151, 1, 'Jan', 0, None, None]","[86, 1, 'Jan', 0, None, None]","[83, 1, 'Mar', 0, None, None]","[50, 2, 'Mar', 0, None, None]","[76, 1, 'Mar', 0, None, None]","[67, 1, 'Jan', 0, None, None]","[48, 1, 'Oct', 0, None, None]","[42, 1, 'Jan', 0, None, None]","[48, 1, 'Nov', 0, None, None]","[134, 1, 'Mar', 0, None, None]","[146, 1, 'Jan', 0, None, None]","[80, 1, 'Jan', 0, None, None]","[78, 1, 'Jan', 0, None, None]","[80, 1, 'Mar', 0, None, None]","[90, 1, 'Jan', 0, None, None]","[92, 1, 'Dec', 0, None, None]",2020-01-19 18:06:57
Lower Derwent Ings,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[107, 1, 'Mar', 0, None, None]","[128, 1, 'Mar', 0, None, None]","[106, 1, 'Jan', 0, None, None]","[189, 1, 'Dec', 0, None, None]","[81, 1, 'Feb', 0, None, None]","[133, 1, 'Feb', 0, None, None]","[118, 1, 'Dec', 0, None, None]","[111, 1, 'Jan', 0, None, None]","[265, 1, 'Jan', 0, None, None]","[101, 1, 'Dec', 0, None, None]","[179, 1, 'Jan', 0, None, None]","[99, 1, 'Jan', 0, None, None]","[73, 1, 'Feb', 0, None, None]","[50, 1, 'Jan', 0, None, None]","[148, 1, 'Mar', 0, None, None]","[129, 1, 'Feb', 0, None, None]","[93, 1, 'Jan', 0, None, None]","[78, 1, 'Feb', 0, None, None]","[69, 1, 'Mar', 0, None, None]","[87, 1, 'Feb', 0, None, None]","[61, 1, 'Feb', 0, None, None]","[90, 1, 'Feb', 0, None, None]","[131, 1, 'Dec', 0, None, None]","[35, 1, 'Feb', 0, None, None]","[72, 1, 'Jan', 0, None, None]","[71, 1, 'Dec', 0, None, None]",2020-01-19 18:06:57
Overcote Marina,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[180, 1, 'Apr', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[195, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,"[120, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[155, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,"[112, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,"[58, 1, 'Feb', 0, None, None]","[13, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[49, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[78, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,2020-01-19 18:06:57
The Wash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[12, 1, 'Aug', 0, None, None]","[19, 1, 'Aug', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[56, 1, 'Sep', 0, None, None]","[122, 1, 'Sep', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 2, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[21, 1, 'Feb', 0, None, None]","[3, 2, 'Dec', 0, None, None]","[3, 1, 'Dec', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[28, 1, 'Sep', 0, None, None]","[22, 2, 'Sep', 0, None, None]","[26, 1, 'Sep', 0, None, None]","[8, 2, 'Jul', 0, None, None]","[31, 1, 'Nov', 0, None, None]","[19, 1, 'Apr', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[13, 1, 'May', 0, None, None]","[15, 1, 'Aug', 0, None, None]","[12, 2, 'Aug', 0, None, None]","[14, 1, 'Sep', 0, None, None]","[17, 1, 'Mar', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[69, 1, 'Dec', 0, None, None]","[6, 1, 'Oct', 0, None, None]","[33, 1, 'Sep', 0, None, None]","[19, 1, 'Oct', 0, None, None]","[54, 1, 'Oct', 0, None, None]","[71, 1, 'Aug', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[11, 1, 'Oct', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[15, 1, 'Apr', 0, None, None]","[35, 1, 'Sep', 0, None, None]","[147, 1, 'Sep', 0, None, None]","[30, 1, 'Sep', 0, None, None]","[37, 2, 'Sep', 0, None, None]","[67, 1, 'Dec', 0, None, None]","[73, 1, 'Jul', 0, None, None]","[55, 1, 'Mar', 0, None, None]","[102, 1, 'Sep', 0, None, None]",2020-01-19 18:06:57
Middle Yare Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Nov', 0, None, None]","[42, 1, 'Mar', 0, None, None]","[2, 2, 'Feb', 0, None, None]","[12, 1, 'Oct', 0, None, None]","[11, 1, 'May', 0, None, None]","[24, 1, 'Apr', 0, None, None]","[22, 1, 'Feb', 0, None, None]","[15, 1, 'Feb', 0, None, None]","[70, 1, 'Mar', 0, None, None]","[51, 1, 'Sep', 0, None, None]","[37, 1, 'Mar', 0, None, None]","[82, 1, 'Nov', 0, None, None]","[17, 1, 'Feb', 0, None, None]","[53, 1, 'Nov', 0, None, None]","[40, 1, 'Dec', 0, None, None]","[27, 1, 'Feb', 0, None, None]","[21, 1, 'Feb', 0, None, None]","[18, 1, 'Nov', 0, None, None]","[12, 1, 'Dec', 0, None, None]","[32, 1, 'Jan', 0, None, None]","[33, 1, 'Mar', 0, None, None]","[37, 1, 'Oct', 0, None, None]","[63, 1, 'Feb', 0, None, None]","[61, 1, 'Mar', 0, None, None]","[46, 1, 'Feb', 0, None, None]","[104, 1, 'Mar', 0, None, None]","[29, 1, 'Jan', 0, None, None]",2020-01-19 18:06:57
Mersey Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[9, 1, 'Dec', 0, None, None]","[36, 1, 'Dec', 0, None, None]","[23, 1, 'Sep', 0, None, None]","[28, 1, 'Aug', 0, None, None]","[40, 1, 'Aug', 0, None, None]","[36, 1, 'Jul', 0, None, None]","[30, 1, 'Oct', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[6, 1, 'Dec', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[72, 1, 'Sep', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[9, 1, 'Aug', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[5, 1, 'Dec', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[2, 2, 'Aug', 0, None, None]","[13, 1, 'Oct', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[14, 1, 'Sep', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Apr', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[32, 1, 'Oct', 0, None, None]","[13, 1, 'Aug', 0, None, None]","[20, 1, 'Sep', 0, None, None]","[198, 1, 'Oct', 0, None, None]",2020-01-19 18:06:57
