Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Tortworth Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Twynersh Fishing Complex,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Vann Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Victoria Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Village Ponds Windsor Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Virginia Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Wake Valley Ponds,nan,3.0,6.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Weald Park,nan,nan,nan,nan,nan,0.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Wentworth Estate,(0),0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Wey Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Weybread Pits,nan,nan,0.0,0,1.0,1.0,0.0,nan,nan,nan,nan,nan,(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Whittlesford Gravel Pits,2,4.0,1.0,2,2.0,0.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Wintry Wood Ponds,nan,2.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Withyham,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Worksop Quarry,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Worsborough Reservoir,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Wraysbury Pond,nan,nan,nan,nan,nan,61.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
Wynnstay Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2019-11-24 19:26:58
END
