Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Staines Reservoirs,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10.0,Nov,2,2,18,2019-11-22 02:14:22
Tarn House Tarn,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,1,3.0,0,0.0,0,8.0,0,0.0,0.0,nan,2,2,18,2019-11-22 02:14:22
Tees Estuary,0.0,2,6,0,2.0,0,0.0,0,1.0,3,4.0,7,0.0,11,2.0,1,1.0,7,0.0,1.0,Nov,2,2,18,2019-11-22 02:14:22
The Shunan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,3.0,5,0.0,0.0,nan,2,2,18,2019-11-22 02:14:22
Thurlestone Marsh,0.0,0,(0),(0),1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,0,nan,nan,nan,2,2,18,2019-11-22 02:14:22
Townhead Reservoir OR Banton Loch,0.0,0,13,7,6.0,1,0.0,0,0.0,0,2.0,0,0.0,0,0.0,9,0.0,0,0.0,0.0,nan,2,2,18,2019-11-22 02:14:22
Tweed Estuary,1.0,1,3,3,78.0,21,1.0,2,1.0,1,14.0,1,9.0,2,6.0,0,1.0,1,4.0,3.0,Oct,2,2,18,2019-11-22 02:14:22
Venus Pool and Cound Fishery,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,8,0.0,0,0.0,0.0,nan,2,2,18,2019-11-22 02:14:22
Waulkmill Glen and Littleton Reservoirs,0,0,0,3,8.0,0.0,6,4,3,1,2,2,12,1,0,0,0,3,4,4,Dec,2,2,19,2019-11-22 02:14:30
Whisby and North Hykeham Gravel Pits,0,0,(0),0,0.0,0.0,0,0,0,0,0,0,(0),20,2,(0),(0),2,10,0,nan,4,4,19,2019-11-22 02:14:30
Whiteadder Reservoir,0,(0),nan,6,0.0,0.0,0,0,0,0,13,0,3,4,nan,(0),0,7Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,0,nan,2,2,19,2019-11-22 02:14:30
Widdop Reservoir,0,0,0,0,0.0,0.0,0,nan,0,0,0,0,0,0,0,8,0,0,0,0,nan,2,2,19,2019-11-22 02:14:30
Allan Water - Ashfield to Cambushinnie,nan,0,0,0,0.0,0.0,0,(0),(0),0,0,0,4,1,0,3,0,0,1,1,Oct,1,1,19,2019-11-22 02:14:30
Anderby,nan,23Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,0,0,0,6,0,nan,1,1,19,2019-11-22 02:14:30
Ardivachar Point (South Uist),nan,0,0,nan,0.0,0.0,0,0,0,0,0,nan,0,0,3,0,0,2,2,3,Nov,1,1,19,2019-11-22 02:14:30
Auchenharvie Golf Course,nan,1,1,nan,nan,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,nan,1,1,19,2019-11-22 02:14:30
Auchenreoch Loch,0,0,0,0,0.0,2.0,(0),(0),0,(0),0,2,0,0,0,0,2,4,0,0,nan,1,1,19,2019-11-22 02:14:30
Bainton Pits,0,0,0,0,0.0,0.0,0,0,(3),0,0,0,0,0,0,0,0,4,0,1,Mar,1,1,19,2019-11-22 02:14:30
Balta Sound,nan,1,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,nan,1,1,19,2019-11-22 02:14:30
Bawsey Country Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,2,nan,nan,1,1,19,2019-11-22 02:14:30
Bay of Skaill to Marwick,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,5,0,0,0,nan,1,1,19,2019-11-22 02:14:30
Benston Loch,nan,0,0,3,4.0,11.0,4,3,8,10,3,15,11,5,11,0,1,1,3,0,nan,1,1,19,2019-11-22 02:14:30
Black Loch (Cleish Hills),0,2,0,0,0.0,0.0,0,0,0,0,4,0,0,0,0,0,nan,0,2,nan,nan,1,1,19,2019-11-22 02:14:30
Black Loch (Ren),0,5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,nan,1,1,19,2019-11-22 02:14:30
Blackleach Reservoir,0,0,0,0,0.0,nan,0,nan,0,0,0,0,0,0,0,nan,nan,2,0,0,nan,1,1,19,2019-11-22 02:14:30
Blaxton and Finningley Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,May,1,1,19,2019-11-22 02:14:30
Blithfield Reservoir,0,0,0,0,0.0,0.0,0,nan,nan,0,0,0,0,0,0,0,0,0,(1),3,Feb,1,1,19,2019-11-22 02:14:30
Bolam Lake,nan,nan,0,0,0.0,0.0,0,0,0,0,4,0,0,0,0,0,4,0,0,(0),nan,1,1,19,2019-11-22 02:14:30
Bothal Pond,nan,nan,0,0,3.0,0.0,0,nan,0,nan,0,nan,0,10,0,0,0,0,3,3,Nov,1,1,19,2019-11-22 02:14:30
Boulmer to Howick,(0),0,0,0,0.0,0.0,0,0,0,0,0,0,0,(0),0,0,4,0,0,(0),nan,1,1,19,2019-11-22 02:14:30
Braewick Loch,nan,0,1,0,1.0,1.0,0,(0),0,9,3Supplementary visit under the WeBS Core Count SurveyWeBS,0,2,0,0,2,1,0,1,0,nan,1,1,19,2019-11-22 02:14:30
Brandon Marsh Nature Reserve,0,0,0,(0),0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,1,Apr,1,1,19,2019-11-22 02:14:30
Breydon Water and Berney Marshes,16,19,4,0,7.0,12.0,6,4,0,0,0,8Supplementary visit under the WeBS Core Count SurveyWeBS,18Supplementary visit under the WeBS Core Count SurveyWeBS,5Supplementary roost count under the WeBS Core Count SurveyWeBS,0,0,4Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,nan,1,1,19,2019-11-22 02:14:30
Bridlington Bay,0,0,nan,nan,0.0,nan,nan,0,3,nan,nan,nan,0,nan,0,nan,2,0,0,0,nan,1,1,19,2019-11-22 02:14:30
Brims Ness,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,(0),(0),0,0,7,0,0,nan,1,1,19,2019-11-22 02:14:30
Cadney Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,6,0,0,0,0,nan,1,1,19,2019-11-22 02:14:30
Cam Washes (Upware),0,0,0,0,0.0,2.0,0,nan,0,0,2,0,6,0,0,6,0,0,0,1,Feb,1,1,19,2019-11-22 02:14:30
Camel Estuary,0,2,0,1,0.0,2.0,1,0,0,0,2,2,1,0,0,1,0,0,0,2,Feb,1,1,19,2019-11-22 02:14:30
Canal Loch,nan,nan,nan,nan,nan,9,6.0,3,nan,(4),3,0,0,(12),(3),(0),0,nan,0,2.0,Jan,1,1,20,2019-11-22 02:14:36
Carnoustie to Easthaven,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),0,0,6.0,0,0.0,nan,1,1,20,2019-11-22 02:14:36
Castle Howard Lake,nan,nan,nan,0.0,nan,nan,0.0,nan,0,0,(8),0,11,0,0,1,0,2.0,0,0.0,nan,1,1,20,2019-11-22 02:14:36
Cauldshiels Loch,0.0,0.0,0.0,0.0,0.0,8,0.0,0,0,4,0,0,2,8,6,0,0,5.0,1,0.0,nan,1,1,20,2019-11-22 02:14:36
Cemlyn Bay and Lagoon,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,5,2,0,0,3,0,0,0.0,2,nan,nan,1,1,20,2019-11-22 02:14:36
Chasewater,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,5,0.0,nan,1,1,20,2019-11-22 02:14:36
Claish Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,2,0.0,0,0.0,nan,1,1,20,2019-11-22 02:14:36
Cleddau Estuary,0.0,0.0,0.0,0.0,0.0,0,0.0,0,(0),0,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,1,3,1,0.0,0,0.0,nan,1,1,20,2019-11-22 02:14:36
Colt Crag Reservoir,nan,nan,0.0,0.0,0.0,0,1.0,0,0,3,0,0,0,2,0,0,0,0.0,5,0.0,nan,1,1,20,2019-11-22 02:14:36
Coniston Water,nan,0.0,nan,0.0,0.0,(0),0.0,(0),(0),0,nan,nan,nan,0,0,1,nan,nan,nan,0.0,nan,1,1,20,2019-11-22 02:14:36
Crosswood Reservoir,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.0,4,0.0,nan,1,1,20,2019-11-22 02:14:36
Crouch-Roach Estuary,0.0,0.0,0.0,0.0,3.0,0,0.0,0,0,23,0,2,0,1,0,0,2,0.0,0,2.0,Feb,1,1,20,2019-11-22 02:14:36
Darnrigg Moss Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,2,1,0.0,0,0.0,nan,1,1,20,2019-11-22 02:14:36
Derwent Water,0.0,0.0,0.0,0.0,10.0,0,0.0,0,0,0,1,0,49Supplementary visit under the WeBS Core Count SurveyWeBS,8,0,0,0,4.0,0,0.0,nan,1,1,20,2019-11-22 02:14:36
Drumgay Lough,0.0,0.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2.0,nan,nan,nan,1,1,20,2019-11-22 02:14:36
Dunham Pools,0.0,0.0,0.0,nan,nan,nan,nan,0,0,0,1,10,0,0,0,5,1,0.0,0,0.0,nan,1,1,20,2019-11-22 02:14:36
Duns Castle Pond,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0,0,0,0,0,0,(0),nan,0,3.0,Oct,1,1,20,2019-11-22 02:14:36
Dunstable Wetland,0.0,0.0,0.0,0.0,0.0,2,2.0,nan,0,2,5,2,2,2,3,2,2,2.0,0,0.0,nan,1,1,20,2019-11-22 02:14:36
East Fortune Ponds,0.0,0.0,0.0,nan,nan,nan,0.0,0,0,0,1,3,8,0,0,0,0,0.0,0,6.0,Nov,1,1,20,2019-11-22 02:14:36
Eglinton Park,nan,nan,nan,0.0,nan,0,9.0,nan,nan,nan,nan,0,28,19,0,0,5,0.0,2,0.0,nan,1,1,20,2019-11-22 02:14:36
Fagl Lake (Hope),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,7Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,nan,1,1,20,2019-11-22 02:14:36
Fala Flow,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,3Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,nan,nan,nan,1,1,20,2019-11-22 02:14:36
Far Lough,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),0.0,0,3.0,Mar,1,1,20,2019-11-22 02:14:36
Fenn's and Whixall Mosses,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,7,0,0.0,0,0.0,nan,1,1,20,2019-11-22 02:14:36
Feur Loch east of Clar Loch Mor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(2),3.0,0,0.0,nan,1,1,20,2019-11-22 02:14:36
Fisherwick and Elford Gravel Pits,2.0,4.0,0.0,0.0,2.0,0,0.0,0,(0),0,2,0,0,0,0,0,0,1.0,0,4.0,Oct,1,1,20,2019-11-22 02:14:36
Ford Lochs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,2,1.0,0,3.0,Jan,1,1,20,2019-11-22 02:14:36
Fordoun Loch,1.0,53.0,5.0,15.0,2.0,1,53.0,7,2,2,0,0,0,0,0,0,4,0.0,0,0.0,nan,1,1,20,2019-11-22 02:14:36
Gilmourton Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,1,0,nan,nan,nan,nan,1,1,20,2019-11-22 02:14:36
Glenastle Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,4,0.0,0,0.0,nan,1,1,20,2019-11-22 02:14:36
Grasmere,0.0,0,0.0,0.0,0,0.0,0,nan,8,0.0,0,0,0,0,nan,0,(0),0.0,0,4,Nov,1,1,21,2019-11-22 02:14:43
Ham Lochan,0.0,nan,nan,nan,nan,nan,4,nan,0,0.0,(0),(0),0,(0),3,0,0,6.0,0,0,nan,1,1,21,2019-11-22 02:14:43
Hamford Water,0.0,3,5.0,3.0,4,5.0,2,2,2,2.0,3,1,1,13,2,2,1,1.0,1,1,Sep,1,1,21,2019-11-22 02:14:43
Harold's Wick,nan,11,4.0,0.0,0,0.0,12,18,0,2.0,0,6,0,3,0,1,0,1.0,0,nan,nan,1,1,21,2019-11-22 02:14:43
Hauxley Nature Reserve,nan,nan,0.0,6.0,0,1.0,0,0,0,0.0,10,0,0,0,0,0,0,0.0,0,4,Nov,1,1,21,2019-11-22 02:14:43
Hay-a-Park Gravel Pits,nan,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,5.0,0,(1),Dec,1,1,21,2019-11-22 02:14:43
Hayle Estuary,0.0,0,1.0,0.0,0,0.0,0,0,0,0.0,0,0,0,(0),0,0,6,0.0,0,0,nan,1,1,21,2019-11-22 02:14:43
Helford Estuary (Low Tide),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1Standard visit under the WeBS Low Tide Count SurveyWeBS,nan,nan,nan,nan,nan,1,1,21,2019-11-22 02:14:43
Helston Park Lake,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,1,1,1,1.0,0,0,nan,1,1,21,2019-11-22 02:14:43
Kedleston Park Lake,0.0,0,0.0,0.0,0,0.0,0,0,nan,nan,nan,nan,nan,4,0,5,0,0.0,0,0,nan,1,1,21,2019-11-22 02:14:43
Kentmere Tarn,0.0,0,0.0,0.0,0,0.0,(0),0,0,1.0,1,0,2,2,0,0,0,0.0,0,7,Jan,1,1,21,2019-11-22 02:14:43
Kercock Farm Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1,3,Jan,1,1,21,2019-11-22 02:14:43
King George VI Reservoir,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,(0),0,0,0,0,7,0,0.0,0,0,nan,1,1,21,2019-11-22 02:14:43
Kingie Pool to Loch Poulary,3.0,6,5.0,6.0,11,0.0,2,5,4,6.0,2,15,8,5,7,4,0,0.0,0,1,Apr,1,1,21,2019-11-22 02:14:43
Kingsmill Reservoir,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,nan,nan,nan,nan,0,3.0,0,0,nan,1,1,21,2019-11-22 02:14:43
Kingsmyre,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,nan,nan,nan,0,0,nan,0.0,0,4,Mar,1,1,21,2019-11-22 02:14:43
Kippen Muir Dam,0.0,0,0.0,0.0,0,0.0,0,0,(0),0.0,(0),(0),(0),1,(0),0,0,0.0,7,0,nan,1,1,21,2019-11-22 02:14:43
Kype Reservoir,1.0,2,0.0,0.0,0,1.0,0,0,4,0.0,0,5,2,5,0,0,5,0.0,0,0,nan,1,1,21,2019-11-22 02:14:43
LNER Ballast Pits Lincoln,0.0,0,0.0,0.0,0,0.0,0,nan,nan,nan,nan,(0),0,0,0,0,3,0.0,0,0,nan,1,1,21,2019-11-22 02:14:43
Ladyburn Lake (Druridge Bay CP),nan,nan,nan,0.0,0,0.0,0,0,0,0.0,0,nan,nan,nan,nan,nan,0,3.0,0,1,Nov,1,1,21,2019-11-22 02:14:43
Lake of Menteith,4.0,0,0.0,0.0,0,0.0,8,0,3,1.0,0,0,3,25Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,4,3,0,0.0,0,1,Oct,1,1,21,2019-11-22 02:14:43
Lily Loch,nan,nan,nan,nan,nan,0.0,0,(0),0,0.0,0,0,nan,nan,nan,nan,nan,0.0,1,nan,nan,1,1,21,2019-11-22 02:14:43
Linton Pond Ellington,nan,nan,0.0,0.0,0,1.0,0,0,0,1.0,0,0,2,0,7,0,4,0.0,0,0,nan,1,1,21,2019-11-22 02:14:43
Llyn Ebyr,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2.0,0,0,nan,1,1,21,2019-11-22 02:14:43
Llyn Nantlle Uchaf,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0,0.0,nan,nan,nan,1,1,21,2019-11-22 02:14:43
Llyn Trawsfynydd,0.0,0,0.0,0.0,0,0.0,(0),0,0,0.0,0,0,0,0,0,0,0,3.0,(0),nan,nan,1,1,21,2019-11-22 02:14:43
Llyn-y-gadair,nan,1Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0,0.0,nan,nan,nan,1,1,21,2019-11-22 02:14:43
Loch A Chlachain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2.0,0,0,nan,1,1,21,2019-11-22 02:14:43
Loch Achtriochtan (Glencoe),4.0,8,2.0,0.0,0,3.0,3,7,3,3.0,0,0,0,0,2,0,0,0.0,0,3,Mar,1,1,21,2019-11-22 02:14:43
Loch Ascog (Bute),0.0,(0),0.0,0.0,(0),8.0,0,0,0,0.0,0,0,2,0,0,0,0,0.0,0,5,Dec,1,1,21,2019-11-22 02:14:43
Loch Beag (Highland),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2Supplementary visit under the WeBS Core Count SurveyWeBS,nan,0,0,nan,nan,1,1,22,2019-11-22 02:14:50
Loch Faskally,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,1,0,0,nan,1,1,22,2019-11-22 02:14:50
Loch Glow,13.0,0,11,10,0.0,8,1,1,0,8,0,0,0,0.0,0,0,1,0,2,nan,nan,1,1,22,2019-11-22 02:14:50
Loch Inchard,0.0,(0),nan,nan,nan,nan,(0),(0),0,0,0,0,0,0.0,0,0,0,3,0,0,nan,1,1,22,2019-11-22 02:14:50
Loch Inver,0.0,(0),nan,nan,nan,(0),0,1,0,0,0,(0),1,0.0,(0),0,3,0,0,0,nan,1,1,22,2019-11-22 02:14:50
Loch Leathan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0,0,0,2,0,4,Mar,1,1,22,2019-11-22 02:14:50
Loch Monzievaird,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,2,0,nan,1,1,22,2019-11-22 02:14:50
Loch Mor (nr Melvich),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,3.0,nan,0,0,0,7,0,nan,1,1,22,2019-11-22 02:14:50
Loch Neil Bhan,nan,0,nan,nan,nan,nan,0,0,0,0,0,0,0,0.0,0,0,0,2,0,2,Dec,1,1,22,2019-11-22 02:14:50
Loch Pityoulish,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,nan,1,1,22,2019-11-22 02:14:50
Loch Portree,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0.0,0,6,0,0,0,0,nan,1,1,22,2019-11-22 02:14:50
Loch Saorach,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,Mar,1,1,22,2019-11-22 02:14:50
Loch Voil,6.0,8,9,7,17.0,13,11,10,0,0,5,2,2,0.0,6,0,5,2,0,0,nan,1,1,22,2019-11-22 02:14:50
Loch a' Chinn Uacraich (Coot Loch) (Benbecula),nan,nan,nan,nan,nan,nan,nan,21,0,0,nan,nan,0,0.0,0,0,4,2,0,0,nan,1,1,22,2019-11-22 02:14:50
Loch an Aigeil,nan,nan,nan,nan,nan,nan,nan,0,(0),4,2,7,5,5.0,2,0,4,0,3,0,nan,1,1,22,2019-11-22 02:14:50
Loch of Banks,0.0,0,0,27,7.0,7,2,1,1,18,0,0,0,1.0,0,0,3,1,0,0,nan,1,1,22,2019-11-22 02:14:50
Loch of Bosquoy,0.0,(3),0,(0),0.0,1,0,0,0,0,4,18,5,3.0,9,0,1,3,(0),0,nan,1,1,22,2019-11-22 02:14:50
Loch of Housetter,nan,0,0,2,0.0,4,0,2,0,0,3Supplementary visit under the WeBS Core Count SurveyWeBS,0,1,0.0,0,0,2,1,1,0,nan,1,1,22,2019-11-22 02:14:50
Loch of Hundland,0.0,0,0,1,6.0,0,5,1,0,0,(0),0,2,0.0,0,2,0,0,(0),0,nan,1,1,22,2019-11-22 02:14:50
Loch of Loirston,4.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0,4,0,0,nan,1,1,22,2019-11-22 02:14:50
Loch of Urafirth,nan,1,0,3,0.0,7Supplementary visit under the WeBS Core Count SurveyWeBS,14,3,1,1,1,1,1,1.0,2,1,1,1,0,0,nan,1,1,22,2019-11-22 02:14:50
Lochend,nan,16,5,3,5.0,7,0,16,6,4,10,10,0,4.0,6,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,3,0,nan,1,1,22,2019-11-22 02:14:50
Logan Reservoir,0.0,0,4,(0),0.0,4,2,3,10,2,0,0,12,3.0,7,0,2,5,0,0,nan,1,1,22,2019-11-22 02:14:50
Longdon Marsh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,1,1,22,2019-11-22 02:14:50
Lunan Bay,nan,nan,nan,11,0.0,0,0,0,0,0,(0),(0),5Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,30,0,0,5,0,0,nan,1,1,22,2019-11-22 02:14:50
Lunda Wick,nan,2,2,1,0.0,0,0,0,0,0,0,14,2,1.0,0,2,0,0,1,0,nan,1,1,22,2019-11-22 02:14:50
Marsh Lane Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,2,0,0,1,1,May,1,1,22,2019-11-22 02:14:50
Marton Mere (Blackpool),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,30,0,88.0,0,nan,0,0,0,5,Nov,1,1,22,2019-11-22 02:14:50
Mawddach Estuary,nan,nan,0,(6),nan,nan,nan,2,4,6,0,0,0,0.0,0,0,(0),0,5,0,nan,1,1,22,2019-11-22 02:14:50
Milton Loch (Dumfries and Galloway),0.0,18,(28),14,5.0,13,0,nan,6,(0),nan,52,1,44.0,5,2,0,0,0,2,Dec,1,1,22,2019-11-22 02:14:50
Milton Loch (Highland),nan,0.0,0,0,nan,0.0,nan,nan,nan,nan,nan,nan,0,0,nan,4,0,1,0,0,nan,1,1,23,2019-11-22 02:14:57
Mochrum Loch Maybole,0,0.0,2,9,nan,0.0,0,0,3,0,0,4,8,1,2.0,1,2,1,2,1,Sep,1,1,23,2019-11-22 02:14:57
Monk Myre,9,0.0,0,1,3,1.0,130,41,2,5,4,17,1,0,37.0,0,0,0,0,3,Dec,1,1,23,2019-11-22 02:14:57
Newgale Beach,0,nan,0,0,0,0.0,0,(0),(0),0,0,(0),(0),(0),0.0,(0),(3),(0),(0),0,nan,2,2,23,2019-11-22 02:14:57
Nor Wick and Skaw,nan,0.0,0,0,0,0.0,0,0,4,0,0,0,0,0,0.0,0,0,nan,0,3,Dec,1,1,23,2019-11-22 02:14:57
North Third Reservoir,22,0.0,0,0,5,2.0,1,0,0,0,0,0,0,23,0.0,4,2,0,0,0,nan,1,1,23,2019-11-22 02:14:57
Nostell Dam,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0,0,0,0,7,Nov,1,1,23,2019-11-22 02:14:57
Ornokenoch Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,2,Nov,1,1,23,2019-11-22 02:14:57
Otmoor,nan,nan,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,1.0,0,0,0,0,2,0,0,0,0.0,7,0,0,0,0,nan,1,1,23,2019-11-22 02:14:57
Pleasley Colliery,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0.0,0,0,0,0,4,Mar,1,1,23,2019-11-22 02:14:57
Point of Ayre Gravel Pit,nan,nan,nan,0,1,0.0,6,0,3,0,1,0,0,nan,nan,nan,0,0,0,4,Oct,1,1,23,2019-11-22 02:14:57
Potteric Carr,nan,0.0,0,(0),0,0.0,0,0,0,0,0,0,0,0,0.0,0,(0),(0),(0),1,Oct,1,1,23,2019-11-22 02:14:57
R. Lochay and Killin Marshes,0,2.0,2,0,5,0.0,0,0,0,0,4,0,0,0,0.0,0,1,2,0,0,nan,1,1,23,2019-11-22 02:14:57
Radwell Lakes,0,0.0,0,0,0,0.0,nan,nan,0,0,0,0,0,0,0.0,1,1,0,1,0,nan,1,1,23,2019-11-22 02:14:57
Regents Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,nan,1,1,23,2019-11-22 02:14:57
Rhuddlan Marsh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0,0,nan,0,2,Feb,1,1,23,2019-11-22 02:14:57
River Annan - Broomhill to Sillahill,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,42,0.0,0,0,0,0,3,Nov,1,1,23,2019-11-22 02:14:57
River Devon - Alva to Tullibody Bridge,0,0.0,0,0,0,nan,nan,(0),0,0,0,0,0,0,0.0,1,1,1,0,0,nan,1,1,23,2019-11-22 02:14:57
River Devon - Tullibody Bridge to A907,nan,12.0,5,42,4,0.0,24,0,1,0,0,0,0,0,0.0,5,2,0,0,0,nan,1,1,23,2019-11-22 02:14:57
River Eden - Little Salkeld,nan,nan,nan,nan,nan,nan,nan,(3),(0),(0),0,(0),0,0,0.0,6,1,0,0,0,nan,1,1,23,2019-11-22 02:14:57
River Hull - Brigham to Emmotland,nan,nan,nan,0,nan,0.0,0,0,0,0,0,0,8,0,0.0,0,3,0,0,2,Jan,1,1,23,2019-11-22 02:14:57
River Ribble - Trough House to Siddows,nan,nan,nan,nan,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,3,0,nan,1,1,23,2019-11-22 02:14:57
River Shiel,0,0.0,(7),11,(3),10.0,17,(5),11,3,3,9,12,0,11.0,2,0,2,0,(2),Oct,1,1,23,2019-11-22 02:14:57
River Teith - Doune to Wester Row,nan,nan,0,nan,0,nan,(0),0,0,0,(0),0,0,0,0.0,0,0,0,3,nan,nan,1,1,23,2019-11-22 02:14:57
Rivington Reservoirs,nan,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,5,0,0,nan,1,1,23,2019-11-22 02:14:57
