Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Ouse Washes,"1,732Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","2,710Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","2,745Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","3,624Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","4,317Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","3,624Supplementary roost count under the WeBS Core Count SurveyWeBS","4,397Supplementary roost count under the WeBS Core Count SurveyWeBS","3,960Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","5,201Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","5,615Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","7,171Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","6,164Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","7,271Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","7,155Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","5,412Supplementary roost count under the WeBS Core Count SurveyWeBS","5,372Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","7,139Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","8,016Supplementary roost count under the WeBS Core Count SurveyWeBS","7,663Supplementary roost count under the WeBS Core Count SurveyWeBS","6,321Supplementary roost count under the WeBS Core Count SurveyWeBS",Jan,6902,6902,1,2019-11-22 02:12:10
Loch Eye,23,180Supplementary visit under the WeBS Core Count SurveyWeBS,6,216,140,308,275,518,55,399WWT/JNCC National Grey Goose Censusnull,797Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,4,448,"1,600Supplementary roost count under the WeBS Core Count SurveyWeBS","1,330Supplementary roost count under the WeBS Core Count SurveyWeBS",580Supplementary roost count under the WeBS Core Count SurveyWeBS,"2,726Supplementary roost count under the WeBS Core Count SurveyWeBS","1,731Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",645Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,"2,400Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",Oct,1616,1616,1,2019-11-22 02:12:10
Loughs Neagh and Beg,830,1010,735,1532,1514,867,1543,1268,1731,1734,1592,1192,1669,1486,1308,1715,1527,1575,1588,1550,Mar,1591,1591,1,2019-11-22 02:12:10
WWT Martin Mere,"1,530Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","1,670Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","1,770Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","1,762Supplementary visit under the WeBS Core Count SurveyWeBS","1,980Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","1,666Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","1,980Svalbard Barnacle Goose on SolwayWWT data","1,650Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","1,666Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","1,654Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds",1600,1654,1800,1530,1600,1590,"1,532Icelandic-breeding Goose CensusWildfowl and Wetlands Trust",1600,1200,1133,Feb,1411,1411,1,2019-11-22 02:12:10
Lough Foyle,642,657,434,548,3284,680,950Supplementary visit under the WeBS Core Count SurveyWeBS,1030,1042,1129,1240,2033,506,1509,2365,1390,556,702,1147,3168,Oct,1393,1393,1,2019-11-22 02:12:10
Nene Washes,111Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds,110Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds,143Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds,111Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds,143,215Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds,168Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds,325Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds,462Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds,767Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds,551Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds,767,551,747,"1,112Supplementary visit under the WeBS Core Count SurveyWeBS","1,322Swan roost countsWildfowl and Wetlands Trust / Royal Society for the Protection of Birds","1,173Supplementary roost count under the WeBS Core Count SurveyWeBS",930Supplementary visit under the WeBS Core Count SurveyWeBS,916Supplementary visit under the WeBS Core Count SurveyWeBS,"1,522Supplementary visit under the WeBS Core Count SurveyWeBS",Jan,1173,1173,1,2019-11-22 02:12:10
Loch of Strathbeg,476,262,424,(223),(67),794,355,680,285,92,252,182,1188,895,444,504,622,966,1032,890,Oct,803,803,1,2019-11-22 02:12:10
Loch Leven,134,144,144,0,13,19,66,17,220,242,350Supplementary visit under the WeBS Core Count SurveyWeBS,357,224,783Supplementary visit under the WeBS Core Count SurveyWeBS,759Supplementary visit under the WeBS Core Count SurveyWeBS,(804),784,541,193,346,Oct,534,534,1,2019-11-22 02:12:10
Upper Lough Erne,989,985,1010,"1,228Supplementary visit under the WeBS Core Count SurveyWeBS",658,855,1123,822,956,680,636,643,793,748,573,487,410,744,442,482,Feb,513,513,1,2019-11-22 02:12:10
Ribble Estuary,41,(66),(518),(152),227,(286),375,608,284,264,137,203,(192),180,(616),500,390,(232),(198),(237),Feb,445,445,1,2019-11-22 02:12:10
Solway Estuary,187,275,432,443,340Supplementary visit under the WeBS Core Count SurveyWeBS,524,567,(337),363,312,417,399,441,317,678,357,329,257,329,487Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Nov,352,352,1,2019-11-22 02:12:10
Morecambe Bay,55,(33),7,125,6,(20),63,(100),(84),158,82,118,73,68,90,121,307,225,131,(483),Nov,253,253,1,2019-11-22 02:12:10
River Earn - Forteviot Bridge to Kinkell Bridge,91,95Supplementary visit under the WeBS Core Count SurveyWeBS,33,84,17,(76),115,260,264,169,233,220Supplementary visit under the WeBS Core Count SurveyWeBS,198,418Supplementary visit under the WeBS Core Count SurveyWeBS,94Supplementary visit under the WeBS Core Count SurveyWeBS,173Supplementary visit under the WeBS Core Count SurveyWeBS,258Supplementary visit under the WeBS Core Count SurveyWeBS,378,147,(136),Dec,239,239,1,2019-11-22 02:12:10
Loch a' Phuill (Tiree),101,142,36,83,168,118,194,259Supplementary visit under the WeBS Core Count SurveyWeBS,152Supplementary visit under the WeBS Core Count SurveyWeBS,103,94,115,184,155,142,189Supplementary visit under the WeBS Core Count SurveyWeBS,284Supplementary visit under the WeBS Core Count SurveyWeBS,431Supplementary visit under the WeBS Core Count SurveyWeBS,135,123Supplementary visit under the WeBS Core Count SurveyWeBS,Oct,232,232,1,2019-11-22 02:12:10
Solway Estuary (Scottish counties),177,199,334,344,284,379,493,324,233,220,289,287,351,305,226,208,147,226,329,226,Feb,227,227,1,2019-11-22 02:12:10
WWT Caerlaverock (Inland),158,199,329,249,(236),274,275Svalbard Barnacle Goose on SolwayWWT data,324,231,218,288,267,342,220,226,208,146,221,280,nan,nan,214,214,1,2019-11-22 02:12:10
Loch of Wester,(123),45,(86),341,nan,nan,128,56,70,134,118,107,111,166,391,360Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,245,179,19,229,Oct,206,206,1,2019-11-22 02:12:10
Hatfield Moors,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),nan,nan,203Supplementary visit under the WeBS Core Count SurveyWeBS,(75),nan,nan,nan,203,203,1,2019-11-22 02:12:10
Strangford Lough,79,177,213Standard visit under the WeBS Low Tide Count SurveyWeBS,212,191,150,244,242,199,432,251Standard visit under the WeBS Low Tide Count SurveyWeBS,183,319,483,316,231,153Standard visit under the WeBS Low Tide Count SurveyWeBS,296,236,58Standard visit under the WeBS Low Tide Count SurveyWeBS,Nov,195,195,1,2019-11-22 02:12:10
Wedholme Flow,nan,nan,nan,nan,nan,nan,nan,nan,0,0,19,557Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,250,616,195,459,111,124,100,127,Nov,184,184,1,2019-11-22 02:12:10
R Clyde: Carstairs to Thankerton,125,393,142,242,(101),91,110,220,188,173,109,(86),268,195,151,210,65,191,156,287,Nov,182,182,1,2019-11-22 02:12:10
"River Earn, Dalreoch To Kinkell",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,198Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,285Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,378Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,57Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,72Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Mar,169,169,1,2019-11-22 02:12:10
Solway Estuary (English counties),30,115,126,99,(29),188,(181),150,194,92,(231),(298),90,160,538,149,191,108,128,202,Mar,156,156,1,2019-11-22 02:12:10
Loch Watten,0,0,5,28,14,6,4,4,26,8,2,89,6,8,218Supplementary visit under the WeBS Core Count SurveyWeBS,467Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,207,33,0,37,Jan,149,149,1,2019-11-22 02:12:10
Wigtown Bay,102,134,(110),156,(135),255,205,(165),(164),267,195,177,101,119,103,115,126,126,196,153,Jan,143,143,1,2019-11-22 02:12:10
Cromarty Firth,5,11Standard visit under the WeBS Low Tide Count SurveyWeBS,38,25,4,31,11,14,6,18WWT/JNCC National Grey Goose Censusnull,(67),(331),335Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,92Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,235,0,430Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,29,9Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,213Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,136,136,1,2019-11-22 02:12:10
Lower Teviot Valley,75,(30),179,50,(29),30,58,13,36,98,129,433Supplementary visit under the WeBS Core Count SurveyWeBS,0,91,88,114,27,114,92,328Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Nov,135,135,1,2019-11-22 02:12:10
Lower Derwent Ings,45,81,93,61,91,52,102,74,104,88,93,174,151,124,154,83,123,198,104,163,Dec,134,134,1,2019-11-22 02:12:10
River Ribble - Bull Nose-Clifton Marsh,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,0,4,(32),nan,nan,0,nan,62,340,Jan,134,134,1,2019-11-22 02:12:10
Loch Spynie,7,0,2,4,0,5,25,11,nan,2,1,50Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,3,26,5,0,5,70Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,221Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,350Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,129,129,1,2019-11-22 02:12:10
Folly Loch and Fairnington Fields,0,71,107,3,4,126,5,138Supplementary visit under the WeBS Core Count SurveyWeBS,156,146,10,85,89,8,0,8,23,77,161,308,Nov,115,115,2,2019-11-22 02:12:18
Loch Insh and Spey Marshes,131,125Supplementary visit under the WeBS Core Count SurveyWeBS,96,92,91,110,124,82,96,148,97,42,112,211,91,111,173,101,nan,72,Feb,114,114,2,2019-11-22 02:12:18
Grange Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,113,113,2,2019-11-22 02:12:18
River Earn - Lawhill Oxbows,nan,nan,33,12,0,0,113,193,49,7,8,65,(121),406,0,37,105,206,93,nan,nan,110,110,2,2019-11-22 02:12:18
Inner Moray and Beauly Firths,74,17,1,173,60,165,27,166,36,73,26,1,51Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,8Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,54,56,174Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,152Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,46,75Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,101,101,2,2019-11-22 02:12:18
River Tweed - Kelso to Coldstream,105,50,47,60,116,109,75,132,162,230,252,134,32,128,118,205,130,0,0,130,Feb,93,93,2,2019-11-22 02:12:18
Loch Heilen,38,33,nan,nan,nan,24,60,360,(197),84,(59),300,52,275Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,625Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,38Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,34,108,(95),143,Feb,84,84,2,2019-11-22 02:12:18
Loch Scarmclate,38,5,13,0,14,34,32,14,7,25,2,25,17,58,18,6Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,(143),131Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,78,60,Mar,84,84,2,2019-11-22 02:12:18
The Wash,6,15,11,9,21,18,15,57,21,8,29,44,50,(23),(52),(42),80,60,68,127,Feb,84,84,2,2019-11-22 02:12:18
Rossie Bog,nan,11Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,nan,nan,99,(78),162Supplementary visit under the WeBS Core Count SurveyWeBS,67Supplementary visit under the WeBS Core Count SurveyWeBS,29Supplementary visit under the WeBS Core Count SurveyWeBS,30,(9),(0),82Supplementary roost count under the WeBS Core Count SurveyWeBS,(0),nan,nan,82,82,2,2019-11-22 02:12:18
Fedderate Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9Supplementary visit under the WeBS Core Count SurveyWeBS,37Supplementary roost count under the WeBS Core Count SurveyWeBS,98Supplementary roost count under the WeBS Core Count SurveyWeBS,113Supplementary roost count under the WeBS Core Count SurveyWeBS,152Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,50Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,15Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,75Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Nov,81,81,2,2019-11-22 02:12:18
Humber Estuary,(16),155,14,9,(21),13,8,115,32,44,84,24,34,50,28,78,144,89,59,34,Jan,81,81,2,2019-11-22 02:12:18
Sutton North Fen Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,86Supplementary visit under the WeBS Core Count SurveyWeBS,153Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,75,Nov,79,79,2,2019-11-22 02:12:18
Dornoch Firth,89,84,307,50,23,138,324,213,241,(86),190,37,222,435,212,46,86,110,53Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,86,Dec,76,76,2,2019-11-22 02:12:18
Cameron Reservoir,23,19,3,62,89,37,14,22,26,43,37,3Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,16Supplementary visit under the WeBS Core Count SurveyWeBS,41Supplementary visit under the WeBS Core Count SurveyWeBS,39Supplementary visit under the WeBS Core Count SurveyWeBS,25Supplementary visit under the WeBS Core Count SurveyWeBS,47Supplementary visit under the WeBS Core Count SurveyWeBS,223,26Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,48,Nov,74,74,2,2019-11-22 02:12:18
Dalreoch north,91,59,0,84,0,(76),15,63,264,168,228,18,45,27,32,31,89,76,94,nan,nan,73,73,2,2019-11-22 02:12:18
The Wilderness - Ladybank,nan,nan,nan,nan,nan,nan,nan,nan,0,18,0,18,26,26Supplementary visit under the WeBS Core Count SurveyWeBS,54,27Supplementary visit under the WeBS Core Count SurveyWeBS,72Supplementary visit under the WeBS Core Count SurveyWeBS,143Supplementary visit under the WeBS Core Count SurveyWeBS,76Supplementary visit under the WeBS Core Count SurveyWeBS,35Supplementary visit under the WeBS Core Count SurveyWeBS,Oct,71,71,2,2019-11-22 02:12:18
Loch Stilligary (South Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,0,14,nan,nan,13,94,102,Dec,70,70,2,2019-11-22 02:12:18
"Winter Loch, St Fergus Gas Terminal",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,66Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,66,66,2,2019-11-22 02:12:18
Garlieston Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,nan,nan,65Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,65,65,2,2019-11-22 02:12:18
Sutton and Lound Gravel Pits,nan,6,nan,(2),0,9,0,(9),0,15,31,38,48,82,30,41,40,35,113,81,Feb,62,62,2,2019-11-22 02:12:18
River Eden - Kirkby Thore,nan,nan,nan,nan,nan,nan,nan,(39),(31),38,46,55,68,61,42,56,61,54,60,73,Mar,61,61,2,2019-11-22 02:12:18
Loch of Spiggie,nan,24,73,47,86,89,69,77,94,76,30,22,74,74,7,58,31,124,36,44,Oct,59,59,2,2019-11-22 02:12:18
River Nith - Keltonbank to Nunholm,100,(146),131,125,(108),165,(104),nan,(90),nan,91,14,50,nan,114,2,111,nan,nan,nan,nan,57,57,2,2019-11-22 02:12:18
River Eden - Newby to Scotby,nan,nan,nan,nan,nan,nan,nan,(19),42,29,(0),38,(0),22,53,68,53,70,0,(88),Dec,56,56,2,2019-11-22 02:12:18
Loch of Mey,31,23,9,nan,60,39,35,54,63,2,(0),(0),9,77Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,27,66,35,64Supplementary roost count under the WeBS Core Count SurveyWeBS,41,67,Nov,55,55,2,2019-11-22 02:12:18
Glaslyn Marshes,43,57,46,52,44,74Supplementary visit under the WeBS Core Count SurveyWeBS,84,nan,nan,65,39,82,33,3,44,42,62,63,45,58,Jan,54,54,2,2019-11-22 02:12:18
Lindisfarne,19,47,45Standard visit under the WeBS Low Tide Count SurveyWeBS,15,(90),139,71,119Standard visit under the WeBS Low Tide Count SurveyWeBS,(170),(15),90,27,30,45,46,20,(74),(28),(120),(30),Nov,54,54,2,2019-11-22 02:12:18
Lough Shark,nan,6Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54,70,55,38,Dec,54,54,2,2019-11-22 02:12:18
Clatto Reservoir,38,52,108,62,10,58,10,43,0,13,34Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,24,48Supplementary visit under the WeBS Core Count SurveyWeBS,45,128Supplementary visit under the WeBS Core Count SurveyWeBS,90Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,47Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,22,0,108Supplementary visit under the WeBS Core Count SurveyWeBS,Nov,53,53,2,2019-11-22 02:12:18
Plantation Farm Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53,nan,nan,53,53,3,2019-11-22 02:12:26
Lochwinnoch (Aird and Barr and Castle Semple),3,17,(39),22,(40),36,20.0,25,63.0,37,18,31,28,45,74,45,62,26,102,26,Feb,52,52,3,2019-11-22 02:12:26
River Glaslyn at Port Croesor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,59,0,nan,nan,64,nan,35,nan,nan,50,50,3,2019-11-22 02:12:26
Nocton Fen,0,5,0,2,0,0,0.0,0,0.0,13,0,4,3,14,11,49Supplementary visit under the WeBS Core Count SurveyWeBS,48,nan,nan,nan,nan,49,49,3,2019-11-22 02:12:26
Craigluscar Reservoirs,0,0,6,0,nan,nan,0.0,5,1.0,25,0,4,24Supplementary visit under the WeBS Core Count SurveyWeBS,25,26,60,44,42,55,33,Nov,47,47,3,2019-11-22 02:12:26
Tywi Floodplain,nan,nan,nan,nan,nan,nan,nan,nan,14.0,26,29,30,27,25,28,46,40,31,50,69,Feb,47,47,3,2019-11-22 02:12:26
Dee Estuary (England and Wales),0,8,9,9,5,8,17.0,16,37.0,39,53,43,86,58,54,47,43,40,55,45,Dec,46,46,3,2019-11-22 02:12:26
Kirk Dam (Bute),1,0,0,0,0,0,0.0,0,9.0,0,0,8,30,60,47,51,55,44,27,52Supplementary visit under the WeBS Core Count SurveyWeBS,Jan,46,46,3,2019-11-22 02:12:26
Vasa Loch Shapinsay,nan,nan,nan,nan,68,96,119.0,12,147.0,85,40,62,130,148,157,14,64,69,77,7,Jan,46,46,3,2019-11-22 02:12:26
East Fenton Farm Reservoir,nan,19Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,89.0,156,143.0,340Supplementary visit under the WeBS Core Count SurveyWeBS,182,240,150,111,2,45,40,2,131,4,Dec,44,44,3,2019-11-22 02:12:26
Loch of Sabiston,46,38,27,42,67,(43),25.0,8,24.0,18,25,48,51,130,50,76,49,33,(7),17,Oct,44,44,3,2019-11-22 02:12:26
Kinnaird Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2,0,61,72,13,68,Dec,43,43,3,2019-11-22 02:12:26
Ballamona Beg,nan,14Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,42,42,3,2019-11-22 02:12:26
Larne Lough,9,10,12,(2),7,36,10.0,10,17.0,88,4,36,23,6,9,(7),21,56,38,54,Nov,42,42,3,2019-11-22 02:12:26
Outer Ards Shoreline,0,0,0,nan,0,0,0.0,0,0.0,11,0,0,0,0,8,0,0,8,34,167,Nov,42,42,3,2019-11-22 02:12:26
Dupplin and Pitcairnie Lochs,0,1,0,0,0,44,2.0,12,11.0,30,17,15,15,27,63,17,20,25,91,52Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Jan,41,41,3,2019-11-22 02:12:26
Lakenheath Fen,(0),nan,nan,nan,4,0,0.0,0,0.0,0,0,10,0,1,9,0,16,20,0,167,Dec,41,41,3,2019-11-22 02:12:26
Dunalastair Water,nan,17,19,33,29,22,50.0,47,12.0,23,30,51,(36),30,47,14,32,60Supplementary visit under the WeBS Core Count SurveyWeBS,33,52,Jan,38,38,3,2019-11-22 02:12:26
Loch of Brockan,nan,nan,nan,15,21,9,33.0,22,40.0,6,18,4,51,34,7,34,48,44,28,36,Nov,38,38,3,2019-11-22 02:12:26
Threipmuir and Harlaw Reservoirs including Bavelaw Marsh,12,10,16,14,4,3,8.0,9,35.0,107,29,5,12,21,17,33,36,43,36,40,Dec,38,38,3,2019-11-22 02:12:26
Killimster Loch,102,nan,nan,135,nan,nan,nan,nan,51.0,90,9,(181),0,112,187Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,24,148Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,15Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,0,nan,37,37,3,2019-11-22 02:12:26
Loch Sween,18,4,24,nan,47,36,10.0,65,49.0,11,50,21,(11),36,45,39,63,10,nan,nan,nan,37,37,3,2019-11-22 02:12:26
Baron's Haugh,8,6,38,3,62,24,33.0,12,2.0,45,0,4,7,77,17,29,56,46,14,(22),Nov,36,36,3,2019-11-22 02:12:26
Ballamona Mooar Dub,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,nan,nan,nan,35,35,3,2019-11-22 02:12:26
Loch Lomond,15,(7),8,14,4,(6),7.0,(15),36.0,16,(4),25,21,(56),15,(35),26,67,33,15,Dec,35,35,3,2019-11-22 02:12:26
Dee Estuary (Welsh counties),0,0,2,7,0,7,17.0,16,33.0,39,53,43,86,56,54,47,37,24,37,27,Feb,34,34,3,2019-11-22 02:12:26
Kinnordy Loch,(12),17,nan,116,82,35,96.0,58,82.0,(76),26,(83),(36),33,(57),51,21,27,49,21,Mar,34,34,3,2019-11-22 02:12:26
Loch of Skene,9,2,0,7,0,(85),3.0,12,0.0,0,7,10,9,26Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,8,23Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,(31),83Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,22,7,Dec,34,34,3,2019-11-22 02:12:26
Montrose Basin,9,22,18,1,10,24,28.0,181,147.0,(182),103,151,224,69,48,52,36,(7),22,25Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,Oct,34,34,3,2019-11-22 02:12:26
River Severn and River Vyrnwy Confluence,12,7,(10),8,(8),10,21.0,20,17.0,14,26,29,(46),26,(9),(20),(39),(35),29,(17),Feb,34,34,3,2019-11-22 02:12:26
Alnmouth,0,0,0,(0),0,10,0,0,8,0,0,10,15,17,39,21,5,40,80,17,Feb,33,33,4,2019-11-22 02:12:34
Loch of Lintrathen,(36),68,96,10,166,93,69,nan,54,56,(20),69,61Supplementary roost count under the WeBS Core Count SurveyWeBS,(14),(5),56,33,28Supplementary visit under the WeBS Core Count SurveyWeBS,30,19,Dec,33,33,4,2019-11-22 02:12:34
Uyea Sound,nan,20,15,15,23,37,47,64,18,28,41,23,26,36,19,25,30,33,26,51,Oct,33,33,4,2019-11-22 02:12:34
Broubster Leans,nan,29Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,75Supplementary visit under the WeBS Core Count SurveyWeBS,49,41,nan,23,60Supplementary visit under the WeBS Core Count SurveyWeBS,37,32,36,32,39,2,49,(37),Dec,32,32,4,2019-11-22 02:12:34
"R.Esk: Arthuret to Metalbridge, Rockcliffe",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,0,62,1,nan,nan,nan,nan,32,32,4,2019-11-22 02:12:34
River Eden - Scotby to Rickerby Rocks,nan,nan,nan,nan,nan,nan,nan,0,0,3,28,20,80,25,72,46,8,33,34,37,Mar,32,32,4,2019-11-22 02:12:34
Loch Calder,nan,32,7,nan,nan,nan,nan,23,11,nan,35,nan,nan,21,20,24,11,79,24,18,Feb,31,31,4,2019-11-22 02:12:34
Threave Estate,nan,(117),74,21,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,10,6,90Supplementary visit under the WeBS Core Count SurveyWeBS,Jan,31,31,4,2019-11-22 02:12:34
Loch An Eilein (Tiree),(11),17,7,24,39,20,18,25Supplementary visit under the WeBS Core Count SurveyWeBS,27,14,20,25,25,18,25,16,17,82Supplementary visit under the WeBS Core Count SurveyWeBS,13,23,Mar,30,30,4,2019-11-22 02:12:34
Loch Flemington,6,2,0,1,0,3,0,13,7,(6),6,13,27,30,37,85,26,2,19,18,Oct,30,30,4,2019-11-22 02:12:34
Loch Connell,0,63,nan,nan,nan,nan,nan,nan,nan,40Supplementary visit under the WeBS Core Count SurveyWeBS,3,79,88,2,19,43,32,34,29,6,Jan,29,29,4,2019-11-22 02:12:34
Lower Lough Erne,nan,2Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,135,19,31,42,56,190,(11),18,42,39,23,59,20,17,38,13,Nov,29,29,4,2019-11-22 02:12:34
River Eden - Grinsdale to Sandsfield,nan,nan,nan,nan,nan,nan,nan,98,59,186,108,108,94,144,32,48,1,(2),(9),39,Nov,29,29,4,2019-11-22 02:12:34
Sanday (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,29,76,122,130,nan,nan,nan,nan,nan,23,nan,35,Jan,29,29,4,2019-11-22 02:12:34
