Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Isle of Mull,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,167Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,27Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,75Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,52Supplementary visit under the WeBS Core Count SurveyWeBS,36Supplementary visit under the WeBS Core Count SurveyWeBS,60Supplementary visit under the WeBS Core Count SurveyWeBS,33Supplementary visit under the WeBS Core Count SurveyWeBS,"41Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",50Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,"54Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",45Greenland Goose counts e.g. Greenland Barnacle counts at South WallsSNH,"46Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","36Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","36Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",34Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,20Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,25Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,33Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,33Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,13SNH countsSNH Kirkwall office,41SNH countsSNH Kirkwall office,32SNH countsSNH Kirkwall office,Dec,30,30,2,2019-11-28 10:58:22
Loch Shiel/Claish Moss (goose counts),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40Supplementary visit under the WeBS Core Count SurveyWeBS,42Supplementary visit under the WeBS Core Count SurveyWeBS,43Supplementary visit under the WeBS Core Count SurveyWeBS,43Supplementary visit under the WeBS Core Count SurveyWeBS,nan,"37Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",nan,nan,nan,"32Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","35Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",34Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,32Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,24Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,28Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,31Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,nan,nan,nan,nan,30,30,2,2019-11-28 10:58:22
Lochs Thormaid and Saorach,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,90Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,30Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,30,30,2,2019-11-28 10:58:22
"River Tay, Kercock",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,30,30,2,2019-11-28 10:58:22
Dyfi Estuary,42.0,52.0,78.0,nan,72.0,75.0,89.0,107.0,95,135.0,103.0,131.0,152.0,143.0,134.0,123,155.0,142.0,125,97,131,112,136,168Standard visit under the WeBS Low Tide Count SurveyWeBS,126,116Supplementary visit under the WeBS Core Count SurveyWeBS,92,"102Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","90Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","76Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","61Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",59,63Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,48Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,55,37Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,29Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,21,22,25,Nov,27,27,2,2019-11-28 10:58:22
North Uist,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11Supplementary visit under the WeBS Core Count SurveyWeBS,2Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,27Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,nan,nan,nan,nan,27,27,2,2019-11-28 10:58:22
Westfield Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,255Supplementary visit under the WeBS Core Count SurveyWeBS,171Supplementary visit under the WeBS Core Count SurveyWeBS,228Supplementary visit under the WeBS Core Count SurveyWeBS,196Supplementary visit under the WeBS Core Count SurveyWeBS,"171Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","158Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","200Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","155Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","173Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","176Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",nan,180Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,0,0,0,120Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,0,0,0,nan,24,24,3,2019-11-28 10:58:58
Isle Of Jura,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,140Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,nan,147Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,15Supplementary visit under the WeBS Core Count SurveyWeBS,nan,109Supplementary visit under the WeBS Core Count SurveyWeBS,110Supplementary visit under the WeBS Core Count SurveyWeBS,"96Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",86Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,0Argyll goose countsSNH,16Greenland Goose counts e.g. Greenland Barnacle counts at South WallsSNH,nan,nan,114SNH countsSNH Islay office,13SNH countsSNH Islay office,63Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,71SNH countsSNH Islay office,nan,5SNH countsSNH Kirkwall office,25SNH countsSNH Kirkwall office,35SNH countsSNH Kirkwall office,23SNH countsSNH Kirkwall office,Dec,22,22,3,2019-11-28 10:58:58
Loch a' Chnuic Bhric (Jura),nan,nan,nan,nan,44.0,nan,56.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"94Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",nan,nan,0,"106Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",88Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,63Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,61Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,6Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,31Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,nan,nan,nan,nan,19,19,3,2019-11-28 10:58:58
Blyth Estuary,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0,0.0,1,0,0,0.0,134,23,0,nan,nan,0,(0),0,0,0,0,0,20,0,2,0,(78),0,0,67,0,25,0,nan,18,18,3,2019-11-28 10:58:58
Loch Chalium Chille,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"34Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","30Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","27Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","20Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","25Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","28Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","24Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",26Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,31Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,27Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,20Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,16Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,nan,nan,nan,nan,18,18,3,2019-11-28 10:58:58
Loch Calder,1,0.0,73,nan,80.0,nan,0.0,40.0,155.0,146,0.0,176,172.0,45,0,0,94.0,0,0,160,nan,0,1,nan,nan,nan,nan,0,0,nan,0,nan,nan,0,120,0,5,0,0,82,Feb,17,17,3,2019-11-28 10:58:58
Castle Marshes Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,(0),0,0,0,0,0,0,0,0,0,82,0,nan,16,16,3,2019-11-28 10:58:58
Lough Foyle,(0),0.0,0,0.0,82.0,15.0,78.0,0.0,59.0,236,30.0,26,52.0,0,85,(87),39.0,42,38,108,12,30,60,19,88,42,38,17,18,24,8,0,35,4,27,16,36,15,2,12,Mar,16,16,3,2019-11-28 10:58:58
The Wash,10,4.0,6,16.0,10.0,13.0,1.0,0.0,1.0,4,0.0,1,9.0,15,0,73,0.0,(38),21,3,11,13,5,0,2,4,36,2,2,0,6,(2),(25),154,2,4,0,25,52,0,nan,16,16,3,2019-11-28 10:58:58
Glenastle Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,11,63,0,0,0,nan,15,15,3,2019-11-28 10:58:58
Lower Derwent Ings,0,0.0,0,2.0,3.0,1.0,15.0,5.0,0.0,8,2.0,2,4.0,0,201,7,1.0,244,114,154,60,18,21,18,0,1,0,0,0,1,0,138,120,234,5,2,0,12,56,0,nan,14,14,3,2019-11-28 10:58:58
Orkney,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60,nan,nan,nan,nan,nan,nan,nan,nan,nan,34Supplementary visit under the WeBS Core Count SurveyWeBS,nan,32Supplementary visit under the WeBS Core Count SurveyWeBS,nan,41Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,nan,nan,nan,54Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,14Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,nan,nan,nan,nan,14,14,3,2019-11-28 10:58:58
Ardivachar Point (South Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,0,0,0,0,0,nan,0,0,(0),0,0,37,29,0,nan,13,13,3,2019-11-28 10:58:58
Hamford Water,0,0.0,29,23.0,38.0,21.0,31.0,35.0,0.0,(4),5.0,0,0.0,0,12Standard visit under the WeBS Low Tide Count SurveyWeBS,26,0.0,16,58,0,45,(74),21,18,5,0,0,0,1,0,71Standard visit under the WeBS Low Tide Count SurveyWeBS,0,135,3,1,0,0,9,40,18,Oct,13,13,3,2019-11-28 10:58:58
Loch Ardnave,nan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,nan,nan,nan,0.0,0,0,(0),0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,18,35,11,0,nan,13,13,3,2019-11-28 10:58:58
Broadford Bay,0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,65.0,nan,nan,nan,nan,nan,65Supplementary visit under the WeBS Core Count SurveyWeBS,50Supplementary visit under the WeBS Core Count SurveyWeBS,(40),"59Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",(62),(35),"48Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","300Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","123Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","28Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",(17),21,17Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,14Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,9Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,(0),nan,nan,nan,12,12,3,2019-11-28 10:58:58
Lindisfarne,3,0.0,(0),4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,6.0,(0),0,(0),0.0,(6),3,(0),0,0,0,0,4Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0,0,0,0,0,0,0,(131),(0),(0),(9),(0),(12),(0),nan,11,11,3,2019-11-28 10:58:58
Loch An Eilein (Tiree),nan,nan,nan,nan,16.0,5.0,nan,7.0,56.0,0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,0,15,9,46,48Supplementary visit under the WeBS Core Count SurveyWeBS,0,38,56,0,0,94,2,0,0,0,28,0,18,20,8,7,Mar,11,11,3,2019-11-28 10:58:58
Loch Gruinart,nan,nan,0,0.0,0.0,75.0,331.0,0.0,0.0,0,0.0,0,0.0,0,0,25,1.0,0,0,0,0,36,0,nan,0,0,0,0,0,0,0,0,1,0,0,0,50,0,7,0,nan,11,11,3,2019-11-28 10:58:58
Malltraeth RSPB,nan,nan,0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0,0,nan,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,8,13,Dec,11,11,3,2019-11-28 10:58:58
Cranwich Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,1,1,0,1,nan,nan,nan,nan,nan,0,0,0,nan,nan,0,0,0,49,0,nan,10,10,3,2019-11-28 10:58:58
Grindon Lough,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,nan,0,nan,nan,nan,nan,(0),11Supplementary visit under the WeBS Core Count SurveyWeBS,9,9Supplementary visit under the WeBS Core Count SurveyWeBS,"16Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",9,6,"13Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","13Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","14Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",1,25Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,2,14Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,5,31,0,nan,10,10,3,2019-11-28 10:58:58
Thames Estuary,1101,460.0,264,635.0,331.0,464.0,360.0,730.0,224.0,640,300.0,157,85.0,178,122,103,107.0,59,146,69,76,7,18,(41),89,42,16,100,0,24,17,28,96,22,53,2,5,4,(34),7,Mar,10,10,3,2019-11-28 10:58:58
Loch Bhasapoll (Tiree),nan,nan,nan,nan,0.0,nan,nan,0.0,26.0,0,18.0,0,0.0,nan,nan,nan,nan,nan,nan,27,12,29,13,14,20,25,53,28,58,44,12,25,30,28,0,0,13,8,23,0,nan,9,9,3,2019-11-28 10:58:58
Cuckmere Estuary,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0,0.0,25,0,0,0.0,0,0,0,21,0,0,17,10,0,0,0,0,0,0,0,35,6,0,3,1,(0),25,0,nan,7,7,3,2019-11-28 10:58:58
Deben Estuary,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,109,50.0,(0),0.0,8,0,(18),0.0,6,11,0,0,0,0,0,6,(0),10,0,0,30,0,0,0,0,0,0,0,0,33,0,nan,7,7,3,2019-11-28 10:58:58
Livermere and Ampton Water,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,1,51,0,0,0,0,0,0,0,0,0,nan,0,1,0,nan,nan,nan,nan,nan,nan,14,0,nan,7,7,3,2019-11-28 10:58:58
Moine Mhor and Add Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,0,0,28,28.0,(23),34,28Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,(41),33Supplementary visit under the WeBS Core Count SurveyWeBS,23Supplementary visit under the WeBS Core Count SurveyWeBS,29Supplementary visit under the WeBS Core Count SurveyWeBS,28Supplementary visit under the WeBS Core Count SurveyWeBS,23Supplementary visit under the WeBS Core Count SurveyWeBS,27Islay Greenland White-fronted and Barnacle Goose countsSNH adopted counts,"32Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","27Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",nan,"19Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",18SNH countsSNH Islay office,19Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,11Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,16SNH countsSNH Islay office,nan,12Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,7SNH countsSNH Kirkwall office,6SNH countsSNH Kirkwall office,3SNH countsSNH Kirkwall office,Dec,7,7,3,2019-11-28 10:58:58
Pulfin Bog and High Eske Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,(0),0,0,0,0,0,0,2,(26),0,0,0,5,16,16,Feb,7,7,3,2019-11-28 10:58:58
Ribble Valley at Long Preston,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,2,0,1,4,0,0,0,0,33,0,nan,7,7,3,2019-11-28 10:58:58
Whitesands Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,0,0,0.0,34Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,7,7,4,2019-11-28 10:59:35
Big Waters,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,9,1,0,13,0.0,18,0,nan,6,6,4,2019-11-28 10:59:35
Brading Harbour,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,(0),3,0,0,0,0,0,0,0,0,0,(0),2,0,2,0,12,0,0,0,0,0.0,4,27,Feb,6,6,4,2019-11-28 10:59:35
Ingbirchworth Reservoir,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,nan,nan,nan,0,0,0,0,(0),0,0.0,25,0,nan,6,6,4,2019-11-28 10:59:35
River Shiel,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.0,0,0.0,0.0,0,0,0,0,0,40,0,0,0,30,0,0,0,0,0,(0),(0),0,0,28,0,0.0,0,0,nan,6,6,4,2019-11-28 10:59:35
River Tay - Haughs of Kercock,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,nan,6,6,4,2019-11-28 10:59:35
"Willowtree Fen, Guthram Gowt",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.0,30,0,nan,6,6,4,2019-11-28 10:59:35
Holland Marshes,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0,0.0,nan,nan,nan,nan,0,25,0,0,1,5,0,1,17,0,40Supplementary visit under the WeBS Core Count SurveyWeBS,27Supplementary visit under the WeBS Core Count SurveyWeBS,13,0,19,0,0,0,0.0,27Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,5,5,4,2019-11-28 10:59:35
Houghton Gate Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,15,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,14Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,5,5,4,2019-11-28 10:59:35
Lowlandmans Bay (Jura),nan,nan,nan,nan,20.0,18.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"0Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.","16Report of the 2000/2001 National Census of Greenland White-fronted Geese in BritainFox, A.D. and Francis, I. 2002. Greenland White-fronted Goose Study report. Kalo, Denmark. 8 pp.",nan,0,12,nan,36,nan,nan,5Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,nan,nan,nan,nan,5,5,4,2019-11-28 10:59:35
Malltraeth Cob and Pools,0,0.0,0.0,nan,nan,nan,nan,nan,nan,22.0,nan,nan,nan,0,0.0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,nan,(0),0,0,19Greenland White-fronted Goose CountsGreenland White-fronted Goose Study / Wildfowl and Wetlands Trust,0.0,(0),0,nan,5,5,4,2019-11-28 10:59:35
