Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Heigham Holmes,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,2,12,Dec,4,4,4,2019-11-24 05:01:25
Kentraugh to Gansey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,0,nan,4,4,4,2019-11-24 05:01:25
Montrose to St Cyrus,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,15,1,0,nan,0,nan,4,4,4,2019-11-24 05:01:25
Adur Estuary,(0),(1),2,1,1Standard visit under the WeBS Low Tide Count SurveyWeBS,0,2.0,2Standard visit under the WeBS Low Tide Count SurveyWeBS,1Standard visit under the WeBS Low Tide Count SurveyWeBS,1Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0,0,1,12,0,11,(2),0,1,Jan,3,3,4,2019-11-24 05:01:25
Alnmouth to Boulmer,0,0,4,6,10,5,4.0,6,3,0,0,1,(80),2,45,2,2,3,(5),(0),nan,3,3,4,2019-11-24 05:01:25
Boulmer to Howick,(0),1,0,0,0,3,3.0,1,2,0,1,12,(119),10,0,8,1,1,0,(0),nan,3,3,4,2019-11-24 05:01:25
Glyne Gap,(0),0,6,0,12,3,0.0,12,(55),10,7Supplementary roost count under the WeBS Core Count SurveyWeBS,2,(5),(0),(0),(11),(0),(0),nan,0,nan,6,6,4,2019-11-24 05:01:25
Lossie Estuary,1,0,2,0,0,6,0.0,0,1,0,28,2,0,0,3,0,7,9,0,0,nan,3,3,4,2019-11-24 05:01:25
Porter Brook - Sheffield,nan,0,0,0,nan,0,0.0,(0),nan,nan,nan,nan,nan,nan,0,(5),nan,nan,nan,0,nan,3,3,4,2019-11-24 05:01:25
Queen Mary Reservoir,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,17,Apr,3,3,4,2019-11-24 05:01:25
Brighton Marina,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0.0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,5,Nov,2,2,5,2019-11-24 05:01:35
Dornoch Firth,0.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,5,13,0.0,0.0,0,0.0,1,(20),11,5,13,4,4,0.0,2,3.0,1,Jan,2,2,5,2019-11-24 05:01:35
Hayle Estuary,1.0,0,0.0,0,0,0.0,2.0,2,0.0,1,0,2,22,8,3,2,3.0,2,0.0,1Standard visit under the WeBS Low Tide Count SurveyWeBS,Dec,2,2,5,2019-11-24 05:01:35
Loch Fleet Complex,0.0,0,0.0,6,0,0.0,0.0,0,0.0,0,0,4,0,0,0,1,3.0,2,3.0,0,nan,2,2,5,2019-11-24 05:01:35
Loch of Skene,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,2,2,5,2019-11-24 05:01:35
Mersey Estuary,2.0,0,0.0,1,0,0.0,0.0,0,1.0,0,0,5,3,0,2,1,0.0,5,0.0,2Standard visit under the WeBS Low Tide Count SurveyWeBS,Jan,2,2,5,2019-11-24 05:01:35
Normans Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,0,nan,2,2,5,2019-11-24 05:01:35
"North Marsh, Flamborough",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,11.0,0,0.0,0,nan,2,2,5,2019-11-24 05:01:35
Oitir Mhor to Loch Paible (including Kirkibost) (North Uist),nan,0,0.0,0,0,0.0,1.0,0,1.0,1,22,0,3,0,0,7,0.0,0,1.0,2,Oct,2,2,5,2019-11-24 05:01:35
Pool of Virkie,0.0,4,0.0,0,2,0.0,0.0,0,2.0,0,3,0,0,8,0,1,0.0,0,7.0,1,Oct,2,2,5,2019-11-24 05:01:35
Severn Estuary (Welsh counties),1.0,3,3.0,0,3,0.0,1.0,4,1.0,5,0,1,2,14,5,3,1.0,2,1.0,1,Apr,2,2,5,2019-11-24 05:01:35
South Ford,nan,7,30.0,0,0,0.0,0.0,0,0.0,0,1,nan,27,0,0,(4),0.0,(0),0.0,3,Oct,2,2,5,2019-11-24 05:01:35
Tay Estuary,4.0,(9),1.0,3,1,2.0,0.0,3,1.0,5,13,11Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,4,0,12,4,0.0,2,1.0,1,Oct,2,2,5,2019-11-24 05:01:35
Teifi Estuary,0.0,(0),0.0,2,0,0.0,1.0,0,1.0,0,0,5,0,8,0,1,6.0,1,0.0,0,nan,2,2,5,2019-11-24 05:01:35
Thurlestone Bay: Loam Castle-Beacon Point,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,2,0,4.0,2,0.0,3,Jan,2,2,5,2019-11-24 05:01:35
Tyninghame Estuary,1.0,1,7.0,1,7,0.0,3.0,1,4.0,4,5,2,0,29,1,0,8.0,0,0.0,0,nan,2,2,5,2019-11-24 05:01:35
Arbroath Coast - East Haven to Elliot,0.0,0,nan,nan,nan,0.0,0.0,0,nan,nan,0,0,0,0,0,3,0.0,0,0.0,0,nan,1,1,5,2019-11-24 05:01:35
Baffins Pond,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,0,0.0,2,0.0,2Supplementary visit under the WeBS Core Count SurveyWeBS,Nov,1,1,5,2019-11-24 05:01:35
Baleshare (North Uist),nan,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,7.0,0,nan,1,1,5,2019-11-24 05:01:35
Ballycastle - Fair Head,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,5.0,0,nan,1,1,5,2019-11-24 05:01:35
Benacre Broad,0.0,0,5.0,0,(3),0.0,39.0,3,2.0,1,4,0,0,350,0,0,4.0,0,0.0,0,nan,1,1,5,2019-11-24 05:01:35
Blyth Estuary,nan,nan,0.0,(0),0,0.0,0.0,0,0.0,0,0,13,0,0,0,0,0.0,1,5.0,0,nan,1,1,5,2019-11-24 05:01:35
Cambois to Newbiggin,0.0,0,0.0,0,0,1.0,0.0,(0),0.0,0,0,0,(0),0,(0),7,0.0,0,0.0,0,nan,1,1,5,2019-11-24 05:01:35
Carnoustie to Easthaven,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),0,1.0,1,2.0,0,nan,1,1,5,2019-11-24 05:01:35
Castlemartin Corse,nan,nan,nan,nan,nan,0.0,0.0,0,0.0,0,(0),(0),(0),(0),0,0,5.0,0,0.0,0,nan,1,1,5,2019-11-24 05:01:35
Cocker's Dyke,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,1,1,5,2019-11-24 05:01:35
Coquet Estuary,4.0,0,0.0,0,0,0.0,0.0,0,0.0,(0),0,20,0,0,13,1,4.0,1,0.0,0,nan,1,1,5,2019-11-24 05:01:35
Darwell Reservoir,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,nan,0,0,0,0,2.0,0,nan,(0),nan,1,1,5,2019-11-24 05:01:35
Dysynni Estuary,0.0,0,0.0,nan,0,0.0,0.0,1,0.0,nan,0,0,3,0,0,(0),0.0,0,0.0,2,Nov,1,1,5,2019-11-24 05:01:35
Fishguard Harbour,6.0,(0),0.0,0,0,0.0,0.0,3,nan,3,5,2,8,11,7,0,0.0,4,0.0,0,nan,1,1,5,2019-11-24 05:01:35
Gannel Estuary,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,nan,(5),0,0,0,nan,1,1,6,2019-11-24 05:01:46
Goring,2,(0),0,3,0,0,(0),nan,nan,nan,nan,nan,nan,0,9.0,1.0,0,3,0,0,nan,1,1,6,2019-11-24 05:01:46
Hanningfield Reservoir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,1,0,4,Jan,1,1,6,2019-11-24 05:01:46
Hickling Broad,0,0,0,0,0,(0),0,0,0,nan,0,0,nan,0,0.0,0.0,0,0,3,0,nan,1,1,6,2019-11-24 05:01:46
Inner Firth of Clyde,1,0,0,3,0,0,0,0,0,0,0,0,1,2,1.0,0.0,0,0,4Standard visit under the WeBS Low Tide Count SurveyWeBS,0,nan,1,1,6,2019-11-24 05:01:46
Kyle of Tongue,(0),nan,(0),nan,nan,nan,0,0,0,0,(0),0,(0),0,0.0,0.0,0,0,3,1,Oct,1,1,6,2019-11-24 05:01:46
Loch a' Phuill (Tiree),0,(0),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5,0,1,Jul,1,1,6,2019-11-24 05:01:46
Loch of Strathbeg,0,0,(1),0,(15),1,1,0,0,0,1,1,1,2,2.0,5.0,0,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,1,1,6,2019-11-24 05:01:46
Moray Coast,1,0,0,0,14,1,0,0,0,0,(29),7,0,(0),0.0,0.0,0,4,0,0,nan,1,1,6,2019-11-24 05:01:46
North Warren and Thorpeness Mere,0,7,nan,16,1,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,2,7,0,0,1,2,0.0,0.0,1,1,1,0,nan,1,1,6,2019-11-24 05:01:46
Nosterfield Gravel Pits,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,4,0,0,0,nan,1,1,6,2019-11-24 05:01:46
Outer Loch Indaal,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,50,0,nan,nan,nan,0,3Supplementary visit under the WeBS Core Count SurveyWeBS,0,nan,1,1,6,2019-11-24 05:01:46
Queen Elizabeth II Reservoir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0,0,0,0,nan,1,1,6,2019-11-24 05:01:46
Ribble Estuary,0,1,2,0,0,3,1,1,0,1,8,2,5,1,2.0,0.0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,3,0,nan,1,1,6,2019-11-24 05:01:46
Rutland Water,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.0,5.0,0,0,0,0,nan,1,1,6,2019-11-24 05:01:46
St Mary's Island,0,0,(1),0,0,0,1,nan,0,0,2,19,1,0,0.0,2.0,0,1,0,0,nan,1,1,6,2019-11-24 05:01:46
Swansea Bay,1,9,4,0,1,0,0,23,5,0,11,3,7,1,0.0,0.0,3,0,0,1,Nov,1,1,6,2019-11-24 05:01:46
Ugie Estuary,nan,nan,nan,nan,nan,0,0,0,nan,nan,0,3,6,0,0.0,5.0,0,0,0,0,nan,1,1,6,2019-11-24 05:01:46
Ythan Estuary,0,4,0,1,1,0,(0),8,3,(4),(13),21,2,0,4.0,2.0,0,0,0,1,May,1,1,6,2019-11-24 05:01:46
Abberton Reservoir,1,0,0,0,0,0,0,0,(0),0,0,0,0,0,0.0,0.0,0,0,2,0,nan,0,0,6,2019-11-24 05:01:46
Adur Levels,0,0,0,0,(0),0,0,0,0,0,0,0,0,0,0.0,nan,0,0,0,0,nan,0,0,6,2019-11-24 05:01:46
Afan Estuary and Port Talbot Harbour,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,nan,nan,0,0,6,2019-11-24 05:01:46
Aldershot Camp Farm Gravel Pits and Sewage Treatment Works,1,0,0,0,0,(0),0,0,0,0,(0),(0),(0),(0),0.0,0.0,0,0,0,0,nan,0,0,6,2019-11-24 05:01:46
Alnmouth,0,0,0,(0),0,0,(2),7,0,0,0,0,0,0,0.0,0.0,1,0,1,0,nan,0,0,6,2019-11-24 05:01:46
Alresford Pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,nan,0,0,6,2019-11-24 05:01:46
Alt Estuary,0,0,0,0,0,0,0,0,3,0,8,0,(0),0,1.0,0.0,0,0,0,(0),nan,0,0,6,2019-11-24 05:01:46
Amble to Chevington Burn,0,0,(0),0,0,0,0,(0),0,0,5,0,0,0,0.0,0.0,0,0,0,0,nan,0,0,6,2019-11-24 05:01:46
Anderby,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,0.0,0,0,0,0,nan,0,0,6,2019-11-24 05:01:46
Anglers Country Park Lake,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,nan,0,0,6,2019-11-24 05:01:46
Anstruther Bay,(0),0,0,1,4,0,0,0,0,0,0,4,0,0,0.0,0.0,0,0,0,0,nan,0,0,6,2019-11-24 05:01:46
Ardrossan-West Kilbride,nan,0,0,0,0,0.0,0,0,3,(0),1,nan,nan,0,nan,nan,nan,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Ardsley Reservoir,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,nan,nan,0.0,nan,nan,nan,0,nan,0,0,7,2019-11-24 05:01:56
Arlington Reservoir,0,0,0,0,0,0.0,0,0,0,0,0,2.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Arran,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Artro Estuary,0,0,0,0,0,0.0,0,0,0,0,0,6.0,2,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Arun Valley,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Ashworth Moor Reservoir,0,0,0,0,0,0.0,0,0,nan,nan,1Supplementary roost count under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,nan,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Avon Estuary (Devon),(0),0,1,(0),0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Axe Estuary (Devon),0,5,0,0,0,2.0,0,0,2,0,1,0.0,0,1,0.0,0.0,0,0,1,0,nan,0,0,7,2019-11-24 05:01:56
Ayr to North Troon,0,0,0,0,0,0.0,0,16,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Bainton Pits,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Balgray Reservoir,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Balranald Nature Reserve,nan,0,(0),0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Bann Estuary,0,2,0,24Supplementary visit under the WeBS Core Count SurveyWeBS,0,0.0,0,1,0,0,0,0.0,0,5,1.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Barcombe Mills Reservoir,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Bardolf Water Meadows,0,0,0,0,0,0.0,0,0,0,0,0,1.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Barrow Gurney Reservoir,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Barton Broad,nan,0,0,0,0,0.0,0,0,0,0,0,0.0,1,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Barton Pits and Catholme,0,0,0,1,0,0.0,0,0,0,0,0,0.0,(0),0,0.0,0.0,0,nan,nan,nan,nan,0,0,7,2019-11-24 05:01:56
Bassenthwaite Lake,0,(0),0,(0),0,0.0,(0),0,0,0,0,0.0,0,(0),0.0,0.0,0,0,(0),(0),nan,0,0,7,2019-11-24 05:01:56
Bay of Stoer,nan,nan,nan,nan,nan,nan,nan,0,(0),(0),0,0.0,0,0,0.0,0.0,0,0,1,0,nan,0,0,7,2019-11-24 05:01:56
Beesands Ley,0,0,0,0,(0),0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Bennerley Marsh,nan,1,(0),0,nan,nan,nan,nan,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Berrington Pool,0,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Besthorpe and Girton Gravel Pits and Fleet,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,(0),nan,0,nan,0,0,7,2019-11-24 05:01:56
Bewl Water,0,0,0,0,11,0.0,0,0,0,0,0,0.0,8,0,0.0,0.0,(1),0,(0),0,nan,0,0,7,2019-11-24 05:01:56
Bittell Reservoirs,0,0,0,0,0,0.0,0,(0),0,0,0,0.0,0,0,0.0,0.0,0,(0),0,0,nan,0,0,7,2019-11-24 05:01:56
Black Devon Wetlands,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,(0),(0),nan,0,0,7,2019-11-24 05:01:56
Blackton Reservoir,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Blagdon Lake,0,0,0,0,1,0.0,0,0,0,0,(0),0.0,0,0,0.0,0.0,0,0,0,0,nan,0,0,7,2019-11-24 05:01:56
Blairbowie Farm Flash,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Blithfield Reservoir,0.0,0,0.0,0,0.0,0.0,0.0,nan,nan,0.0,0,19Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Blucks Pool to Freshwater West,0.0,(0),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Blyth Estuary (Northumberland),0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Boddam Voe,nan,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Bolton-on-Swale Gravel Pits,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Bosherston Lakes,0.0,(0),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Bough Beech Reservoir,nan,0,0.0,(0),7.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,(0),0.0,nan,0,0,8,2019-11-24 05:02:07
Braye Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,(0),(0),1,(0),0.0,0,nan,(0),0.0,nan,0,0,8,2019-11-24 05:02:07
Bridlington Bay,0.0,0,nan,nan,3.0,nan,nan,0.0,1.0,nan,nan,nan,0,nan,0,nan,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Brogborough Clay Pit,0.0,0,0.0,0,0.0,0.0,nan,nan,nan,nan,nan,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Brooklands Lake (East Worthing),0.0,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0.0,1,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Broomlee Lough,nan,nan,0.0,0,0.0,nan,nan,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Burghead Bay - Burghead to Findhorn,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,(0),2,0,0,0,0.0,(0),1.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Burghfield Gravel Pits,0.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Burham Marsh,0.0,0,1.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Caernarfon Bay,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18Supplementary visit under the WeBS Core Count SurveyWeBS,15Supplementary visit under the WeBS Core Count SurveyWeBS,76Supplementary visit under the WeBS Core Count SurveyWeBS,48Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Caistron Quarry,nan,nan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Caldecotte Gravel Pits,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan,nan,nan,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Cam Washes (Upware),0.0,0,0.0,0,0.0,0.0,0.0,nan,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Camel Estuary,0.0,26,0.0,1,10.0,0.0,5.0,7.0,6.0,0.0,2,0,1,1,0,0.0,0,0.0,0,1.0,Dec,0,0,8,2019-11-24 05:02:07
Cameron Reservoir,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Capesthorne Hall Pools,0.0,0,0.0,0,0.0,0.0,0.0,0.0,nan,0.0,0,0,0,1,0,0.0,nan,nan,nan,nan,nan,0,0,8,2019-11-24 05:02:07
Carsebreck and Rhynd Lochs,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Castle Lake,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,1,0.0,nan,0,0,8,2019-11-24 05:02:07
Castle Loch Lochmaben,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Catchpenny Pool,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Catcleugh Reservoir,nan,0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0,0,nan,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Cemlyn Bay and Lagoon,0.0,0,0.0,0,0.0,0.0,1.0,0.0,4.0,1.0,0,0,0,1,1,0.0,0,0.0,0,nan,nan,0,0,8,2019-11-24 05:02:07
Chasewater,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,nan,0,0,8,2019-11-24 05:02:07
Chelsea Reservoirs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,nan,0,0,9,2019-11-24 05:02:17
Chew Valley Lake,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,nan,0,0,9,2019-11-24 05:02:17
Chichester Gravel Pits,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,nan,0,0,9,2019-11-24 05:02:17
Chilham and Chartham Gravel Pits,0,0,0,0,0,0,0,0,0,1,0,0,0,nan,0,0,0,0.0,0.0,0,nan,0,0,9,2019-11-24 05:02:17
Chimney Corner Gravel Pits,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,0,nan,0,0,9,2019-11-24 05:02:17
Church Wilne Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,0.0,0.0,nan,nan,0,0,9,2019-11-24 05:02:17
Clifford Hill Gravel Pits Consolidated,0,0,0,0,0,0,0,0,0,1,(0),0,0,1,1,0,0,0.0,1.0,0,nan,0,0,9,2019-11-24 05:02:17
Clwyd Estuary,0,0,0,0,0,0,0,0,0,(0),(0),0,nan,0,0,0,(0),0.0,0.0,(0),nan,0,0,9,2019-11-24 05:02:17
Colne Fen Gravel Pits,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,nan,0.0,0.0,0,nan,0,0,9,2019-11-24 05:02:17
Colne Valley Gravel Pits,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,nan,0,0,9,2019-11-24 05:02:17
Conwy Estuary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,nan,0,0,9,2019-11-24 05:02:17
Coombe Country Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,(0),nan,0,0,9,2019-11-24 05:02:17
Coronation Clay Pit,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,9,2019-11-24 05:02:17
Cors Caron (Cors Tregaron),(0),(0),(0),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,nan,0,0,9,2019-11-24 05:02:17
Cotswold Water Park,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,nan,0,0,9,2019-11-24 05:02:17
Cotswold Water Park (East),0,0,(0),0,(0),(0),(0),(0),(0),(0),1,(0),0,0,(0),(0),(0),nan,nan,nan,nan,0,0,9,2019-11-24 05:02:17
Cotswold Water Park (West),0,(0),4,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),0,(0),(0),0,nan,nan,nan,nan,0,0,9,2019-11-24 05:02:17
Cottam Power Station Lagoons and Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0.0,0.0,nan,nan,0,0,9,2019-11-24 05:02:17
Cresswell Pond,nan,nan,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0.0,0.0,0,nan,0,0,9,2019-11-24 05:02:17
Cresswell to Newbiggin,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0.0,0.0,0,nan,0,0,9,2019-11-24 05:02:17
Crookfoot Reservoir,0,0,0,0,0,0,0,0,0,0,0,0,0,(0),0,0,0,0.0,0.0,0,nan,0,0,9,2019-11-24 05:02:17
Cropston Reservoir,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,nan,0,0,9,2019-11-24 05:02:17
Crowdy Reservoir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,nan,0,0,9,2019-11-24 05:02:17
