Site,35/36,36/37,37/38,38/39,39/40,40/41,41/42,42/43,43/44,44/45,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
Hacosay and Bluemull and Colgrave Sounds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[255, 1, 'Nov', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[249, 1, 'Oct', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[252, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[65, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[251, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[186, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[183, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[631, 1, 'Mar', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[790, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[855, 1, 'Mar', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[992, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[558, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[1241, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[1084, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[979, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[1458, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[1394, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[1319, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[1305, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[1335, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",2019-12-06 20:30:26
"Burra, Tondra and Scalloway Islands",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1014, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[830, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,nan,"[670, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[0, 1, '', 0, None, None]","[617, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,nan,2019-12-06 20:30:26
Bressay Sound,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[181, 1, 'Nov', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[228, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[467, 1, 'Mar', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[283, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[310, 1, 'Nov', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[265, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[273, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[253, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[223, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[99, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[150, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[147, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[109, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[94, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",2019-12-06 20:30:26
Kirkabister to Wadbister Ness,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[130, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[485, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[553, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[381, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[372, 1, 'Mar', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[121, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[114, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[312, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[158, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[136, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[163, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[204, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[125, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[126, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[93, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[59, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[154, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[77, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[50, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",2019-12-06 20:30:26
Whiteness to Skelda Ness,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Nov', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[17, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[45, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[10, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[16, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[48, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[29, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[13, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[229, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[160, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[142, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[179, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[178, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[201, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[169, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[58, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[317, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[42, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[134, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[16, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[94, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,2019-12-06 20:30:26
South Yell Sound,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[60, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,nan,nan,nan,nan,"[210, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[177, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[187, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[122, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[146, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[118, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[105, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[144, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[80, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[121, 1, 'Nov', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[54, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[35, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[68, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[70, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[70, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[55, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[27, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[57, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[83, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[21, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[13, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[9, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",2019-12-06 20:30:26
Uyea Sound,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[15, 1, 'Jun', 0, None, None]","[25, 1, 'Mar', 0, None, None]","[18, 1, 'Jan', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[22, 1, 'May', 0, None, None]","[22, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[22, 1, 'Jan', 0, None, None]","[5, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[17, 1, 'Jan', 0, None, None]","[40, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[95, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",2019-12-06 20:30:26
The Houb (Whalsay),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[7, 1, 'May', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[17, 1, 'May', 0, None, None]","[12, 1, 'May', 0, None, None]","[4, 1, 'Jun', 0, None, None]","[11, 1, 'May', 0, None, None]","[11, 1, 'Jun', 0, None, None]","[16, 1, 'Jun', 0, None, None]","[14, 1, 'May', 0, None, None]","[11, 1, 'May', 0, None, None]","[12, 1, 'May', 0, None, None]","[17, 1, 'May', 0, None, None]","[17, 1, 'Jun', 0, None, None]","[18, 1, 'Jul', 0, None, None]","[17, 1, 'May', 0, None, None]","[17, 1, 'May', 0, None, None]","[15, 1, 'May', 0, None, None]","[17, 1, 'May', 0, None, None]","[3, 1, 'Jul', 0, None, None]",2019-12-06 20:30:26
Quendale to Virkie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[7, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[56, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[90, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[52, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[47, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[46, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[52, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[49, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[25, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[59, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[43, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,"[21, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[9, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",nan,nan,"[14, 1, 'Jan', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[7, 1, 'Feb', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']","[18, 1, 'Dec', 1, 'SOTEAG reports', 'M. Heubeck  (in litt.)']",2019-12-06 20:30:26
Pool of Virkie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[6, 1, 'Oct', 0, None, None]",nan,"[6, 1, 'Oct', 0, None, None]","[10, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,"[4, 1, 'Mar', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[19, 1, 'May', 0, None, None]","[9, 1, 'Apr', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[7, 1, 'May', 0, None, None]","[15, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[9, 1, 'May', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[14, 1, 'Jun', 0, None, None]","[13, 1, 'Apr', 0, None, None]","[14, 1, 'Apr', 0, None, None]","[17, 1, 'Apr', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[10, 1, 'Apr', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[16, 1, 'May', 0, None, None]",2019-12-06 20:30:26
