Site,35/36,36/37,37/38,38/39,39/40,40/41,41/42,42/43,43/44,44/45,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
The Wash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[7, 1, 'Nov', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[6, 1, 'May', 0, None, None]","[29, 1, 'May', 0, None, None]","[72, 1, 'Oct', 0, None, None]","[92, 1, 'Sep', 0, None, None]","[139, 1, 'Aug', 0, None, None]","[323, 1, 'Oct', 0, None, None]","[319, 1, 'Oct', 0, None, None]","[633, 1, 'Sep', 0, None, None]","[618, 1, 'Sep', 0, None, None]","[543, 1, 'Sep', 0, None, None]","[242, 1, 'Sep', 0, None, None]","[331, 1, 'Sep', 0, None, None]","[698, 2, 'Sep', 0, None, None]","[659, 1, 'Sep', 0, None, None]","[594, 1, 'Sep', 0, None, None]","[413, 1, 'Jul', 0, None, None]","[593, 1, 'Sep', 0, None, None]",2020-01-19 17:59:16
North Norfolk Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[12, 2, 'Jan', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[5, 1, 'Nov', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[8, 1, 'Nov', 0, None, None]","[15, 1, 'Nov', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[45, 1, 'Oct', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[81, 1, 'Sep', 0, None, None]","[149, 1, 'Nov', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[214, 1, 'Dec', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[170, 1, 'Oct', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[193, 1, 'Sep', 0, None, None]","[200, 1, 'Jul', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[258, 1, 'Sep', 0, None, None]","[281, 1, 'Sep', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[245, 1, 'Sep', 0, None, None]","[183, 1, 'Oct', 0, None, None]","[235, 1, 'Sep', 0, None, None]","[273, 1, 'Sep', 0, None, None]","[263, 1, 'Sep', 0, None, None]","[245, 1, 'Sep', 0, None, None]","[524, 1, 'Sep', 1, 'Little Egret Coordinated Roost Count North Norfolk Coast', 'Neil Lawton']","[402, 1, 'Oct', 1, 'Little Egret Coordinated Roost Count North Norfolk Coast', 'Neil Lawton']",2020-01-19 17:59:16
Thames Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[9, 2, 'Sep', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[30, 1, 'Apr', 0, None, None]","[83, 1, 'Aug', 0, None, None]","[132, 1, 'Oct', 0, None, None]","[201, 1, 'Aug', 0, None, None]","[262, 2, 'Sep', 0, None, None]","[295, 1, 'Aug', 0, None, None]","[260, 1, 'Aug', 0, None, None]","[316, 1, 'Sep', 0, None, None]","[277, 1, 'Sep', 0, None, None]","[421, 1, 'Sep', 0, None, None]","[383, 1, 'Aug', 0, None, None]","[331, 1, 'Oct', 0, None, None]","[235, 1, 'Nov', 0, None, None]","[254, 1, 'Aug', 0, None, None]","[180, 1, 'Aug', 0, None, None]","[409, 1, 'Oct', 0, None, None]","[340, 1, 'Aug', 0, None, None]","[444, 2, 'Sep', 0, None, None]","[324, 2, 'Oct', 0, None, None]",2020-01-19 17:59:16
Dee Estuary (England and Wales),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[7, 1, 'Nov', 0, None, None]","[18, 1, 'Oct', 0, None, None]","[20, 1, 'Oct', 0, None, None]","[32, 1, 'Nov', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[59, 1, 'Sep', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[112, 1, 'Oct', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[169, 1, 'Sep', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[210, 1, 'Sep', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[258, 1, 'Aug', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[315, 1, 'Sep', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[303, 1, 'Aug', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[185, 1, 'Oct', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[275, 1, 'Aug', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[380, 1, 'Jul', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[256, 1, 'Oct', 0, None, None]","[306, 1, 'Oct', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[240, 1, 'Aug', 0, None, None]","[296, 1, 'Sep', 0, None, None]",2020-01-19 17:59:16
Blackwater Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Feb', 0, None, None]","[15, 1, 'Oct', 0, None, None]","[35, 1, 'Nov', 0, None, None]","[51, 1, 'Sep', 0, None, None]","[66, 1, 'Sep', 0, None, None]","[159, 1, 'Aug', 0, None, None]","[133, 1, 'Oct', 0, None, None]","[94, 1, 'Nov', 0, None, None]","[245, 1, 'Sep', 0, None, None]","[221, 1, 'Oct', 0, None, None]","[213, 1, 'Aug', 0, None, None]","[167, 2, 'Oct', 0, None, None]","[106, 1, 'Oct', 0, None, None]","[146, 1, 'Oct', 0, None, None]","[253, 1, 'Oct', 0, None, None]","[262, 1, 'Sep', 0, None, None]","[268, 2, 'Sep', 0, None, None]","[306, 1, 'Sep', 0, None, None]","[266, 1, 'Oct', 0, None, None]",2020-01-19 17:59:16
Morecambe Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[5, 1, 'Dec', 0, None, None]","[7, 1, 'Mar', 0, None, None]","[10, 1, 'Jan', 0, None, None]","[28, 1, 'Jan', 0, None, None]","[24, 1, 'Sep', 0, None, None]","[56, 1, 'Nov', 0, None, None]","[69, 1, 'Oct', 0, None, None]","[149, 1, 'Sep', 0, None, None]","[96, 1, 'Nov', 0, None, None]","[115, 1, 'Oct', 0, None, None]","[144, 1, 'Sep', 0, None, None]","[244, 1, 'Sep', 0, None, None]","[173, 1, 'Aug', 0, None, None]","[336, 1, 'Sep', 0, None, None]","[260, 1, 'Oct', 0, None, None]",2020-01-19 17:59:16
Chichester Harbour,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[44, 2, 'Sep', 0, None, None]","[55, 1, 'Dec', 0, None, None]","[99, 1, 'Oct', 0, None, None]","[74, 1, 'Aug', 0, None, None]","[90, 1, 'Aug', 0, None, None]","[134, 1, 'Oct', 0, None, None]","[271, 1, 'Aug', 1, 'Little Egret Roost counts', None]","[220, 1, 'Nov', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[255, 1, 'Sep', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[218, 1, 'Oct', 0, None, None]","[228, 1, 'Oct', 0, None, None]","[129, 1, 'Sep', 0, None, None]","[206, 2, 'Oct', 0, None, None]","[192, 1, 'Sep', 0, None, None]","[264, 1, 'Sep', 0, None, None]","[267, 1, 'Oct', 0, None, None]","[198, 1, 'Sep', 0, None, None]","[219, 1, 'Oct', 0, None, None]","[205, 1, 'Oct', 0, None, None]","[141, 1, 'Oct', 0, None, None]","[252, 1, 'Sep', 0, None, None]","[259, 1, 'Sep', 0, None, None]","[132, 1, 'Sep', 0, None, None]","[146, 1, 'Sep', 0, None, None]","[216, 1, 'Oct', 0, None, None]",2020-01-19 17:59:16
Humber Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[1, 2, 'Jul', 0, None, None]","[3, 1, 'May', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[4, 1, 'May', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[14, 1, 'Jan', 0, None, None]","[36, 1, 'Jun', 0, None, None]","[41, 1, 'Sep', 0, None, None]","[95, 1, 'Sep', 0, None, None]","[59, 1, 'Sep', 0, None, None]","[68, 1, 'Aug', 0, None, None]","[54, 1, 'Sep', 0, None, None]","[58, 1, 'Sep', 0, None, None]","[121, 1, 'Sep', 0, None, None]","[165, 1, 'Sep', 0, None, None]","[169, 1, 'Sep', 0, None, None]","[304, 1, 'Sep', 0, None, None]","[246, 1, 'Sep', 0, None, None]",2020-01-19 17:59:16
Severn Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[7, 1, 'Sep', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[13, 1, 'Aug', 0, None, None]","[59, 1, 'Oct', 0, None, None]","[41, 1, 'Oct', 0, None, None]","[47, 1, 'Sep', 0, None, None]","[66, 1, 'Sep', 0, None, None]","[104, 1, 'Sep', 0, None, None]","[74, 1, 'Oct', 0, None, None]","[107, 1, 'Oct', 0, None, None]","[103, 1, 'Sep', 0, None, None]","[84, 1, 'Aug', 0, None, None]","[126, 1, 'Aug', 0, None, None]","[90, 1, 'Oct', 0, None, None]","[118, 1, 'Sep', 0, None, None]","[136, 1, 'Sep', 0, None, None]","[203, 1, 'Sep', 0, None, None]","[189, 2, 'Oct', 0, None, None]","[226, 1, 'Oct', 0, None, None]","[225, 1, 'Sep', 0, None, None]",2020-01-19 17:59:16
Medway Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[1, 2, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[30, 1, 'Sep', 0, None, None]","[17, 2, 'Sep', 0, None, None]","[8, 1, 'Nov', 0, None, None]","[21, 2, 'Sep', 0, None, None]","[71, 2, 'Sep', 0, None, None]","[19, 1, 'Oct', 0, None, None]","[103, 1, 'Oct', 0, None, None]","[125, 1, 'Oct', 0, None, None]","[413, 1, 'Sep', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[66, 1, 'Oct', 0, None, None]","[46, 1, 'Oct', 0, None, None]","[24, 2, 'Nov', 0, None, None]","[71, 1, 'Oct', 0, None, None]","[75, 1, 'Oct', 0, None, None]","[37, 1, 'Sep', 0, None, None]","[69, 1, 'Oct', 0, None, None]","[98, 1, 'Oct', 0, None, None]","[40, 2, 'Oct', 0, None, None]","[30, 2, 'Oct', 0, None, None]","[39, 1, 'Sep', 0, None, None]","[187, 1, 'Oct', 0, None, None]","[263, 1, 'Sep', 0, None, None]","[281, 1, 'Aug', 0, None, None]",2020-01-19 17:59:16
