Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Cowbit Wash (Welland),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:39:03
Cresswell and Linton Ponds and Sea,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:39:03
East Mainland (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:39:03
Eden Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21The Slamannan Plateau Bean Goose countsSNH / The Slamannan Plateau Bean Goose Management Scheme,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:39:03
Fannyside Muir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:39:03
Gartmorn Dam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:39:03
Grouville Marsh,(0),0,0,3.0,0.0,0,0,0,0.0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:39:03
Gunton Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:39:03
Haysden Gravel Pit,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:39:03
Horsey Mere,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:39:03
Hunterston Sands,0,0,nan,nan,0.0,0,0,0,0.0,0.0,0.0,0,0,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:39:03
Hyde Lane Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10,2019-11-22 01:39:03
Island of Burray,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Island of Eday,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Islands of Shapinsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Isle of South Ronaldsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Isles of Hoy and Walls,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Kislingbury Gravel Pits,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Les Mondrins Gravel Pit,0.0,0.0,(0),0,0,0.0,0.0,2.0,0.0,(0),0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Loch Flemington,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Loch O' Th' Lowes (New Cumnock),0.0,0.0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Loch Saintear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Lochcote Reservoir Torphichen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Lochs Quien Fad and Dhu (Bute),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Luckenburn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,95,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Mainland (Geese),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Micklemere,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Nocton Wood Clay Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
North Ronaldsay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
North Ronaldsay Lochs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Outwood Swan Sanctuary,0.0,nan,nan,nan,0,0.0,0.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Overstone Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Palmarsh Gravel Pit,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Prestwick Carr,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
R Wensum: Fakenham - Gt Ryburgh (inc Pensthorpe),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
River Derwent - Cromford to Belper (Wyver Lane),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
River Trent - Gunthorpe to Hoveringham,0.0,0.0,0,(0),0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
River Tywi - Dryslwyn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
River Ure - Givendale to Ripon,nan,nan,0,0,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Sanday (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Shalford Meadow,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
Shearington Pond,0.0,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,2019-11-22 01:39:10
South Uist,nan,nan,3Supplementary visit under the WeBS Core Count SurveyWeBS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:39:16
St. Ouen's Pond,0.0,nan,0,2.0,0.0,0.0,0.0,0.0,0.0,(0),1.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:39:16
Stronsay (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:39:16
Sundridge Ballast Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:39:16
Tallington,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:39:16
Thorpe Hall Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:39:16
Tilgate Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:39:16
West Mainland (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0Icelandic-breeding Goose CensusWildfowl and Wetlands Trust,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:39:16
West Shetland Mainland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12,2019-11-22 01:39:16
END
