Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
River Idle Washlands,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,1,nan,nan,nan,0,0,5,2019-11-22 02:48:42
River Kennet - Ramsbury to Chilton Foliat,(0),(0),(0),0,(0),0.0,(0),(0),(0),(0),(0),(0),(0),1.0,nan,(0),0.0,0,0.0,0.0,nan,0,0,5,2019-11-22 02:48:42
River Thames - Reading to Pangbourne,1,0,nan,nan,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,5,2019-11-22 02:48:42
River Welland - Spalding to A16,(0),0,0,0,0,0.0,0,0,(0),3,0,0,0,0.0,0,0,0.0,0,0.0,nan,nan,0,0,5,2019-11-22 02:48:42
River Wharfe - Ozendyke to Cawood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1,0.0,0.0,nan,0,0,5,2019-11-22 02:48:42
River Witham - Chapel Hill to Kirkstead,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,5,2019-11-22 02:48:42
Roadford Reservoir,0,nan,nan,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,0.0,0.0,nan,0,0,5,2019-11-22 02:48:42
Rookery North (Stewartby),0,1,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,0,0,5,2019-11-22 02:48:42
Rostherne Mere,0,0,0,0,0,0.0,0,0,0,0,0,0,4,2.0,1,0,0.0,0,0.0,0.0,nan,0,0,5,2019-11-22 02:48:42
Rowley Lake,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,5,2019-11-22 02:48:42
Rutland Water,0,0,0,0,2,2.0,0,0,1,0,2,1,0,2.0,2,1,0.0,0,0.0,0.0,nan,0,0,5,2019-11-22 02:48:42
Saltwell Park Lake,nan,0,0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,5,2019-11-22 02:48:42
Sandbach Flashes,0,1,0,0,0,1.0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,5,2019-11-22 02:48:42
Scorton Quarry,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,5,2019-11-22 02:48:42
Serpentine and Long Water and Round Pond - Kensington,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0.0,0.0,nan,0,0,5,2019-11-22 02:48:42
Severn Estuary (Welsh counties),0.0,0,0,0.0,0,0,1.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Shavington Park,0.0,0,0,nan,nan,nan,nan,nan,nan,0.0,0,0,(0),0.0,1,0,1.0,1.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Shearwater,1.0,1,1,1.0,1,0,0.0,0,0.0,nan,nan,nan,0,0.0,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Shibdon Pond,0.0,0,0,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Slains Lochs (Meikle and Sand and Cotehill),nan,(0),0,0.0,0,(0),0.0,1,0.0,0.0,nan,(0),0,0.0,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Solway Estuary,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,1,0,0.0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Solway Estuary (English counties),0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Solway Estuary (Scottish counties),0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,1,0,0.0,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Somerset Levels,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
South Huish Marsh,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1.0,1.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Southampton Water,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,(0),0,0,0.0,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Southport Marina,0.0,0,0,0.0,0,nan,nan,0,0.0,0.0,0,1,0,0.0,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Spade Oak Gravel Pit (Little Marlow),3.0,0,0,0.0,0,0,0.0,2,2.0,2.0,1,0,0,0.0,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Staines Reservoirs,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Stanford Reservoir,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Stoke Newington Reservoirs,0.0,0,nan,0.0,0,0,0.0,(0),0.0,0.0,0,0,0,0.0,nan,0,0.0,0.0,0.0,(0),nan,0,0,6,2019-11-22 02:48:49
Strangford Lough,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,Jan,0,0,6,2019-11-22 02:48:49
Stratfield Saye,0.0,0,0,0.0,(0),0,0.0,0,0.0,0.0,0,0,(0),0.0,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Summerleaze Gravel Pits,0.0,0,nan,0.0,(0),(0),0.0,0,0.0,0.0,1,0,0,0.0,0,0,0.0,nan,nan,nan,nan,0,0,6,2019-11-22 02:48:49
Sutton and Lound Gravel Pits,nan,0,nan,0.0,0,0,0.0,(0),0.0,0.0,0,0,1,0.0,2,1,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Swale Estuary,0.0,0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0.0,1,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Taw-Torridge Estuary,0.0,0,0,0.0,0,1,0.0,0,1.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Tees Estuary,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,1.0,0,nan,0,0,6,2019-11-22 02:48:49
Tehidy Pool,nan,nan,nan,nan,nan,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,nan,0,nan,0,0,6,2019-11-22 02:48:49
Teign Estuary,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,(0),0,0,0.0,0,(0),0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Thames Estuary,0.0,1,0,1.0,1,1,8.0,0,0.0,0.0,0,0,0,1.0,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Thoresby Lake,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Tittesworth Reservoir,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0.0,0,0,2Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0,nan,nan,nan,nan,(0),nan,0,0,6,2019-11-22 02:48:49
Tockenham Reservoir,0.0,0,(0),0.0,0,0,nan,nan,nan,nan,nan,0,0,nan,nan,nan,0.0,0.0,nan,nan,nan,0,0,6,2019-11-22 02:48:49
Tring Reservoirs,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,2,0,0.0,0,0,0.0,0.0,0.0,0,nan,0,0,6,2019-11-22 02:48:49
Tweed Estuary,0,(0),0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0,nan,0.0,0.0,7,2019-11-22 02:48:55
Tyttenhanger Gravel Pits,0,0,0.0,(0),(0),0,0,(0),0.0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,7,2019-11-22 02:48:55
Upper Swell Pools,0,0,0.0,0,1,0,0,0,0.0,0,(0),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,7,2019-11-22 02:48:55
Uttoxeter Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,7,2019-11-22 02:48:55
WWT Martin Mere,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,7,2019-11-22 02:48:55
Walthamstow Reservoirs,0,0,0.0,0,0,0,3,0,0.0,0,0,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,7,2019-11-22 02:48:55
Weirwood Reservoir,(0),(0),0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,7,2019-11-22 02:48:55
Whitlingham Country Park,0,0,0.0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,7,2019-11-22 02:48:55
Widewater (Shoreham),0,0,0.0,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,7,2019-11-22 02:48:55
Wigtown Bay,0,0,0.0,0,0,(0),(0),0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,Jan,0.0,0.0,7,2019-11-22 02:48:55
Willen Lake,0,1,0.0,0,0,0,0,0,0.0,(0),0,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0,nan,0.0,0.0,7,2019-11-22 02:48:55
Woburn Park Lakes,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,(0),nan,0.0,0.0,7,2019-11-22 02:48:55
"Woolfall Pool, Hankelow",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,nan,0.0,0.0,7,2019-11-22 02:48:55
Wraysbury Reservoir,0,0,0.0,0,0,0,0,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,7,2019-11-22 02:48:55
Yare Valley - Marlingford to Bawburgh,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,7,2019-11-22 02:48:55
Young's Park - Goodrington,nan,nan,nan,nan,nan,nan,2,0,2.0,2,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,7,2019-11-22 02:48:55
Baston and Langtoft Gravel Pits,0,(0),0.0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,2019-11-22 02:48:55
Killington Reservoir,0,0,0.0,0,2,5,0,2,0.0,0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,2019-11-22 02:48:55
Methley Gravel Pit,0,0,0.0,0,0,nan,nan,nan,0.0,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,2019-11-22 02:48:55
Osberton,nan,nan,nan,nan,nan,nan,nan,1,0.0,0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,2019-11-22 02:48:55
River Avon - West Amesbury,0,0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,2019-11-22 02:48:55
Sennowe Park Lake Guist,nan,nan,nan,nan,2,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,2019-11-22 02:48:55
West Freugh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1Supplementary visit under the WeBS Core Count SurveyWeBS,(0),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,2019-11-22 02:48:55
Yarwell Gravel Pits,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7,2019-11-22 02:48:55
END
