Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Mill Dam and Balfour Mains Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,28,2019-11-28 04:06:54
Mill Dam of Rango,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,0,0,28,2019-11-28 04:06:54
Millar's Moss Reservoir,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,nan,0,0,0,0,0,0,0.0,0,nan,0,0,28,2019-11-28 04:06:54
Milton Loch (Dumfries and Galloway),0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0,0.0,0,(0),0,(0),0,(0),0.0,nan,0,(0),nan,0,0,0,0,0,0,0,0.0,0,nan,0,0,28,2019-11-28 04:06:54
Monk Myre,nan,nan,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,nan,0,0,28,2019-11-28 04:06:54
Montgrew Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,0,0,28,2019-11-28 04:06:54
Montrose Basin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,(0),0,nan,0,0,29,2019-11-28 04:07:20
Moray Coast,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,(0),0,0,(0),0,0,0,(0),0,0,nan,0,0,29,2019-11-28 04:07:20
Morton Lochs,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,(0),0.0,(0),0,(0),0,0.0,(0),0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-28 04:07:20
Moss Side,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,(0),(0),nan,0,0,29,2019-11-28 04:07:20
Mountcastle Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0,0,0,0,0,(0),0,0,0,0,0,0,nan,0,0,29,2019-11-28 04:07:20
Muir O' Lea Lochan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,0,0,0.0,0,nan,0,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,0,0,29,2019-11-28 04:07:20
Murton Wildlife Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-28 04:07:20
Myerscough Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,0,0,29,2019-11-28 04:07:20
Naseby Reservoir,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,(0),0,0,nan,0,0,29,2019-11-28 04:07:20
Nene Washes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,1.0,1,0,1,0.0,0,35,0,0,0.0,0,0,0,0.0,0,(0),0,0,0,0,0,0,0,0,(0),0,nan,0,0,29,2019-11-28 04:07:20
Netherfield Lagoons,nan,nan,0.0,0.0,0.0,1.0,0.0,0.0,nan,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-28 04:07:20
Nevern Estuary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,(0),0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-28 04:07:20
Newington Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,2,0,0,nan,0,0,29,2019-11-28 04:07:20
Newmiller Dam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0,29,2019-11-28 04:07:20
Newport Pagnell Gravel Pits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0,0,0.0,0,0,0,0,28.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,nan,0,0,29,2019-11-28 04:07:20
Newton Pool,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0,0,0,nan,nan,nan,nan,0,0.0,0,0,0,0.0,0,nan,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-28 04:07:20
Newton Sandpit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-28 04:07:20
Newtown Estuary,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,(3),(0),0.0,0,0,1Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0.0,0,(1),(1),6.0,1,0,1,0,(0),0,(2),(0),0,0,1,1,Oct,1,1,29,2019-11-28 04:07:20
Nor Wick and Skaw,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,nan,0,0,nan,0,0,29,2019-11-28 04:07:20
Norbury Meres Cholmondeley,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,4.0,0.0,0.0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),nan,0,0,29,2019-11-28 04:07:20
North Cave Wetlands,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,0,1,0.0,0,0,0,0.0,0,0,3,1,0,0,1,0,0,0,0,0,nan,0,0,29,2019-11-28 04:07:20
North Hykeham Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0,1,0,nan,0,0,0,0.0,(0),0,0,0,(0),0,0,(0),(0),(0),0,nan,nan,0,0,29,2019-11-28 04:07:20
"North Marsh, Flamborough",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,1,0,1,0,nan,0,0,29,2019-11-28 04:07:20
North Third Reservoir,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,(0),0,0,0.0,0,0,0,0,0,0,0,(0),0,0,0,0,nan,0,0,29,2019-11-28 04:07:20
Northington Lake,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan,nan,nan,(0),0.0,0,(0),nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-28 04:07:20
Nunnery Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,1,0,1.0,1,5,4,0,0.0,0,1,3,1.0,0,1,0,1,1,1,0,0,0,0,0,0,nan,0,0,29,2019-11-28 04:07:20
Oerley Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,(0),0,0,1,0,0,0,0,0,0,0,nan,0,0,29,2019-11-28 04:07:20
Ogmore Estuary,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0,0,(0),1.0,(0),(0),0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-28 04:07:20
Ogston Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,0,2,0,0,0,0,0,0,nan,0,0,29,2019-11-28 04:07:20
Oitir Mhor to Loch Paible (including Kirkibost) (North Uist),nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-28 04:07:20
Oldshoremore Bay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0,(0),0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Orchardton and Auchencairn Bays,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,nan,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Ornamental Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Osterley Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2,0,0,0,0,6,4,0.0,3,2,2.0,1,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,0,0,30,2019-11-28 04:07:46
Otley Nature Reserve,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0,1,1,0,0,0,0.0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,30,2019-11-28 04:07:46
Otmoor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,1,0,0.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0.0,7.0,0.0,0,0.0,0.0,0,0.0,1.0,Jan,0,0,30,2019-11-28 04:07:46
Ouse Washes,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,11,3,0.0,0,0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,1,3Supplementary visit under the WeBS Core Count SurveyWeBS,1Supplementary visit under the WeBS Core Count SurveyWeBS,2.0,2,1,8.0,1,1.0,13.0,2.0,5.0,1,1.0,0.0,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Outer Ards Shoreline,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0,0.0,0,(0),0,0,0,nan,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Outer Loch Indaal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Overton Lakes,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Pagham Harbour,0.0,0.0,0.0,0.0,(0),(0),8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,1.0,1.0,0.0,0,0.0,0.0,0,1.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Painshill Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,1.0,0.0,0,0.0,nan,nan,0,0,30,2019-11-28 04:07:46
Panshanger Estate,nan,nan,nan,0.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,0,0,0,0,0,0.0,0,1,1.0,1,0.0,0.0,1.0,1.0,0,nan,1.0,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Papercourt Gravel Pits,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,nan,0.0,nan,nan,0.0,1.0,0,0,0.0,0,0,0,nan,nan,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,1.0,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Par Sands Pools and St Andrews Road,nan,0.0,nan,nan,0,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1,0.0,(0),2,0.0,1,1.0,0.0,4.0,0.0,(0),0.0,0.0,0,nan,0.0,nan,0,0,30,2019-11-28 04:07:46
Parsonage Reservoir,0.0,0.0,0.0,0.0,0,0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,nan,0.0,0,1.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Pearson Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,3.0,0,0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Peasholm Park Lake,nan,nan,nan,nan,nan,0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Pennington Flash,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0,0,0.0,1,0,0,1,(0),0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Pentney GP,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,3.0,1.0,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0.0,nan,nan,nan,0.0,nan,0,0,30,2019-11-28 04:07:46
Petworth Park Lakes,2.0,0.0,1.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0,0,0,(0),0,0,1,0.0,1,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Pevensey Levels,nan,nan,68.0,0.0,0,0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0,0,0.0,0,0,(0),0,(0),0,0,0.0,0,(0),0.0,(0),0.0,0.0,0.0,0.0,0,0.0,0.0,2,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Pickering Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,0,2,0.0,0,0,0.0,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,nan,0,0,30,2019-11-28 04:07:46
Pilmuir Dam,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,nan,nan,nan,nan,0,0,30,2019-11-28 04:07:46
Pittville Park,0.0,0.0,nan,nan,0,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Polbain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),(0),nan,nan,nan,0,(0),0.0,0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Polemere,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,(1),(1),0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Pond of Drummond,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,nan,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Port Meadow,8.0,0.0,0.0,1.0,0,0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,1.0,1,0,0.0,(0),0,1,0,0,(0),0,0.0,0,0,9.0,0,0.0,0.0,0.0,1.0,48,0.0,0.0,0,0.0,0.0,nan,0,0,30,2019-11-28 04:07:46
Port Talbot Old Docks,nan,nan,nan,nan,0,0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,nan,nan,0,0,30,2019-11-28 04:07:46
Porth Reservoir,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0,nan,0,0,31,2019-11-28 04:08:11
Portworthy Mica Dam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3.0,4.0,3.0,1,0,0,1,0,1,0.0,0.0,0,2.0,0.0,0,0,0,(0),1,0,0,0,(0),0,nan,0,0,31,2019-11-28 04:08:11
Potbridge Pond and Hillside Marsh and Spring Head (Odiham),nan,1.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,nan,0,0,31,2019-11-28 04:08:11
Potteric Carr,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(1),0,(0),0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,(0),(0),(0),(0),nan,1,1,31,2019-11-28 04:08:11
Powdermill Reservoir,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,(0),0,(0),0.0,0.0,0,0.0,0.0,(0),0,0,0,0,(0),0,0,0,0,nan,0,0,31,2019-11-28 04:08:11
Primrose Valley Mere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.0,7.0,8,7,0,12,0,0,2.0,0.0,2,1.0,1.0,1,1,1,0,0,nan,0,0,nan,nan,nan,0,0,31,2019-11-28 04:08:11
Priory Water and Kirby Lakes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,19.0,1.0,1.0,1.0,2.0,3,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,nan,0,0,31,2019-11-28 04:08:11
Pugneys Country Park Lakes,nan,nan,0.0,0.0,0.0,0.0,2.0,3.0,5.0,6.0,0.0,8.0,2.0,5.0,0.0,0.0,3.0,0.0,1.0,2,4,0,1,1,1,0.0,0.0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,nan,0,0,31,2019-11-28 04:08:11
Pulfin Bog and High Eske Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0,0,(1),0,1,0,1.0,0.0,0,0.0,0.0,0,9,0,0,0,0,0,0,0,0,nan,0,0,31,2019-11-28 04:08:11
Queen Elizabeth II Country Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,nan,0,0,31,2019-11-28 04:08:11
Queen Mother Reservoir,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,nan,0,0,31,2019-11-28 04:08:11
Queen's Park (Swindon),0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,nan,0,0,31,2019-11-28 04:08:11
Quorn Lodge Farm Borrow Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,nan,0,0,31,2019-11-28 04:08:11
R Clyde: Carstairs to Thankerton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),(0),0,0,(0),0,0.0,0.0,(0),0.0,0.0,0,(0),(0),0,(0),0,(0),0,0,0,nan,0,0,31,2019-11-28 04:08:11
R.Bervie: Bervie Bay to Upper Mill,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,(0),(0),0,0,0,nan,0,0,31,2019-11-28 04:08:11
Raa Estuary and Achnahaird Bay,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,(0),(0),nan,nan,nan,0.0,(0),0.0,0.0,0,0,0,0,0,0,0,0,(0),0,nan,0,0,31,2019-11-28 04:08:11
Radnor Mere,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,4.0,1.0,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,nan,0,0,31,2019-11-28 04:08:11
Ramsbury Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,10,11,1,2,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,nan,nan,0,0,31,2019-11-28 04:08:11
Ranworth and Cockshoot Broads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,19.0,0.0,7.0,5.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,nan,0,0,31,2019-11-28 04:08:11
Ravensthorpe Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1),1,1,1,0,1,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,nan,0,0,31,2019-11-28 04:08:11
Ravenstown Flood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,31,2019-11-28 04:08:11
Rayburn Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,(0),0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,(0),0,nan,0,0,31,2019-11-28 04:08:11
