Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Derwent Water,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,0.0,nan,nan,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Deveron Estuary,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,nan,nan,nan,nan,0.0,(0),0,nan,0,0,15,2019-11-28 04:01:27
Dingle Farm Uley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,15,2019-11-28 04:01:27
Dinton Pastures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,1,1.0,0,1.0,7,1,1,nan,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Diss Mere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Ditchford Gravel Pits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,(0),0,0.0,0.0,nan,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Dochart Haughs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Dockacres Gravel Pits,nan,0.0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,3.0,4,3.0,0,0,0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Doddington Pool,nan,0.0,nan,nan,0.0,0.0,0.0,nan,2.0,1.0,6.0,2.0,0.0,2.0,0.0,0,0.0,0,1.0,1,0,0,0.0,0.0,0.0,1.0,2,1.0,0.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Dogmersfield Lake,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,nan,nan,0.0,0.0,nan,0.0,nan,nan,nan,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Dolydd Hafren,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Don Estuary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Don Mouth to Ythan Mouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0.0,(0),0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Dorchester Gravel Pits,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,4,0,0.0,0.0,0.0,0.0,1,0.0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0,0,15,2019-11-28 04:01:27
Dornoch Firth,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,(0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Dow Law Dam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Drakelow Gravel Pit,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12,0.0,0,1.0,0,0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Draycote Water,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,1,0.0,5,0.0,0,11,0,14.0,12.0,13.0,2.0,0,3.0,0.0,0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Drift Reservoir,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,nan,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,nan,0,0,15,2019-11-28 04:01:27
Drumoig Golf Club Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Druridge Pool,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0,0.0,0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Duddingston Loch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,(0),0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Dudmaston Pools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,14.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Dundrum Inner Bay,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Dunham Pools,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,nan,nan,nan,nan,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Duns Dish,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,0,nan,0,0,15,2019-11-28 04:01:27
Dunsapie Loch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,(0),0.0,0.0,0.0,nan,(0),0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,0,0,15,2019-11-28 04:01:27
Dunscar Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0,0,15,2019-11-28 04:01:27
Dunster Beach,nan,nan,nan,1.0,0.0,nan,0.0,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,24.0,(0),1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,0,0,15,2019-11-28 04:01:27
Dupplin and Pitcairnie Lochs,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
Durham Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1.0,6.0,0.0,0,0,0.0,0.0,1.0,(0),0,(0),0,(0),0.0,0.0,0.0,0.0,(0),(0),0,0.0,0.0,0,0,0,(0),0,nan,0,0,16,2019-11-28 04:01:52
Durkar Sand Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,1,1,1,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
Dysynni Estuary,0,0.0,0.0,nan,(0),nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,(0),0.0,0.0,0.0,0,0,nan,0,0,0.0,0.0,0.0,nan,0,0,0,0.0,0.0,(0),0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
ECC pit complex,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,1.0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
Earith Gravel Pits,nan,nan,nan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,0.0,0,0,0,nan,nan,nan,nan,nan,nan,2,3,0,3.0,1.0,0,nan,nan,nan,nan,nan,0,0,16,2019-11-28 04:01:52
Earls Barton Gravel Pits,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,1.0,2,0,0,(0),0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
Earlswood Lakes (Surrey),0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,nan,nan,0,0,0,0.0,0.0,nan,0.0,0,nan,0,0.0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
East Barns to Dunglass,nan,nan,nan,nan,(0),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
East Chevington Pools,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
East Fenton Farm Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
East Fortune Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,nan,nan,nan,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
East Park Hull,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,15,14,12,12,3.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
East Wretham Meres,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,nan,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,1,0,nan,0,0,16,2019-11-28 04:01:52
Eastbourne Park Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0.0,0.0,0,1,0,0,0,nan,0,0,16,2019-11-28 04:01:52
Eastlands Estate,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,1,0,0,nan,0,0,16,2019-11-28 04:01:52
Eccleston Mere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,67,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,0,nan,nan,nan,0,nan,nan,nan,nan,0,0,16,2019-11-28 04:01:52
Eccup Reservoir,0,4.0,10.0,0.0,4,0.0,13.0,6.0,6.0,4.0,0.0,3.0,6.0,3.0,2.0,2.0,0,0,1.0,0.0,1.0,0,0,0,0,0,0.0,16.0,1.0,0.0,0,1,5,0.0,0.0,0,0,0,0,2,Oct,0,0,16,2019-11-28 04:01:52
Eden Estuary,(0),0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,(0),0,0,0.0,0.0,0.0,0.0,0,0,(0),0.0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
Edgelaw Reservoir,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0,16,2019-11-28 04:01:52
Edington Lake,0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0,2,0.0,0.0,0.0,3,0,1,1,0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
Elton Reservoir,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,nan,nan,0,1,0,nan,0,0,16,2019-11-28 04:01:52
Emberton Gravel Pits,0,0.0,0.0,0.0,0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,44.0,45.0,48.0,70.0,(63),0,51.0,47.0,15.0,15,21,15,15,0,23.0,23.0,6.0,28.0,29,0,11,0.0,116.0,1,0,0,nan,0,nan,0,0,16,2019-11-28 04:01:52
Embsay Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,0.0,0.0,1,0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,0,0,16,2019-11-28 04:01:52
Endrick Water - Blane Bridge to Drymen Bridge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
Endrick Water - Council Boundary to Drymen Bridge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0.0,0.0,0.0,(0),nan,nan,nan,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
Erme Estuary,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0.0,0.0,1.0,0,0,0,0,(0),0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
Esthwaite Water,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2,10,11.0,12.0,13.0,22,(6),14,(5),6,3.0,0.0,3.0,5.0,0,0,0,0.0,0.0,0,0,0,0,0,nan,0,0,16,2019-11-28 04:01:52
Etherow Country Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,(0),(0),0,0,0.0,0.0,nan,0.0,nan,1,0,0.0,0.0,nan,nan,nan,0,nan,nan,0,0,16,2019-11-28 04:01:52
Exeter River Valley Park and Matford Marshes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,(0),(0),(0),0,(0),nan,0,0,16,2019-11-28 04:01:52
Eyebrook Reservoir,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0,0.0,0.0,0,1.0,0,0,1,0,nan,0,(1),0.0,1,0,0.0,1,0,0.0,0,0.0,0.0,0,0,1.0,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Fairburn Ings,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1,0.0,0,5,2,0,0,0,0,0.0,4,nan,1.0,0,0,0.0,1,0.0,0.0,(0),0,0.0,0.0,1,0.0,nan,0,0,17,2019-11-28 04:02:18
Fal Complex,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,2.0,0,0,0.0,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Fala Flow,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,nan,0,0,0.0,0.0,nan,nan,nan,0,0,17,2019-11-28 04:02:18
Faldonside Loch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Faraid Head,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,nan,nan,nan,0,0.0,0,0,0.0,(0),0.0,nan,0,0,0.0,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Farmoor Reservoirs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,nan,nan,nan,nan,0,0,0.0,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Farmwood Pool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,(0),0.0,0.0,0,0,0.0,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Farne Islands,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,nan,nan,nan,0.0,nan,0,0,17,2019-11-28 04:02:18
Fedderate Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0.0,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Fen Drayton Lakes,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,2.0,1.0,1,1.0,1.0,7,0.0,4Supplementary visit under the WeBS Core Count SurveyWeBS,5Supplementary visit under the WeBS Core Count SurveyWeBS,0,1,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,1,1.0,0,0,0.0,0,1,0.0,0,0.0,0.0,0,(0),0.0,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Fenemere,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,nan,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Fenstanton GP,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,0.0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,nan,nan,nan,nan,0,0,17,2019-11-28 04:02:18
Fernworthy Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,(0),1,(0),0,0,0,1,0.0,(0),0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,(0),0.0,nan,0,0,17,2019-11-28 04:02:18
Ferry Meadows (Nene Park),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,4.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Figgate Pond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,(0),0,0,0.0,0,nan,0.0,0,0,0.0,nan,0.0,0.0,0,0,0.0,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Finstown Ouse,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Fisherwick and Elford Gravel Pits,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0,1.0,0.0,(0),0.0,0,0,1,0,1,5,2,0.0,0,0,0.0,(0),0,0.0,4,0.0,0.0,0,0,0.0,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Fleet Estuary,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Fleet Pond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0,0,1,0,0,0,nan,0.0,0,0,0.0,0,1,0.0,0,0.0,0.0,0,(0),0.0,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Fletton Brick Pits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0,nan,nan,0,nan,nan,0,0,0,1,0,1,0.0,0,(0),0.0,0,(0),0.0,0,0.0,0.0,0,(0),0.0,0.0,nan,nan,nan,0,0,17,2019-11-28 04:02:18
Folly Loch and Fairnington Fields,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Fordwich and Westbere Gravel Pits,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0,0.0,0,0,1,0,0,nan,13,0.0,nan,nan,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,nan,0,0,17,2019-11-28 04:02:18
Foremark Reservoir,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0.0,1,0,0.0,0,nan,nan,nan,nan,0.0,0,0,0.0,nan,nan,nan,nan,0,0,17,2019-11-28 04:02:18
Forrestburn Reservoir,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,nan,nan,0,0,nan,nan,nan,nan,nan,0,0,17,2019-11-28 04:02:18
